Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																											
Дата голосования: 07.12.2003 0:00:00																																																																											
																																																																											
Наименование Избирательной комиссии:    Минераловодская																																																																											
																																																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																											
																																																																											
		Сумма	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794					
		1.71%	1.59%	0.30%	1.67%	1.20%	1.52%	1.96%	2.61%	0.80%	2.03%	0.80%	1.97%	1.42%	1.74%	1.23%	1.90%	1.07%	1.76%	1.64%	1.89%	2.11%	1.89%	1.73%	1.52%	1.86%	1.26%	2.08%	0.90%	1.68%	1.98%	3.38%	4.49%	2.80%	1.96%	1.28%	2.35%	1.51%	1.53%	2.44%	1.56%	1.74%	2.30%	1.39%	2.24%	3.26%	1.69%	2.88%	3.09%	1.84%	1.50%	1.35%	0.81%	2.14%	1.70%	2.08%	1.92%	0.52%	0.0%	3.12%	0.94%	4.38%	1.95%	0.61%	2.51%	1.07%	1.09%	3.48%	1.61%	1.10%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	726	3	2	15	25	13	13	16	14	16	11	20	40	17	13	24	25	15	18	18	18	24	32	15	17	14	6	11	28	6	0	0	3	4	6	8	17	19	2	19	10	1	6	1	1	1	1	5	2	26	17	12	15	23	2	8	1	1	1	1	0	9	4	4	1	0	1	2	3					
		1.50%	0.79%	0.60%	1.57%	3.75%	1.98%	2.55%	1.44%	1.25%	1.30%	1.77%	1.79%	3.15%	1.74%	2.00%	1.99%	2.24%	1.76%	1.64%	1.54%	1.58%	2.27%	2.51%	2.53%	2.43%	1.60%	1.13%	1.66%	2.76%	1.08%	0.0%	0.0%	2.80%	0.87%	0.51%	0.69%	1.42%	2.08%	0.44%	1.56%	1.93%	0.32%	0.59%	0.56%	0.54%	0.15%	0.26%	0.55%	0.33%	3.00%	2.08%	1.22%	2.67%	2.18%	1.04%	0.85%	0.10%	1.11%	0.14%	0.11%	0.0%	1.25%	0.49%	1.67%	1.07%	0.0%	0.29%	0.46%	1.65%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	2606	30	22	57	39	50	58	69	79	77	46	55	102	70	52	73	60	54	80	65	79	55	49	38	30	60	37	41	41	26	13	1	7	33	73	78	72	65	24	72	22	5	29	12	5	20	18	24	16	29	38	43	17	42	5	39	20	4	16	31	17	29	37	12	1	1	19	14	9					
		5.39%	7.95%	6.70%	5.97%	5.85%	7.64%	11.41%	6.22%	7.08%	6.26%	7.44%	4.94%	8.05%	7.17%	8.01%	6.05%	5.39%	6.35%	7.31%	5.58%	6.95%	5.20%	3.85%	6.42%	4.29%	6.88%	7.00%	6.19%	4.05%	4.69%	11.01%	1.12%	6.54%	7.18%	6.25%	6.81%	6.05%	7.12%	5.33%	5.92%	4.25%	1.64%	2.88%	6.74%	2.71%	3.08%	4.72%	2.64%	2.68%	3.35%	4.66%	4.38%	3.03%	3.98%	2.60%	4.18%	2.08%	4.44%	2.38%	3.64%	3.72%	4.05%	4.56%	5.02%	1.07%	1.09%	5.52%	3.23%	4.97%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1314	17	8	20	14	23	12	36	33	52	21	32	51	30	27	39	64	25	39	40	38	47	65	12	26	35	23	18	37	8	3	1	7	7	20	35	31	21	4	24	13	3	10	1	1	3	2	8	0	33	26	24	10	38	8	9	11	1	4	8	5	8	17	5	0	0	10	6	5					
		2.72%	4.50%	2.43%	2.09%	2.10%	3.51%	2.36%	3.24%	2.95%	4.22%	3.39%	2.87%	4.02%	3.07%	4.16%	3.23%	5.75%	2.94%	3.56%	3.43%	3.34%	4.44%	5.11%	2.03%	3.72%	4.01%	4.35%	2.71%	3.65%	1.44%	2.54%	1.12%	6.54%	1.52%	1.71%	3.05%	2.60%	2.30%	0.88%	1.97%	2.51%	0.98%	0.99%	0.56%	0.54%	0.46%	0.52%	0.88%	0.0%	3.81%	3.19%	2.44%	1.78%	3.60%	4.16%	0.96%	1.14%	1.11%	0.59%	0.94%	1.09%	1.11%	2.09%	2.09%	0.0%	0.0%	2.90%	1.38%	2.76%					
22	"5. ""За Русь Святую"""	280	1	4	6	7	4	2	4	7	13	8	5	13	2	3	12	5	7	6	9	7	12	7	2	2	4	3	3	5	4	0	1	0	1	3	5	6	7	3	8	1	3	6	0	0	5	2	3	2	7	8	2	5	10	2	4	1	0	2	6	1	0	2	0	2	0	2	3	0					
		0.58%	0.26%	1.21%	0.62%	1.05%	0.61%	0.39%	0.36%	0.62%	1.05%	1.29%	0.44%	1.02%	0.20%	0.46%	0.99%	0.44%	0.82%	0.54%	0.77%	0.61%	1.13%	0.55%	0.33%	0.28%	0.45%	0.56%	0.45%	0.49%	0.72%	0.0%	1.12%	0.0%	0.21%	0.25%	0.43%	0.50%	0.76%	0.66%	0.65%	0.19%	0.98%	0.59%	0.0%	0.0%	0.77%	0.52%	0.33%	0.33%	0.80%	0.98%	0.20%	0.89%	0.94%	1.04%	0.42%	0.10%	0.0%	0.29%	0.70%	0.21%	0.0%	0.24%	0.0%	2.15%	0.0%	0.58%	0.69%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	131	2	0	3	0	0	1	3	4	3	2	1	8	1	1	6	2	1	2	3	0	2	3	0	0	2	0	5	3	0	0	0	0	0	3	3	3	7	0	2	1	3	2	1	2	5	2	0	3	5	0	4	2	4	0	6	2	1	1	0	0	2	4	1	0	1	2	1	0					
		0.27%	0.53%	0.0%	0.31%	0.0%	0.0%	0.19%	0.27%	0.35%	0.24%	0.32%	0.08%	0.63%	0.10%	0.15%	0.49%	0.17%	0.11%	0.18%	0.25%	0.0%	0.18%	0.23%	0.0%	0.0%	0.22%	0.0%	0.75%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.26%	0.25%	0.76%	0.0%	0.16%	0.19%	0.98%	0.19%	0.56%	1.08%	0.77%	0.52%	0.0%	0.50%	0.57%	0.0%	0.40%	0.35%	0.37%	0.0%	0.64%	0.20%	1.11%	0.14%	0.0%	0.0%	0.27%	0.49%	0.41%	0.0%	1.09%	0.58%	0.23%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	325	10	1	6	2	3	7	12	2	17	1	6	13	11	5	7	8	8	3	5	11	6	15	9	6	4	2	4	8	6	0	0	0	2	2	11	3	6	0	10	4	0	0	0	0	4	0	4	0	8	4	8	6	12	0	6	9	0	3	7	2	6	2	4	0	0	0	3	1					
		0.67%	2.65%	0.30%	0.62%	0.30%	0.45%	1.37%	1.08%	0.17%	1.38%	0.16%	0.53%	1.02%	1.12%	0.77%	0.58%	0.71%	0.94%	0.27%	0.42%	0.96%	0.56%	1.18%	1.52%	0.85%	0.45%	0.37%	0.60%	0.79%	1.08%	0.0%	0.0%	0.0%	0.43%	0.17%	0.96%	0.25%	0.65%	0.0%	0.82%	0.77%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%	0.44%	0.0%	0.92%	0.49%	0.81%	1.07%	1.13%	0.0%	0.64%	0.93%	0.0%	0.44%	0.82%	0.43%	0.83%	0.24%	1.67%	0.0%	0.0%	0.0%	0.69%	0.55%					
25	"8. ""Народно-республиканская партия России"""	46	0	0	0	2	1	1	1	1	0	0	1	0	2	0	1	0	0	0	0	2	1	0	0	1	0	0	2	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	2	0	1	1	0	4	1	1	2	0	0	1	1	0	2	0	0	1	0	3	0	2					
		0.09%	0.0%	0.0%	0.0%	0.30%	0.15%	0.19%	0.09%	0.08%	0.0%	0.0%	0.08%	0.0%	0.20%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.17%	0.09%	0.0%	0.0%	0.14%	0.0%	0.0%	0.30%	0.09%	0.18%	0.0%	1.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.22%	0.08%	0.19%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.22%	0.0%	0.11%	0.12%	0.0%	0.71%	0.09%	0.52%	0.21%	0.0%	0.0%	0.14%	0.11%	0.0%	0.27%	0.0%	0.0%	1.07%	0.0%	0.87%	0.0%	1.10%					
26	"9. ""Российская экологическая партия ""Зеленые"""	91	1	0	1	3	0	1	0	2	1	2	2	5	2	2	3	0	1	2	4	0	0	6	1	0	0	2	3	3	3	0	0	0	0	9	1	2	2	0	2	0	0	1	0	0	0	2	0	3	5	0	2	0	2	1	1	5	0	1	0	1	1	0	0	0	0	0	0	0					
		0.18%	0.26%	0.0%	0.10%	0.45%	0.0%	0.19%	0.0%	0.17%	0.08%	0.32%	0.17%	0.39%	0.20%	0.30%	0.24%	0.0%	0.11%	0.18%	0.34%	0.0%	0.0%	0.47%	0.16%	0.0%	0.0%	0.37%	0.45%	0.29%	0.54%	0.0%	0.0%	0.0%	0.0%	0.77%	0.08%	0.16%	0.21%	0.0%	0.16%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.52%	0.0%	0.50%	0.57%	0.0%	0.20%	0.0%	0.18%	0.52%	0.10%	0.52%	0.0%	0.14%	0.0%	0.21%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1225	4	6	19	13	21	14	21	17	12	11	39	19	33	16	24	24	17	32	22	28	12	19	11	9	20	15	8	24	4	1	0	1	5	7	20	36	20	10	31	21	7	76	5	5	44	1	48	22	21	22	28	7	34	12	43	7	1	22	17	9	24	58	11	2	0	9	17	7					
		2.53%	1.06%	1.82%	1.99%	1.95%	3.21%	2.75%	1.89%	1.52%	0.97%	1.77%	3.50%	1.49%	3.38%	2.46%	1.99%	2.15%	2.0%	2.92%	1.89%	2.46%	1.13%	1.49%	1.86%	1.28%	2.29%	2.84%	1.20%	2.37%	0.72%	0.84%	0.0%	0.93%	1.08%	0.59%	1.74%	3.02%	2.19%	2.22%	2.55%	4.06%	2.30%	7.56%	2.80%	2.71%	6.79%	0.26%	5.29%	3.69%	2.42%	2.70%	2.85%	1.24%	3.22%	6.25%	4.60%	0.73%	1.11%	3.27%	2.0%	1.97%	3.35%	7.15%	4.60%	2.15%	0.0%	2.61%	3.92%	3.86%					
28	"11. ""Истинные патриоты России"""	100	0	0	0	1	0	0	0	0	0	3	1	1	0	0	2	1	0	0	3	4	1	0	2	0	0	0	2	4	0	0	0	0	0	2	3	1	0	0	2	1	1	1	1	1	0	5	18	2	0	0	2	0	1	0	1	7	0	3	2	0	4	0	0	0	3	2	6	6					
		0.20%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.08%	0.07%	0.0%	0.0%	0.16%	0.08%	0.0%	0.0%	0.25%	0.35%	0.09%	0.0%	0.33%	0.0%	0.0%	0.0%	0.30%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.26%	0.08%	0.0%	0.0%	0.16%	0.19%	0.32%	0.09%	0.56%	0.54%	0.0%	1.31%	1.98%	0.33%	0.0%	0.0%	0.20%	0.0%	0.09%	0.0%	0.10%	0.73%	0.0%	0.44%	0.23%	0.0%	0.55%	0.0%	0.0%	0.0%	3.29%	0.58%	1.38%	3.31%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	359	4	3	11	3	1	7	6	6	8	10	6	11	12	2	9	4	8	2	4	13	12	15	5	7	9	3	2	7	3	0	0	1	1	5	9	10	10	5	7	1	4	7	1	1	1	3	3	3	11	10	14	5	10	2	5	5	1	6	2	1	5	6	1	0	0	6	3	1					
		0.74%	1.06%	0.91%	1.15%	0.45%	0.15%	1.37%	0.54%	0.53%	0.65%	1.61%	0.53%	0.86%	1.22%	0.30%	0.74%	0.35%	0.94%	0.18%	0.34%	1.14%	1.13%	1.18%	0.84%	1.00%	1.03%	0.56%	0.30%	0.69%	0.54%	0.0%	0.0%	0.93%	0.21%	0.42%	0.78%	0.84%	1.09%	1.11%	0.57%	0.19%	1.31%	0.69%	0.56%	0.54%	0.15%	0.78%	0.33%	0.50%	1.27%	1.22%	1.42%	0.89%	0.94%	1.04%	0.53%	0.52%	1.11%	0.89%	0.23%	0.21%	0.69%	0.73%	0.41%	0.0%	0.0%	1.74%	0.69%	0.55%					
30	"13. ""Демократическая партия России"""	82	3	1	1	1	1	0	2	6	1	2	2	3	3	1	1	3	1	2	0	0	1	1	0	0	0	0	0	2	1	2	0	0	1	4	3	4	3	0	3	2	0	1	0	0	2	0	0	2	1	1	2	0	1	1	1	0	0	0	1	0	0	2	2	0	0	3	1	0					
		0.16%	0.79%	0.30%	0.10%	0.15%	0.15%	0.0%	0.18%	0.53%	0.08%	0.32%	0.17%	0.23%	0.30%	0.15%	0.08%	0.26%	0.11%	0.18%	0.0%	0.0%	0.09%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.18%	1.69%	0.0%	0.0%	0.21%	0.34%	0.26%	0.33%	0.32%	0.0%	0.24%	0.38%	0.0%	0.09%	0.0%	0.0%	0.30%	0.0%	0.0%	0.33%	0.11%	0.12%	0.20%	0.0%	0.09%	0.52%	0.10%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.24%	0.83%	0.0%	0.0%	0.87%	0.23%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	656	3	2	0	2	1	3	4	5	1	4	5	3	0	1	3	3	0	2	4	8	3	4	0	3	3	4	2	0	3	2	2	2	10	12	18	3	1	0	2	1	12	4	0	1	1	1	1	3	6	2	2	3	14	0	3	451	7	0	4	0	1	1	0	0	0	1	3	6					
		1.35%	0.79%	0.60%	0.0%	0.30%	0.15%	0.59%	0.36%	0.44%	0.08%	0.64%	0.44%	0.23%	0.0%	0.15%	0.24%	0.26%	0.0%	0.18%	0.34%	0.70%	0.28%	0.31%	0.0%	0.42%	0.34%	0.75%	0.30%	0.0%	0.54%	1.69%	2.24%	1.86%	2.17%	1.02%	1.57%	0.25%	0.10%	0.0%	0.16%	0.19%	3.94%	0.39%	0.0%	0.54%	0.15%	0.26%	0.11%	0.50%	0.69%	0.24%	0.20%	0.53%	1.32%	0.0%	0.32%	47.07%	7.77%	0.0%	0.47%	0.0%	0.13%	0.12%	0.0%	0.0%	0.0%	0.29%	0.69%	3.31%					
32	"15. ""Партия СЛОН"""	48	1	1	1	0	0	0	1	0	0	2	0	1	1	0	3	3	1	4	2	1	5	2	0	0	0	2	2	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0					
		0.09%	0.26%	0.30%	0.10%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.32%	0.0%	0.07%	0.10%	0.0%	0.24%	0.26%	0.11%	0.36%	0.17%	0.08%	0.47%	0.15%	0.0%	0.0%	0.0%	0.37%	0.30%	0.09%	0.18%	0.0%	0.0%	0.0%	0.0%	0.08%	0.08%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.78%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.14%	0.11%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.29%	0.23%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4350	23	30	98	78	66	43	89	94	135	63	133	145	123	62	152	129	94	124	116	129	122	161	61	79	95	56	89	117	54	7	2	7	42	80	75	102	67	30	116	55	15	70	13	7	20	15	47	24	59	102	109	49	122	10	59	32	5	47	32	23	49	26	6	4	0	29	22	11					
		9.01%	6.10%	9.14%	10.27%	11.71%	10.09%	8.46%	8.02%	8.43%	10.97%	10.19%	11.96%	11.44%	12.60%	9.55%	12.61%	11.59%	11.05%	11.33%	9.96%	11.35%	11.54%	12.67%	10.32%	11.31%	10.90%	10.60%	13.44%	11.57%	9.74%	5.93%	2.24%	6.54%	9.15%	6.84%	6.55%	8.57%	7.34%	6.66%	9.54%	10.63%	4.93%	6.97%	7.30%	3.80%	3.08%	3.93%	5.18%	4.03%	6.82%	12.53%	11.11%	8.75%	11.57%	5.20%	6.32%	3.34%	5.55%	6.99%	3.76%	5.04%	6.85%	3.20%	2.51%	4.30%	0.0%	8.43%	5.08%	6.07%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	104	4	1	6	1	0	0	0	2	2	1	6	3	0	0	0	0	1	1	2	1	2	0	1	2	2	1	1	0	1	0	0	0	0	1	3	4	1	2	3	3	0	3	0	2	4	4	3	2	3	0	2	2	3	0	1	2	0	2	2	2	1	3	2	0	0	2	0	1					
		0.21%	1.06%	0.30%	0.62%	0.15%	0.0%	0.0%	0.0%	0.17%	0.16%	0.16%	0.53%	0.23%	0.0%	0.0%	0.0%	0.0%	0.11%	0.09%	0.17%	0.08%	0.18%	0.0%	0.16%	0.28%	0.22%	0.18%	0.15%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.08%	0.26%	0.33%	0.10%	0.44%	0.24%	0.58%	0.0%	0.29%	0.0%	1.08%	0.61%	1.04%	0.33%	0.33%	0.34%	0.0%	0.20%	0.35%	0.28%	0.0%	0.10%	0.20%	0.0%	0.29%	0.23%	0.43%	0.13%	0.36%	0.83%	0.0%	0.0%	0.58%	0.0%	0.55%					
35	"18. ""ЛДПР"""	7705	93	61	152	83	115	90	196	199	205	105	167	180	139	114	179	165	108	167	166	164	169	221	81	119	140	80	110	175	91	12	18	10	89	224	216	181	163	95	206	96	54	179	33	19	129	24	103	66	178	149	171	107	171	40	175	13	28	81	118	78	100	118	41	12	10	56	66	42					
		15.96%	24.66%	18.59%	15.93%	12.46%	17.58%	17.71%	17.67%	17.84%	16.66%	16.99%	15.01%	14.20%	14.24%	17.56%	14.85%	14.82%	12.70%	15.26%	14.26%	14.43%	15.98%	17.40%	13.70%	17.04%	16.07%	15.15%	16.61%	17.30%	16.42%	10.16%	20.22%	9.34%	19.38%	19.17%	18.86%	15.22%	17.87%	21.11%	16.95%	18.56%	17.76%	17.82%	18.53%	10.32%	19.90%	6.29%	11.36%	11.09%	20.57%	18.30%	17.43%	19.10%	16.22%	20.83%	18.75%	1.35%	31.11%	12.05%	13.88%	17.10%	13.98%	14.54%	17.15%	12.90%	10.98%	16.27%	15.24%	23.20%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	726	4	4	12	5	12	10	11	16	24	7	17	12	14	2	15	17	15	12	24	10	19	13	5	15	9	7	3	19	10	2	2	0	5	27	19	18	13	6	26	12	5	13	3	4	11	10	14	6	25	14	10	8	15	1	12	7	0	17	23	7	15	19	4	1	1	6	2	0					
		1.50%	1.06%	1.21%	1.25%	0.75%	1.83%	1.96%	0.99%	1.43%	1.95%	1.13%	1.52%	0.94%	1.43%	0.30%	1.24%	1.52%	1.76%	1.09%	2.06%	0.88%	1.79%	1.02%	0.84%	2.14%	1.03%	1.32%	0.45%	1.87%	1.80%	1.69%	2.24%	0.0%	1.08%	2.31%	1.65%	1.51%	1.42%	1.33%	2.13%	2.32%	1.64%	1.29%	1.68%	2.17%	1.69%	2.62%	1.54%	1.00%	2.89%	1.71%	1.01%	1.42%	1.42%	0.52%	1.28%	0.73%	0.0%	2.52%	2.70%	1.53%	2.09%	2.34%	1.67%	1.07%	1.09%	1.74%	0.46%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	16736	99	75	301	239	180	138	397	388	398	154	351	405	281	209	411	396	326	367	377	356	332	413	229	224	270	163	228	289	182	41	42	41	173	437	411	466	285	150	401	175	110	380	60	101	279	156	417	237	289	260	339	176	341	54	374	243	25	286	454	194	304	305	82	64	68	103	166	69					
