Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Богучанская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009									
		0.20%	0.00%	0.94%	0.00%	0.37%	4.55%	0.00%	0.00%	0.00%	0.32%	0.00%	0.15%	0.40%	0.63%	0.00%	0.21%	0.14%	0.20%	0.00%	0.00%	0.46%	0.00%	0.10%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.45%	0.00%	0.88%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3142	1	38	102	53	5	4	27	121	130	13	139	101	95	118	101	181	124	81	145	99	32	201	180	11	90	248	10	263	102	59	120	64	84	0									
		21.92%	3.33%	17.84%	17.77%	19.70%	22.73%	3.48%	13.30%	19.55%	20.63%	19.40%	20.78%	20.28%	30.16%	26.05%	20.87%	24.69%	25.25%	24.40%	23.02%	22.60%	22.07%	20.08%	27.61%	9.82%	27.69%	23.53%	21.28%	29.48%	17.17%	18.15%	17.99%	25.10%	18.38%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	45	0	0	3	1	0	1	0	5	2	0	0	3	2	2	2	5	2	1	0	0	2	1	2	0	0	2	0	2	3	0	1	2	1	0									
		0.31%	0.00%	0.00%	0.52%	0.37%	0.00%	0.87%	0.00%	0.81%	0.32%	0.00%	0.00%	0.60%	0.63%	0.44%	0.41%	0.68%	0.41%	0.30%	0.00%	0.00%	1.38%	0.10%	0.31%	0.00%	0.00%	0.19%	0.00%	0.22%	0.51%	0.00%	0.15%	0.78%	0.22%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	100	3	2	4	0	0	0	3	3	4	2	3	5	2	5	4	5	3	0	6	0	0	6	10	3	1	3	0	5	1	0	11	1	5	0									
		0.70%	10.00%	0.94%	0.70%	0.00%	0.00%	0.00%	1.48%	0.48%	0.63%	2.99%	0.45%	1.00%	0.63%	1.10%	0.83%	0.68%	0.61%	0.00%	0.95%	0.00%	0.00%	0.60%	1.53%	2.68%	0.31%	0.28%	0.00%	0.56%	0.17%	0.00%	1.65%	0.39%	1.09%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	26	0	1	0	1	0	0	0	2	1	0	5	1	0	1	0	0	1	2	2	2	0	0	2	0	0	1	0	3	0	0	0	1	0	0									
		0.18%	0.00%	0.47%	0.00%	0.37%	0.00%	0.00%	0.00%	0.32%	0.16%	0.00%	0.75%	0.20%	0.00%	0.22%	0.00%	0.00%	0.20%	0.60%	0.32%	0.46%	0.00%	0.00%	0.31%	0.00%	0.00%	0.09%	0.00%	0.34%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	85	0	2	2	4	0	0	1	1	7	1	7	4	5	1	5	9	8	4	3	2	1	1	2	0	0	6	0	4	3	0	1	1	0	0									
		0.59%	0.00%	0.94%	0.35%	1.49%	0.00%	0.00%	0.49%	0.16%	1.11%	1.49%	1.05%	0.80%	1.59%	0.22%	1.03%	1.23%	1.63%	1.20%	0.48%	0.46%	0.69%	0.10%	0.31%	0.00%	0.00%	0.57%	0.00%	0.45%	0.51%	0.00%	0.15%	0.39%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2945	4	44	126	58	0	24	34	104	136	24	224	155	69	113	116	199	149	68	92	60	29	129	167	32	40	175	5	179	185	52	97	14	42	0									
		20.55%	13.33%	20.66%	21.95%	21.56%	0.00%	20.87%	16.75%	16.80%	21.59%	35.82%	33.48%	31.12%	21.90%	24.94%	23.97%	27.15%	30.35%	20.48%	14.60%	13.70%	20.00%	12.89%	25.61%	28.57%	12.31%	16.60%	10.64%	20.07%	31.14%	16.00%	14.54%	5.49%	9.19%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	166	0	5	8	1	1	0	1	7	4	0	10	7	4	9	12	18	9	2	5	3	2	3	14	1	3	16	1	7	1	0	6	4	2	0									
		1.16%	0.00%	2.35%	1.39%	0.37%	4.55%	0.00%	0.49%	1.13%	0.63%	0.00%	1.49%	1.41%	1.27%	1.99%	2.48%	2.46%	1.83%	0.60%	0.79%	0.68%	1.38%	0.30%	2.15%	0.89%	0.92%	1.52%	2.13%	0.78%	0.17%	0.00%	0.90%	1.57%	0.44%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	567	0	9	29	4	2	2	13	24	16	3	34	28	22	35	21	51	23	8	30	12	5	24	22	4	4	56	0	32	13	9	16	6	10	0									
		3.96%	0.00%	4.23%	5.05%	1.49%	9.09%	1.74%	6.40%	3.88%	2.54%	4.48%	5.08%	5.62%	6.98%	7.73%	4.34%	6.96%	4.68%	2.41%	4.76%	2.74%	3.45%	2.40%	3.37%	3.57%	1.23%	5.31%	0.00%	3.59%	2.19%	2.77%	2.40%	2.35%	2.19%	0.00%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
