Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																		
Дата голосования: 07.12.2003 0:00:00																																																																		
																																																																		
Наименование Избирательной комиссии:    Лазовская																																																																		
																																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																		
																																																																		
		Сумма	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648					
		1.55%	1.15%	1.94%	0.32%	1.18%	2.74%	1.59%	1.70%	0.0%	1.28%	0.0%	1.59%	0.36%	1.82%	1.84%	1.49%	1.42%	0.91%	1.89%	1.96%	0.0%	0.68%	1.11%	1.21%	2.63%	4.52%	2.94%	1.80%	0.77%	0.54%	1.36%	1.37%	0.0%	2.59%	1.98%	2.64%	2.59%	2.27%	0.0%	2.91%	1.42%	0.0%	0.0%	0.83%	17.47%	0.36%	0.84%	2.59%	0.0%	0.0%	2.93%	1.90%	3.73%	0.54%	1.82%	0.48%	0.70%	0.55%	1.44%	1.38%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	695	50	42	16	10	13	5	16	5	21	5	42	9	20	51	31	10	7	10	6	2	19	2	6	3	2	3	12	2	15	0	8	0	2	10	1	11	0	3	6	3	0	6	12	5	11	34	2	2	21	16	10	13	11	5	14	27	21	2	4					
		3.72%	3.60%	4.29%	5.26%	2.96%	1.48%	1.32%	3.02%	2.68%	4.50%	7.14%	6.07%	3.29%	3.64%	3.76%	2.43%	3.55%	3.19%	6.32%	2.35%	3.03%	4.32%	0.74%	2.43%	7.89%	1.00%	8.82%	5.40%	1.55%	4.06%	0.0%	2.19%	0.0%	2.59%	6.62%	0.44%	4.76%	0.0%	4.05%	4.37%	4.28%	0.0%	3.38%	10.0%	4.85%	3.98%	5.76%	2.59%	20.0%	8.97%	5.21%	2.38%	6.07%	6.01%	2.28%	3.38%	6.36%	3.90%	1.44%	5.55%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	503	56	32	6	9	36	9	0	1	14	2	19	7	16	45	34	1	4	8	5	3	18	5	7	0	9	0	4	2	7	0	13	0	1	7	4	7	1	3	1	4	4	3	1	1	5	13	0	1	5	13	13	5	2	1	7	15	11	3	0					
		2.69%	4.03%	3.27%	1.97%	2.67%	4.11%	2.38%	0.0%	0.53%	3.00%	2.85%	2.74%	2.56%	2.91%	3.32%	2.67%	0.35%	1.82%	5.06%	1.96%	4.54%	4.10%	1.85%	2.84%	0.0%	4.52%	0.0%	1.80%	1.55%	1.89%	0.0%	3.57%	0.0%	1.29%	4.63%	1.76%	3.03%	2.27%	4.05%	0.72%	5.71%	5.33%	1.69%	0.83%	0.97%	1.81%	2.20%	0.0%	10.0%	2.13%	4.23%	3.09%	2.33%	1.09%	0.45%	1.69%	3.53%	2.04%	2.17%	0.0%					
22	"5. ""За Русь Святую"""	93	1	4	1	0	3	3	4	0	3	0	7	0	4	2	4	0	4	1	3	0	1	8	1	0	3	0	2	2	5	0	2	0	1	2	0	0	1	0	2	0	0	0	0	1	2	4	0	0	0	2	2	1	0	1	2	0	4	0	0					
		0.49%	0.07%	0.40%	0.32%	0.0%	0.34%	0.79%	0.75%	0.0%	0.64%	0.0%	1.01%	0.0%	0.72%	0.14%	0.31%	0.0%	1.82%	0.63%	1.17%	0.0%	0.22%	2.96%	0.40%	0.0%	1.50%	0.0%	0.90%	1.55%	1.35%	0.0%	0.54%	0.0%	1.29%	1.32%	0.0%	0.0%	2.27%	0.0%	1.45%	0.0%	0.0%	0.0%	0.0%	0.97%	0.72%	0.67%	0.0%	0.0%	0.0%	0.65%	0.47%	0.46%	0.0%	0.45%	0.48%	0.0%	0.74%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	62	4	3	2	0	3	1	1	2	0	4	1	0	2	3	0	0	0	1	0	0	1	0	2	0	0	0	3	1	1	0	2	0	1	1	2	1	0	0	0	0	1	0	1	0	1	2	0	0	0	2	6	1	0	0	0	2	4	0	0					
		0.33%	0.28%	0.30%	0.65%	0.0%	0.34%	0.26%	0.18%	1.07%	0.0%	5.71%	0.14%	0.0%	0.36%	0.22%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.22%	0.0%	0.81%	0.0%	0.0%	0.0%	1.35%	0.77%	0.27%	0.0%	0.54%	0.0%	1.29%	0.66%	0.88%	0.43%	0.0%	0.0%	0.0%	0.0%	1.33%	0.0%	0.83%	0.0%	0.36%	0.33%	0.0%	0.0%	0.0%	0.65%	1.42%	0.46%	0.0%	0.0%	0.0%	0.47%	0.74%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	189	25	21	1	2	26	5	7	2	2	2	4	2	3	12	11	4	1	2	2	0	5	1	0	0	0	0	1	1	0	1	3	0	1	0	6	0	0	0	0	0	0	1	0	1	4	5	3	0	1	1	4	1	2	2	2	3	2	2	2					
		1.01%	1.80%	2.14%	0.32%	0.59%	2.97%	1.32%	1.32%	1.07%	0.42%	2.85%	0.57%	0.73%	0.54%	0.88%	0.86%	1.42%	0.45%	1.26%	0.78%	0.0%	1.13%	0.37%	0.0%	0.0%	0.0%	0.0%	0.45%	0.77%	0.0%	1.36%	0.82%	0.0%	1.29%	0.0%	2.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.97%	1.44%	0.84%	3.89%	0.0%	0.42%	0.32%	0.95%	0.46%	1.09%	0.91%	0.48%	0.70%	0.37%	1.44%	2.77%					
25	"8. ""Народно-республиканская партия России"""	37	4	0	0	0	0	0	2	0	1	0	3	1	4	2	3	0	1	0	2	0	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	1	0	0	2					
		0.19%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.21%	0.0%	0.43%	0.36%	0.72%	0.14%	0.23%	0.0%	0.45%	0.0%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.45%	0.77%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.32%	0.71%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	2.77%					
26	"9. ""Российская экологическая партия ""Зеленые"""	61	1	3	1	0	4	1	2	0	0	0	3	0	1	5	5	2	1	0	0	0	0	0	9	0	1	0	0	1	2	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	2	0	0	0	2	1	0	1	1	4	0	0	1	2					
		0.32%	0.07%	0.30%	0.32%	0.0%	0.45%	0.26%	0.37%	0.0%	0.0%	0.0%	0.43%	0.0%	0.18%	0.36%	0.39%	0.71%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	3.65%	0.0%	0.50%	0.0%	0.0%	0.77%	0.54%	0.0%	0.0%	0.0%	1.29%	0.0%	0.0%	0.0%	0.0%	1.35%	0.72%	0.0%	1.33%	0.0%	0.0%	0.97%	0.0%	0.33%	0.0%	0.0%	0.0%	0.65%	0.23%	0.0%	0.54%	0.45%	0.96%	0.0%	0.0%	0.72%	2.77%					
27	"10. ""Аграрная партия России"""	482	29	16	5	12	8	18	14	9	41	0	14	11	17	18	14	7	7	8	4	0	26	19	0	1	6	0	15	2	29	1	19	1	0	5	7	5	0	1	0	0	0	2	0	1	9	14	1	0	4	5	9	6	2	3	9	9	17	1	1					
		2.58%	2.08%	1.63%	1.64%	3.56%	0.91%	4.77%	2.64%	4.83%	8.79%	0.0%	2.02%	4.02%	3.09%	1.33%	1.10%	2.49%	3.19%	5.06%	1.56%	0.0%	5.92%	7.03%	0.0%	2.63%	3.01%	0.0%	6.75%	1.55%	7.85%	1.36%	5.21%	3.03%	0.0%	3.31%	3.08%	2.16%	0.0%	1.35%	0.0%	0.0%	0.0%	1.12%	0.0%	0.97%	3.26%	2.37%	1.29%	0.0%	1.70%	1.62%	2.14%	2.80%	1.09%	1.36%	2.17%	2.12%	3.15%	0.72%	1.38%					
28	"11. ""Истинные патриоты России"""	22	1	1	1	0	1	3	4	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0					
		0.11%	0.07%	0.10%	0.32%	0.0%	0.11%	0.79%	0.75%	0.0%	0.21%	1.42%	0.0%	0.0%	0.0%	0.07%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.45%	0.0%	0.23%	0.0%	1.44%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	145	19	7	3	4	10	1	6	1	2	0	6	3	5	5	6	3	0	1	0	0	2	1	0	0	1	1	0	0	2	1	5	1	0	2	2	1	1	1	0	1	0	2	4	0	1	2	2	0	3	2	6	2	0	1	4	6	6	0	0					
		0.77%	1.36%	0.71%	0.98%	1.18%	1.14%	0.26%	1.13%	0.53%	0.42%	0.0%	0.86%	1.09%	0.91%	0.36%	0.47%	1.06%	0.0%	0.63%	0.0%	0.0%	0.45%	0.37%	0.0%	0.0%	0.50%	2.94%	0.0%	0.0%	0.54%	1.36%	1.37%	3.03%	0.0%	1.32%	0.88%	0.43%	2.27%	1.35%	0.0%	1.42%	0.0%	1.12%	3.33%	0.0%	0.36%	0.33%	2.59%	0.0%	1.28%	0.65%	1.42%	0.93%	0.0%	0.45%	0.96%	1.41%	1.11%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	75	7	4	0	2	0	1	2	5	1	0	1	0	0	7	7	0	0	0	0	0	1	2	0	0	1	0	0	0	2	0	2	0	1	0	2	1	0	0	2	0	0	0	1	0	2	4	0	0	1	6	1	0	0	0	2	3	3	1	0					
		0.40%	0.50%	0.40%	0.0%	0.59%	0.0%	0.26%	0.37%	2.68%	0.21%	0.0%	0.14%	0.0%	0.0%	0.51%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.74%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.54%	0.0%	0.54%	0.0%	1.29%	0.0%	0.88%	0.43%	0.0%	0.0%	1.45%	0.0%	0.0%	0.0%	0.83%	0.0%	0.72%	0.67%	0.0%	0.0%	0.42%	1.95%	0.23%	0.0%	0.0%	0.0%	0.48%	0.70%	0.55%	0.72%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	30	1	4	0	0	0	0	0	0	2	0	2	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	4	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	4	0					
		0.16%	0.07%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.28%	0.0%	0.0%	0.07%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.27%	1.36%	1.09%	0.0%	0.0%	0.0%	0.0%	0.0%	4.54%	0.0%	0.72%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	2.89%	0.0%					
32	"15. ""Партия СЛОН"""	40	4	1	1	0	2	0	0	0	1	0	1	1	0	1	7	2	0	1	1	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	3	0	1	0	0	2	1	2	0	0					
		0.21%	0.28%	0.10%	0.32%	0.0%	0.22%	0.0%	0.0%	0.0%	0.21%	0.0%	0.14%	0.36%	0.0%	0.07%	0.55%	0.71%	0.0%	0.63%	0.39%	3.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.35%	0.0%	1.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.97%	0.0%	0.46%	0.0%	0.0%	0.48%	0.23%	0.37%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	785	68	36	11	8	43	9	29	7	14	2	39	21	16	70	44	12	6	7	7	2	16	2	3	1	7	1	11	10	10	3	26	0	1	7	10	13	4	1	3	0	2	12	4	4	8	31	6	1	5	13	8	4	1	3	15	44	37	2	5					
		4.21%	4.89%	3.68%	3.61%	2.37%	4.91%	2.38%	5.48%	3.76%	3.00%	2.85%	5.64%	7.69%	2.91%	5.17%	3.46%	4.27%	2.73%	4.43%	2.74%	3.03%	3.64%	0.74%	1.21%	2.63%	3.51%	2.94%	4.95%	7.75%	2.71%	4.10%	7.14%	0.0%	1.29%	4.63%	4.40%	5.62%	9.09%	1.35%	2.18%	0.0%	2.66%	6.77%	3.33%	3.88%	2.89%	5.25%	7.79%	10.0%	2.13%	4.23%	1.90%	1.86%	0.54%	1.36%	3.63%	10.37%	6.87%	1.44%	6.94%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	66	3	3	0	3	2	3	1	1	3	0	2	0	1	3	3	1	0	1	3	1	0	4	0	0	1	1	0	0	1	0	1	0	0	1	0	0	2	0	0	0	0	1	3	1	1	4	1	0	1	0	2	0	0	0	1	3	1	2	0					
		0.35%	0.21%	0.30%	0.0%	0.89%	0.22%	0.79%	0.18%	0.53%	0.64%	0.0%	0.28%	0.0%	0.18%	0.22%	0.23%	0.35%	0.0%	0.63%	1.17%	1.51%	0.0%	1.48%	0.0%	0.0%	0.50%	2.94%	0.0%	0.0%	0.27%	0.0%	0.27%	0.0%	0.0%	0.66%	0.0%	0.0%	4.54%	0.0%	0.0%	0.0%	0.0%	0.56%	2.5%	0.97%	0.36%	0.67%	1.29%	0.0%	0.42%	0.0%	0.47%	0.0%	0.0%	0.0%	0.24%	0.70%	0.18%	1.44%	0.0%					
35	"18. ""ЛДПР"""	3515	234	168	82	63	272	84	127	40	79	29	108	54	122	237	249	65	41	28	51	9	61	51	29	7	25	6	25	33	55	12	52	2	22	25	30	36	9	15	16	12	19	20	38	10	103	95	31	1	38	50	84	29	38	58	56	54	62	42	22					
		18.85%	16.85%	17.17%	26.97%	18.69%	31.08%	22.28%	24.00%	21.50%	16.95%	41.42%	15.62%	19.78%	22.22%	17.51%	19.59%	23.13%	18.72%	17.72%	19.99%	13.63%	13.89%	18.88%	11.78%	18.42%	12.56%	17.64%	11.26%	25.58%	14.90%	16.43%	14.28%	6.06%	28.57%	16.55%	13.21%	15.58%	20.45%	20.27%	11.67%	17.14%	25.33%	11.29%	31.66%	9.70%	37.31%	16.10%	40.25%	10.0%	16.23%	16.28%	20.0%	13.55%	20.76%	26.48%	13.55%	12.73%	11.52%	30.43%	30.55%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	448	33	21	6	7	15	3	9	5	13	1	19	10	21	62	40	3	4	4	2	0	11	8	3	0	1	0	9	2	6	1	7	0	3	4	12	4	0	1	2	2	0	6	0	1	3	10	1	0	2	8	2	3	7	7	17	8	16	2	1					
		2.40%	2.37%	2.14%	1.97%	2.07%	1.71%	0.79%	1.70%	2.68%	2.78%	1.42%	2.74%	3.66%	3.82%	4.58%	3.14%	1.06%	1.82%	2.53%	0.78%	0.0%	2.50%	2.96%	1.21%	0.0%	0.50%	0.0%	4.05%	1.55%	1.62%	1.36%	1.92%	0.0%	3.89%	2.64%	5.28%	1.73%	0.0%	1.35%	1.45%	2.85%	0.0%	3.38%	0.0%	0.97%	1.08%	1.69%	1.29%	0.0%	0.85%	2.60%	0.47%	1.40%	3.82%	3.19%	4.11%	1.88%	2.97%	1.44%	1.38%					
37	"20. ""Политическая партия ""Единая Россия"""	7509	539	403	106	113	288	156	183	75	186	18	247	90	178	534	526	120	103	50	121	40	182	97	157	17	115	16	103	54	175	42	142	25	17	47	95	110	16	29	63	35	27	103	47	46	71	219	18	2	105	117	174	105	96	105	181	173	238	49	20					
		40.27%	38.83%	41.20%	34.86%	33.53%	32.91%	41.37%	34.59%	40.32%	39.91%	25.71%	35.74%	32.96%	32.42%	39.46%	41.38%	42.70%	47.03%	31.64%	47.45%	60.60%	41.45%	35.92%	63.82%	44.73%	57.78%	47.05%	46.39%	41.86%	47.42%	57.53%	39.01%	75.75%	22.07%	31.12%	41.85%	47.61%	36.36%	39.18%	45.98%	49.99%	36.0%	58.19%	39.16%	44.66%	25.72%	37.11%	23.37%	20.0%	44.87%	38.11%	41.42%	49.06%	52.45%	47.94%	43.82%	40.80%	44.23%	35.50%	27.77%					
38	"21. ""Российская Конституционно-демократическая партия"""	59	5	5	0	1	2	1	0	0	1	1	0	0	2	1	3	0	1	2	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	2	1	3	0	0	0	3	2	4	0	1	2	0	3	0	1	2	0	2	0	1					
		0.31%	0.36%	0.51%	0.0%	0.29%	0.22%	0.26%	0.0%	0.0%	0.21%	1.42%	0.0%	0.0%	0.36%	0.07%	0.23%	0.0%	0.45%	1.26%	0.0%	1.51%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	1.36%	0.27%	0.0%	1.29%	0.0%	0.0%	0.43%	0.0%	0.0%	1.45%	1.42%	4.0%	0.0%	0.0%	0.0%	1.08%	0.33%	5.19%	0.0%	0.42%	0.65%	0.0%	1.40%	0.0%	0.45%	0.48%	0.0%	0.37%	0.0%	1.38%					
39	"22. ""Развитие предпринимательства"""	53	5	2	2	2	2	0	0	0	0	0	3	1	6	2	9	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	1	2	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	2	0	1	0	0					
		0.28%	0.36%	0.20%	0.65%	0.59%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.36%	1.09%	0.14%	0.70%	0.0%	0.0%	1.26%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.82%	0.0%	0.0%	0.66%	0.88%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	1.12%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.45%	0.48%	0.0%	0.18%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2102	183	117	42	73	41	36	69	17	36	0	123	44	76	160	175	26	16	17	24	2	53	27	10	5	7	2	11	10	27	1	34	1	10	29	40	20	1	12	13	3	11	13	4	8	30	110	1	2	21	21	54	18	12	16	62	42	75	3	6					
		11.27%	13.18%	11.96%	13.81%	21.66%	4.68%	9.54%	13.04%	9.13%	7.72%	0.0%	17.80%	16.11%	13.84%	11.82%	13.76%	9.25%	7.30%	10.75%	9.41%	3.03%	12.07%	10.0%	4.06%	13.15%	3.51%	5.88%	4.95%	7.75%	7.31%	1.36%	9.34%	3.03%	12.98%	19.20%	17.62%	8.65%	2.27%	16.21%	9.48%	4.28%	14.66%	7.34%	3.33%	7.76%	10.86%	18.64%	1.29%	20.0%	8.97%	6.84%	12.85%	8.41%	6.55%	7.30%	15.01%	9.90%	13.94%	2.17%	8.33%					
																																																																		
