Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    район Хамовники																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №3627	УИК №3629	УИК №3630	УИК №3631									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7555	246	421	160	264	434	150	258	238	176	235	207	524	531	254	183	212	247	254	274	290	216	271	446	234	323	171	261	17	39	19									
		32.29%	26.71%	34.85%	21.42%	28.21%	44.74%	26.79%	27.53%	26.33%	30.72%	25.32%	27.71%	46.66%	48.10%	25.73%	29.14%	26.21%	28.69%	31.24%	29.75%	31.83%	29.07%	27.65%	35.34%	29.36%	37.04%	30.32%	68.32%	36.96%	38.24%	31.15%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	453	15	22	11	15	15	7	17	20	16	16	10	17	22	30	13	16	18	12	17	18	14	22	35	22	16	9	6	1	1	0									
		1.94%	1.63%	1.82%	1.47%	1.60%	1.55%	1.25%	1.81%	2.21%	2.79%	1.72%	1.34%	1.51%	1.99%	3.04%	2.07%	1.98%	2.09%	1.48%	1.85%	1.98%	1.88%	2.24%	2.77%	2.76%	1.83%	1.60%	1.57%	2.17%	0.98%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	120	9	6	7	3	5	2	7	0	1	7	7	7	4	4	4	4	3	3	2	7	6	6	7	2	0	6	0	1	0	0									
		0.51%	0.98%	0.50%	0.94%	0.32%	0.52%	0.36%	0.75%	0.00%	0.17%	0.75%	0.94%	0.62%	0.36%	0.41%	0.64%	0.49%	0.35%	0.37%	0.22%	0.77%	0.81%	0.61%	0.55%	0.25%	0.00%	1.06%	0.00%	2.17%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2410	59	122	50	58	201	39	74	68	39	94	84	122	202	76	46	60	74	60	91	100	89	118	159	88	100	67	29	9	8	24									
		10.30%	6.41%	10.10%	6.69%	6.20%	20.72%	6.96%	7.90%	7.52%	6.81%	10.13%	11.24%	10.86%	18.30%	7.70%	7.32%	7.42%	8.59%	7.38%	9.88%	10.98%	11.98%	12.04%	12.60%	11.04%	11.47%	11.88%	7.59%	19.57%	7.84%	39.34%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	981	41	42	44	46	18	26	51	43	34	56	36	25	12	38	29	39	39	42	36	37	36	46	49	34	44	30	0	4	4	0									
		4.19%	4.45%	3.48%	5.89%	4.91%	1.86%	4.64%	5.44%	4.76%	5.93%	6.03%	4.82%	2.23%	1.09%	3.85%	4.62%	4.82%	4.53%	5.17%	3.91%	4.06%	4.85%	4.69%	3.88%	4.27%	5.05%	5.32%	0.00%	8.70%	3.92%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1218	80	48	56	56	22	48	57	68	34	66	44	39	36	66	41	32	42	45	47	43	25	68	48	39	38	25	3	0	2	0									
		5.21%	8.69%	3.97%	7.50%	5.98%	2.27%	8.57%	6.08%	7.52%	5.93%	7.11%	5.89%	3.47%	3.26%	6.69%	6.53%	3.96%	4.88%	5.54%	5.10%	4.72%	3.36%	6.94%	3.80%	4.89%	4.36%	4.43%	0.79%	0.00%	1.96%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	52	5	5	0	1	4	0	4	2	2	6	1	2	2	1	1	4	2	0	2	1	0	2	3	0	0	1	0	0	0	1									
		0.22%	0.54%	0.41%	0.00%	0.11%	0.41%	0.00%	0.43%	0.22%	0.35%	0.65%	0.13%	0.18%	0.18%	0.10%	0.16%	0.49%	0.23%	0.00%	0.22%	0.11%	0.00%	0.20%	0.24%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	1.64%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3728	241	200	156	212	16	120	168	199	101	150	137	99	23	198	91	152	179	155	163	173	141	149	175	126	90	80	12	3	14	5									
		15.93%	26.17%	16.56%	20.88%	22.65%	1.65%	21.43%	17.93%	22.01%	17.63%	16.16%	18.34%	8.82%	2.08%	20.06%	14.49%	18.79%	20.79%	19.07%	17.70%	18.99%	18.98%	15.20%	13.87%	15.81%	10.32%	14.18%	3.14%	6.52%	13.73%	8.20%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3402	99	175	132	156	112	79	160	133	79	154	118	113	126	173	115	140	146	130	149	107	100	155	176	118	133	73	31	6	13	1									
		14.54%	10.75%	14.49%	17.67%	16.67%	11.55%	14.11%	17.08%	14.71%	13.79%	16.59%	15.80%	10.06%	11.41%	17.53%	18.31%	17.31%	16.96%	15.99%	16.18%	11.75%	13.46%	15.82%	13.95%	14.81%	15.25%	12.94%	8.12%	13.04%	12.75%	1.64%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	146	5	9	5	8	15	1	9	7	1	3	5	3	11	8	1	8	0	1	2	4	4	9	6	9	3	6	3	0	0	0									
		0.62%	0.54%	0.75%	0.67%	0.85%	1.55%	0.18%	0.96%	0.77%	0.17%	0.32%	0.67%	0.27%	0.99%	0.81%	0.16%	0.99%	0.00%	0.12%	0.22%	0.44%	0.54%	0.92%	0.48%	1.13%	0.34%	1.06%	0.79%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1073	39	53	48	36	31	33	41	42	30	44	30	43	29	49	28	40	39	38	52	42	37	39	58	47	52	34	7	0	10	2									
		4.59%	4.23%	4.39%	6.43%	3.85%	3.20%	5.89%	4.38%	4.65%	5.24%	4.74%	4.02%	3.83%	2.63%	4.96%	4.46%	4.94%	4.53%	4.67%	5.65%	4.61%	4.98%	3.98%	4.60%	5.90%	5.96%	6.03%	1.83%	0.00%	9.80%	3.28%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
