Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Заинская городская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	102	0	0	7	6	3	0	17	3	2	2	2	2	8	9	5	11	8	5	5	7									
		0.34%	0.00%	0.00%	0.47%	0.44%	0.23%	0.00%	1.25%	0.22%	0.14%	0.14%	0.13%	0.14%	0.53%	0.59%	0.36%	0.67%	0.50%	0.31%	0.29%	0.40%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	145	0	8	0	13	5	8	33	4	0	4	1	14	6	9	5	14	6	5	2	8									
		0.49%	0.00%	0.58%	0.00%	0.94%	0.38%	0.60%	2.42%	0.29%	0.00%	0.28%	0.06%	0.97%	0.40%	0.59%	0.36%	0.86%	0.37%	0.31%	0.11%	0.46%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	63	0	7	9	4	5	0	0	7	2	2	1	3	2	4	3	3	0	2	3	6									
		0.21%	0.00%	0.50%	0.60%	0.29%	0.38%	0.00%	0.00%	0.50%	0.14%	0.14%	0.06%	0.21%	0.13%	0.26%	0.21%	0.18%	0.00%	0.12%	0.17%	0.34%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	26916	1236	1260	1370	1147	1188	1230	1227	1239	1263	1291	1437	1289	1384	1344	1335	1493	1495	1496	1593	1599									
		90.62%	90.28%	90.71%	91.70%	83.36%	90.14%	91.72%	90.09%	88.94%	90.02%	89.65%	91.76%	89.02%	91.96%	88.60%	95.09%	91.31%	92.97%	91.50%	91.13%	91.32%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	25	0	0	0	2	3	0	0	4	0	2	2	1	1	1	0	2	0	2	1	4									
		0.08%	0.00%	0.00%	0.00%	0.15%	0.23%	0.00%	0.00%	0.29%	0.00%	0.14%	0.13%	0.07%	0.07%	0.07%	0.00%	0.12%	0.00%	0.12%	0.06%	0.23%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	0	0	0	0	2	0	0	3	0	2	0	0	3	3	0	3	0	2	1	5									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.22%	0.00%	0.14%	0.00%	0.00%	0.20%	0.20%	0.00%	0.18%	0.00%	0.12%	0.06%	0.29%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	351	30	17	11	22	8	8	18	18	12	26	26	26	18	26	0	7	23	26	12	17									
		1.18%	2.19%	1.22%	0.74%	1.60%	0.61%	0.60%	1.32%	1.29%	0.86%	1.81%	1.66%	1.80%	1.20%	1.71%	0.00%	0.43%	1.43%	1.59%	0.69%	0.97%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	104	0	5	5	6	7	0	1	3	0	2	3	0	11	18	2	25	0	5	8	3									
		0.35%	0.00%	0.36%	0.33%	0.44%	0.53%	0.00%	0.07%	0.22%	0.00%	0.14%	0.19%	0.00%	0.73%	1.19%	0.14%	1.53%	0.00%	0.31%	0.46%	0.17%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	19	0	0	0	0	2	0	0	1	0	2	2	0	4	0	0	2	0	0	3	3									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.07%	0.00%	0.14%	0.13%	0.00%	0.27%	0.00%	0.00%	0.12%	0.00%	0.00%	0.17%	0.17%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	31	0	0	0	0	3	0	0	1	0	2	1	0	7	10	0	0	0	0	4	3									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.07%	0.00%	0.14%	0.06%	0.00%	0.47%	0.66%	0.00%	0.00%	0.00%	0.00%	0.23%	0.17%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	71	0	2	0	3	2	6	16	3	0	2	4	1	6	12	0	3	0	1	5	5									
		0.24%	0.00%	0.14%	0.00%	0.22%	0.15%	0.45%	1.17%	0.22%	0.00%	0.14%	0.26%	0.07%	0.40%	0.79%	0.00%	0.18%	0.00%	0.06%	0.29%	0.29%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1484	82	71	75	166	70	59	45	99	85	72	71	57	43	67	40	60	63	74	101	84									
		4.99%	5.99%	5.11%	5.02%	12.06%	5.31%	4.40%	3.30%	7.11%	6.06%	5.00%	4.53%	3.94%	2.86%	4.42%	2.85%	3.67%	3.92%	4.53%	5.78%	4.80%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	0	0	0	3	3	1	0	4	0	3	5	0	3	1	0	2	0	0	6	3									
		0.11%	0.00%	0.00%	0.00%	0.22%	0.23%	0.07%	0.00%	0.29%	0.00%	0.21%	0.32%	0.00%	0.20%	0.07%	0.00%	0.12%	0.00%	0.00%	0.34%	0.17%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	306	21	19	14	4	13	26	5	4	28	28	11	52	9	13	11	10	13	17	4	4									
		1.03%	1.53%	1.37%	0.94%	0.29%	0.99%	1.94%	0.37%	0.29%	1.99%	1.94%	0.70%	3.59%	0.60%	0.86%	0.78%	0.61%	0.81%	1.04%	0.23%	0.23%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
