Выборы Президента Российской Федерации																																	
																																	
Наименование Избирательной комиссии:    Ижемская																																	
																																	
Итоги голосования 																																	
																																	
		Сумма	УИК  365	УИК  366	УИК  367	УИК  368	УИК  369	УИК  370	УИК  371	УИК  372	УИК  373	УИК  374	УИК  375	УИК  376	УИК  377	УИК  378	УИК  379	УИК  380	УИК  381	УИК  382	УИК  383	УИК  384	УИК  385	УИК  386	УИК  387	УИК  388	УИК  389	УИК  390					
		1.66%	3.45%	2.17%	2.54%	2.76%	1.59%	1.58%	0.99%	2.21%	0.50%	2.03%	1.90%	1.65%	1.19%	2.21%	0.00%	4.08%	0.00%	0.36%	1.27%	1.29%	0.00%	0.70%	1.27%	2.12%	1.59%	2.02%					
23	. Харитонов Николай Михайлович	1529	33	47	49	22	48	82	61	109	51	219	13	64	110	114	18	25	21	38	62	73	6	46	71	35	90	22					
		17.02%	16.26%	12.74%	24.87%	10.14%	19.12%	18.47%	15.10%	20.04%	25.25%	13.90%	12.38%	21.12%	32.64%	35.96%	10.59%	12.76%	14.09%	13.77%	9.84%	9.42%	11.32%	16.20%	22.47%	18.52%	23.87%	22.22%					
																																	
24	Против всех	128	3	8	0	3	3	7	5	8	5	37	3	1	3	4	1	4	1	2	7	9	1	0	4	7	1	1					
		1.43%	1.48%	2.17%	0.00%	1.38%	1.20%	1.58%	1.24%	1.47%	2.48%	2.35%	2.86%	0.33%	0.89%	1.26%	0.59%	2.04%	0.67%	0.72%	1.11%	1.16%	1.89%	0.00%	1.27%	3.70%	0.27%	1.01%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
