Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Черемховская городская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	689	10	10	14	7	8	11	20	19	41	17	20	18	10	12	24	26	15	21	12	10	20	47	6	24	6	8	13	5	9	12	14	5	22	6	10	20	19	22	24	5	5	17	14	21	8	2	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	570	10	8	8	5	2	7	14	18	37	15	13	17	6	12	24	24	13	20	10	4	17	38	6	9	2	4	13	0	8	4	14	5	20	6	10	16	16	22	24	4	5	17	13	21	8	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	414	4	10	10	10	7	3	11	21	11	10	8	6	7	6	9	16	11	11	13	9	11	7	4	4	6	11	9	6	7	8	7	2	14	7	7	7	11	16	9	3	4	13	14	12	4	5	7	6					
14	Число погашенных неиспользованных открепительных удостоверений	119	0	2	6	2	6	4	6	1	4	2	7	1	4	0	0	2	2	1	2	6	3	9	0	15	4	4	0	5	1	8	0	0	2	0	0	4	3	0	0	1	0	0	1	0	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2887	37	31	54	78	37	45	72	93	59	72	82	62	68	65	81	87	68	102	74	65	86	102	36	61	31	68	68	25	49	31	32	13	87	12	52	80	113	108	75	16	19	141	57	94	27	26	29	17					
		13.93%	13.45%	8.99%	10.61%	17.93%	15.61%	11.36%	13.82%	13.52%	12.50%	16.48%	13.69%	11.79%	16.35%	15.89%	14.49%	13.53%	17.26%	17.35%	15.55%	15.74%	13.17%	12.29%	15.65%	10.41%	11.44%	13.39%	10.54%	15.72%	16.33%	10.20%	9.64%	8.78%	13.66%	7.69%	13.23%	13.72%	16.33%	14.96%	13.54%	13.68%	11.80%	24.44%	11.68%	12.70%	13.24%	18.31%	18.47%	16.19%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3758	51	77	135	92	48	79	90	134	97	80	106	113	76	64	99	85	58	85	76	53	114	121	27	109	59	87	167	27	53	61	64	30	122	28	64	104	109	120	95	23	48	96	97	117	41	25	25	27					
		18.13%	18.55%	22.32%	26.52%	21.15%	20.25%	19.95%	17.27%	19.48%	20.55%	18.31%	17.70%	21.48%	18.27%	15.65%	17.71%	13.22%	14.72%	14.46%	15.97%	12.83%	17.46%	14.58%	11.74%	18.60%	21.77%	17.13%	25.89%	16.98%	17.67%	20.07%	19.28%	20.27%	19.15%	17.95%	16.28%	17.84%	15.75%	16.62%	17.15%	19.66%	29.81%	16.64%	19.88%	15.81%	20.10%	17.61%	15.92%	25.71%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	229	1	5	3	2	3	3	6	9	3	7	4	6	8	4	8	5	6	9	6	3	8	6	4	6	4	7	7	3	4	0	2	2	4	2	8	7	4	11	6	0	2	4	13	10	1	1	2	0					
		1.10%	0.36%	1.45%	0.59%	0.46%	1.27%	0.76%	1.15%	1.31%	0.64%	1.60%	0.67%	1.14%	1.92%	0.98%	1.43%	0.78%	1.52%	1.53%	1.26%	0.73%	1.23%	0.72%	1.74%	1.02%	1.48%	1.38%	1.09%	1.89%	1.33%	0.00%	0.60%	1.35%	0.63%	1.28%	2.04%	1.20%	0.58%	1.52%	1.08%	0.00%	1.24%	0.69%	2.66%	1.35%	0.49%	0.70%	1.27%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4061	42	83	70	70	47	81	101	150	84	78	108	101	75	86	114	136	85	133	83	109	163	204	46	145	45	85	120	22	60	63	58	16	94	31	100	100	142	168	115	17	17	71	85	143	34	35	27	19					
		19.59%	15.27%	24.06%	13.75%	16.09%	19.83%	20.45%	19.39%	21.80%	17.80%	17.85%	18.03%	19.20%	18.03%	21.03%	20.39%	21.15%	21.57%	22.62%	17.44%	26.39%	24.96%	24.58%	20.00%	24.74%	16.61%	16.73%	18.60%	13.84%	20.00%	20.72%	17.47%	10.81%	14.76%	19.87%	25.45%	17.15%	20.52%	23.27%	20.76%	14.53%	10.56%	12.31%	17.42%	19.32%	16.67%	24.65%	17.20%	18.10%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	353	2	3	4	8	4	2	13	14	7	6	10	8	1	6	8	14	11	18	20	18	9	24	1	13	1	4	6	4	3	2	4	3	8	5	7	8	7	12	14	1	0	7	15	13	4	0	1	0					
		1.70%	0.73%	0.87%	0.79%	1.84%	1.69%	0.51%	2.50%	2.03%	1.48%	1.37%	1.67%	1.52%	0.24%	1.47%	1.43%	2.18%	2.79%	3.06%	4.20%	4.36%	1.38%	2.89%	0.43%	2.22%	0.37%	0.79%	0.93%	2.52%	1.00%	0.66%	1.20%	2.03%	1.26%	3.21%	1.78%	1.37%	1.01%	1.66%	2.53%	0.85%	0.00%	1.21%	3.07%	1.76%	1.96%	0.00%	0.64%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9062	137	143	235	178	93	182	230	275	214	186	274	221	177	173	240	306	161	225	208	162	259	359	109	241	130	253	271	76	121	144	166	83	310	77	156	276	302	280	241	55	73	243	210	350	90	55	70	42					
		43.71%	49.82%	41.45%	46.17%	40.92%	39.24%	45.96%	44.15%	39.97%	45.34%	42.56%	45.74%	42.02%	42.55%	42.30%	42.93%	47.59%	40.86%	38.27%	43.70%	39.23%	39.66%	43.25%	47.39%	41.13%	47.97%	49.80%	42.02%	47.80%	40.33%	47.37%	50.00%	56.08%	48.67%	49.36%	39.69%	47.34%	43.64%	38.78%	43.50%	47.01%	45.34%	42.11%	43.03%	47.30%	44.12%	38.73%	44.59%	40.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	100	1	1	3	2	2	0	2	6	2	4	4	8	3	4	4	1	2	3	3	0	4	4	3	1	0	0	0	1	1	1	6	0	2	0	2	3	4	2	2	0	1	3	2	3	0	0	0	0					
		0.48%	0.36%	0.29%	0.59%	0.46%	0.84%	0.00%	0.38%	0.87%	0.42%	0.92%	0.67%	1.52%	0.72%	0.98%	0.72%	0.16%	0.51%	0.51%	0.63%	0.00%	0.61%	0.48%	1.30%	0.17%	0.00%	0.00%	0.00%	0.63%	0.33%	0.33%	1.81%	0.00%	0.31%	0.00%	0.51%	0.51%	0.58%	0.28%	0.36%	0.00%	0.62%	0.52%	0.41%	0.41%	0.00%	0.00%	0.00%	0.00%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
