Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																													
Дата голосования: 07.12.2003 0:00:00																																																													
																																																													
Наименование Избирательной комиссии:    Гатчинская западная																																																													
																																																													
Сводная таблица итогов голосования  по федеральному округу																																																													
																																																													
		Сумма	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	820	20	20	20	10	10	10	10	10	10	10	20	20	10	10	10	20	10	20	20	20	20	20	10	10	10	10	20	20	20	20	10	10	20	20	10	20	10	10	20	20	10	10	10	20	20	20	20	20	10	20	20	20	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	184	9	3	8	5	0	6	0	1	1	2	12	8	2	3	4	3	5	6	6	5	2	0	0	0	0	0	0	3	2	8	6	0	3	5	1	8	0	1	6	3	2	0	0	9	1	4	5	2	1	3	10	4	0	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	208	4	4	3	16	6	2	3	6	1	9	11	5	11	4	2	5	1	3	12	3	1	6	4	2	0	3	1	1	2	0	0	0	3	1	0	3	0	2	1	2	1	4	1	3	0	1	14	6	9	9	9	4	4	0					
14	Число погашенных открепительных удостоверений	636	11	17	12	5	10	4	10	9	9	8	8	12	8	7	6	17	5	14	14	15	18	20	10	10	10	10	20	17	18	12	4	10	17	15	9	12	10	9	14	17	8	10	10	11	19	16	15	18	9	17	10	16	10	4					
15	Число открепительных удостоверений выданных ТИК	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	"1. ""ЕДИНЕНИЕ"""	361	8	4	8	3	3	3	3	0	1	1	10	10	6	4	6	26	13	7	10	11	7	6	4	3	2	1	7	2	2	5	2	0	8	3	9	11	0	3	18	6	8	10	2	18	9	5	15	10	7	6	14	10	3	8					
		1.43%	1.15%	0.72%	1.79%	1.23%	1.40%	1.34%	1.65%	0.0%	0.51%	0.50%	1.43%	1.40%	1.91%	1.77%	2.09%	3.14%	2.49%	0.80%	1.26%	1.12%	1.64%	1.12%	3.96%	1.67%	2.70%	0.53%	1.04%	0.50%	0.63%	0.94%	0.85%	0.0%	1.39%	0.52%	2.72%	1.23%	0.0%	0.78%	2.20%	0.74%	2.34%	2.65%	1.55%	2.12%	2.24%	0.76%	2.32%	1.48%	2.78%	0.82%	1.46%	1.40%	0.99%	1.88%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	748	12	11	11	11	5	10	3	11	10	7	32	26	6	6	13	26	8	23	31	34	19	16	3	6	0	15	22	9	9	23	9	5	18	8	5	13	9	21	35	26	17	8	2	37	5	14	17	8	4	11	32	11	3	12					
		2.97%	1.72%	1.99%	2.47%	4.54%	2.34%	4.48%	1.65%	4.91%	5.12%	3.55%	4.60%	3.65%	1.91%	2.66%	4.54%	3.14%	1.53%	2.64%	3.92%	3.46%	4.47%	3.00%	2.97%	3.35%	0.0%	7.97%	3.26%	2.28%	2.83%	4.33%	3.82%	4.85%	3.14%	1.39%	1.51%	1.46%	4.68%	5.52%	4.28%	3.21%	4.98%	2.12%	1.55%	4.36%	1.24%	2.14%	2.63%	1.19%	1.59%	1.50%	3.35%	1.54%	0.99%	2.82%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1276	71	39	18	13	13	8	5	5	12	7	50	37	16	8	13	32	11	41	29	52	25	43	2	9	1	10	50	21	13	14	6	3	23	26	19	59	12	12	35	49	7	13	4	34	23	30	25	59	16	29	70	31	11	12					
		5.07%	10.23%	7.07%	4.04%	5.37%	6.10%	3.58%	2.76%	2.23%	6.15%	3.55%	7.19%	5.19%	5.09%	3.55%	4.54%	3.87%	2.11%	4.72%	3.67%	5.29%	5.88%	8.08%	1.98%	5.02%	1.35%	5.31%	7.42%	5.32%	4.10%	2.63%	2.55%	2.91%	4.02%	4.54%	5.75%	6.62%	6.25%	3.15%	4.28%	6.06%	2.05%	3.44%	3.10%	4.00%	5.73%	4.59%	3.88%	8.77%	6.37%	3.96%	7.33%	4.36%	3.65%	2.82%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	830	18	7	18	4	4	5	3	10	12	10	41	42	8	8	9	25	21	38	32	34	14	32	4	6	4	5	27	6	13	17	4	1	29	6	8	18	6	18	27	32	11	13	4	33	6	19	16	18	6	9	33	18	5	13					
		3.30%	2.59%	1.27%	4.04%	1.65%	1.87%	2.24%	1.65%	4.46%	6.15%	5.07%	5.89%	5.89%	2.54%	3.55%	3.14%	3.02%	4.03%	4.37%	4.05%	3.46%	3.29%	6.01%	3.96%	3.35%	5.40%	2.65%	4.01%	1.52%	4.10%	3.20%	1.70%	0.97%	5.06%	1.04%	2.42%	2.02%	3.12%	4.73%	3.30%	3.96%	3.22%	3.44%	3.10%	3.89%	1.49%	2.90%	2.48%	2.67%	2.39%	1.23%	3.45%	2.53%	1.66%	3.05%					
22	"5. ""За Русь Святую"""	143	5	3	5	1	0	1	2	1	1	5	6	5	8	2	0	1	2	3	6	2	3	1	0	0	0	3	3	2	1	6	1	0	4	2	1	4	0	0	2	10	0	2	0	8	1	5	7	3	3	0	2	5	2	3					
		0.56%	0.72%	0.54%	1.12%	0.41%	0.0%	0.44%	1.10%	0.44%	0.51%	2.53%	0.86%	0.70%	2.54%	0.88%	0.0%	0.12%	0.38%	0.34%	0.76%	0.20%	0.70%	0.18%	0.0%	0.0%	0.0%	1.59%	0.44%	0.50%	0.31%	1.12%	0.42%	0.0%	0.69%	0.34%	0.30%	0.44%	0.0%	0.0%	0.24%	1.23%	0.0%	0.53%	0.0%	0.94%	0.24%	0.76%	1.08%	0.44%	1.19%	0.0%	0.20%	0.70%	0.66%	0.70%					
23	"6. ""Объединенная Российская партия ""Русь"""	91	3	0	4	2	0	0	0	0	0	0	1	0	0	1	3	3	6	0	2	3	2	2	0	4	1	0	2	1	1	2	1	0	2	2	1	4	0	3	5	4	0	0	0	6	0	2	1	2	4	0	5	0	1	5					
		0.36%	0.43%	0.0%	0.89%	0.82%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.44%	1.04%	0.36%	1.15%	0.0%	0.25%	0.30%	0.47%	0.37%	0.0%	2.23%	1.35%	0.0%	0.29%	0.25%	0.31%	0.37%	0.42%	0.0%	0.34%	0.34%	0.30%	0.44%	0.0%	0.78%	0.61%	0.49%	0.0%	0.0%	0.0%	0.70%	0.0%	0.30%	0.15%	0.29%	1.59%	0.0%	0.52%	0.0%	0.33%	1.17%					
24	"7. ""Новый курс - Автомобильная Россия"""	215	1	8	4	1	1	1	0	2	2	3	4	4	4	0	1	8	0	8	5	3	6	2	3	4	1	3	5	3	3	11	3	1	6	7	4	4	4	7	8	8	2	1	3	6	6	5	2	4	3	5	6	10	1	8					
		0.85%	0.14%	1.45%	0.89%	0.41%	0.46%	0.44%	0.0%	0.89%	1.02%	1.52%	0.57%	0.56%	1.27%	0.0%	0.34%	0.96%	0.0%	0.92%	0.63%	0.30%	1.41%	0.37%	2.97%	2.23%	1.35%	1.59%	0.74%	0.76%	0.94%	2.07%	1.27%	0.97%	1.04%	1.22%	1.21%	0.44%	2.08%	1.84%	0.98%	0.99%	0.58%	0.26%	2.32%	0.70%	1.49%	0.76%	0.31%	0.59%	1.19%	0.68%	0.62%	1.40%	0.33%	1.88%					
25	"8. ""Народно-республиканская партия России"""	48	1	0	1	1	2	1	0	0	0	1	1	0	0	0	0	1	0	1	1	2	1	0	0	0	0	1	1	1	0	2	1	0	1	2	1	4	4	0	0	2	0	2	0	0	1	3	1	2	0	3	0	2	0	0					
		0.19%	0.14%	0.0%	0.22%	0.41%	0.93%	0.44%	0.0%	0.0%	0.0%	0.50%	0.14%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.11%	0.12%	0.20%	0.23%	0.0%	0.0%	0.0%	0.0%	0.53%	0.14%	0.25%	0.0%	0.37%	0.42%	0.0%	0.17%	0.34%	0.30%	0.44%	2.08%	0.0%	0.0%	0.24%	0.0%	0.53%	0.0%	0.0%	0.24%	0.45%	0.15%	0.29%	0.0%	0.41%	0.0%	0.28%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	106	3	3	2	0	0	0	2	1	2	0	2	1	2	2	2	2	2	2	3	3	0	1	0	0	0	2	4	3	2	5	0	1	0	2	0	5	0	1	5	3	0	0	1	3	2	4	2	2	0	4	13	0	0	7					
		0.42%	0.43%	0.54%	0.44%	0.0%	0.0%	0.0%	1.10%	0.44%	1.02%	0.0%	0.28%	0.14%	0.63%	0.88%	0.69%	0.24%	0.38%	0.23%	0.38%	0.30%	0.0%	0.18%	0.0%	0.0%	0.0%	1.06%	0.59%	0.76%	0.63%	0.94%	0.0%	0.97%	0.0%	0.34%	0.0%	0.56%	0.0%	0.26%	0.61%	0.37%	0.0%	0.0%	0.77%	0.35%	0.49%	0.61%	0.31%	0.29%	0.0%	0.54%	1.36%	0.0%	0.0%	1.64%					
27	"10. ""Аграрная партия России"""	1496	21	24	12	12	12	10	10	7	6	5	16	28	8	7	10	21	7	48	29	57	24	12	1	7	2	7	42	13	11	6	3	1	40	39	24	91	2	7	25	24	15	29	8	67	53	91	51	39	13	275	47	52	18	7					
		5.95%	3.02%	4.35%	2.69%	4.95%	5.63%	4.48%	5.52%	3.12%	3.07%	2.53%	2.30%	3.93%	2.54%	3.11%	3.49%	2.54%	1.34%	5.52%	3.67%	5.80%	5.64%	2.25%	0.99%	3.91%	2.70%	3.72%	6.24%	3.29%	3.47%	1.12%	1.27%	0.97%	6.99%	6.81%	7.27%	10.22%	1.04%	1.84%	3.06%	2.97%	4.39%	7.69%	6.20%	7.90%	13.21%	13.93%	7.91%	5.80%	5.17%	37.61%	4.92%	7.32%	5.98%	1.64%					
28	"11. ""Истинные патриоты России"""	27	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	3	0	1	1	1	0	0	0	2	0	0	0	1	0	1	1	0	0	1	2	0	0	1	2	0	1	0	0	0	1	0	1	1	0	0	0	1	1	1					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.36%	0.0%	0.11%	0.12%	0.10%	0.0%	0.0%	0.0%	1.11%	0.0%	0.0%	0.0%	0.25%	0.0%	0.18%	0.42%	0.0%	0.0%	0.17%	0.60%	0.0%	0.0%	0.26%	0.24%	0.0%	0.29%	0.0%	0.0%	0.0%	0.24%	0.0%	0.15%	0.14%	0.0%	0.0%	0.0%	0.14%	0.33%	0.23%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	323	10	4	3	1	6	3	4	3	2	0	11	7	5	2	1	10	8	20	18	13	7	2	1	0	0	2	4	2	1	8	1	1	10	9	2	11	4	6	15	14	3	5	3	14	4	8	8	14	4	6	10	3	7	3					
		1.28%	1.44%	0.72%	0.67%	0.41%	2.81%	1.34%	2.20%	1.33%	1.02%	0.0%	1.58%	0.98%	1.59%	0.88%	0.34%	1.21%	1.53%	2.30%	2.28%	1.32%	1.64%	0.37%	0.99%	0.0%	0.0%	1.06%	0.59%	0.50%	0.31%	1.50%	0.42%	0.97%	1.74%	1.57%	0.60%	1.23%	2.08%	1.57%	1.83%	1.73%	0.87%	1.32%	2.32%	1.65%	0.99%	1.22%	1.24%	2.08%	1.59%	0.82%	1.04%	0.42%	2.32%	0.70%					
30	"13. ""Демократическая партия России"""	70	3	1	1	2	1	0	0	0	0	0	1	3	3	1	0	2	1	4	0	4	3	1	0	0	0	0	0	0	0	0	2	0	5	0	2	1	0	1	3	4	0	0	1	1	0	2	5	3	1	3	1	2	1	1					
		0.27%	0.43%	0.18%	0.22%	0.82%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.42%	0.95%	0.44%	0.0%	0.24%	0.19%	0.46%	0.0%	0.40%	0.70%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.85%	0.0%	0.87%	0.0%	0.60%	0.11%	0.0%	0.26%	0.36%	0.49%	0.0%	0.0%	0.77%	0.11%	0.0%	0.30%	0.77%	0.44%	0.39%	0.41%	0.10%	0.28%	0.33%	0.23%					
31	"14. ""Великая Россия - Евразийский Союз"""	73	1	0	3	0	0	0	4	2	0	1	2	2	0	1	3	1	0	0	1	1	1	0	0	2	0	2	2	1	0	1	4	0	1	3	2	6	0	4	4	1	0	0	0	3	0	2	0	1	0	3	5	0	1	2					
		0.29%	0.14%	0.0%	0.67%	0.0%	0.0%	0.0%	2.20%	0.89%	0.0%	0.50%	0.28%	0.28%	0.0%	0.44%	1.04%	0.12%	0.0%	0.0%	0.12%	0.10%	0.23%	0.0%	0.0%	1.11%	0.0%	1.06%	0.29%	0.25%	0.0%	0.18%	1.70%	0.0%	0.17%	0.52%	0.60%	0.67%	0.0%	1.05%	0.49%	0.12%	0.0%	0.0%	0.0%	0.35%	0.0%	0.30%	0.0%	0.14%	0.0%	0.41%	0.52%	0.0%	0.33%	0.47%					
32	"15. ""Партия СЛОН"""	45	2	1	0	1	0	0	0	0	0	0	1	0	2	0	0	3	6	2	2	0	1	3	0	1	0	1	1	1	0	2	0	0	0	0	0	4	0	0	3	2	0	0	0	1	1	0	1	0	0	1	1	1	0	0					
		0.17%	0.28%	0.18%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.63%	0.0%	0.0%	0.36%	1.15%	0.23%	0.25%	0.0%	0.23%	0.56%	0.0%	0.55%	0.0%	0.53%	0.14%	0.25%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.36%	0.24%	0.0%	0.0%	0.0%	0.11%	0.24%	0.0%	0.15%	0.0%	0.0%	0.13%	0.10%	0.14%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3027	89	82	65	27	31	20	26	27	21	41	115	113	23	26	38	143	108	111	129	114	48	62	8	19	13	16	77	74	44	62	21	10	51	69	23	102	8	38	64	87	23	43	6	92	38	74	76	101	18	70	140	55	18	28					
		12.04%	12.82%	14.88%	14.60%	11.15%	14.55%	8.96%	14.36%	12.05%	10.76%	20.81%	16.54%	15.87%	7.32%	11.55%	13.28%	17.31%	20.72%	12.78%	16.34%	11.60%	11.29%	11.65%	7.92%	10.61%	17.56%	8.51%	11.44%	18.78%	13.88%	11.67%	8.93%	9.70%	8.91%	12.06%	6.96%	11.46%	4.16%	10.0%	7.84%	10.76%	6.74%	11.40%	4.65%	10.84%	9.47%	11.33%	11.80%	15.02%	7.17%	9.57%	14.67%	7.74%	5.98%	6.58%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	71	0	2	3	0	0	0	0	1	0	0	4	2	4	2	0	0	1	0	1	0	2	0	0	4	0	2	2	2	0	1	1	0	1	0	1	5	1	2	1	1	1	1	1	2	3	2	1	2	4	2	1	3	2	0					
		0.28%	0.0%	0.36%	0.67%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.57%	0.28%	1.27%	0.88%	0.0%	0.0%	0.19%	0.0%	0.12%	0.0%	0.47%	0.0%	0.0%	2.23%	0.0%	1.06%	0.29%	0.50%	0.0%	0.18%	0.42%	0.0%	0.17%	0.0%	0.30%	0.56%	0.52%	0.52%	0.12%	0.12%	0.29%	0.26%	0.77%	0.23%	0.74%	0.30%	0.15%	0.29%	1.59%	0.27%	0.10%	0.42%	0.66%	0.0%					
35	"18. ""ЛДПР"""	2735	75	46	30	21	17	24	16	24	19	14	58	48	27	20	24	107	81	81	71	127	37	38	9	13	11	15	85	45	48	105	54	17	59	45	30	97	27	33	109	79	23	49	6	91	69	81	72	61	26	49	89	90	38	105					
		10.88%	10.80%	8.34%	6.74%	8.67%	7.98%	10.76%	8.83%	10.71%	9.74%	7.10%	8.34%	6.74%	8.59%	8.88%	8.39%	12.95%	15.54%	9.33%	8.99%	12.93%	8.70%	7.14%	8.91%	7.26%	14.86%	7.97%	12.63%	11.42%	15.14%	19.77%	22.97%	16.50%	10.31%	7.86%	9.09%	10.89%	14.06%	8.68%	13.35%	9.77%	6.74%	12.99%	4.65%	10.73%	17.20%	12.40%	11.18%	9.07%	10.35%	6.70%	9.32%	12.67%	12.62%	24.70%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	745	21	22	22	8	0	8	3	4	4	2	19	16	5	6	4	24	9	32	22	21	18	20	1	9	2	14	30	8	9	14	5	1	17	19	14	28	5	12	24	18	11	13	1	32	0	13	27	19	19	17	19	38	6	10					
		2.96%	3.02%	3.99%	4.94%	3.30%	0.0%	3.58%	1.65%	1.78%	2.05%	1.01%	2.73%	2.24%	1.59%	2.66%	1.39%	2.90%	1.72%	3.68%	2.78%	2.13%	4.23%	3.75%	0.99%	5.02%	2.70%	7.44%	4.45%	2.03%	2.83%	2.63%	2.12%	0.97%	2.97%	3.32%	4.24%	3.14%	2.60%	3.15%	2.94%	2.22%	3.22%	3.44%	0.77%	3.77%	0.0%	1.99%	4.19%	2.82%	7.56%	2.32%	1.99%	5.35%	1.99%	2.35%					
37	"20. ""Политическая партия ""Единая Россия"""	8856	219	162	170	104	97	92	68	83	67	68	218	241	134	88	121	220	137	315	272	356	169	234	59	66	20	69	195	133	107	145	77	49	228	266	143	300	71	134	333	318	157	137	71	289	127	192	232	220	86	169	293	272	152	111					
		35.23%	31.55%	29.40%	38.20%	42.97%	45.53%	41.25%	37.56%	37.05%	34.35%	34.51%	31.36%	33.84%	42.67%	39.11%	42.30%	26.63%	26.29%	36.29%	34.47%	36.25%	39.76%	43.98%	58.41%	36.87%	27.02%	36.70%	28.97%	33.75%	33.75%	27.30%	32.76%	47.57%	39.86%	46.50%	43.33%	33.70%	36.97%	35.26%	40.80%	39.35%	46.04%	36.33%	55.03%	34.08%	31.67%	29.40%	36.02%	32.73%	34.26%	23.11%	30.71%	38.30%	50.49%	26.11%					
38	"21. ""Российская Конституционно-демократическая партия"""	65	3	0	4	2	0	2	0	0	0	0	0	0	2	0	1	4	0	0	3	1	1	0	1	0	0	2	1	1	2	0	0	0	1	2	2	2	0	2	1	1	1	1	1	3	1	5	4	2	0	1	3	0	2	0					
		0.25%	0.43%	0.0%	0.89%	0.82%	0.0%	0.89%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.34%	0.48%	0.0%	0.0%	0.38%	0.10%	0.23%	0.0%	0.99%	0.0%	0.0%	1.06%	0.14%	0.25%	0.63%	0.0%	0.0%	0.0%	0.17%	0.34%	0.60%	0.22%	0.0%	0.52%	0.12%	0.12%	0.29%	0.26%	0.77%	0.35%	0.24%	0.76%	0.62%	0.29%	0.0%	0.13%	0.31%	0.0%	0.66%	0.0%					
39	"22. ""Развитие предпринимательства"""	147	5	2	4	2	2	0	0	5	1	1	5	8	2	2	2	11	0	7	3	6	1	2	0	1	0	1	4	2	3	1	3	0	2	1	1	7	1	4	3	2	0	1	0	4	1	7	8	3	3	1	5	0	1	6					
		0.58%	0.72%	0.36%	0.89%	0.82%	0.93%	0.0%	0.0%	2.23%	0.51%	0.50%	0.71%	1.12%	0.63%	0.88%	0.69%	1.33%	0.0%	0.80%	0.38%	0.61%	0.23%	0.37%	0.0%	0.55%	0.0%	0.53%	0.59%	0.50%	0.94%	0.18%	1.27%	0.0%	0.34%	0.17%	0.30%	0.78%	0.52%	1.05%	0.36%	0.24%	0.0%	0.26%	0.0%	0.47%	0.24%	1.07%	1.24%	0.44%	1.19%	0.13%	0.52%	0.0%	0.33%	1.41%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2309	87	96	37	17	15	15	23	29	31	24	66	85	29	35	27	86	53	81	69	94	26	35	0	15	16	11	75	39	39	44	18	10	37	34	23	59	26	42	67	65	41	24	8	58	30	45	52	54	24	55	120	75	18	25					
		9.18%	12.53%	17.42%	8.31%	7.02%	7.04%	6.72%	12.70%	12.94%	15.89%	12.18%	9.49%	11.93%	9.23%	15.55%	9.44%	10.41%	10.17%	9.33%	8.74%	9.57%	6.11%	6.57%	0.0%	8.37%	21.62%	5.85%	11.14%	9.89%	12.30%	8.28%	7.65%	9.70%	6.46%	5.94%	6.96%	6.62%	13.54%	11.05%	8.21%	8.04%	12.02%	6.36%	6.20%	6.83%	7.48%	6.89%	8.07%	8.03%	9.56%	7.52%	12.57%	10.56%	5.98%	5.88%					
																																																													
41	Против всех	1012	21	21	14	7	2	15	8	7	4	6	28	29	9	4	5	59	45	31	21	31	8	16	4	6	0	3	27	18	7	53	18	3	21	22	10	37	7	23	23	35	16	16	6	39	14	36	15	30	4	11	39	21	5	52					
		4.02%	3.02%	3.81%	3.14%	2.89%	0.93%	6.72%	4.41%	3.12%	2.05%	3.04%	4.02%	4.07%	2.86%	1.77%	1.74%	7.14%	8.63%	3.57%	2.66%	3.15%	1.88%	3.00%	3.96%	3.35%	0.0%	1.59%	4.01%	4.56%	2.20%	9.98%	7.65%	2.91%	3.67%	3.84%	3.03%	4.15%	3.64%	6.05%	2.81%	4.33%	4.69%	4.24%	4.65%	4.59%	3.49%	5.51%	2.32%	4.46%	1.59%	1.50%	4.08%	2.95%	1.66%	12.23%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
