7	Число избирательных бюллетеней в переносных ящиках для голосования	1821	61	6	6	50	11	6	13	11	10	18	9	81	18	11	14	30	5	19	13	49	19	36	26	32	28	14	18	94	11	26	12	22	39	23	23	24	21	19	17	5	28	23	23	18	69	13	7	11	10	17	19	24	35	30	25	26	15	18	10	27	26	23	6	13	26	15	93	27	33	25	16	13	28	16	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	98247	1127	587	1251	1641	1189	1763	930	673	1450	1766	697	738	1242	671	861	1459	1450	1321	1091	1009	1403	966	1423	1458	1290	897	1563	1124	1041	1240	1190	1523	821	1136	896	844	728	959	846	1080	986	901	790	1092	1457	1416	1141	945	1048	1645	1057	1364	1120	1310	1118	1074	1011	1216	830	1194	1304	1583	1463	1655	1948	1667	2048	2028	1615	2033	1202	1119	1023	1139	446	90	387	2000	1998	2500	10	7	11	10	11	11	11	11	7	11	11	10	10	10	10	10	11	9	12	11	11	10	11	9	14	14	11	11	10	11	12	11	11	10	11	11	11	11	11	10	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	10	11	10	12	43	67	17	11	11	10	19	32	24	17	31	25					
9	Число недействительных избирательных бюллетеней	1471	17	16	0	0	9	16	9	20	23	26	11	16	25	17	13	12	8	20	22	16	23	21	31	35	24	13	37	24	12	29	0	23	19	16	18	21	13	32	16	11	26	25	8	11	25	22	15	7	26	18	22	33	12	37	15	19	14	13	10	37	25	22	22	20	16	21	24	38	21	23	22	27	10	23	10	1	11	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	4	0					
10	Число действительных избирательных бюллетеней	98597	1171	577	1257	1691	1191	1753	934	664	1437	1758	695	803	1235	665	862	1477	1447	1320	1082	1042	1399	981	1418	1455	1294	898	1544	1194	1040	1237	1202	1522	841	1143	901	847	736	946	847	1074	988	899	805	1099	1501	1407	1133	949	1032	1644	1054	1355	1143	1303	1128	1081	1012	1221	830	1184	1305	1584	1447	1648	1958	1661	2117	2017	1627	2035	1196	1105	1041	1132	436	152	376	2000	1998	2500	10	7	10	10	11	9	10	11	7	11	11	10	10	10	9	10	11	9	12	11	11	10	11	9	8	14	11	11	10	11	12	11	10	10	8	11	11	11	11	10	11	11	11	11	11	11	11	11	11	7	11	11	11	11	11	10	11	10	12	43	65	17	11	11	10	19	31	24	17	27	25					
11	Число полученных открепительных  удостоверений	3291	20	20	26	37	30	45	30	40	150	42	30	35	70	25	35	40	40	40	30	55	50	60	50	45	50	40	45	40	35	60	40	45	30	36	32	40	35	35	40	30	30	45	45	30	45	30	30	30	30	50	33	50	20	50	50	60	40	30	30	45	50	60	50	35	50	55	55	60	40	60	30	50	60	55	80	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2655	18	17	26	37	24	43	21	38	101	42	25	31	44	14	24	40	33	25	14	48	43	45	41	43	49	35	42	32	31	53	34	44	21	33	32	38	28	31	30	26	23	30	37	27	41	23	23	24	26	37	23	42	20	44	40	41	34	29	29	44	44	30	36	29	42	42	42	49	35	57	26	42	54	39	11	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1795	56	9	16	13	10	20	17	9	52	17	17	13	18	12	5	28	35	7	30	103	38	22	150	23	24	12	74	35	18	27	19	59	45	20	14	40	48	58	16	17	11	18	30	22	0	17	10	13	10	15	20	19	13	16	12	12	12	16	9	19	14	6	20	8	16	25	21	14	10	14	17	19	18	12	8	20	7	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	636	2	3	0	0	6	2	9	2	49	0	5	4	26	11	11	0	7	15	16	7	7	15	9	2	1	5	3	8	4	7	6	1	9	3	0	2	7	4	10	4	7	15	8	3	4	7	7	6	4	13	10	8	0	6	10	19	6	1	1	1	6	30	14	6	8	13	13	11	5	3	4	8	6	16	69	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	100	1	3	2	9	1	2	0	1	2	1	3	1	0	1	0	3	3	1	1	4	2	0	3	1	1	2	0	3	1	2	2	1	0	0	0	1	1	0	0	1	1	1	1	0	1	0	0	2	1	0	1	2	0	1	1	5	3	0	0	0	4	2	2	0	0	1	3	6	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																																																																																														
18	Богданов Андрей Владимирович	1597	19	10	10	23	10	13	14	13	25	21	25	15	35	12	15	20	21	20	24	27	29	18	23	21	26	17	32	17	12	26	11	29	16	26	17	14	12	20	35	21	22	18	15	19	25	14	24	13	16	25	19	33	15	20	23	17	13	32	18	21	29	21	1	23	40	1	49	48	22	33	5	28	26	21	12	2	11	0	0	1	0	0	0	0	2	1	0	0	0	1	0	0	2	1	1	0	0	1	2	1	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0					
		1.60%	1.60%	1.69%	0.80%	1.36%	0.83%	0.73%	1.48%	1.90%	1.71%	1.18%	3.54%	1.83%	2.78%	1.76%	1.71%	1.34%	1.44%	1.49%	2.17%	2.55%	2.04%	1.80%	1.59%	1.41%	1.97%	1.87%	2.02%	1.40%	1.14%	2.05%	0.92%	1.88%	1.86%	2.24%	1.85%	1.61%	1.60%	2.04%	4.06%	1.94%	2.17%	1.95%	1.85%	1.71%	1.64%	0.98%	2.09%	1.36%	1.51%	1.50%	1.77%	2.38%	1.30%	1.49%	2.01%	1.55%	1.27%	2.59%	2.14%	1.72%	2.18%	1.31%	0.07%	1.38%	2.03%	0.06%	2.29%	2.34%	1.33%	1.60%	0.41%	2.47%	2.47%	1.82%	2.69%	1.31%	2.84%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	18.18%	9.09%	0.00%	0.00%	0.00%	9.09%	0.00%	0.00%	20.00%	10.00%	10.00%	0.00%	0.00%	11.11%	16.67%	9.09%	9.09%	0.00%	0.00%	0.00%	7.14%	0.00%	9.09%	9.09%	0.00%	0.00%	0.00%	9.09%	0.00%	0.00%	0.00%	0.00%	9.09%	0.00%	9.09%	0.00%	0.00%	0.00%	9.09%	9.09%	0.00%	0.00%	0.00%	0.00%	9.09%	0.00%	9.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	8.33%	2.33%	0.00%	5.88%	0.00%	0.00%	0.00%	0.00%	0.00%	4.17%	0.00%	3.23%	0.00%					
19	Жириновский Владимир Вольфович	6775	85	58	68	68	65	118	66	81	117	103	70	92	137	55	68	147	105	110	99	97	75	84	132	86	90	77	121	126	64	96	74	69	68	60	105	74	62	98	73	70	91	80	59	67	135	88	69	70	89	93	78	108	57	123	84	103	88	98	66	111	115	89	13	82	114	15	137	116	106	111	11	90	92	96	43	10	69	1	3	3	1	3	0	2	0	4	3	2	0	1	4	2	2	1	2	3	1	4	0	1	3	1	1	2	3	3	3	1	3	0	2	2	1	2	2	3	1	1	3	0	2	4	0	1	1	5	1	8	4	2	3	6	4	1	5	2	5	6	1	4	9	5	1	8	8	1	4	8	1	2	4					
		6.77%	7.15%	9.78%	5.41%	4.02%	5.42%	6.67%	6.99%	11.84%	8.01%	5.77%	9.92%	11.23%	10.87%	8.06%	7.77%	9.87%	7.22%	8.21%	8.97%	9.17%	5.27%	8.38%	9.11%	5.77%	6.83%	8.45%	7.65%	10.34%	6.08%	7.58%	6.16%	4.47%	7.91%	5.18%	11.43%	8.53%	8.28%	10.02%	8.46%	6.45%	8.97%	8.66%	7.26%	6.04%	8.85%	6.16%	6.01%	7.32%	8.41%	5.60%	7.25%	7.78%	4.94%	9.18%	7.35%	9.36%	8.58%	7.94%	7.86%	9.09%	8.65%	5.54%	0.88%	4.92%	5.78%	0.89%	6.40%	5.64%	6.43%	5.39%	0.90%	7.95%	8.75%	8.31%	9.64%	6.54%	17.83%	0.05%	0.15%	0.12%	10.00%	42.86%	0.00%	20.00%	0.00%	36.36%	27.27%	18.18%	0.00%	9.09%	36.36%	20.00%	20.00%	10.00%	20.00%	30.00%	9.09%	44.44%	0.00%	9.09%	27.27%	10.00%	9.09%	22.22%	21.43%	21.43%	27.27%	9.09%	30.00%	0.00%	16.67%	18.18%	9.09%	20.00%	18.18%	27.27%	9.09%	9.09%	27.27%	0.00%	18.18%	36.36%	0.00%	9.09%	9.09%	45.45%	9.09%	72.73%	36.36%	18.18%	27.27%	54.55%	36.36%	9.09%	45.45%	20.00%	45.45%	60.00%	8.33%	9.30%	13.43%	29.41%	9.09%	72.73%	80.00%	5.26%	12.50%	33.33%	5.88%	6.45%	16.00%					
20	Зюганов Геннадий Андреевич	14771	143	118	147	188	137	300	64	91	168	187	131	144	240	145	189	203	249	199	182	188	190	235	292	231	281	175	299	199	142	275	150	217	145	186	196	163	152	161	187	170	182	207	173	200	204	193	215	148	205	244	220	308	157	243	208	221	234	206	134	250	276	204	63	209	233	39	361	302	232	288	37	236	216	235	27	28	39	3	1	7	0	0	2	5	1	2	1	2	0	0	0	0	1	4	2	2	2	3	4	3	1	2	2	2	1	0	1	0	0	7	0	2	1	1	3	2	0	2	1	1	0	1	2	1	0	0	1	0	2	2	0	0	0	0	1	0	1	1	0	6	9	0	1	0	0	1	9	8	4	8	3					
		14.76%	12.04%	19.90%	11.69%	11.12%	11.42%	16.96%	6.79%	13.30%	11.51%	10.48%	18.56%	17.58%	19.05%	21.26%	21.60%	13.63%	17.11%	14.85%	16.49%	17.77%	13.36%	23.45%	20.15%	15.50%	21.32%	19.21%	18.91%	16.34%	13.50%	21.72%	12.48%	14.05%	16.86%	16.05%	21.33%	18.78%	20.29%	16.46%	21.67%	15.67%	17.95%	22.40%	21.28%	18.02%	13.37%	13.51%	18.73%	15.48%	19.38%	14.68%	20.45%	22.19%	13.59%	18.13%	18.20%	20.09%	22.81%	16.69%	15.95%	20.48%	20.75%	12.70%	4.29%	12.53%	11.80%	2.32%	16.86%	14.70%	14.08%	13.99%	3.04%	20.85%	20.55%	20.35%	6.05%	18.30%	10.08%	0.15%	0.05%	0.28%	0.00%	0.00%	18.18%	50.00%	9.09%	18.18%	9.09%	18.18%	0.00%	0.00%	0.00%	0.00%	10.00%	40.00%	20.00%	20.00%	18.18%	33.33%	33.33%	27.27%	9.09%	20.00%	18.18%	22.22%	7.14%	0.00%	9.09%	0.00%	0.00%	63.64%	0.00%	18.18%	9.09%	10.00%	27.27%	18.18%	0.00%	18.18%	9.09%	10.00%	0.00%	9.09%	18.18%	9.09%	0.00%	0.00%	9.09%	0.00%	18.18%	18.18%	0.00%	0.00%	0.00%	0.00%	9.09%	0.00%	9.09%	10.00%	0.00%	13.95%	13.43%	0.00%	9.09%	0.00%	0.00%	5.26%	28.13%	33.33%	23.53%	25.81%	12.00%					
21	Медведев Дмитрий Анатольевич	75454	924	391	1032	1412	979	1322	790	479	1127	1447	469	552	823	453	590	1107	1072	991	777	730	1105	644	971	1117	897	629	1092	852	822	840	967	1207	612	871	583	596	510	667	552	813	693	594	558	813	1137	1112	825	718	722	1282	737	906	914	917	813	740	677	885	612	802	885	1270	1370	1334	1571	1606	1570	1551	1267	1603	1143	751	707	780	354	112	257	1996	1994	2489	9	4	8	3	8	2	6	7	7	9	7	8	5	4	4	5	8	1	6	6	6	7	8	5	3	11	6	9	7	4	10	6	8	7	3	6	9	8	6	9	9	6	8	8	10	6	9	3	4	3	7	5	7	10	5	8	5	3	10	32	47	11	9	3	2	17	18	7	12	16	18					
		75.40%	77.78%	65.94%	82.10%	83.50%	81.58%	74.73%	83.78%	70.03%	77.19%	81.11%	66.43%	67.40%	65.32%	66.42%	67.43%	74.35%	73.68%	73.96%	70.38%	68.99%	77.71%	64.27%	67.01%	74.97%	68.06%	69.05%	69.07%	69.95%	78.14%	66.35%	80.45%	78.12%	71.16%	75.15%	63.44%	68.66%	68.09%	68.20%	63.96%	74.93%	68.34%	64.29%	68.63%	73.24%	74.51%	77.82%	71.86%	75.10%	68.24%	77.14%	68.49%	65.27%	79.13%	68.43%	71.13%	67.27%	65.98%	71.72%	72.86%	65.68%	66.54%	79.08%	93.26%	79.98%	79.58%	95.48%	73.33%	75.47%	76.88%	77.89%	93.84%	66.34%	67.27%	67.53%	79.37%	73.20%	66.41%	99.80%	99.80%	99.56%	90.00%	57.14%	72.73%	30.00%	72.73%	18.18%	54.55%	63.64%	100.00%	81.82%	63.64%	80.00%	50.00%	40.00%	40.00%	50.00%	72.73%	11.11%	50.00%	54.55%	54.55%	70.00%	72.73%	55.56%	21.43%	78.57%	54.55%	81.82%	70.00%	36.36%	83.33%	54.55%	72.73%	70.00%	27.27%	54.55%	81.82%	72.73%	54.55%	90.00%	81.82%	54.55%	72.73%	72.73%	90.91%	54.55%	81.82%	27.27%	36.36%	27.27%	63.64%	45.45%	63.64%	90.91%	45.45%	80.00%	45.45%	30.00%	83.33%	74.42%	70.15%	64.71%	81.82%	27.27%	20.00%	89.47%	56.25%	29.17%	70.59%	51.61%	72.00%					
																																																																																																																																																														
																																																																																																																																																														
																																																																																																																																																														
																																																																																																																																																														
																																																																																																																																																														
																																																																																																																																																														
																																																																																																																																																														
																																																																																																																																																														
																																																																																																																																																														
																																																																																																																																																														
																																																																																																																																																														
																																																																																																																																																														
																																																																																																																																																														
																																																																																																																																																														
																																																																																																																																																														
																																																																																																																																																														
																																																																																																																																																														
																																																																																																																																																														
