Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
"Наименование Избирательной комиссии:    Ростов-на-Дону, Пролетарская"																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489					
14	Число погашенных неиспользованных открепительных удостоверений	97	3	2	6	0	5	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	7	0	0	0	4	1	0	3	0	0	17	0	0	0	0	3	6	2	0	3	12	0	13	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	4	0	0	1	3	0	0	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7756	124	91	138	133	173	122	178	249	142	14	157	134	169	176	206	140	62	31	178	127	7	196	182	176	129	85	210	107	141	205	125	92	149	131	186	128	217	186	124	105	189	210	164	243	162	234	209	156	60	162	170	172					
		14.25%	16.40%	16.34%	15.05%	13.53%	12.71%	19.71%	17.15%	21.96%	11.23%	5.67%	16.39%	15.46%	11.16%	12.32%	16.17%	10.24%	9.34%	15.66%	17.54%	13.01%	1.37%	20.57%	17.33%	12.54%	8.24%	8.10%	10.26%	12.28%	6.37%	20.18%	10.29%	12.28%	18.37%	19.01%	17.05%	16.18%	16.12%	17.56%	16.53%	18.99%	13.95%	16.51%	11.89%	18.23%	16.07%	20.76%	19.05%	13.09%	12.68%	18.75%	13.50%	14.47%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5296	96	113	80	83	96	64	153	138	117	19	67	85	91	80	132	140	27	17	135	86	8	100	136	128	83	78	150	70	113	120	98	65	92	77	134	115	135	141	117	83	101	145	153	161	143	124	138	117	49	101	102	100					
		9.73%	12.70%	20.29%	8.72%	8.44%	7.05%	10.34%	14.74%	12.17%	9.25%	7.69%	6.99%	9.80%	6.01%	5.60%	10.36%	10.24%	4.07%	8.59%	13.30%	8.81%	1.57%	10.49%	12.95%	9.12%	5.30%	7.43%	7.33%	8.04%	5.11%	11.81%	8.07%	8.68%	11.34%	11.18%	12.28%	14.54%	10.03%	13.31%	15.60%	15.01%	7.45%	11.40%	11.09%	12.08%	14.19%	11.00%	12.58%	9.82%	10.36%	11.69%	8.10%	8.41%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	509	4	9	5	9	12	7	10	16	6	1	7	11	6	9	15	18	10	4	12	11	3	12	11	14	12	9	13	5	6	11	11	7	9	12	12	10	13	13	13	3	9	18	9	11	12	8	9	11	7	9	12	13					
		0.94%	0.53%	1.62%	0.55%	0.92%	0.88%	1.13%	0.96%	1.41%	0.47%	0.40%	0.73%	1.27%	0.40%	0.63%	1.18%	1.32%	1.51%	2.02%	1.18%	1.13%	0.59%	1.26%	1.05%	0.99%	0.77%	0.86%	0.64%	0.57%	0.27%	1.08%	0.91%	0.93%	1.11%	1.74%	1.10%	1.26%	0.97%	1.23%	1.73%	0.54%	0.66%	1.42%	0.65%	0.83%	1.19%	0.71%	0.82%	0.92%	1.48%	1.04%	0.95%	1.09%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10781	158	130	231	293	299	191	249	232	227	37	180	211	250	153	282	141	77	86	285	212	19	281	208	235	219	128	302	114	224	280	200	149	202	174	258	175	184	303	205	143	214	300	260	308	292	264	287	242	116	207	183	181					
		19.81%	20.90%	23.34%	25.19%	29.81%	21.97%	30.86%	23.99%	20.46%	17.94%	14.98%	18.79%	24.34%	16.50%	10.71%	22.14%	10.31%	11.60%	43.43%	28.08%	21.72%	3.72%	29.49%	19.81%	16.74%	13.99%	12.19%	14.75%	13.09%	10.13%	27.56%	16.46%	19.89%	24.91%	25.25%	23.65%	22.12%	13.67%	28.61%	27.33%	25.86%	15.79%	23.58%	18.85%	23.11%	28.97%	23.43%	26.16%	20.30%	24.52%	23.96%	14.54%	15.22%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2974	59	47	75	93	116	54	74	98	77	5	38	93	76	40	96	73	22	1	90	67	1	59	58	53	52	61	20	38	50	58	76	29	52	34	58	28	57	98	30	16	78	66	26	112	71	83	69	69	13	70	40	55					
		5.46%	7.80%	8.44%	8.18%	9.46%	8.52%	8.72%	7.13%	8.64%	6.09%	2.02%	3.97%	10.73%	5.02%	2.80%	7.54%	5.34%	3.31%	0.51%	8.87%	6.86%	0.20%	6.19%	5.52%	3.77%	3.32%	5.81%	0.98%	4.36%	2.26%	5.71%	6.26%	3.87%	6.41%	4.93%	5.32%	3.54%	4.23%	9.25%	4.00%	2.89%	5.76%	5.19%	1.89%	8.40%	7.04%	7.36%	6.29%	5.79%	2.75%	8.10%	3.18%	4.63%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	25923	302	155	371	366	644	165	345	374	669	130	479	321	905	956	518	835	309	55	274	458	471	290	424	776	1061	673	1344	524	1664	309	682	388	292	254	417	326	721	292	250	196	735	508	750	472	274	369	365	570	223	295	738	639					
		47.63%	39.95%	27.83%	40.46%	37.23%	47.32%	26.66%	33.24%	32.98%	52.89%	52.63%	50.00%	37.02%	59.74%	66.90%	40.66%	61.08%	46.54%	27.78%	26.99%	46.93%	92.17%	30.43%	40.38%	55.27%	67.80%	64.10%	65.66%	60.16%	75.23%	30.41%	56.13%	51.80%	36.00%	36.87%	38.22%	41.21%	53.57%	27.57%	33.33%	35.44%	54.24%	39.94%	54.39%	35.41%	27.18%	32.74%	33.27%	47.82%	47.15%	34.14%	58.62%	53.74%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	389	5	4	6	6	7	7	10	10	5	1	11	7	10	5	15	7	1	1	15	13	1	5	7	10	7	7	4	4	5	16	10	8	5	5	12	3	8	12	6	4	13	9	7	8	11	3	12	11	2	8	5	15					
		0.71%	0.66%	0.72%	0.65%	0.61%	0.51%	1.13%	0.96%	0.88%	0.40%	0.40%	1.15%	0.81%	0.66%	0.35%	1.18%	0.51%	0.15%	0.51%	1.48%	1.33%	0.20%	0.52%	0.67%	0.71%	0.45%	0.67%	0.20%	0.46%	0.23%	1.57%	0.82%	1.07%	0.62%	0.73%	1.10%	0.38%	0.59%	1.13%	0.80%	0.72%	0.96%	0.71%	0.51%	0.60%	1.09%	0.27%	1.09%	0.92%	0.42%	0.93%	0.40%	1.26%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
