Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																	
Дата голосования: 04.12.2011																																																																	
																																																																	
Наименование Избирательной комиссии:    Назаровская																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	348	4	5	9	4	8	6	6	4	4	4	5	4	4	8	8	6	4	19	5	8	5	4	12	4	4	3	8	4	3	6	6	12	4	4	4	5	10	3	5	5	28	4	4	10	5	4	3	12	4	4	5	5	4	4	5	4	4	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	90	3	2	9	0	4	1	0	0	1	1	0	0	0	3	6	0	1	9	0	1	0	0	5	2	0	0	3	0	3	1	0	3	0	0	0	0	1	0	0	0	9	2	1	5	1	0	0	8	0	1	1	0	0	0	3	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	125	4	1	2	2	4	1	1	2	2	1	2	1	1	10	4	0	4	1	1	7	4	4	5	1	2	0	1	1	6	0	1	1	2	1	2	1	4	1	1	0	5	8	3	2	3	1	1	4	1	1	0	1	1	1	1	1	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	258	1	3	0	4	4	5	6	4	3	3	5	4	4	5	2	6	3	10	5	7	5	4	7	2	4	3	5	4	0	5	6	9	4	4	4	5	9	3	5	5	19	2	3	5	4	4	3	4	4	3	4	5	4	4	2	4	4	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1151	11	22	11	12	52	14	17	5	2	0	9	3	9	52	31	11	9	87	12	26	8	6	141	20	7	8	12	2	0	8	12	47	6	24	5	6	37	2	16	12	104	17	11	39	4	0	6	103	6	8	7	11	5	22	17	4	9	4					
		11.62%	8.40%	11.76%	6.88%	11.65%	14.36%	8.54%	8.10%	5.32%	3.57%	0.00%	7.89%	4.00%	13.43%	14.17%	12.30%	9.32%	9.68%	15.03%	11.32%	11.21%	8.99%	7.59%	21.73%	14.93%	9.59%	14.81%	9.68%	2.41%	0.00%	6.56%	10.53%	12.60%	9.52%	32.43%	7.81%	8.11%	10.45%	3.92%	19.28%	12.63%	15.07%	10.56%	10.78%	9.24%	5.56%	0.00%	10.71%	13.61%	5.50%	5.52%	5.15%	5.19%	4.35%	16.92%	10.24%	3.88%	6.08%	6.45%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1494	6	28	16	16	55	17	31	13	14	5	16	11	7	60	38	22	10	105	11	51	10	11	102	31	16	3	17	11	4	23	17	55	7	4	11	10	62	8	26	18	109	32	16	35	9	3	3	120	14	25	17	38	13	9	24	13	28	8					
		15.08%	4.58%	14.97%	10.00%	15.53%	15.19%	10.37%	14.76%	13.83%	25.00%	20.00%	14.04%	14.67%	10.45%	16.35%	15.08%	18.64%	10.75%	18.13%	10.38%	21.98%	11.24%	13.92%	15.72%	23.13%	21.92%	5.56%	13.71%	13.25%	19.05%	18.85%	14.91%	14.75%	11.11%	5.41%	17.19%	13.51%	17.51%	15.69%	31.33%	18.95%	15.80%	19.88%	15.69%	8.29%	12.50%	5.77%	5.36%	15.85%	12.84%	17.24%	12.50%	17.92%	11.30%	6.92%	14.46%	12.62%	18.92%	12.90%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	79	1	1	0	0	0	3	1	2	0	0	3	0	2	0	5	0	0	0	3	3	0	0	9	0	1	1	1	0	0	1	4	7	0	0	1	0	1	0	2	0	6	2	2	5	0	0	1	3	1	3	0	1	0	1	0	2	0	0					
		0.80%	0.76%	0.53%	0.00%	0.00%	0.00%	1.83%	0.48%	2.13%	0.00%	0.00%	2.63%	0.00%	2.99%	0.00%	1.98%	0.00%	0.00%	0.00%	2.83%	1.29%	0.00%	0.00%	1.39%	0.00%	1.37%	1.85%	0.81%	0.00%	0.00%	0.82%	3.51%	1.88%	0.00%	0.00%	1.56%	0.00%	0.28%	0.00%	2.41%	0.00%	0.87%	1.24%	1.96%	1.18%	0.00%	0.00%	1.79%	0.40%	0.92%	2.07%	0.00%	0.47%	0.00%	0.77%	0.00%	1.94%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1669	39	26	20	12	104	36	12	12	4	7	18	21	13	36	60	18	9	110	7	26	6	34	110	32	9	10	47	22	4	9	21	47	8	7	19	5	70	9	2	15	165	24	28	137	11	4	5	73	10	28	21	16	11	9	14	15	16	6					
		16.85%	29.77%	13.90%	12.50%	11.65%	28.73%	21.95%	5.71%	12.77%	7.14%	28.00%	15.79%	28.00%	19.40%	9.81%	23.81%	15.25%	9.68%	18.99%	6.60%	11.21%	6.74%	43.04%	16.95%	23.88%	12.33%	18.52%	37.90%	26.51%	19.05%	7.38%	18.42%	12.60%	12.70%	9.46%	29.69%	6.76%	19.77%	17.65%	2.41%	15.79%	23.91%	14.91%	27.45%	32.46%	15.28%	7.69%	8.93%	9.64%	9.17%	19.31%	15.44%	7.55%	9.57%	6.92%	8.43%	14.56%	10.81%	9.68%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	87	1	2	1	1	4	4	1	0	0	2	1	0	0	2	6	0	0	6	0	3	0	0	11	2	0	1	2	1	0	2	0	0	0	0	0	1	2	0	0	0	8	2	0	2	1	0	0	8	0	1	0	2	0	2	2	0	3	0					
		0.88%	0.76%	1.07%	0.63%	0.97%	1.10%	2.44%	0.48%	0.00%	0.00%	8.00%	0.88%	0.00%	0.00%	0.54%	2.38%	0.00%	0.00%	1.04%	0.00%	1.29%	0.00%	0.00%	1.69%	1.49%	0.00%	1.85%	1.61%	1.20%	0.00%	1.64%	0.00%	0.00%	0.00%	0.00%	0.00%	1.35%	0.56%	0.00%	0.00%	0.00%	1.16%	1.24%	0.00%	0.47%	1.39%	0.00%	0.00%	1.06%	0.00%	0.69%	0.00%	0.94%	0.00%	1.54%	1.20%	0.00%	2.03%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5221	72	104	105	60	131	88	147	61	36	11	66	37	34	210	102	62	64	264	71	119	64	23	263	46	40	31	39	45	13	78	57	208	40	38	28	52	181	32	37	50	280	80	43	197	42	43	40	432	75	79	86	140	83	83	106	68	91	44					
		52.71%	54.96%	55.61%	65.63%	58.25%	36.19%	53.66%	70.00%	64.89%	64.29%	44.00%	57.89%	49.33%	50.75%	57.22%	40.48%	52.54%	68.82%	45.60%	66.98%	51.29%	71.91%	29.11%	40.52%	34.33%	54.79%	57.41%	31.45%	54.22%	61.90%	63.93%	50.00%	55.76%	63.49%	51.35%	43.75%	70.27%	51.13%	62.75%	44.58%	52.63%	40.58%	49.69%	42.16%	46.68%	58.33%	82.69%	71.43%	57.07%	68.81%	54.48%	63.24%	66.04%	72.17%	63.85%	63.86%	66.02%	61.49%	70.97%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	41	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	3	1	1	0	2	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	8	0	0	2	1	0	0	2	0	0	1	3	1	1	1	1	0	0					
		0.41%	0.76%	0.00%	0.00%	0.00%	0.28%	0.61%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.27%	0.40%	0.85%	1.08%	0.52%	0.94%	0.43%	0.00%	2.53%	0.00%	0.75%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	1.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.16%	0.00%	0.00%	0.47%	1.39%	0.00%	0.00%	0.26%	0.00%	0.00%	0.74%	1.42%	0.87%	0.77%	0.60%	0.97%	0.00%	0.00%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
