Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Усть-Удинская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	929	57	43	62	6	31	152	181	6	29	74	64	4	16	94	5	24	14	46	10	11					
		16.59%	13.54%	34.68%	23.75%	4.11%	11.70%	19.46%	21.02%	7.06%	13.30%	18.50%	15.35%	2.00%	9.36%	22.38%	5.15%	14.37%	24.56%	18.55%	8.55%	7.69%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	70	2	1	5	1	2	7	24	0	7	5	4	2	0	5	2	0	0	0	0	3					
		1.25%	0.48%	0.81%	1.92%	0.68%	0.75%	0.90%	2.79%	0.00%	3.21%	1.25%	0.96%	1.00%	0.00%	1.19%	2.06%	0.00%	0.00%	0.00%	0.00%	2.10%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2763	241	50	93	83	120	363	354	59	94	192	215	147	97	199	66	63	36	112	74	105					
		49.35%	57.24%	40.32%	35.63%	56.85%	45.28%	46.48%	41.11%	69.41%	43.12%	48.00%	51.56%	73.50%	56.73%	47.38%	68.04%	37.72%	63.16%	45.16%	63.25%	73.43%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	19	0	1	1	1	0	5	3	0	0	1	1	0	1	4	0	0	0	1	0	0					
		0.34%	0.00%	0.81%	0.38%	0.68%	0.00%	0.64%	0.35%	0.00%	0.00%	0.25%	0.24%	0.00%	0.58%	0.95%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
