Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																					
Дата голосования: 07.12.2003 0:00:00																																																																					
																																																																					
Наименование Избирательной комиссии:    Фрунзенская №23 																																																																					
																																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																					
																																																																					
		Сумма	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	3885	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	64	37	64	38	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	576	11	10	5	12	10	7	4	8	10	10	7	8	6	6	15	18	13	10	5	8	6	15	13	7	7	10	3	8	10	9	13	3	16	7	10	11	5	9	9	9	10	12	15	10	12	8	5	11	11	8	5	12	8	16	14	10	14	11	6	7	4	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	421	9	35	4	14	9	7	9	2	1	7	4	7	3	8	0	10	3	3	9	5	7	7	8	6	6	4	11	7	2	7	8	5	5	2	4	7	9	15	6	8	8	5	0	11	7	5	11	8	9	4	2	9	9	5	10	2	3	7	3	11	2	7					
14	Число погашенных открепительных удостоверений	3309	52	53	58	51	53	56	59	55	53	53	56	55	57	57	48	45	50	53	58	55	57	48	50	56	56	53	60	55	53	54	51	34	48	31	54	53	59	55	55	55	54	52	49	54	52	56	59	53	53	56	59	52	56	48	50	54	50	53	58	57	60	60					
15	Число открепительных удостоверений выданных ТИК	15	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
18	"1. ""ЕДИНЕНИЕ"""	449	3	5	8	10	6	4	17	19	15	9	17	13	5	6	11	9	3	14	7	3	6	9	8	6	5	12	6	8	7	12	6	3	7	0	5	5	4	7	4	6	13	3	8	7	2	4	2	7	4	7	13	5	6	8	11	5	5	3	7	4	8	7					
		0.70%	0.35%	0.60%	0.89%	0.97%	0.75%	0.46%	1.59%	1.62%	1.38%	0.86%	1.47%	1.31%	0.40%	0.52%	0.95%	0.73%	0.26%	1.15%	0.63%	0.32%	0.63%	0.78%	0.71%	0.58%	0.45%	1.17%	0.54%	0.76%	0.69%	1.10%	0.55%	0.70%	0.71%	0.0%	0.58%	0.47%	0.47%	0.64%	0.30%	0.44%	1.11%	0.27%	0.79%	0.73%	0.17%	0.40%	0.20%	0.67%	0.44%	0.74%	1.59%	0.42%	0.56%	0.66%	0.99%	0.45%	0.53%	0.34%	0.77%	0.35%	0.68%	0.64%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	5362	75	75	97	85	70	56	74	71	100	93	90	83	95	86	102	107	109	76	76	90	75	98	88	94	88	87	92	92	58	71	80	15	65	71	71	97	91	114	130	120	97	92	78	71	103	69	83	86	68	64	89	115	80	143	92	84	55	81	71	99	134	101					
		8.42%	8.76%	9.09%	10.83%	8.25%	8.75%	6.51%	6.94%	6.05%	9.22%	8.91%	7.81%	8.36%	7.78%	7.59%	8.81%	8.68%	9.47%	6.29%	6.93%	9.69%	7.97%	8.49%	7.85%	9.22%	8.02%	8.53%	8.36%	8.74%	5.75%	6.54%	7.37%	3.54%	6.63%	15.10%	8.26%	9.22%	10.82%	10.49%	9.94%	8.84%	8.32%	8.42%	7.73%	7.45%	9.19%	7.00%	8.45%	8.23%	7.51%	6.83%	10.93%	9.73%	7.59%	11.89%	8.32%	7.65%	5.85%	9.23%	7.83%	8.90%	11.55%	9.26%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1902	26	30	17	36	32	40	28	38	32	21	54	31	26	27	30	35	35	49	41	23	18	43	55	28	36	39	34	25	33	30	39	19	27	12	25	25	14	30	48	49	37	23	31	21	29	34	15	29	17	27	21	38	40	28	35	36	25	30	25	20	26	35					
		2.98%	3.03%	3.63%	1.89%	3.49%	4.0%	4.65%	2.62%	3.24%	2.95%	2.01%	4.69%	3.12%	2.13%	2.38%	2.59%	2.84%	3.04%	4.05%	3.74%	2.47%	1.91%	3.72%	4.90%	2.74%	3.28%	3.82%	3.09%	2.37%	3.27%	2.76%	3.59%	4.49%	2.75%	2.55%	2.91%	2.37%	1.66%	2.76%	3.67%	3.61%	3.17%	2.10%	3.07%	2.20%	2.58%	3.45%	1.52%	2.77%	1.87%	2.88%	2.57%	3.21%	3.79%	2.32%	3.16%	3.27%	2.66%	3.42%	2.75%	1.79%	2.24%	3.21%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	5281	83	76	73	92	67	43	61	65	76	79	94	62	81	95	100	93	82	55	78	73	80	98	109	71	91	84	86	80	81	97	72	19	75	46	70	106	90	117	113	109	113	103	82	65	126	101	80	83	89	83	63	111	95	127	104	84	57	88	72	100	123	110					
		8.29%	9.69%	9.21%	8.15%	8.93%	8.37%	5.0%	5.72%	5.54%	7.01%	7.57%	8.16%	6.25%	6.63%	8.38%	8.64%	7.54%	7.13%	4.55%	7.11%	7.86%	8.51%	8.49%	9.72%	6.96%	8.30%	8.24%	7.81%	7.60%	8.04%	8.94%	6.63%	4.49%	7.65%	9.78%	8.14%	10.08%	10.70%	10.77%	8.64%	8.03%	9.69%	9.43%	8.12%	6.82%	11.24%	10.25%	8.14%	7.95%	9.83%	8.86%	7.73%	9.39%	9.01%	10.56%	9.41%	7.65%	6.07%	10.03%	7.94%	8.99%	10.60%	10.09%					
22	"5. ""За Русь Святую"""	319	8	6	5	5	4	8	10	13	5	8	4	6	6	4	8	5	10	4	3	3	4	5	5	8	3	4	7	9	5	2	5	2	2	1	5	6	6	4	3	5	4	5	5	6	2	5	6	5	3	1	3	6	5	2	3	6	11	2	3	9	3	8					
		0.50%	0.93%	0.72%	0.55%	0.48%	0.5%	0.93%	0.93%	1.10%	0.46%	0.76%	0.34%	0.60%	0.49%	0.35%	0.69%	0.40%	0.86%	0.33%	0.27%	0.32%	0.42%	0.43%	0.44%	0.78%	0.27%	0.39%	0.63%	0.85%	0.49%	0.18%	0.46%	0.47%	0.20%	0.21%	0.58%	0.57%	0.71%	0.36%	0.22%	0.36%	0.34%	0.45%	0.49%	0.63%	0.17%	0.50%	0.61%	0.47%	0.33%	0.10%	0.36%	0.50%	0.47%	0.16%	0.27%	0.54%	1.17%	0.22%	0.33%	0.80%	0.25%	0.73%					
23	"6. ""Объединенная Российская партия ""Русь"""	166	0	1	1	4	1	1	1	6	0	1	2	4	7	1	5	1	2	2	1	3	5	6	2	3	2	2	3	1	1	6	3	3	2	0	4	2	6	3	2	4	1	3	5	2	4	1	2	2	1	3	0	6	4	1	2	3	5	5	4	3	2	3					
		0.26%	0.0%	0.12%	0.11%	0.38%	0.12%	0.11%	0.09%	0.51%	0.0%	0.09%	0.17%	0.40%	0.57%	0.08%	0.43%	0.08%	0.17%	0.16%	0.09%	0.32%	0.53%	0.52%	0.17%	0.29%	0.18%	0.19%	0.27%	0.09%	0.09%	0.55%	0.27%	0.70%	0.20%	0.0%	0.46%	0.19%	0.71%	0.27%	0.15%	0.29%	0.08%	0.27%	0.49%	0.21%	0.35%	0.10%	0.20%	0.19%	0.11%	0.32%	0.0%	0.50%	0.37%	0.08%	0.18%	0.27%	0.53%	0.57%	0.44%	0.26%	0.17%	0.27%					
24	"7. ""Новый курс - Автомобильная Россия"""	459	9	7	4	9	6	5	12	9	11	3	11	6	8	17	11	14	7	12	9	7	8	10	10	3	8	5	7	9	5	4	7	5	9	7	4	3	2	8	18	8	9	4	3	7	9	3	7	7	7	10	5	10	2	4	9	6	6	6	4	10	6	8					
		0.72%	1.05%	0.84%	0.44%	0.87%	0.75%	0.58%	1.12%	0.76%	1.01%	0.28%	0.95%	0.60%	0.65%	1.50%	0.95%	1.13%	0.60%	0.99%	0.82%	0.75%	0.85%	0.86%	0.89%	0.29%	0.72%	0.49%	0.63%	0.85%	0.49%	0.36%	0.64%	1.18%	0.91%	1.48%	0.46%	0.28%	0.23%	0.73%	1.37%	0.58%	0.77%	0.36%	0.29%	0.73%	0.80%	0.30%	0.71%	0.67%	0.77%	1.06%	0.61%	0.84%	0.18%	0.33%	0.81%	0.54%	0.63%	0.68%	0.44%	0.89%	0.51%	0.73%					
25	"8. ""Народно-республиканская партия России"""	48	0	4	3	1	1	0	0	1	0	2	0	0	0	2	0	0	2	0	0	1	0	2	2	0	0	1	1	0	0	0	1	0	0	0	0	2	0	1	0	1	1	0	0	2	0	2	0	1	2	3	0	3	0	0	0	0	0	0	0	1	0	5					
		0.07%	0.0%	0.48%	0.33%	0.09%	0.12%	0.0%	0.0%	0.08%	0.0%	0.19%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.17%	0.0%	0.0%	0.10%	0.0%	0.17%	0.17%	0.0%	0.0%	0.09%	0.09%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.09%	0.0%	0.07%	0.08%	0.0%	0.0%	0.21%	0.0%	0.20%	0.0%	0.09%	0.22%	0.32%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.45%					
26	"9. ""Российская экологическая партия ""Зеленые"""	284	4	4	9	1	4	5	2	5	7	4	9	8	8	5	4	6	3	1	1	3	0	2	5	1	7	2	4	6	1	8	4	0	9	1	2	2	3	4	3	5	6	4	7	3	5	3	7	8	5	3	7	7	3	5	6	6	4	2	4	9	3	15					
		0.44%	0.46%	0.48%	1.00%	0.09%	0.5%	0.58%	0.18%	0.42%	0.64%	0.38%	0.78%	0.80%	0.65%	0.44%	0.34%	0.48%	0.26%	0.08%	0.09%	0.32%	0.0%	0.17%	0.44%	0.09%	0.63%	0.19%	0.36%	0.57%	0.09%	0.73%	0.36%	0.0%	0.91%	0.21%	0.23%	0.19%	0.35%	0.36%	0.22%	0.36%	0.51%	0.36%	0.69%	0.31%	0.44%	0.30%	0.71%	0.76%	0.55%	0.32%	0.85%	0.59%	0.28%	0.41%	0.54%	0.54%	0.42%	0.22%	0.44%	0.80%	0.25%	1.37%					
27	"10. ""Аграрная партия России"""	892	13	10	11	10	13	7	17	15	9	16	9	22	16	18	12	26	14	27	13	18	13	15	16	17	13	20	14	22	19	13	13	5	13	5	13	10	13	21	15	14	17	27	20	17	18	14	7	7	12	15	8	13	20	10	25	26	12	9	7	17	11	0					
		1.40%	1.51%	1.21%	1.22%	0.97%	1.62%	0.81%	1.59%	1.27%	0.83%	1.53%	0.78%	2.21%	1.31%	1.58%	1.03%	2.11%	1.21%	2.23%	1.18%	1.93%	1.38%	1.30%	1.42%	1.66%	1.18%	1.96%	1.27%	2.09%	1.88%	1.19%	1.19%	1.18%	1.32%	1.06%	1.51%	0.95%	1.54%	1.93%	1.14%	1.03%	1.45%	2.47%	1.98%	1.78%	1.60%	1.42%	0.71%	0.67%	1.32%	1.60%	0.98%	1.10%	1.89%	0.83%	2.26%	2.36%	1.27%	1.02%	0.77%	1.52%	0.94%	0.0%					
28	"11. ""Истинные патриоты России"""	46	2	0	1	3	0	2	0	1	0	1	1	2	0	0	1	3	0	1	0	1	2	1	0	4	2	1	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0	0	4	1	0	0	0	1	1	0					
		0.07%	0.23%	0.0%	0.11%	0.29%	0.0%	0.23%	0.0%	0.08%	0.0%	0.09%	0.08%	0.20%	0.0%	0.0%	0.08%	0.24%	0.0%	0.08%	0.0%	0.10%	0.21%	0.08%	0.0%	0.39%	0.18%	0.09%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.21%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.10%	0.10%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.36%	0.09%	0.0%	0.0%	0.0%	0.08%	0.08%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	595	5	6	9	6	8	3	9	16	7	11	5	7	7	5	6	12	8	16	12	11	7	13	9	14	13	8	11	14	18	14	9	14	9	8	6	8	9	10	18	8	12	11	8	9	6	5	4	6	6	11	6	12	8	12	12	10	4	18	11	12	12	11					
		0.93%	0.58%	0.72%	1.00%	0.58%	1.0%	0.34%	0.84%	1.36%	0.64%	1.05%	0.43%	0.70%	0.57%	0.44%	0.51%	0.97%	0.69%	1.32%	1.09%	1.18%	0.74%	1.12%	0.80%	1.37%	1.18%	0.78%	1.0%	1.33%	1.78%	1.29%	0.82%	3.30%	0.91%	1.70%	0.69%	0.76%	1.07%	0.92%	1.37%	0.58%	1.03%	1.00%	0.79%	0.94%	0.53%	0.50%	0.40%	0.57%	0.66%	1.17%	0.73%	1.01%	0.75%	0.99%	1.08%	0.91%	0.42%	2.05%	1.21%	1.07%	1.03%	1.00%					
30	"13. ""Демократическая партия России"""	67	0	2	0	4	0	0	3	0	1	1	2	1	1	1	2	1	6	1	2	0	1	3	2	0	0	0	1	2	1	0	0	1	0	0	1	0	1	1	1	0	1	0	0	2	1	1	0	2	3	2	0	1	1	3	0	2	0	0	2	1	2	0					
		0.10%	0.0%	0.24%	0.0%	0.38%	0.0%	0.0%	0.28%	0.0%	0.09%	0.09%	0.17%	0.10%	0.08%	0.08%	0.17%	0.08%	0.52%	0.08%	0.18%	0.0%	0.10%	0.26%	0.17%	0.0%	0.0%	0.0%	0.09%	0.19%	0.09%	0.0%	0.0%	0.23%	0.0%	0.0%	0.11%	0.0%	0.11%	0.09%	0.07%	0.0%	0.08%	0.0%	0.0%	0.21%	0.08%	0.10%	0.0%	0.19%	0.33%	0.21%	0.0%	0.08%	0.09%	0.24%	0.0%	0.18%	0.0%	0.0%	0.22%	0.08%	0.17%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	102	2	1	3	4	1	0	0	2	4	1	1	2	0	1	3	2	2	0	2	1	3	10	4	2	2	0	1	0	2	2	3	2	1	1	2	2	1	0	2	3	0	1	1	1	0	0	2	3	1	0	1	3	2	2	3	0	1	2	2	1	0	1					
		0.16%	0.23%	0.12%	0.33%	0.38%	0.12%	0.0%	0.0%	0.17%	0.36%	0.09%	0.08%	0.20%	0.0%	0.08%	0.25%	0.16%	0.17%	0.0%	0.18%	0.10%	0.31%	0.86%	0.35%	0.19%	0.18%	0.0%	0.09%	0.0%	0.19%	0.18%	0.27%	0.47%	0.10%	0.21%	0.23%	0.19%	0.11%	0.0%	0.15%	0.22%	0.0%	0.09%	0.09%	0.10%	0.0%	0.0%	0.20%	0.28%	0.11%	0.0%	0.12%	0.25%	0.18%	0.16%	0.27%	0.0%	0.10%	0.22%	0.22%	0.08%	0.0%	0.09%					
32	"15. ""Партия СЛОН"""	76	2	0	2	1	0	3	2	1	2	2	0	3	0	0	1	1	2	2	2	0	2	3	2	1	0	0	3	2	1	1	0	0	2	2	0	3	1	1	1	0	1	1	2	0	0	1	0	3	1	1	1	0	0	0	3	1	4	3	2	0	1	0					
		0.11%	0.23%	0.0%	0.22%	0.09%	0.0%	0.34%	0.18%	0.08%	0.18%	0.19%	0.0%	0.30%	0.0%	0.0%	0.08%	0.08%	0.17%	0.16%	0.18%	0.0%	0.21%	0.26%	0.17%	0.09%	0.0%	0.0%	0.27%	0.19%	0.09%	0.09%	0.0%	0.0%	0.20%	0.42%	0.0%	0.28%	0.11%	0.09%	0.07%	0.0%	0.08%	0.09%	0.19%	0.0%	0.0%	0.10%	0.0%	0.28%	0.11%	0.10%	0.12%	0.0%	0.0%	0.0%	0.27%	0.09%	0.42%	0.34%	0.22%	0.0%	0.08%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	8641	95	108	69	114	89	91	132	121	146	164	141	156	137	181	174	164	165	173	141	105	118	166	139	136	167	128	146	120	120	159	143	50	136	56	101	157	108	130	191	184	158	165	141	146	167	162	159	159	149	137	114	189	128	194	104	161	131	129	126	153	183	165					
		13.57%	11.09%	13.09%	7.70%	11.06%	11.12%	10.58%	12.38%	10.32%	13.46%	15.72%	12.25%	15.72%	11.22%	15.97%	15.03%	13.31%	14.34%	14.33%	12.86%	11.31%	12.55%	14.39%	12.39%	13.34%	15.23%	12.56%	13.27%	11.40%	11.91%	14.66%	13.17%	11.82%	13.87%	11.91%	11.75%	14.93%	12.84%	11.97%	14.61%	13.55%	13.56%	15.10%	13.97%	15.33%	14.91%	16.44%	16.19%	15.22%	16.46%	14.63%	14.00%	16.00%	12.14%	16.13%	9.41%	14.66%	13.95%	14.70%	13.90%	13.75%	15.77%	15.13%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	46	0	2	1	1	2	0	1	3	0	2	0	0	0	0	0	1	0	2	2	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	1	0	0	2	1	1	0	0	3	2	1	0	0	1	0	1	0	1	1	2	0	3	0	2	0	0	1	1					
		0.07%	0.0%	0.24%	0.11%	0.09%	0.25%	0.0%	0.09%	0.25%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.16%	0.18%	0.0%	0.0%	0.08%	0.0%	0.0%	0.09%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.11%	0.0%	0.0%	0.18%	0.07%	0.07%	0.0%	0.0%	0.29%	0.21%	0.08%	0.0%	0.0%	0.09%	0.0%	0.10%	0.0%	0.08%	0.09%	0.16%	0.0%	0.27%	0.0%	0.22%	0.0%	0.0%	0.08%	0.09%					
35	"18. ""ЛДПР"""	4754	84	77	69	85	78	81	83	124	98	69	93	54	108	98	89	101	82	109	86	68	71	85	72	80	81	75	85	96	82	78	67	46	81	28	69	83	52	84	80	122	69	72	74	83	70	67	74	62	65	53	66	78	93	62	77	56	59	45	63	79	74	60					
		7.46%	9.81%	9.33%	7.70%	8.25%	9.75%	9.41%	7.78%	10.58%	9.04%	6.61%	8.07%	5.44%	8.85%	8.64%	7.69%	8.19%	7.13%	9.03%	7.84%	7.32%	7.55%	7.37%	6.42%	7.85%	7.39%	7.36%	7.72%	9.12%	8.14%	7.19%	6.17%	10.87%	8.26%	5.95%	8.03%	7.89%	6.18%	7.73%	6.12%	8.99%	5.92%	6.59%	7.33%	8.71%	6.24%	6.80%	7.53%	5.93%	7.18%	5.66%	8.10%	6.60%	8.82%	5.15%	6.96%	5.10%	6.28%	5.13%	6.95%	7.10%	6.37%	5.50%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	2949	30	29	40	46	34	43	58	69	50	49	50	46	54	50	36	56	64	51	64	52	49	62	56	55	39	60	56	46	55	42	55	28	39	17	27	57	27	41	67	73	77	42	39	55	40	46	52	48	39	38	33	64	53	38	63	47	50	37	39	44	47	36					
		4.63%	3.50%	3.51%	4.46%	4.46%	4.25%	5.0%	5.44%	5.88%	4.61%	4.69%	4.34%	4.63%	4.42%	4.41%	3.11%	4.54%	5.56%	4.22%	5.83%	5.60%	5.21%	5.37%	4.99%	5.39%	3.55%	5.88%	5.09%	4.37%	5.46%	3.87%	5.06%	6.61%	3.97%	3.61%	3.14%	5.42%	3.21%	3.77%	5.12%	5.37%	6.60%	3.84%	3.86%	5.77%	3.57%	4.67%	5.29%	4.59%	4.30%	4.05%	4.05%	5.41%	5.02%	3.16%	5.70%	4.28%	5.32%	4.21%	4.30%	3.95%	4.05%	3.30%					
37	"20. ""Политическая партия ""Единая Россия"""	19564	286	225	338	370	238	324	356	421	306	282	355	335	413	326	333	349	324	371	354	332	286	324	352	300	354	305	347	336	320	346	370	132	312	130	304	288	279	293	367	391	328	334	305	289	334	302	296	301	249	275	230	311	322	333	340	349	317	290	301	322	316	346					
		30.72%	33.41%	27.27%	37.76%	35.92%	29.75%	37.67%	33.39%	35.92%	28.22%	27.03%	30.84%	33.77%	33.85%	28.77%	28.78%	28.32%	28.17%	30.73%	32.29%	35.77%	30.42%	28.10%	31.40%	29.44%	32.29%	29.93%	31.54%	31.93%	31.77%	31.91%	34.10%	31.20%	31.83%	27.65%	35.38%	27.40%	33.17%	26.97%	28.07%	28.81%	28.15%	30.58%	30.22%	30.35%	29.82%	30.65%	30.14%	28.83%	27.51%	29.38%	28.25%	26.33%	30.55%	27.70%	30.76%	31.78%	33.75%	33.06%	33.22%	28.95%	27.24%	31.74%					
38	"21. ""Российская Конституционно-демократическая партия"""	66	1	0	3	2	1	1	2	1	2	1	1	2	2	1	0	2	0	2	0	3	0	1	1	0	0	2	3	0	1	1	0	2	3	1	1	0	0	1	0	1	0	1	2	1	1	2	0	0	1	3	0	1	2	1	0	3	0	1	1	0	1	0					
		0.10%	0.11%	0.0%	0.33%	0.19%	0.12%	0.11%	0.18%	0.08%	0.18%	0.09%	0.08%	0.20%	0.16%	0.08%	0.0%	0.16%	0.0%	0.16%	0.0%	0.32%	0.0%	0.08%	0.08%	0.0%	0.0%	0.19%	0.27%	0.0%	0.09%	0.09%	0.0%	0.47%	0.30%	0.21%	0.11%	0.0%	0.0%	0.09%	0.0%	0.07%	0.0%	0.09%	0.19%	0.10%	0.08%	0.20%	0.0%	0.0%	0.11%	0.32%	0.0%	0.08%	0.18%	0.08%	0.0%	0.27%	0.0%	0.11%	0.11%	0.0%	0.08%	0.0%					
