Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Тяжинская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	312	5	5	8	5	5	5	5	5	8	5	5	5	5	5	5	5	5	10	5	5	5	10	5	5	5	5	5	8	5	10	5	5	21	9	20	13	10	10	20	10	5	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	108	0	0	0	0	1	0	0	0	2	0	0	0	4	0	0	0	0	10	0	0	0	0	1	5	1	0	0	1	0	2	0	0	2	9	16	12	10	5	9	7	3	8									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	65	3	2	2	1	2	2	1	1	2	1	2	3	1	2	0	1	1	3	1	2	1	2	1	1	0	1	2	1	2	1	3	1	4	2	5	1	0	1	3	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	204	5	5	8	5	4	5	5	5	6	5	5	5	1	5	5	5	5	0	5	5	5	10	4	0	4	5	5	7	5	8	5	5	19	0	4	1	0	5	11	3	2	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	2	1	3	2	2	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	30	0	0	0	0	0	0	2	0	0	3	0	0	1	2	0	2	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	4	0	0	3	2	0									
		0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	4.29%	0.00%	0.00%	0.42%	1.38%	0.00%	1.44%	0.00%	0.00%	0.00%	0.00%	1.55%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.22%	0.00%	0.00%	0.32%	0.00%	0.00%	0.45%	0.48%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	64	1	1	0	0	0	1	2	0	1	0	0	1	6	3	0	3	0	4	0	0	2	1	1	0	0	0	0	1	0	0	1	1	13	7	0	0	0	0	0	9	3	2									
		0.35%	0.29%	0.61%	0.00%	0.00%	0.00%	1.20%	0.70%	0.00%	0.18%	0.00%	0.00%	2.17%	2.54%	2.07%	0.00%	2.16%	0.00%	0.84%	0.00%	0.00%	0.62%	0.15%	0.34%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.44%	0.53%	0.75%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	1.36%	0.72%	0.30%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	66	0	5	1	1	0	0	1	0	0	0	0	1	5	9	0	6	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	7	4	0	0	4	0	0	15	2	0									
		0.36%	0.00%	3.05%	0.17%	0.79%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	2.17%	2.12%	6.21%	0.00%	4.32%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.41%	0.44%	0.00%	0.00%	0.32%	0.00%	0.00%	2.27%	0.48%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14841	309	112	514	100	324	71	235	57	481	47	110	32	100	93	62	78	108	437	27	197	237	552	253	153	323	53	137	338	39	495	204	166	1465	769	1058	904	987	811	1150	420	335	498									
		81.46%	89.31%	68.29%	86.82%	78.74%	90.76%	85.54%	82.46%	83.82%	88.75%	67.14%	82.71%	69.57%	42.37%	64.14%	91.18%	56.12%	80.60%	91.81%	93.10%	92.06%	73.60%	81.78%	86.35%	81.82%	92.55%	92.98%	84.05%	87.11%	90.70%	90.16%	89.08%	87.37%	84.88%	85.35%	79.13%	93.87%	79.15%	75.16%	75.31%	63.64%	80.14%	75.23%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	18	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	2	0	0	2	0	0	3	1	0									
		0.10%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.22%	0.00%	0.00%	0.16%	0.00%	0.00%	0.45%	0.24%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.11%	0.00%	0.10%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1035	5	33	8	1	4	1	16	3	7	15	19	11	79	23	6	29	1	7	1	4	25	14	16	25	17	4	10	13	4	16	5	15	98	58	56	18	37	53	20	151	53	54									
		5.68%	1.45%	20.12%	1.35%	0.79%	1.12%	1.20%	5.61%	4.41%	1.29%	21.43%	14.29%	23.91%	33.47%	15.86%	8.82%	20.86%	0.75%	1.47%	3.45%	1.87%	7.76%	2.07%	5.46%	13.37%	4.87%	7.02%	6.13%	3.35%	9.30%	2.91%	2.18%	7.89%	5.68%	6.44%	4.19%	1.87%	2.97%	4.91%	1.31%	22.88%	12.68%	8.16%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	8	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	2	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.15%	0.48%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	2	0	1	2	2	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.11%	0.00%	0.21%	0.16%	0.00%	0.07%	0.30%	0.48%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	1	1	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.44%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.24%	0.00%	0.07%	0.15%	0.24%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	35	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	11	0	2	0	0	0	1	4	5	3									
		0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	1.20%	0.00%	0.00%	0.00%	1.43%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.68%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.15%	0.00%	0.00%	0.00%	0.07%	0.61%	1.20%	0.45%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1381	17	8	51	22	21	6	5	6	33	4	4	1	25	15	0	14	22	21	0	10	29	89	14	5	8	0	10	30	0	24	11	4	68	37	113	30	86	108	309	36	10	75									
		7.58%	4.91%	4.88%	8.61%	17.32%	5.88%	7.23%	1.75%	8.82%	6.09%	5.71%	3.01%	2.17%	10.59%	10.34%	0.00%	10.07%	16.42%	4.41%	0.00%	4.67%	9.01%	13.19%	4.78%	2.67%	2.29%	0.00%	6.13%	7.73%	0.00%	4.37%	4.80%	2.11%	3.94%	4.11%	8.45%	3.12%	6.90%	10.01%	20.24%	5.45%	2.39%	11.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	1	2	1	0	2	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	2	0	0	2	0	1	0	0	3									
		0.13%	0.29%	1.22%	0.17%	0.00%	0.56%	0.00%	0.35%	0.00%	0.18%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.53%	0.12%	0.22%	0.00%	0.00%	0.16%	0.00%	0.07%	0.00%	0.00%	0.45%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	592	13	0	17	2	6	3	21	2	19	0	0	0	9	0	0	4	2	7	1	3	4	9	0	0	1	0	0	5	0	14	7	2	45	10	108	0	112	107	26	4	2	27									
		3.25%	3.76%	0.00%	2.87%	1.57%	1.68%	3.61%	7.37%	2.94%	3.51%	0.00%	0.00%	0.00%	3.81%	0.00%	0.00%	2.88%	1.49%	1.47%	3.45%	1.40%	1.24%	1.33%	0.00%	0.00%	0.29%	0.00%	0.00%	1.29%	0.00%	2.55%	3.06%	1.05%	2.61%	1.11%	8.08%	0.00%	8.98%	9.92%	1.70%	0.61%	0.48%	4.08%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
