Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
"Наименование Избирательной комиссии:    Ростов-на-Дону, Октябрьская"																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №1492	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №2490	УИК №2512	УИК №2513					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	3481	55	40	50	40	210	70	50	241	60	50	100	60	40	40	40	40	60	60	100	40	60	60	140	40	50	50	50	65	60	40	60	85	55	40	50	100	50	140	60	140	70	60	50	50	80	50	70	60	70	80	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	3047	45	32	42	33	203	69	38	233	52	40	69	46	40	38	27	25	54	50	83	40	53	60	125	40	41	46	17	49	47	23	55	68	52	39	40	80	46	124	54	140	50	52	47	44	80	48	65	53	70	80	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	2633	48	77	40	29	57	39	14	48	49	29	103	22	84	6	28	31	13	46	44	74	22	90	23	54	45	17	539	20	21	12	21	90	86	17	44	15	106	34	23	35	21	22	22	23	19	39	16	18	10	21	227					
14	Число погашенных неиспользованных открепительных удостоверений	434	10	8	8	7	7	1	12	8	8	10	31	14	0	2	13	15	6	10	17	0	7	0	15	0	9	4	33	16	13	17	5	17	3	1	10	20	4	16	6	0	20	8	3	6	0	2	5	7	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	89	2	3	1	1	1	2	3	3	4	1	0	2	0	1	4	0	1	3	4	1	3	1	5	1	0	0	0	3	2	0	5	1	3	2	3	1	2	2	2	1	4	0	0	1	2	3	0	0	3	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	1.Политическая партия «Аграрная партия России»	1057	32	10	36	33	2	15	12	33	35	21	21	28	37	17	19	19	15	16	17	21	35	9	12	2	19	23	25	20	16	15	28	32	55	18	21	17	21	34	10	17	24	23	10	12	15	15	47	14	15	12	2					
		1.43%	2.54%	0.76%	2.66%	2.91%	0.12%	0.94%	1.01%	1.61%	2.72%	1.76%	0.94%	1.99%	2.50%	1.17%	1.40%	1.90%	1.76%	1.14%	0.86%	1.89%	2.28%	0.67%	0.96%	0.14%	2.75%	1.69%	1.94%	1.26%	1.60%	1.68%	1.86%	2.40%	2.62%	2.04%	1.77%	1.31%	0.94%	1.93%	0.62%	0.99%	1.68%	1.77%	0.58%	0.72%	0.97%	0.68%	2.72%	0.72%	0.75%	0.93%	0.37%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1004	15	14	44	20	3	14	21	16	30	44	7	20	42	13	20	26	15	22	24	20	24	7	17	8	15	25	40	19	14	13	38	30	24	11	16	19	27	15	14	17	18	18	14	11	17	28	34	18	9	13	1					
		1.36%	1.19%	1.06%	3.25%	1.76%	0.18%	0.88%	1.77%	0.78%	2.33%	3.70%	0.31%	1.42%	2.84%	0.89%	1.48%	2.60%	1.76%	1.56%	1.22%	1.80%	1.57%	0.52%	1.35%	0.58%	2.17%	1.84%	3.11%	1.20%	1.40%	1.45%	2.52%	2.25%	1.14%	1.25%	1.35%	1.46%	1.20%	0.85%	0.87%	0.99%	1.26%	1.38%	0.81%	0.66%	1.09%	1.28%	1.97%	0.92%	0.45%	1.01%	0.19%					
20	3.Политическая партия «Демократическая партия России»	125	2	0	3	2	5	1	1	0	6	3	9	1	1	0	3	1	0	1	2	0	1	0	2	0	1	1	2	1	0	1	33	2	2	2	3	4	4	1	1	2	2	4	2	0	3	4	2	1	1	1	1					
		0.17%	0.16%	0.00%	0.22%	0.18%	0.29%	0.06%	0.08%	0.00%	0.47%	0.25%	0.40%	0.07%	0.07%	0.00%	0.22%	0.10%	0.00%	0.07%	0.10%	0.00%	0.07%	0.00%	0.16%	0.00%	0.14%	0.07%	0.16%	0.06%	0.00%	0.11%	2.19%	0.15%	0.10%	0.23%	0.25%	0.31%	0.18%	0.06%	0.06%	0.12%	0.14%	0.31%	0.12%	0.00%	0.19%	0.18%	0.12%	0.05%	0.05%	0.08%	0.19%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	10400	197	217	263	258	350	257	159	252	186	182	189	303	313	128	121	155	113	157	181	146	235	169	163	217	103	191	151	257	199	121	262	276	233	138	189	268	318	289	302	122	269	224	233	258	129	200	267	185	147	138	20					
		14.11%	15.63%	16.41%	19.42%	22.73%	20.44%	16.13%	13.40%	12.27%	14.45%	15.29%	8.43%	21.58%	21.18%	8.79%	8.94%	15.48%	13.23%	11.15%	9.21%	13.15%	15.34%	12.63%	12.98%	15.66%	14.88%	14.06%	11.73%	16.19%	19.86%	13.53%	17.36%	20.72%	11.10%	15.65%	15.92%	20.60%	14.17%	16.39%	18.76%	7.08%	18.88%	17.19%	13.50%	15.45%	8.30%	9.11%	15.44%	9.45%	7.36%	10.69%	3.73%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	834	18	17	45	28	7	18	24	25	23	46	7	25	15	6	13	20	6	18	8	11	19	11	7	15	9	23	27	17	11	4	19	16	10	14	20	20	15	16	11	14	20	13	14	18	12	20	22	7	22	5	3					
		1.13%	1.43%	1.29%	3.32%	2.47%	0.41%	1.13%	2.02%	1.22%	1.79%	3.87%	0.31%	1.78%	1.01%	0.41%	0.96%	1.99%	0.70%	1.28%	0.41%	0.99%	1.24%	0.82%	0.56%	1.08%	1.30%	1.69%	2.10%	1.07%	1.10%	0.45%	1.26%	1.20%	0.48%	1.59%	1.68%	1.54%	0.67%	0.91%	0.68%	0.81%	1.40%	0.99%	0.81%	1.08%	0.77%	0.91%	1.27%	0.36%	1.10%	0.39%	0.56%					
23	6.Политическая партия «Партия социальной справедливости»	191	10	4	7	6	4	6	4	7	0	1	7	4	6	4	7	1	2	3	6	5	0	3	6	0	1	3	1	0	3	1	5	5	3	1	6	6	2	5	3	2	6	2	2	6	5	4	7	5	0	4	0					
		0.26%	0.79%	0.30%	0.52%	0.53%	0.23%	0.38%	0.34%	0.34%	0.00%	0.08%	0.31%	0.28%	0.41%	0.27%	0.52%	0.10%	0.23%	0.21%	0.31%	0.45%	0.00%	0.22%	0.48%	0.00%	0.14%	0.22%	0.08%	0.00%	0.30%	0.11%	0.33%	0.38%	0.14%	0.11%	0.51%	0.46%	0.09%	0.28%	0.19%	0.12%	0.42%	0.15%	0.12%	0.36%	0.32%	0.18%	0.40%	0.26%	0.00%	0.31%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3569	108	33	62	52	21	14	67	36	81	54	35	84	97	77	46	56	52	65	39	57	100	40	65	17	42	99	86	72	62	55	85	62	80	39	83	77	180	171	14	145	142	95	52	17	84	131	117	62	89	57	13					
		4.84%	8.57%	2.50%	4.58%	4.58%	1.23%	0.88%	5.64%	1.75%	6.29%	4.54%	1.56%	5.98%	6.56%	5.29%	3.40%	5.59%	6.09%	4.62%	1.98%	5.14%	6.53%	2.99%	5.18%	1.23%	6.07%	7.29%	6.68%	4.54%	6.19%	6.15%	5.63%	4.65%	3.81%	4.42%	6.99%	5.92%	8.02%	9.70%	0.87%	8.42%	9.96%	7.29%	3.01%	1.02%	5.41%	5.97%	6.77%	3.17%	4.45%	4.42%	2.43%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	6241	125	115	157	118	101	181	132	177	152	146	150	178	151	127	54	121	85	151	116	143	163	124	121	43	70	174	101	128	134	85	108	164	114	88	121	123	155	160	32	58	130	180	146	151	89	159	174	48	88	106	24					
		8.46%	9.92%	8.70%	11.60%	10.40%	5.90%	11.36%	11.12%	8.62%	11.81%	12.27%	6.69%	12.68%	10.22%	8.72%	3.99%	12.09%	9.95%	10.72%	5.90%	12.88%	10.64%	9.27%	9.63%	3.10%	10.12%	12.81%	7.85%	8.07%	13.37%	9.51%	7.16%	12.31%	5.43%	9.98%	10.19%	9.45%	6.91%	9.08%	1.99%	3.37%	9.12%	13.81%	8.46%	9.04%	5.73%	7.24%	10.06%	2.45%	4.40%	8.21%	4.48%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	595	24	7	18	16	3	15	16	20	16	14	8	16	30	8	5	15	14	6	7	11	9	10	11	3	3	11	14	14	3	9	19	18	12	9	12	11	30	16	2	9	11	20	7	2	5	20	20	3	0	8	5					
		0.81%	1.90%	0.53%	1.33%	1.41%	0.18%	0.94%	1.35%	0.97%	1.24%	1.18%	0.36%	1.14%	2.03%	0.55%	0.37%	1.50%	1.64%	0.43%	0.36%	0.99%	0.59%	0.75%	0.88%	0.22%	0.43%	0.81%	1.09%	0.88%	0.30%	1.01%	1.26%	1.35%	0.57%	1.02%	1.01%	0.85%	1.34%	0.91%	0.12%	0.52%	0.77%	1.53%	0.41%	0.12%	0.32%	0.91%	1.16%	0.15%	0.00%	0.62%	0.93%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	47068	669	846	624	535	1188	1037	701	1421	684	582	1700	668	698	1039	1038	521	523	889	1528	673	894	940	813	1042	377	604	765	1015	516	552	856	667	1538	542	685	705	1445	980	1207	1294	749	682	1227	1171	1154	1554	983	1594	1586	910	457					
		63.84%	53.10%	63.99%	46.09%	47.14%	69.39%	65.10%	59.06%	69.22%	53.15%	48.91%	75.86%	47.58%	47.23%	71.36%	76.72%	52.05%	61.24%	63.14%	77.72%	60.63%	58.36%	70.25%	64.73%	75.18%	54.48%	44.48%	59.44%	63.96%	51.50%	61.74%	56.73%	50.08%	73.27%	61.45%	57.71%	54.19%	64.39%	55.59%	74.97%	75.10%	52.56%	52.34%	71.09%	70.12%	74.26%	70.77%	56.85%	81.41%	79.38%	70.49%	85.26%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1977	47	52	82	57	12	33	50	49	68	91	67	66	65	28	22	57	23	61	38	17	48	14	31	35	45	34	59	44	30	31	45	53	24	17	24	32	33	56	4	31	41	29	19	11	34	40	42	11	41	26	8					
		2.68%	3.73%	3.93%	6.06%	5.02%	0.70%	2.07%	4.21%	2.39%	5.28%	7.65%	2.99%	4.70%	4.40%	1.92%	1.63%	5.69%	2.69%	4.33%	1.93%	1.53%	3.13%	1.05%	2.47%	2.53%	6.50%	2.50%	4.58%	2.77%	2.99%	3.47%	2.98%	3.98%	1.14%	1.93%	2.02%	2.46%	1.47%	3.18%	0.25%	1.80%	2.88%	2.23%	1.10%	0.66%	2.19%	1.82%	2.43%	0.56%	2.05%	2.01%	1.49%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
