Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																										
Дата голосования: 04.12.2011																																																										
																																																										
"Наименование Избирательной комиссии:    Ростов-на-Дону, Октябрьская"																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №1492	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №2490	УИК №2512	УИК №2513					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2906	50	30	30	30	246	62	30	215	45	50	50	45	51	30	31	30	30	42	45	30	46	40	100	35	85	35	41	45	40	35	90	68	35	31	31	61	70	75	55	200	60	45	50	51	40	55	58	72	45	40	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2901	50	30	30	30	246	62	30	215	44	50	50	45	51	30	31	30	30	42	45	30	46	40	100	35	85	35	41	45	36	35	90	68	35	31	31	61	70	75	55	200	60	45	50	51	40	55	58	72	45	40	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2669	11	47	20	9	31	58	36	40	30	99	237	161	72	41	40	33	31	35	24	76	24	7	15	79	259	15	187	53	40	31	24	42	22	27	29	24	33	16	13	11	46	43	20	28	11	17	31	31	4	35	321					
14	Число погашенных неиспользованных открепительных удостоверений	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	54	3	2	2	1	0	0	0	1	1	0	0	0	0	0	0	1	0	2	1	0	1	0	1	0	5	5	0	0	2	2	1	0	2	1	3	0	2	0	2	5	1	0	0	2	0	1	1	0	1	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9996	144	203	214	166	230	294	189	182	210	237	300	226	268	130	186	146	137	228	260	156	214	186	168	191	218	201	276	198	176	160	244	227	145	96	187	211	97	221	225	152	185	207	184	199	194	266	128	261	222	147	104					
		14.19%	9.58%	14.99%	14.29%	17.31%	13.59%	21.89%	17.45%	11.19%	19.83%	17.62%	14.85%	12.66%	19.90%	8.78%	14.63%	13.68%	16.67%	18.31%	19.45%	10.61%	16.98%	17.37%	11.28%	16.35%	11.57%	10.72%	17.77%	16.28%	18.88%	17.17%	17.06%	19.70%	16.71%	13.54%	18.53%	18.16%	5.12%	13.04%	14.91%	8.27%	14.25%	15.38%	14.89%	12.39%	10.99%	15.21%	6.99%	13.48%	11.04%	13.89%	15.36%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7603	110	107	83	88	171	133	138	199	134	124	453	133	160	129	161	110	115	119	164	116	119	130	232	124	254	157	240	107	89	115	156	127	127	89	142	48	105	311	94	114	197	153	103	208	160	95	225	260	169	128	78					
		10.79%	7.32%	7.90%	5.54%	9.18%	10.11%	9.90%	12.74%	12.24%	12.65%	9.22%	22.43%	7.45%	11.88%	8.72%	12.67%	10.31%	13.99%	9.56%	12.27%	7.89%	9.44%	12.14%	15.58%	10.62%	13.48%	8.37%	15.45%	8.80%	9.55%	12.34%	10.91%	11.02%	14.63%	12.55%	14.07%	4.13%	5.54%	18.35%	6.23%	6.21%	15.18%	11.37%	8.33%	12.95%	9.06%	5.43%	12.30%	13.43%	8.40%	12.10%	11.52%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	710	27	10	17	7	22	19	13	5	18	18	25	19	31	3	11	11	11	10	4	18	14	15	22	17	26	14	15	11	13	3	15	9	10	10	4	16	15	13	15	13	14	0	10	21	21	0	6	40	12	13	4					
		1.01%	1.80%	0.74%	1.13%	0.73%	1.30%	1.41%	1.20%	0.31%	1.70%	1.34%	1.24%	1.06%	2.30%	0.20%	0.87%	1.03%	1.34%	0.80%	0.30%	1.22%	1.11%	1.40%	1.48%	1.46%	1.38%	0.75%	0.97%	0.90%	1.39%	0.32%	1.05%	0.78%	1.15%	1.41%	0.40%	1.38%	0.79%	0.77%	0.99%	0.71%	1.08%	0.00%	0.81%	1.31%	1.19%	0.00%	0.33%	2.07%	0.60%	1.23%	0.59%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	16380	388	327	326	304	272	359	302	367	285	328	412	425	475	210	266	250	224	381	335	223	384	303	333	282	339	372	408	319	312	213	369	303	237	208	281	175	228	441	357	150	412	332	370	522	326	374	469	363	370	282	87					
		23.25%	25.82%	24.15%	21.76%	31.70%	16.08%	26.73%	27.89%	22.57%	26.91%	24.39%	20.40%	23.81%	35.26%	14.19%	20.93%	23.43%	27.25%	30.60%	25.06%	15.17%	30.48%	28.29%	22.36%	24.14%	17.99%	19.84%	26.27%	26.23%	33.48%	22.85%	25.80%	26.30%	27.30%	29.34%	27.85%	15.06%	12.04%	26.02%	23.66%	8.17%	31.74%	24.67%	29.94%	32.50%	18.46%	21.38%	25.63%	18.75%	18.40%	26.65%	12.85%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3543	19	112	132	90	45	108	110	20	89	178	132	128	97	11	77	54	46	21	71	59	110	77	52	26	99	114	140	69	21	39	116	89	45	47	63	59	17	54	69	10	89	4	66	83	80	0	63	118	41	55	29					
		5.03%	1.26%	8.27%	8.81%	9.38%	2.66%	8.04%	10.16%	1.23%	8.40%	13.23%	6.53%	7.17%	7.20%	0.74%	6.06%	5.06%	5.60%	1.69%	5.31%	4.01%	8.73%	7.19%	3.49%	2.23%	5.25%	6.08%	9.01%	5.67%	2.25%	4.18%	8.11%	7.73%	5.18%	6.63%	6.24%	5.08%	0.90%	3.19%	4.57%	0.54%	6.86%	0.30%	5.34%	5.17%	4.53%	0.00%	3.44%	6.10%	2.04%	5.20%	4.28%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	30975	783	587	712	217	923	404	307	844	304	432	642	822	296	983	534	470	268	471	486	882	398	337	631	499	902	978	437	499	313	385	502	362	296	246	322	607	1413	634	709	1378	386	640	481	543	965	1014	933	859	1160	406	373					
		43.96%	52.10%	43.35%	47.53%	22.63%	54.55%	30.08%	28.35%	51.91%	28.71%	32.12%	31.78%	46.05%	21.97%	66.42%	42.01%	44.05%	32.60%	37.83%	36.35%	60.00%	31.59%	31.47%	42.38%	42.72%	47.88%	52.16%	28.14%	41.04%	33.58%	41.31%	35.10%	31.42%	34.10%	34.70%	31.91%	52.24%	74.60%	37.40%	46.98%	75.01%	29.74%	47.55%	38.92%	33.81%	54.64%	57.98%	50.98%	44.37%	57.68%	38.37%	55.10%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	460	17	8	13	11	6	6	9	5	5	13	25	13	6	4	10	7	7	7	9	6	5	10	9	13	18	9	14	2	8	6	10	19	5	5	10	19	8	10	10	9	8	0	10	8	11	0	4	20	6	6	1					
		0.65%	1.13%	0.59%	0.87%	1.15%	0.35%	0.45%	0.83%	0.31%	0.47%	0.97%	1.24%	0.73%	0.45%	0.27%	0.79%	0.66%	0.85%	0.56%	0.67%	0.41%	0.40%	0.93%	0.60%	1.11%	0.96%	0.48%	0.90%	0.16%	0.86%	0.64%	0.70%	1.65%	0.58%	0.71%	0.99%	1.64%	0.42%	0.59%	0.66%	0.49%	0.62%	0.00%	0.81%	0.50%	0.62%	0.00%	0.22%	1.03%	0.30%	0.57%	0.15%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
