Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Нязепетровская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	221	15	24	23	26	2	19	1	10	14	3	3	25	5	0	3	19	2	0	0	2	17	8	0									
		3.53%	2.62%	3.23%	2.34%	4.89%	1.30%	2.83%	0.76%	4.57%	4.53%	4.41%	1.95%	8.17%	10.87%	0.00%	1.89%	5.31%	2.99%	0.00%	0.00%	2.33%	5.33%	7.34%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	169	15	17	25	14	4	23	2	5	10	1	7	9	2	1	6	10	0	2	2	2	8	2	2									
		2.70%	2.62%	2.29%	2.54%	2.63%	2.60%	3.43%	1.53%	2.28%	3.24%	1.47%	4.55%	2.94%	4.35%	1.08%	3.77%	2.79%	0.00%	3.70%	2.41%	2.33%	2.51%	1.83%	4.35%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2670	204	263	414	217	68	271	42	76	161	36	100	140	25	59	76	156	27	41	50	45	131	46	22									
		42.64%	35.66%	35.40%	42.12%	40.79%	44.16%	40.39%	32.06%	34.70%	52.10%	52.94%	64.94%	45.75%	54.35%	63.44%	47.80%	43.58%	40.30%	75.93%	60.24%	52.33%	41.07%	42.20%	47.83%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	41	6	8	8	4	0	5	0	1	1	0	0	0	0	0	1	2	2	0	0	1	1	0	1									
		0.65%	1.05%	1.08%	0.81%	0.75%	0.00%	0.75%	0.00%	0.46%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.56%	2.99%	0.00%	0.00%	1.16%	0.31%	0.00%	2.17%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	0	1	4	2	1	2	0	0	0	0	1	3	0	0	0	3	0	0	0	0	0	0	0									
		0.27%	0.00%	0.13%	0.41%	0.38%	0.65%	0.30%	0.00%	0.00%	0.00%	0.00%	0.65%	0.98%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1157	148	124	147	116	26	143	43	48	59	15	19	17	11	14	25	85	10	2	10	9	65	15	6									
		18.48%	25.87%	16.69%	14.95%	21.80%	16.88%	21.31%	32.82%	21.92%	19.09%	22.06%	12.34%	5.56%	23.91%	15.05%	15.72%	23.74%	14.93%	3.70%	12.05%	10.47%	20.38%	13.76%	13.04%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	1	5	8	2	1	2	0	2	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0									
		0.42%	0.17%	0.67%	0.81%	0.38%	0.65%	0.30%	0.00%	0.91%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.20%	2.33%	0.31%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	31	3	5	8	2	1	3	1	1	2	0	0	0	0	0	1	0	0	0	3	0	1	0	0									
		0.50%	0.52%	0.67%	0.81%	0.38%	0.65%	0.45%	0.76%	0.46%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	3.61%	0.00%	0.31%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	3	1	0									
		0.19%	0.17%	0.00%	0.10%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.94%	0.92%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	38	2	8	4	3	1	5	0	5	2	1	0	1	0	1	0	0	1	0	0	1	0	3	0									
		0.61%	0.35%	1.08%	0.41%	0.56%	0.65%	0.75%	0.00%	2.28%	0.65%	1.47%	0.00%	0.33%	0.00%	1.08%	0.00%	0.00%	1.49%	0.00%	0.00%	1.16%	0.00%	2.75%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	855	71	125	141	68	22	81	23	30	34	4	11	64	0	12	21	40	19	5	9	12	34	17	12									
		13.65%	12.41%	16.82%	14.34%	12.78%	14.29%	12.07%	17.56%	13.70%	11.00%	5.88%	7.14%	20.92%	0.00%	12.90%	13.21%	11.17%	28.36%	9.26%	10.84%	13.95%	10.66%	15.60%	26.09%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	0	4	3	10	1	3	0	2	1	0	0	0	0	0	0	4	0	0	0	2	4	0	0									
		0.54%	0.00%	0.54%	0.31%	1.88%	0.65%	0.45%	0.00%	0.91%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.12%	0.00%	0.00%	0.00%	2.33%	1.25%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	774	85	135	173	43	22	85	15	32	21	8	9	36	0	3	21	30	4	1	4	7	31	7	2									
		12.36%	14.86%	18.17%	17.60%	8.08%	14.29%	12.67%	11.45%	14.61%	6.80%	11.76%	5.84%	11.76%	0.00%	3.23%	13.21%	8.38%	5.97%	1.85%	4.82%	8.14%	9.72%	6.42%	4.35%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
