Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Веселовская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1177	147	76	74	143	19	5	6	62	20	22	13	36	67	38	85	37	72	36	11	32	60	32	54	30									
		12.99%	14.40%	15.29%	15.45%	14.80%	14.39%	5.00%	6.32%	14.09%	5.65%	8.53%	9.15%	8.67%	16.96%	12.54%	15.04%	11.71%	18.95%	12.50%	7.69%	12.36%	13.45%	13.73%	9.84%	10.49%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	35	12	1	1	3	1	4	0	1	2	1	1	1	0	0	1	0	1	0	0	0	0	0	2	3									
		0.39%	1.18%	0.20%	0.21%	0.31%	0.76%	4.00%	0.00%	0.23%	0.56%	0.39%	0.70%	0.24%	0.00%	0.00%	0.18%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	1.05%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	43	10	6	3	4	0	0	0	3	0	0	0	2	1	2	4	0	1	0	0	0	3	1	1	2									
		0.47%	0.98%	1.21%	0.63%	0.41%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.48%	0.25%	0.66%	0.71%	0.00%	0.26%	0.00%	0.00%	0.00%	0.67%	0.43%	0.18%	0.70%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	2	0	0	0	0	1	1	0	0	0	0	3	0	1	0	0	1	0	0	0	0									
		0.10%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.28%	0.39%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.26%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	49	14	0	3	10	1	1	0	0	1	0	1	2	0	1	5	2	0	0	2	1	1	0	0	4									
		0.54%	1.37%	0.00%	0.63%	1.04%	0.76%	1.00%	0.00%	0.00%	0.28%	0.00%	0.70%	0.48%	0.00%	0.33%	0.88%	0.63%	0.00%	0.00%	1.40%	0.39%	0.22%	0.00%	0.00%	1.40%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1237	194	84	61	129	11	16	11	42	55	18	13	61	46	34	106	49	50	30	17	35	69	16	61	29									
		13.65%	19.00%	16.90%	12.73%	13.35%	8.33%	16.00%	11.58%	9.55%	15.54%	6.98%	9.15%	14.70%	11.65%	11.22%	18.76%	15.51%	13.16%	10.42%	11.89%	13.51%	15.47%	6.87%	11.11%	10.14%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	2	2	0	5	3	0	0	2	0	1	2	0	2	1	1	0	6	1	1	1	1	0	0	1									
		0.35%	0.20%	0.40%	0.00%	0.52%	2.27%	0.00%	0.00%	0.45%	0.00%	0.39%	1.41%	0.00%	0.51%	0.33%	0.18%	0.00%	1.58%	0.35%	0.70%	0.39%	0.22%	0.00%	0.00%	0.35%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	245	42	20	26	23	6	1	1	8	8	4	8	8	15	6	2	5	8	7	6	5	12	7	10	7									
		2.70%	4.11%	4.02%	5.43%	2.38%	4.55%	1.00%	1.05%	1.82%	2.26%	1.55%	5.63%	1.93%	3.80%	1.98%	0.35%	1.58%	2.11%	2.43%	4.20%	1.93%	2.69%	3.00%	1.82%	2.45%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
