Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Усольская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331					
18	1.Политическая партия «Аграрная партия России»	548	2	11	19	5	11	4	6	2	25	18	17	13	29	21	8	9	16	42	5	32	1	8	12	3	29	17	20	10	4	39	5	13	44	4	12	14	4	12	2					
		2.47%	2.04%	1.38%	1.57%	1.07%	1.52%	0.97%	2.05%	3.85%	2.61%	1.99%	1.67%	1.37%	3.08%	2.03%	2.84%	0.84%	1.50%	4.27%	2.87%	3.28%	0.58%	2.54%	1.78%	2.70%	3.31%	2.04%	2.80%	2.24%	2.78%	6.64%	2.86%	4.66%	5.65%	4.12%	5.66%	2.15%	3.45%	2.25%	2.82%					
19	2.Всероссийская политическая партия «Гражданская Сила»	83	0	2	10	3	5	2	1	0	5	1	2	0	2	0	1	7	6	2	2	1	0	1	3	1	1	1	6	0	0	4	0	0	1	4	1	3	0	4	1					
		0.37%	0.00%	0.25%	0.83%	0.64%	0.69%	0.48%	0.34%	0.00%	0.52%	0.11%	0.20%	0.00%	0.21%	0.00%	0.35%	0.66%	0.56%	0.20%	1.15%	0.10%	0.00%	0.32%	0.44%	0.90%	0.11%	0.12%	0.84%	0.00%	0.00%	0.68%	0.00%	0.00%	0.13%	4.12%	0.47%	0.46%	0.00%	0.75%	1.41%					
20	3.Политическая партия «Демократическая партия России»	49	0	2	1	0	1	1	1	0	0	0	2	3	0	1	4	1	6	3	1	4	0	0	2	0	2	1	3	4	0	1	0	1	2	1	0	0	0	1	0					
		0.22%	0.00%	0.25%	0.08%	0.00%	0.14%	0.24%	0.34%	0.00%	0.00%	0.00%	0.20%	0.32%	0.00%	0.10%	1.42%	0.09%	0.56%	0.31%	0.57%	0.41%	0.00%	0.00%	0.30%	0.00%	0.23%	0.12%	0.42%	0.90%	0.00%	0.17%	0.00%	0.36%	0.26%	1.03%	0.00%	0.00%	0.00%	0.19%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3464	11	111	54	57	119	60	24	2	245	294	282	307	347	168	43	97	117	125	21	148	18	19	92	9	95	91	84	32	14	65	11	25	73	11	11	69	11	97	5					
		15.60%	11.22%	13.88%	4.47%	12.15%	16.44%	14.49%	8.22%	3.85%	25.57%	32.49%	27.62%	32.28%	36.80%	16.20%	15.25%	9.08%	10.98%	12.72%	12.07%	15.15%	10.40%	6.03%	13.63%	8.11%	10.84%	10.91%	11.75%	7.17%	9.72%	11.07%	6.29%	8.96%	9.37%	11.34%	5.19%	10.58%	9.48%	18.16%	7.04%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	104	0	2	5	2	2	0	2	0	3	2	6	3	5	10	0	4	12	5	0	1	1	2	3	0	7	6	3	3	1	5	0	0	1	0	0	7	0	1	0					
		0.47%	0.00%	0.25%	0.41%	0.43%	0.28%	0.00%	0.68%	0.00%	0.31%	0.22%	0.59%	0.32%	0.53%	0.96%	0.00%	0.37%	1.13%	0.51%	0.00%	0.10%	0.58%	0.63%	0.44%	0.00%	0.80%	0.72%	0.42%	0.67%	0.69%	0.85%	0.00%	0.00%	0.13%	0.00%	0.00%	1.07%	0.00%	0.19%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	46	0	1	2	2	5	0	0	1	1	0	3	2	0	1	0	2	3	4	0	4	0	1	0	0	4	2	6	0	0	0	0	0	2	0	0	0	0	0	0					
		0.21%	0.00%	0.13%	0.17%	0.43%	0.69%	0.00%	0.00%	1.92%	0.10%	0.00%	0.29%	0.21%	0.00%	0.10%	0.00%	0.19%	0.28%	0.41%	0.00%	0.41%	0.00%	0.32%	0.00%	0.00%	0.46%	0.24%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2161	8	58	168	53	48	33	32	1	103	68	109	84	66	137	25	114	131	90	6	84	17	24	53	8	90	113	61	44	19	34	14	29	82	13	17	61	13	46	5					
		9.73%	8.16%	7.25%	13.92%	11.30%	6.63%	7.97%	10.96%	1.92%	10.75%	7.51%	10.68%	8.83%	6.99%	13.21%	8.87%	10.67%	12.29%	9.16%	3.45%	8.60%	9.83%	7.62%	7.85%	7.21%	10.27%	13.55%	8.53%	9.87%	13.19%	5.79%	8.00%	10.39%	10.53%	13.40%	8.02%	9.36%	11.21%	8.61%	7.04%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1331	9	75	42	20	46	48	15	2	28	44	39	64	55	91	10	46	54	74	6	75	5	15	50	3	67	87	35	21	6	22	12	15	42	5	8	41	7	43	4					
		5.99%	9.18%	9.38%	3.48%	4.26%	6.35%	11.59%	5.14%	3.85%	2.92%	4.86%	3.82%	6.73%	5.83%	8.78%	3.55%	4.31%	5.07%	7.53%	3.45%	7.68%	2.89%	4.76%	7.41%	2.70%	7.65%	10.43%	4.90%	4.71%	4.17%	3.75%	6.86%	5.38%	5.39%	5.15%	3.77%	6.29%	6.03%	8.05%	5.63%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	144	1	5	4	1	6	7	1	0	8	3	8	3	8	6	1	4	7	6	1	8	1	17	3	1	1	4	7	2	0	4	1	1	3	2	2	4	0	2	1					
		0.65%	1.02%	0.63%	0.33%	0.21%	0.83%	1.69%	0.34%	0.00%	0.84%	0.33%	0.78%	0.32%	0.85%	0.58%	0.35%	0.37%	0.66%	0.61%	0.57%	0.82%	0.58%	5.40%	0.44%	0.90%	0.11%	0.48%	0.98%	0.45%	0.00%	0.68%	0.57%	0.36%	0.39%	2.06%	0.94%	0.61%	0.00%	0.37%	1.41%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13703	64	521	843	316	453	241	202	43	520	442	525	457	422	582	182	764	688	612	127	592	123	226	437	86	546	479	474	321	95	386	126	188	522	57	154	437	78	319	53					
		61.69%	65.31%	65.13%	69.84%	67.38%	62.57%	58.21%	69.18%	82.69%	54.28%	48.84%	51.42%	48.05%	44.75%	56.12%	64.54%	71.54%	64.54%	62.26%	72.99%	60.59%	71.10%	71.75%	64.74%	77.48%	62.33%	57.43%	66.29%	71.97%	65.97%	65.76%	72.00%	67.38%	67.01%	58.76%	72.64%	67.02%	67.24%	59.74%	74.65%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	107	0	4	9	3	3	3	1	0	7	6	5	4	1	5	1	3	10	7	0	9	0	0	4	0	3	4	3	1	1	4	0	1	0	0	0	2	1	2	0					
		0.48%	0.00%	0.50%	0.75%	0.64%	0.41%	0.72%	0.34%	0.00%	0.73%	0.66%	0.49%	0.42%	0.11%	0.48%	0.35%	0.28%	0.94%	0.71%	0.00%	0.92%	0.00%	0.00%	0.59%	0.00%	0.34%	0.48%	0.42%	0.22%	0.69%	0.68%	0.00%	0.36%	0.00%	0.00%	0.00%	0.31%	0.86%	0.37%	0.00%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
