Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Альшеевская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	315	60	14	8	5	13	6	5	26	10	16	1	12	5	0	0	5	2	3	0	0	2	0	27	0	3	0	0	3	1	2	5	0	5	10	2	0	0	3	0	0	2	0	13	1	1	0	4	17	0	0	0	2	0	21					
		1.05%	5.93%	1.37%	0.64%	0.57%	1.77%	1.49%	0.59%	4.04%	0.92%	0.97%	0.05%	1.09%	1.14%	0.00%	0.00%	1.34%	1.32%	2.63%	0.00%	0.00%	0.65%	0.00%	4.23%	0.00%	1.12%	0.00%	0.00%	0.69%	0.58%	0.86%	2.65%	0.00%	3.50%	1.90%	0.38%	0.00%	0.00%	1.81%	0.00%	0.00%	0.66%	0.00%	1.72%	0.58%	0.24%	0.00%	0.69%	2.07%	0.00%	0.00%	0.00%	1.16%	0.00%	2.65%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	13	0	0	5	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.04%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.16%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	86	1	2	8	0	2	0	0	1	0	13	2	0	5	1	0	4	2	2	0	0	0	0	11	0	0	0	0	4	0	4	3	0	0	6	0	0	0	0	0	0	4	0	0	1	6	0	0	0	0	0	0	0	0	4					
		0.29%	0.10%	0.20%	0.64%	0.00%	0.27%	0.00%	0.00%	0.16%	0.00%	0.79%	0.11%	0.00%	1.14%	0.63%	0.00%	1.08%	1.32%	1.75%	0.00%	0.00%	0.00%	0.00%	1.72%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	1.72%	1.59%	0.00%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.31%	0.00%	0.00%	0.58%	1.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1170	32	50	63	37	29	16	42	30	30	52	94	43	22	8	26	4	1	12	21	28	10	10	35	29	13	10	10	23	7	12	9	25	8	27	20	4	6	9	25	30	3	17	37	1	3	24	1	30	18	23	11	3	32	5					
		3.91%	3.16%	4.91%	5.04%	4.20%	3.95%	3.98%	4.96%	4.66%	2.77%	3.16%	5.00%	3.91%	5.02%	5.03%	3.57%	1.08%	0.66%	10.53%	3.00%	3.80%	3.24%	6.45%	5.48%	5.70%	4.85%	4.76%	4.57%	5.30%	4.09%	5.15%	4.76%	4.59%	5.59%	5.13%	3.76%	2.48%	3.21%	5.42%	4.88%	4.82%	0.98%	4.27%	4.89%	0.58%	0.73%	3.07%	0.17%	3.65%	2.54%	6.55%	3.54%	1.73%	4.16%	0.63%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	20	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	4	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0					
		0.07%	0.10%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.38%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.58%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	28145	912	948	1166	838	689	380	797	587	1042	1538	1774	1037	400	150	703	355	145	97	679	706	297	143	547	475	251	193	191	399	159	212	169	519	130	474	506	155	177	154	478	592	294	381	706	162	395	756	564	746	690	328	300	166	735	758					
		93.97%	90.12%	93.03%	93.28%	95.01%	93.87%	94.53%	94.21%	91.15%	96.30%	93.61%	94.41%	94.27%	91.32%	94.34%	96.43%	95.43%	95.39%	85.09%	97.00%	95.92%	96.12%	92.26%	85.60%	93.32%	93.66%	91.90%	87.21%	91.94%	92.98%	90.99%	89.42%	95.23%	90.91%	90.11%	95.11%	96.27%	94.65%	92.77%	93.36%	95.18%	96.39%	95.73%	93.39%	94.19%	96.11%	96.68%	97.92%	90.64%	97.32%	93.45%	96.46%	95.95%	95.45%	95.83%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	19	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	5	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0					
		0.06%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.16%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.18%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
