16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	5	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																	
19	Жириновский Владимир Вольфович	7332	124	98	68	116	103	95	93	114	81	78	82	102	90	105	83	86	91	84	81	118	86	77	104	91	15	60	17	161	63	95	127	63	115	104	93	83	25	125	128	107	81	171	144	131	120	122	69	63	66	123	85	93	163	142	90	110	13	98	106	106	151	110	133	130	79	72	117	74	11	115	5	36	45	19	25	29	4	6	7	22	3	5	33	23	65	56	12	10	7	5	33	7	25	15	11	13	10	22	5	19	5	31									
		6.83%	7.68%	6.89%	5.56%	8.17%	11.24%	6.97%	6.69%	8.14%	6.40%	5.80%	7.73%	8.77%	7.58%	7.25%	6.80%	6.08%	6.56%	6.37%	7.14%	7.77%	7.22%	6.83%	7.29%	7.43%	2.84%	3.98%	1.37%	8.41%	4.78%	5.05%	7.94%	8.22%	6.84%	9.64%	8.04%	6.90%	7.58%	9.09%	8.03%	11.17%	7.24%	9.77%	7.98%	8.10%	7.65%	9.28%	4.99%	4.88%	5.70%	7.58%	6.85%	5.04%	9.76%	7.47%	4.76%	6.41%	0.70%	8.03%	9.46%	8.26%	9.66%	8.78%	6.65%	7.45%	7.56%	4.94%	8.37%	5.93%	3.99%	7.03%	1.12%	5.33%	8.26%	3.65%	6.91%	6.90%	0.78%	2.05%	3.10%	4.70%	3.03%	11.36%	7.62%	8.91%	7.69%	5.00%	3.23%	3.60%	3.40%	1.82%	7.91%	5.83%	5.06%	4.73%	4.51%	2.49%	3.08%	11.70%	6.41%	4.56%	4.35%	9.01%									
20	Зюганов Геннадий Андреевич	23444	375	343	309	281	195	337	335	317	256	324	208	276	276	361	285	315	372	302	302	368	331	282	332	304	54	394	309	340	333	511	391	208	455	199	242	290	102	286	324	208	235	397	377	389	349	286	325	326	247	385	294	434	360	401	381	414	427	254	227	263	323	268	476	393	264	351	295	247	55	296	23	126	118	108	36	51	6	8	27	88	16	3	52	27	132	158	42	38	21	32	80	25	107	42	22	42	46	17	5	100	35	40									
		21.85%	23.23%	24.10%	25.25%	19.79%	21.29%	24.72%	24.10%	22.64%	20.22%	24.11%	19.60%	23.73%	23.23%	24.91%	23.34%	22.26%	26.80%	22.91%	26.63%	24.23%	27.79%	25.02%	23.27%	24.84%	10.21%	26.13%	24.96%	17.75%	25.25%	27.18%	24.45%	27.15%	27.05%	18.44%	20.92%	24.11%	30.91%	20.80%	20.33%	21.71%	21.00%	22.67%	20.89%	24.06%	22.24%	21.77%	23.50%	25.23%	21.35%	23.74%	23.71%	23.50%	21.56%	21.11%	20.15%	24.14%	22.90%	20.80%	20.25%	20.50%	20.67%	21.39%	23.80%	22.51%	25.26%	24.07%	21.10%	19.81%	19.93%	18.10%	5.15%	18.67%	21.65%	20.77%	9.94%	12.14%	1.17%	2.74%	11.95%	18.80%	16.16%	6.82%	12.01%	10.47%	15.62%	14.11%	11.32%	13.67%	10.19%	11.68%	19.18%	20.83%	21.66%	13.25%	9.02%	8.05%	14.15%	9.04%	6.41%	23.98%	30.43%	11.63%									
21	Миронов Сергей Михайлович	4822	80	76	65	67	53	62	64	79	56	76	49	55	54	85	70	77	69	69	53	84	55	56	60	51	12	62	54	49	69	77	58	28	86	42	42	43	16	64	78	40	50	81	67	75	68	51	73	60	60	59	64	65	105	96	102	58	102	81	48	76	83	59	88	103	50	66	77	49	15	86	2	21	20	16	20	17	2	5	5	16	1	1	5	4	28	24	7	3	4	4	17	4	24	8	2	13	12	7	1	14	5	8									
		4.49%	4.96%	5.34%	5.31%	4.72%	5.79%	4.55%	4.60%	5.64%	4.42%	5.65%	4.62%	4.73%	4.55%	5.87%	5.73%	5.44%	4.97%	5.24%	4.67%	5.53%	4.62%	4.97%	4.20%	4.17%	2.27%	4.11%	4.36%	2.56%	5.23%	4.10%	3.63%	3.66%	5.11%	3.89%	3.63%	3.57%	4.85%	4.65%	4.89%	4.18%	4.47%	4.63%	3.71%	4.64%	4.33%	3.88%	5.28%	4.64%	5.19%	3.64%	5.16%	3.52%	6.29%	5.05%	5.39%	3.38%	5.47%	6.63%	4.28%	5.92%	5.31%	4.71%	4.40%	5.90%	4.78%	4.53%	5.51%	3.93%	5.43%	5.26%	0.45%	3.11%	3.67%	3.08%	5.52%	4.05%	0.39%	1.71%	2.21%	3.42%	1.01%	2.27%	1.15%	1.55%	3.31%	2.14%	1.89%	1.08%	1.94%	1.46%	4.08%	3.33%	4.86%	2.52%	0.82%	2.49%	3.69%	3.72%	1.28%	3.36%	4.35%	2.33%									
22	Прохоров Михаил Дмитриевич	7246	107	101	98	106	69	110	109	137	135	136	91	104	85	131	115	101	122	143	85	120	89	88	97	79	17	84	14	111	72	53	88	59	124	54	58	84	18	93	76	53	67	117	103	89	91	123	76	67	47	54	82	124	111	169	175	52	143	98	105	123	131	124	157	162	66	61	134	114	14	178	2	30	56	30	14	17	2	2	3	30	3	2	24	3	25	45	10	5	4	1	27	6	16	24	18	20	7	11	3	15	2	16									
		6.75%	6.63%	7.10%	8.01%	7.46%	7.53%	8.07%	7.84%	9.79%	10.66%	10.12%	8.58%	8.94%	7.15%	9.04%	9.42%	7.14%	8.79%	10.85%	7.50%	7.90%	7.47%	7.81%	6.80%	6.45%	3.21%	5.57%	1.13%	5.80%	5.46%	2.82%	5.50%	7.70%	7.37%	5.00%	5.01%	6.98%	5.45%	6.76%	4.77%	5.53%	5.99%	6.68%	5.71%	5.50%	5.80%	9.36%	5.50%	5.19%	4.06%	3.33%	6.61%	6.71%	6.65%	8.89%	9.25%	3.03%	7.67%	8.03%	9.37%	9.59%	8.38%	9.90%	7.85%	9.28%	6.32%	4.18%	9.59%	9.14%	5.07%	10.89%	0.45%	4.44%	10.28%	5.77%	3.87%	4.05%	0.39%	0.68%	1.33%	6.41%	3.03%	4.55%	5.54%	1.16%	2.96%	4.02%	2.70%	1.80%	1.94%	0.36%	6.47%	5.00%	3.24%	7.57%	7.38%	3.83%	2.15%	5.85%	3.85%	3.60%	1.74%	4.65%									
23	Путин Владимир Владимирович	63078	906	784	664	830	483	739	778	733	718	713	616	603	672	745	653	817	716	695	604	802	621	604	814	688	393	905	841	1225	770	1128	910	404	879	670	707	691	166	799	964	536	665	958	1094	920	926	724	824	756	727	987	703	1101	916	1068	1118	1056	1157	680	616	697	857	671	1121	940	572	890	763	751	177	943	410	454	303	343	261	300	436	264	180	306	75	33	313	196	589	837	295	222	169	229	257	78	316	226	188	416	247	129	64	264	68	246									
		58.79%	56.13%	55.09%	54.25%	58.45%	52.73%	54.22%	55.97%	52.36%	56.71%	53.05%	58.06%	51.85%	56.57%	51.41%	53.48%	57.74%	51.59%	52.73%	53.26%	52.80%	52.14%	53.59%	57.04%	56.21%	74.29%	60.01%	67.93%	63.97%	58.38%	60.00%	56.91%	52.74%	52.26%	62.09%	61.11%	57.44%	50.30%	58.11%	60.48%	55.95%	59.43%	54.71%	60.61%	56.90%	59.02%	55.10%	59.58%	58.51%	62.83%	60.85%	56.69%	59.61%	54.85%	56.21%	59.12%	61.57%	62.04%	55.69%	54.95%	54.33%	54.83%	53.55%	56.05%	53.84%	54.74%	61.04%	54.58%	60.22%	64.13%	57.68%	91.72%	67.26%	55.60%	65.96%	72.10%	71.43%	85.16%	90.41%	79.65%	65.38%	75.76%	75.00%	72.29%	75.97%	69.70%	74.73%	79.51%	79.86%	82.04%	83.58%	61.63%	65.00%	63.97%	71.29%	77.05%	79.69%	76.00%	68.62%	82.05%	63.31%	59.13%	71.51%									
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
																																																																																																																	
