Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Юрлинская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №5301	УИК №5302	УИК №5303	УИК №5304	УИК №5305	УИК №5306	УИК №5307	УИК №5308	УИК №5309	УИК №5310	УИК №5312	УИК №5313	УИК №5314	УИК №5315	УИК №5316	УИК №5317	УИК №5318	УИК №5319	УИК №5320									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	21	1	1	3	1	3	0	2	0	1	1	3	0	0	1	0	0	4	0	0									
		0.68%	0.45%	0.18%	0.55%	0.57%	1.86%	0.00%	3.28%	0.00%	1.14%	0.60%	2.11%	0.00%	0.00%	0.45%	0.00%	0.00%	2.40%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	88	4	13	17	4	6	1	0	0	3	3	9	0	0	14	0	2	5	7	0									
		2.85%	1.81%	2.30%	3.14%	2.27%	3.73%	1.61%	0.00%	0.00%	3.41%	1.80%	6.34%	0.00%	0.00%	6.28%	0.00%	3.85%	2.99%	4.79%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	57	3	14	7	8	2	4	1	2	3	2	0	1	1	3	1	2	0	3	0									
		1.84%	1.36%	2.48%	1.29%	4.55%	1.24%	6.45%	1.64%	2.13%	3.41%	1.20%	0.00%	2.00%	1.37%	1.35%	2.44%	3.85%	0.00%	2.05%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1611	128	303	293	88	74	26	25	66	49	92	48	29	37	113	21	31	78	83	27									
		52.14%	57.92%	53.63%	54.16%	50.00%	45.96%	41.94%	40.98%	70.21%	55.68%	55.09%	33.80%	58.00%	50.68%	50.67%	51.22%	59.62%	46.71%	56.85%	45.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	9	0	2	1	0	1	0	1	0	3	0	1	0	0	0	0	0	0	0	0									
		0.29%	0.00%	0.35%	0.18%	0.00%	0.62%	0.00%	1.64%	0.00%	3.41%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0									
		0.19%	0.00%	0.00%	0.00%	0.57%	0.62%	0.00%	1.64%	0.00%	0.00%	0.60%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	455	33	85	72	15	40	11	15	10	6	26	41	5	11	21	7	4	21	21	11									
		14.72%	14.93%	15.04%	13.31%	8.52%	24.84%	17.74%	24.59%	10.64%	6.82%	15.57%	28.87%	10.00%	15.07%	9.42%	17.07%	7.69%	12.57%	14.38%	18.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	0	0	3	0	2	0	0	0	1	1	0	0	1	0	0	0	3	0	0									
		0.36%	0.00%	0.00%	0.55%	0.00%	1.24%	0.00%	0.00%	0.00%	1.14%	0.60%	0.00%	0.00%	1.37%	0.00%	0.00%	0.00%	1.80%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	0	4	3	2	2	0	0	0	1	0	0	0	1	0	0	0	4	0	0									
		0.55%	0.00%	0.71%	0.55%	1.14%	1.24%	0.00%	0.00%	0.00%	1.14%	0.00%	0.00%	0.00%	1.37%	0.00%	0.00%	0.00%	2.40%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1									
		0.26%	0.00%	0.35%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	1.67%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	21	1	4	9	1	1	0	1	0	0	2	0	0	0	0	0	0	1	0	1									
		0.68%	0.45%	0.71%	1.66%	0.57%	0.62%	0.00%	1.64%	0.00%	0.00%	1.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	1.67%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	424	29	73	60	26	18	9	12	6	14	25	24	8	8	43	2	10	26	21	10									
		13.72%	13.12%	12.92%	11.09%	14.77%	11.18%	14.52%	19.67%	6.38%	15.91%	14.97%	16.90%	16.00%	10.96%	19.28%	4.88%	19.23%	15.57%	14.38%	16.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	0	3	1	0	0	2	0	0	1	0	1	0	0	0	1	0	0	1	2									
		0.39%	0.00%	0.53%	0.18%	0.00%	0.00%	3.23%	0.00%	0.00%	1.14%	0.00%	0.70%	0.00%	0.00%	0.00%	2.44%	0.00%	0.00%	0.68%	3.33%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	208	7	35	46	13	11	7	2	5	2	7	10	3	8	17	7	2	14	7	5									
		6.73%	3.17%	6.19%	8.50%	7.39%	6.83%	11.29%	3.28%	5.32%	2.27%	4.19%	7.04%	6.00%	10.96%	7.62%	17.07%	3.85%	8.38%	4.79%	8.33%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
