Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Килемарская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289									
		11.12%	17.44%	15.81%	10.32%	10.93%	11.59%	10.89%	1.94%	7.31%	3.43%	16.28%	12.50%	8.96%	6.85%	6.43%	3.60%	5.69%	7.02%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	10	3	1	0	1	1	0	0	2	0	1	0	0	1	0	0	0	0									
		0.18%	0.33%	0.09%	0.00%	0.23%	0.61%	0.00%	0.00%	0.29%	0.00%	0.58%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	6	2	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0									
		0.11%	0.22%	0.19%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0									
		0.09%	0.11%	0.09%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	17	4	0	0	2	1	0	0	4	0	2	1	0	0	0	0	0	3									
		0.30%	0.43%	0.00%	0.00%	0.46%	0.61%	0.00%	0.00%	0.57%	0.00%	1.16%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	1.24%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1292	208	250	41	134	49	82	16	169	32	49	49	24	56	13	35	28	57									
		22.83%	22.54%	23.39%	26.45%	30.52%	29.88%	40.59%	7.77%	24.21%	18.29%	28.49%	18.56%	17.91%	25.57%	9.29%	10.51%	22.76%	23.55%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	4	0	0	1	1	1	0	2	0	0	1	0	0	1	0	0	2									
		0.23%	0.43%	0.00%	0.00%	0.23%	0.61%	0.50%	0.00%	0.29%	0.00%	0.00%	0.38%	0.00%	0.00%	0.71%	0.00%	0.00%	0.83%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	126	30	25	1	15	4	4	0	30	2	2	4	1	3	0	0	1	4									
		2.23%	3.25%	2.34%	0.65%	3.42%	2.44%	1.98%	0.00%	4.30%	1.14%	1.16%	1.52%	0.75%	1.37%	0.00%	0.00%	0.81%	1.65%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
