Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																					
Дата голосования: 04.12.2011																																																																					
																																																																					
Наименование Избирательной комиссии:    Заводоуковская																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	640	15	13	17	15	22	14	21	25	20	28	32	10	10	20	5	17	10	6	5	10	9	8	10	5	21	6	9	5	14	13	5	5	9	5	8	5	5	10	3	3	15	7	5	25	5	5	5	5	5	8	5	3	5	3	5	25	8	5	12	11	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	558	13	13	14	14	22	14	17	19	20	27	30	5	9	19	0	16	10	6	4	10	7	8	10	5	21	6	6	0	14	13	5	3	9	1	8	5	0	10	3	3	15	6	3	25	3	5	5	5	3	8	5	2	2	3	2	21	7	0	10	9	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	358	22	4	9	4	6	16	9	13	8	12	8	7	10	9	5	17	8	5	4	2	4	1	4	2	6	6	8	3	0	0	0	3	0	1	2	1	1	5	3	5	6	13	1	8	2	2	2	2	4	1	0	0	3	1	0	49	4	1	4	0	5	17					
14	Число погашенных неиспользованных открепительных удостоверений	82	2	0	3	1	0	0	4	6	0	1	2	5	1	1	5	1	0	0	1	0	2	0	0	0	0	0	3	5	0	0	0	2	0	4	0	0	5	0	0	0	0	1	2	0	2	0	0	0	2	0	0	1	3	0	3	4	1	5	2	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	0	1	0	1	0	2	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1840	83	71	19	60	50	117	84	6	21	73	166	51	106	122	11	100	35	25	17	8	8	5	12	11	11	0	28	11	36	18	38	20	23	3	30	13	0	28	15	3	29	5	40	19	5	5	9	1	17	17	13	0	10	1	7	38	24	15	27	8	7	5					
		6.68%	12.77%	10.33%	2.65%	9.45%	4.49%	11.88%	10.63%	0.69%	3.30%	5.67%	14.68%	12.23%	12.93%	14.73%	5.88%	12.50%	5.16%	5.83%	9.24%	2.29%	3.85%	1.87%	3.75%	6.83%	1.39%	0.00%	8.83%	9.09%	8.47%	3.50%	8.74%	7.17%	3.82%	3.03%	6.41%	2.48%	0.00%	6.85%	21.43%	5.17%	8.06%	0.51%	11.46%	2.58%	2.43%	2.37%	5.63%	0.60%	4.68%	5.90%	1.89%	0.00%	5.59%	1.15%	6.19%	6.39%	4.87%	8.52%	7.94%	5.84%	4.38%	2.09%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4234	132	106	43	58	118	215	194	99	137	361	231	93	148	193	37	212	123	47	43	28	12	23	60	55	32	2	54	21	30	77	64	71	97	23	30	15	6	39	7	17	40	139	89	50	9	10	26	6	53	30	80	7	36	5	6	77	77	41	32	38	12	18					
		15.37%	20.31%	15.43%	5.99%	9.13%	10.59%	21.83%	24.56%	11.46%	21.54%	28.05%	20.42%	22.30%	18.05%	23.31%	19.79%	26.50%	18.14%	10.96%	23.37%	8.02%	5.77%	8.61%	18.75%	34.16%	4.04%	4.17%	17.03%	17.36%	7.06%	14.98%	14.71%	25.45%	16.11%	23.23%	6.41%	2.86%	5.08%	9.54%	10.00%	29.31%	11.11%	14.04%	25.50%	6.78%	4.37%	4.74%	16.25%	3.59%	14.60%	10.42%	11.63%	7.61%	20.11%	5.75%	5.31%	12.94%	15.62%	23.30%	9.41%	27.74%	7.50%	7.53%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	169	8	4	0	5	5	3	6	4	7	10	10	5	8	13	2	4	2	2	0	4	1	1	0	0	1	0	2	2	5	3	2	2	0	0	2	2	0	0	2	0	1	0	4	10	1	2	3	2	2	0	3	0	0	0	1	3	5	1	1	1	2	0					
		0.61%	1.23%	0.58%	0.00%	0.79%	0.45%	0.30%	0.76%	0.46%	1.10%	0.78%	0.88%	1.20%	0.98%	1.57%	1.07%	0.50%	0.29%	0.47%	0.00%	1.15%	0.48%	0.37%	0.00%	0.00%	0.13%	0.00%	0.63%	1.65%	1.18%	0.58%	0.46%	0.72%	0.00%	0.00%	0.43%	0.38%	0.00%	0.00%	2.86%	0.00%	0.28%	0.00%	1.15%	1.36%	0.49%	0.95%	1.88%	1.20%	0.55%	0.00%	0.44%	0.00%	0.00%	0.00%	0.88%	0.50%	1.01%	0.57%	0.29%	0.73%	1.25%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2412	82	71	42	58	109	144	138	101	88	177	153	50	101	99	19	74	59	23	14	18	7	4	14	6	25	2	16	15	45	40	66	41	75	8	40	17	2	29	5	6	30	5	22	26	6	6	6	5	27	11	19	2	8	2	17	60	25	16	18	6	2	10					
		8.75%	12.62%	10.33%	5.86%	9.13%	9.78%	14.62%	17.47%	11.69%	13.84%	13.75%	13.53%	11.99%	12.32%	11.96%	10.16%	9.25%	8.70%	5.36%	7.61%	5.16%	3.37%	1.50%	4.38%	3.73%	3.15%	4.17%	5.05%	12.40%	10.59%	7.78%	15.17%	14.70%	12.46%	8.08%	8.55%	3.24%	1.69%	7.09%	7.14%	10.34%	8.33%	0.51%	6.30%	3.53%	2.91%	2.84%	3.75%	2.99%	7.44%	3.82%	2.76%	2.17%	4.47%	2.30%	15.04%	10.08%	5.07%	9.09%	5.29%	4.38%	1.25%	4.18%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	310	21	10	6	6	18	13	12	7	13	26	26	2	14	11	0	15	4	1	0	3	0	0	0	3	1	44	1	0	4	4	5	2	4	0	0	2	0	0	0	0	1	0	5	8	0	0	0	0	1	2	1	0	2	1	0	4	1	2	2	2	0	0					
		1.13%	3.23%	1.46%	0.84%	0.94%	1.62%	1.32%	1.52%	0.81%	2.04%	2.02%	2.30%	0.48%	1.71%	1.33%	0.00%	1.88%	0.59%	0.23%	0.00%	0.86%	0.00%	0.00%	0.00%	1.86%	0.13%	91.67%	0.32%	0.00%	0.94%	0.78%	1.15%	0.72%	0.66%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	1.43%	1.09%	0.00%	0.00%	0.00%	0.00%	0.28%	0.69%	0.15%	0.00%	1.12%	1.15%	0.00%	0.67%	0.20%	1.14%	0.59%	1.46%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18258	312	419	605	434	797	472	328	642	364	623	528	208	419	378	108	380	446	329	110	288	180	230	234	84	718	0	208	70	303	369	260	142	403	63	366	472	108	305	39	31	257	841	177	618	185	188	116	151	260	224	568	83	120	77	82	395	358	100	260	82	135	206					
		66.26%	48.00%	60.99%	84.38%	68.35%	71.54%	47.92%	41.52%	74.31%	57.23%	48.41%	46.68%	49.88%	51.10%	45.65%	57.75%	47.50%	65.78%	76.69%	59.78%	82.52%	86.54%	86.14%	73.13%	52.17%	90.54%	0.00%	65.62%	57.85%	71.29%	71.79%	59.77%	50.90%	66.94%	63.64%	78.21%	89.90%	91.53%	74.57%	55.71%	53.45%	71.39%	84.95%	50.72%	83.85%	89.81%	89.10%	72.50%	90.42%	71.63%	77.78%	82.56%	90.22%	67.04%	88.51%	72.57%	66.39%	72.62%	56.82%	76.47%	59.85%	84.38%	86.19%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	87	2	5	1	5	1	4	3	5	3	5	3	3	8	2	1	4	4	0	0	0	0	2	0	2	2	0	1	0	1	1	0	0	0	0	0	2	0	0	1	0	0	0	1	5	0	0	0	2	0	3	1	0	3	0	0	1	0	0	0	0	0	0					
		0.32%	0.31%	0.73%	0.14%	0.79%	0.09%	0.41%	0.38%	0.58%	0.47%	0.39%	0.27%	0.72%	0.98%	0.24%	0.53%	0.50%	0.59%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	1.24%	0.25%	0.00%	0.32%	0.00%	0.24%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	1.43%	0.00%	0.00%	0.00%	0.29%	0.68%	0.00%	0.00%	0.00%	1.20%	0.00%	1.04%	0.15%	0.00%	1.68%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
