7	Число избирательных бюллетеней в переносных ящиках для голосования	2405	41	23	71	18	33	70	50	13	40	16	19	59	46	37	47	49	22	18	45	62	44	51	17	79	26	12	33	54	79	48	39	0	9	5	2	6	38	43	1	27	69	20	12	21	16	4	8	7	5	6	10	8	5	5	41	19	71	12	38	49	0	19	34	62	10	28	13	15	27	37	5	4	5	3	18	11	8	7	39	19	5	13	47	7	2	54	0	32	0	32	27	0	4									
8	Число бюллетеней в стационарных ящиках для голосования	27793	1168	534	668	566	476	940	513	490	1105	399	252	723	1084	1369	295	557	777	672	826	920	617	377	361	300	250	236	356	243	558	71	53	95	48	55	71	43	426	270	178	217	1114	683	183	198	311	69	79	62	58	42	146	86	58	25	278	74	126	40	195	73	31	169	71	258	52	149	121	238	433	341	54	50	81	32	184	137	68	69	362	113	31	150	85	59	34	474	149	72	110	155	128	128	146									
9	Число недействительных избирательных бюллетеней	310	16	8	12	4	7	13	7	3	9	6	4	6	7	13	4	7	16	5	4	9	6	10	4	2	7	2	3	3	6	2	1	1	0	0	0	1	7	0	2	2	6	5	2	0	1	1	0	0	0	1	1	2	0	1	7	3	2	1	2	2	2	3	0	1	0	1	2	4	1	1	2	0	2	0	5	0	0	2	5	1	0	4	1	0	0	8	0	0	0	4	0	3	2									
10	Число действительных избирательных бюллетеней	29888	1193	549	727	580	502	997	556	500	1136	409	267	776	1123	1393	338	599	783	685	867	973	655	418	374	377	269	246	386	294	631	117	91	94	57	60	73	48	457	313	177	242	1177	698	193	219	326	72	87	69	63	47	155	92	63	29	312	90	195	51	231	120	29	185	105	319	62	176	132	249	459	377	57	54	84	35	197	148	76	74	396	131	36	159	131	66	36	520	149	104	110	183	155	125	148									
11	Число полученных открепительных  удостоверений	1034	24	15	15	10	20	25	13	10	20	10	6	15	20	25	5	15	10	15	35	20	15	10	10	10	10	6	6	6	10	3	16	6	3	14	7	10	20	31	3	6	20	10	20	4	11	3	6	9	8	10	14	4	3	7	20	3	7	3	25	3	17	8	3	6	3	4	4	10	10	10	8	3	4	9	8	14	8	10	10	5	6	13	8	19	11	40	10	12	3	32	2	2	2									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	886	17	11	4	8	18	21	12	5	17	10	1	11	15	25	5	14	6	7	32	14	11	10	4	10	10	6	6	2	10	3	16	6	0	14	7	10	20	31	3	6	10	7	6	4	11	3	6	9	8	10	14	4	3	7	20	3	7	3	25	3	17	8	1	6	0	4	0	10	5	10	8	3	4	6	8	14	8	10	10	3	6	13	8	19	11	40	6	12	3	32	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	401	15	1	1	10	11	18	10	8	21	5	4	12	27	25	5	12	7	8	9	4	7	4	5	4	1	3	4	1	7	1	3	1	0	0	3	1	4	2	5	0	13	7	5	4	5	2	0	1	2	2	1	4	2	0	12	0	1	4	2	2	1	1	0	7	1	0	1	2	2	3	1	1	4	0	0	5	1	0	14	1	3	3	0	3	0	4	1	0	0	3	0	1	0									
14	Число неиспользованных открепительных удостоверений	148	7	4	11	2	2	4	1	5	3	0	5	4	5	0	0	1	4	8	3	6	4	0	6	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	10	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	4	0	5	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	2	2	2									
15	Число открепительных удостоверений, выданных избирателям ТИК	49	1	1	0	1	2	1	5	0	2	2	1	0	3	2	2	1	1	0	1	0	0	1	0	1	0	0	0	1	2	2	1	0	0	0	0	0	0	2	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																								
19	Жириновский Владимир Вольфович	2657	123	59	52	50	50	57	37	52	98	43	40	67	65	113	30	40	60	75	83	76	68	28	42	22	18	17	24	27	27	10	2	7	5	1	4	8	36	14	13	39	110	71	17	16	32	6	7	1	4	6	22	1	13	2	21	13	19	9	24	33	8	22	16	46	7	17	20	24	69	63	4	5	7	2	19	19	2	12	45	11	3	14	5	2	1	36	12	16	8	12	9	8	4									
		8.80%	10.17%	10.59%	7.04%	8.56%	9.82%	5.64%	6.57%	10.34%	8.56%	10.36%	14.76%	8.57%	5.75%	8.04%	8.77%	6.60%	7.51%	10.87%	9.53%	7.74%	10.29%	6.54%	11.11%	5.80%	6.52%	6.85%	6.17%	9.09%	4.24%	8.40%	2.17%	7.37%	8.77%	1.67%	5.48%	16.33%	7.76%	4.47%	7.26%	15.98%	9.30%	10.10%	8.72%	7.31%	9.79%	8.22%	8.05%	1.45%	6.35%	12.50%	14.10%	1.06%	20.63%	6.67%	6.58%	13.98%	9.64%	17.31%	10.30%	27.05%	25.81%	11.70%	15.24%	14.38%	11.29%	9.60%	14.93%	9.49%	15.00%	16.67%	6.78%	9.26%	8.14%	5.71%	9.41%	12.84%	2.63%	15.79%	11.22%	8.33%	8.33%	8.59%	3.79%	3.03%	2.78%	6.82%	8.05%	15.38%	7.27%	6.42%	5.81%	6.25%	2.67%									
20	Зюганов Геннадий Андреевич	4614	148	73	78	97	45	189	114	82	229	43	31	119	233	246	44	102	133	92	132	171	94	107	79	89	78	59	116	67	80	17	6	6	3	9	3	5	70	63	11	14	149	77	19	30	51	8	11	0	5	2	25	13	7	4	18	13	33	3	29	14	5	45	5	68	13	23	28	53	80	61	6	11	17	1	22	10	1	7	32	25	6	21	17	9	3	91	5	6	8	22	21	2	2									
		15.28%	12.24%	13.11%	10.55%	16.61%	8.84%	18.71%	20.25%	16.30%	20.00%	10.36%	11.44%	15.22%	20.62%	17.50%	12.87%	16.83%	16.65%	13.33%	15.15%	17.41%	14.22%	25.00%	20.90%	23.48%	28.26%	23.79%	29.82%	22.56%	12.56%	14.29%	6.52%	6.32%	5.26%	15.00%	4.11%	10.20%	15.09%	20.13%	6.15%	5.74%	12.60%	10.95%	9.74%	13.70%	15.60%	10.96%	12.64%	0.00%	7.94%	4.17%	16.03%	13.83%	11.11%	13.33%	5.64%	13.98%	16.75%	5.77%	12.45%	11.48%	16.13%	23.94%	4.76%	21.25%	20.97%	12.99%	20.90%	20.95%	17.39%	16.14%	10.17%	20.37%	19.77%	2.86%	10.89%	6.76%	1.32%	9.21%	7.98%	18.94%	16.67%	12.88%	12.88%	13.64%	8.33%	17.23%	3.36%	5.77%	7.27%	11.76%	13.55%	1.56%	1.33%									
21	Миронов Сергей Михайлович	916	42	10	16	13	15	39	25	18	35	16	7	27	47	44	14	23	43	25	41	28	19	10	12	11	3	3	13	11	12	2	2	0	0	1	0	1	11	9	4	0	35	37	1	9	11	0	3	1	1	7	1	0	1	0	4	5	2	1	4	2	2	6	0	9	1	3	2	10	16	9	0	3	2	0	5	2	1	2	11	4	1	4	7	0	0	15	2	3	4	2	4	5	4									
		3.03%	3.47%	1.80%	2.17%	2.23%	2.95%	3.86%	4.44%	3.58%	3.06%	3.86%	2.58%	3.45%	4.16%	3.13%	4.09%	3.80%	5.38%	3.62%	4.71%	2.85%	2.87%	2.34%	3.17%	2.90%	1.09%	1.21%	3.34%	3.70%	1.88%	1.68%	2.17%	0.00%	0.00%	1.67%	0.00%	2.04%	2.37%	2.88%	2.23%	0.00%	2.96%	5.26%	0.51%	4.11%	3.36%	0.00%	3.45%	1.45%	1.59%	14.58%	0.64%	0.00%	1.59%	0.00%	1.25%	5.38%	1.02%	1.92%	1.72%	1.64%	6.45%	3.19%	0.00%	2.81%	1.61%	1.69%	1.49%	3.95%	3.48%	2.38%	0.00%	5.56%	2.33%	0.00%	2.48%	1.35%	1.32%	2.63%	2.74%	3.03%	2.78%	2.45%	5.30%	0.00%	0.00%	2.84%	1.34%	2.88%	3.64%	1.07%	2.58%	3.91%	2.67%									
22	Прохоров Михаил Дмитриевич	1548	94	27	40	45	40	68	30	39	81	21	15	47	94	79	23	41	44	43	40	63	26	14	11	13	14	11	17	22	26	1	1	0	0	1	1	3	22	6	4	7	67	37	5	12	26	2	1	1	0	1	2	2	0	1	22	1	4	0	7	1	1	4	5	14	4	3	6	6	13	5	2	1	3	0	5	4	0	1	20	7	0	5	1	4	1	19	14	14	2	1	4	0	13									
		5.13%	7.78%	4.85%	5.41%	7.71%	7.86%	6.73%	5.33%	7.75%	7.07%	5.06%	5.54%	6.01%	8.32%	5.62%	6.73%	6.77%	5.51%	6.23%	4.59%	6.42%	3.93%	3.27%	2.91%	3.43%	5.07%	4.44%	4.37%	7.41%	4.08%	0.84%	1.09%	0.00%	0.00%	1.67%	1.37%	6.12%	4.74%	1.92%	2.23%	2.87%	5.66%	5.26%	2.56%	5.48%	7.95%	2.74%	1.15%	1.45%	0.00%	2.08%	1.28%	2.13%	0.00%	3.33%	6.90%	1.08%	2.03%	0.00%	3.00%	0.82%	3.23%	2.13%	4.76%	4.38%	6.45%	1.69%	4.48%	2.37%	2.83%	1.32%	3.39%	1.85%	3.49%	0.00%	2.48%	2.70%	0.00%	1.32%	4.99%	5.30%	0.00%	3.07%	0.76%	6.06%	2.78%	3.60%	9.40%	13.46%	1.82%	0.53%	2.58%	0.00%	8.67%									
23	Путин Владимир Владимирович	20153	786	380	541	375	352	644	350	309	693	286	174	516	684	911	227	393	503	450	571	635	448	259	230	242	156	156	216	167	486	87	80	81	49	48	65	31	318	221	145	182	816	476	151	152	206	56	65	66	53	31	105	76	42	22	247	58	137	38	167	70	13	108	79	182	37	130	76	156	281	239	45	34	55	32	146	113	72	52	288	84	26	115	101	51	31	359	116	65	88	146	117	110	125									
		66.74%	65.01%	68.22%	73.21%	64.21%	69.16%	63.76%	62.17%	61.43%	60.52%	68.92%	64.21%	65.98%	60.53%	64.79%	66.37%	64.85%	62.95%	65.22%	65.56%	64.66%	67.78%	60.51%	60.85%	63.85%	56.52%	62.90%	55.53%	56.23%	76.30%	73.11%	86.96%	85.26%	85.96%	80.00%	89.04%	63.27%	68.53%	70.61%	81.01%	74.59%	68.98%	67.71%	77.44%	69.41%	62.99%	76.71%	74.71%	95.65%	84.13%	64.58%	67.31%	80.85%	66.67%	73.33%	77.43%	62.37%	69.54%	73.08%	71.67%	57.38%	41.94%	57.45%	75.24%	56.88%	59.68%	73.45%	56.72%	61.66%	61.09%	63.23%	76.27%	62.96%	63.95%	91.43%	72.28%	76.35%	94.74%	68.42%	71.82%	63.64%	72.22%	70.55%	76.52%	77.27%	86.11%	67.99%	77.85%	62.50%	80.00%	78.07%	75.48%	85.94%	83.33%									
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
