Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
"Наименование Избирательной комиссии:    Нижний Тагил, Дзержинская "																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №687	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172	УИК №2173	УИК №2174	УИК №2175	УИК №2176	УИК №2177	УИК №2178	УИК №2179	УИК №2180	УИК №2181	УИК №2182	УИК №2183	УИК №2184	УИК №2185					
		15.48%	13.68%	15.15%	15.44%	13.89%	15.65%	15.90%	16.42%	13.92%	13.62%	14.34%	12.29%	14.25%	12.01%	16.10%	13.83%	16.30%	14.68%	18.55%	16.99%	13.69%	15.22%	15.34%	14.31%	15.33%	19.88%	15.15%	13.62%	16.60%	15.14%	16.71%	18.28%	16.83%	19.53%	10.73%	13.85%	14.12%	14.39%	16.19%	15.22%	19.14%	14.70%	15.44%	15.18%	15.75%	17.83%	16.20%	15.41%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1649	3	60	53	48	23	31	40	29	36	36	30	14	47	40	32	28	52	50	36	31	41	57	37	30	37	31	33	38	30	50	44	43	56	28	33	35	28	17	46	39	22	51	10	19	15	17	43					
		3.14%	0.63%	5.05%	5.21%	5.09%	2.42%	2.68%	3.98%	3.10%	3.36%	3.15%	2.81%	1.32%	3.69%	3.25%	2.68%	2.91%	3.76%	3.95%	3.38%	2.81%	3.47%	4.63%	2.94%	2.31%	3.04%	2.80%	3.19%	3.80%	2.33%	3.40%	3.35%	3.22%	3.89%	3.10%	2.70%	3.41%	2.84%	2.44%	3.83%	3.04%	1.98%	4.08%	1.53%	1.66%	1.49%	1.77%	3.20%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18837	174	450	370	340	377	477	358	371	402	432	388	367	459	457	448	338	484	437	378	376	384	399	470	429	403	409	369	344	503	479	422	454	464	373	464	399	401	234	427	401	420	438	255	405	375	372	461					
		35.91%	36.63%	37.88%	36.38%	36.06%	39.60%	41.23%	35.62%	39.72%	37.50%	37.76%	36.40%	34.62%	36.03%	37.15%	37.55%	35.10%	34.99%	34.49%	35.49%	34.09%	32.46%	32.39%	37.36%	33.05%	33.11%	36.88%	35.65%	34.40%	39.05%	32.54%	32.14%	33.96%	32.24%	41.26%	38.03%	38.85%	40.63%	33.52%	35.52%	31.21%	37.87%	35.04%	39.11%	35.43%	37.35%	38.63%	34.33%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	507	4	8	7	12	12	8	8	6	5	13	15	7	19	17	10	10	8	10	9	14	8	8	13	14	12	7	14	10	9	18	11	8	12	11	11	15	10	9	9	13	10	20	7	17	11	10	8					
		0.97%	0.84%	0.67%	0.69%	1.27%	1.26%	0.69%	0.80%	0.64%	0.47%	1.14%	1.41%	0.66%	1.49%	1.38%	0.84%	1.04%	0.58%	0.79%	0.85%	1.27%	0.68%	0.65%	1.03%	1.08%	0.99%	0.63%	1.35%	1.00%	0.70%	1.22%	0.84%	0.60%	0.83%	1.22%	0.90%	1.46%	1.01%	1.29%	0.75%	1.01%	0.90%	1.60%	1.07%	1.49%	1.10%	1.04%	0.60%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
