Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
"Наименование Избирательной комиссии:    Нижний Тагил, Дзержинская"																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172	УИК №2173	УИК №2174	УИК №2175	УИК №2176	УИК №2177	УИК №2178	УИК №2179	УИК №2180	УИК №2181	УИК №2182	УИК №2183	УИК №2184	УИК №2185					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1012	22	31	24	17	29	15	8	20	16	19	8	5	19	10	5	28	34	15	15	26	34	19	20	31	28	22	20	24	36	30	16	20	19	22	18	42	9	14	20	22	41	8	36	57	20	18					
		1.49%	1.59%	2.28%	1.93%	1.11%	2.08%	1.20%	0.68%	1.40%	1.06%	1.26%	0.60%	0.34%	1.44%	0.65%	0.40%	1.52%	1.99%	1.14%	1.05%	1.38%	2.31%	1.19%	1.22%	1.67%	1.88%	1.63%	1.45%	1.34%	1.95%	2.04%	1.10%	1.11%	1.44%	1.46%	1.38%	2.91%	0.98%	0.92%	1.25%	1.55%	2.40%	0.77%	2.22%	4.40%	1.41%	1.03%					
23	6.Политическая партия «Партия социальной справедливости»	222	9	1	2	4	2	6	1	4	2	8	3	5	7	7	3	4	9	4	5	8	4	2	5	8	3	7	9	4	8	7	4	5	3	6	2	6	2	7	5	3	5	6	6	3	2	6					
		0.33%	0.65%	0.07%	0.16%	0.26%	0.14%	0.48%	0.08%	0.28%	0.13%	0.53%	0.23%	0.34%	0.53%	0.45%	0.24%	0.22%	0.53%	0.31%	0.35%	0.42%	0.27%	0.13%	0.30%	0.43%	0.20%	0.52%	0.65%	0.22%	0.43%	0.47%	0.27%	0.28%	0.23%	0.40%	0.15%	0.42%	0.22%	0.46%	0.31%	0.21%	0.29%	0.58%	0.37%	0.23%	0.14%	0.34%					
24	7.Политическая партия «Либерально-демократическая партия России»	7489	134	152	121	165	194	103	107	135	164	157	138	226	152	180	149	237	161	125	195	244	163	151	160	232	156	134	160	169	188	154	144	169	141	173	136	158	98	135	160	171	168	143	186	182	212	207					
		11.03%	9.65%	11.18%	9.74%	10.76%	13.94%	8.21%	9.09%	9.44%	10.85%	10.41%	10.41%	15.38%	11.49%	11.61%	11.85%	12.84%	9.44%	9.53%	13.60%	12.93%	11.08%	9.46%	9.75%	12.50%	10.48%	9.95%	11.61%	9.44%	10.18%	10.45%	9.88%	9.40%	10.68%	11.51%	10.40%	10.96%	10.69%	8.91%	10.03%	12.02%	9.84%	13.83%	11.50%	14.04%	14.95%	11.81%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4668	105	107	92	84	95	91	73	84	133	92	84	52	105	98	88	138	136	79	81	142	122	117	123	139	95	97	88	118	128	90	121	147	70	109	89	93	49	120	110	78	131	70	82	110	87	126					
		6.87%	7.56%	7.87%	7.41%	5.48%	6.82%	7.25%	6.20%	5.87%	8.80%	6.10%	6.33%	3.54%	7.94%	6.32%	7.00%	7.48%	7.98%	6.03%	5.65%	7.53%	8.29%	7.33%	7.50%	7.49%	6.38%	7.20%	6.39%	6.59%	6.93%	6.11%	8.30%	8.18%	5.30%	7.25%	6.80%	6.45%	5.34%	7.92%	6.89%	5.48%	7.67%	6.77%	5.07%	8.49%	6.14%	7.19%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	434	16	7	14	7	7	7	3	5	10	10	10	7	7	13	3	11	10	13	7	12	11	8	11	15	14	7	12	11	18	13	8	14	5	9	10	4	9	6	15	11	4	6	3	8	11	12					
		0.64%	1.15%	0.52%	1.13%	0.46%	0.50%	0.56%	0.25%	0.35%	0.66%	0.66%	0.75%	0.48%	0.53%	0.84%	0.24%	0.60%	0.59%	0.99%	0.49%	0.64%	0.75%	0.50%	0.67%	0.81%	0.94%	0.52%	0.87%	0.61%	0.97%	0.88%	0.55%	0.78%	0.38%	0.60%	0.76%	0.28%	0.98%	0.40%	0.94%	0.77%	0.23%	0.58%	0.19%	0.62%	0.78%	0.68%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	43888	870	793	766	1086	890	820	819	968	965	1019	916	973	843	1029	837	1136	1059	849	920	1164	884	1051	1057	1146	958	898	843	1233	1142	948	900	1121	918	987	849	931	634	938	991	922	1097	670	1135	821	939	1153					
		64.64%	62.68%	58.35%	61.67%	70.80%	63.94%	65.34%	69.58%	67.69%	63.86%	67.57%	69.08%	66.24%	63.72%	66.39%	66.59%	61.54%	62.11%	64.76%	64.16%	61.69%	60.10%	65.81%	64.41%	61.75%	64.38%	66.67%	61.18%	68.84%	61.83%	64.31%	61.77%	62.35%	69.55%	65.67%	64.91%	64.61%	69.14%	61.91%	62.09%	64.79%	64.23%	64.80%	70.15%	63.35%	66.22%	65.77%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1028	26	38	24	19	18	19	20	27	19	15	17	28	24	22	15	27	26	15	16	40	41	25	24	22	14	24	24	23	35	31	25	45	13	26	13	11	7	21	31	21	36	8	12	10	9	22					
		1.51%	1.87%	2.80%	1.93%	1.24%	1.29%	1.51%	1.70%	1.89%	1.26%	0.99%	1.28%	1.91%	1.81%	1.42%	1.19%	1.46%	1.52%	1.14%	1.12%	2.12%	2.79%	1.57%	1.46%	1.19%	0.94%	1.78%	1.74%	1.28%	1.89%	2.10%	1.72%	2.50%	0.98%	1.73%	0.99%	0.76%	0.76%	1.39%	1.94%	1.48%	2.11%	0.77%	0.74%	0.77%	0.63%	1.25%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
