Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Балтасинская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	1	0	0	0	1	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	3	0									
		0.06%	0.12%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	1.36%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.06%	0.00%	0.12%	0.31%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	16	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	4	0									
		0.06%	0.12%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.08%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.42%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0									
		0.04%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.52%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	53	4	0	0	0	0	0	1	1	3	0	0	0	2	0	1	4	2	0	0	0	0	0	0	2	2	0	0	1	1	0	11	10	8									
		0.21%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.19%	0.32%	0.00%	0.00%	0.00%	0.41%	0.00%	0.08%	0.50%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.43%	0.00%	0.00%	0.11%	0.06%	0.00%	0.68%	1.05%	0.49%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	454	32	1	16	0	4	3	7	11	26	10	10	0	4	0	9	15	9	17	1	2	9	0	3	3	1	20	1	9	71	23	37	23	77									
		1.79%	3.88%	0.25%	2.83%	0.00%	0.45%	0.54%	0.81%	2.10%	2.78%	1.25%	1.40%	0.00%	0.82%	0.00%	0.68%	1.87%	1.27%	2.66%	0.23%	0.47%	1.30%	0.00%	1.33%	0.18%	0.21%	2.53%	0.73%	1.01%	4.44%	1.56%	2.29%	2.41%	4.75%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	2	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	7	2	5									
		0.09%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.19%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.08%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.43%	0.21%	0.31%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	114	5	0	0	1	2	4	1	3	7	3	6	0	3	1	1	2	1	6	4	1	0	0	0	2	0	6	0	2	7	9	14	7	16									
		0.45%	0.61%	0.00%	0.00%	0.30%	0.23%	0.72%	0.12%	0.57%	0.75%	0.38%	0.84%	0.00%	0.62%	0.45%	0.08%	0.25%	0.14%	0.94%	0.92%	0.24%	0.00%	0.00%	0.00%	0.12%	0.00%	0.76%	0.00%	0.22%	0.44%	0.61%	0.87%	0.73%	0.99%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
