Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Красногвардейская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73									
		0.19%	0.11%	0.21%	0.31%	0.52%	0.36%	0.00%	0.00%	0.00%	0.53%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	1.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	1	0	0	1	3	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0									
		0.05%	0.11%	0.00%	0.00%	0.07%	0.22%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1209	45	114	66	52	197	127	11	72	113	54	43	47	19	34	17	66	21	97	0	10	4									
		6.33%	5.00%	7.86%	6.91%	3.41%	14.33%	7.07%	1.29%	7.98%	5.97%	9.41%	5.73%	8.05%	6.91%	9.77%	2.45%	8.03%	7.24%	8.05%	0.00%	3.33%	0.36%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	4	1	2	4	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0									
		0.10%	0.44%	0.07%	0.21%	0.26%	0.22%	0.00%	0.00%	0.00%	0.11%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	32	2	3	4	13	5	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0									
		0.17%	0.22%	0.21%	0.42%	0.85%	0.36%	0.00%	0.00%	0.00%	0.05%	0.35%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	0	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.39%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	46	4	0	2	12	6	0	0	0	4	3	3	0	0	1	0	4	0	0	0	0	7									
		0.24%	0.44%	0.00%	0.21%	0.79%	0.44%	0.00%	0.00%	0.00%	0.21%	0.52%	0.40%	0.00%	0.00%	0.29%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.63%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1641	130	93	96	216	219	144	37	63	184	17	26	41	42	25	33	57	23	145	5	8	37									
		8.60%	14.44%	6.41%	10.05%	14.17%	15.93%	8.01%	4.33%	6.98%	9.72%	2.96%	3.47%	7.02%	15.27%	7.18%	4.76%	6.93%	7.93%	12.03%	1.04%	2.67%	3.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	0	2	1	3	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0									
		0.06%	0.00%	0.14%	0.10%	0.20%	0.29%	0.00%	0.00%	0.00%	0.00%	0.17%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	331	13	12	15	18	22	88	0	38	14	8	3	29	15	6	6	4	3	31	1	0	5									
		1.73%	1.44%	0.83%	1.57%	1.18%	1.60%	4.90%	0.00%	4.21%	0.74%	1.39%	0.40%	4.97%	5.45%	1.72%	0.86%	0.49%	1.03%	2.57%	0.21%	0.00%	0.45%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
