Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    район Савелки																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №3238	УИК №3239	УИК №3240	УИК №3241	УИК №3242	УИК №3243	УИК №3244	УИК №3245	УИК №3246	УИК №3247	УИК №3248	УИК №3249	УИК №3250	УИК №3251	УИК №3252	УИК №3253	УИК №3254	УИК №3255	УИК №3256	УИК №3257	УИК №3791									
		1.80%	1.98%	0.52%	1.78%	1.07%	1.64%	2.67%	2.69%	1.25%	1.90%	1.41%	3.20%	2.10%	1.55%	1.92%	1.72%	2.24%	1.54%	2.82%	1.83%	1.16%	1.36%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	312	24	14	21	13	8	8	17	17	17	14	13	32	5	23	12	10	17	11	13	13	10									
		3.07%	3.66%	2.43%	3.40%	2.33%	1.31%	2.14%	3.52%	3.55%	4.03%	3.94%	2.60%	3.95%	1.10%	5.52%	2.58%	2.24%	2.62%	5.16%	2.97%	3.76%	3.39%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3907	266	226	238	194	226	129	157	207	163	152	192	269	190	139	185	160	266	86	183	147	132									
		38.44%	40.55%	39.17%	38.51%	34.70%	36.99%	34.49%	32.51%	43.22%	38.63%	42.82%	38.40%	33.17%	41.94%	33.33%	39.78%	35.87%	41.05%	40.38%	41.88%	42.49%	44.75%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	190	10	11	13	7	11	8	4	8	12	9	10	17	6	8	7	10	11	1	9	11	7									
		1.87%	1.52%	1.91%	2.10%	1.25%	1.80%	2.14%	0.83%	1.67%	2.84%	2.54%	2.00%	2.10%	1.32%	1.92%	1.51%	2.24%	1.70%	0.47%	2.06%	3.18%	2.37%									
24	"6. Политическая партия ""Гражданская Платформа"""	31	2	1	2	1	2	1	3	4	1	1	0	5	0	0	2	0	1	0	0	2	3									
		0.30%	0.30%	0.17%	0.32%	0.18%	0.33%	0.27%	0.62%	0.84%	0.24%	0.28%	0.00%	0.62%	0.00%	0.00%	0.43%	0.00%	0.15%	0.00%	0.00%	0.58%	1.02%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1410	95	86	90	81	79	57	82	66	46	40	57	66	72	62	75	70	90	36	56	46	58									
		13.87%	14.48%	14.90%	14.56%	14.49%	12.93%	15.24%	16.98%	13.78%	10.90%	11.27%	11.40%	8.14%	15.89%	14.87%	16.13%	15.70%	13.89%	16.90%	12.81%	13.29%	19.66%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	202	10	15	14	17	10	1	14	8	10	5	16	19	7	12	9	8	11	3	9	3	1									
		1.99%	1.52%	2.60%	2.27%	3.04%	1.64%	0.27%	2.90%	1.67%	2.37%	1.41%	3.20%	2.34%	1.55%	2.88%	1.94%	1.79%	1.70%	1.41%	2.06%	0.87%	0.34%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	375	18	18	20	23	24	15	15	10	20	17	21	65	24	12	18	13	16	6	5	13	2									
		3.69%	2.74%	3.12%	3.24%	4.11%	3.93%	4.01%	3.11%	2.09%	4.74%	4.79%	4.20%	8.01%	5.30%	2.88%	3.87%	2.91%	2.47%	2.82%	1.14%	3.76%	0.68%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	3	1	0	0	1	3	0	0	1	1	0	4	0	1	1	0	2	0	0	0	0									
		0.18%	0.46%	0.17%	0.00%	0.00%	0.16%	0.80%	0.00%	0.00%	0.24%	0.28%	0.00%	0.49%	0.00%	0.24%	0.22%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	792	41	47	45	35	52	38	39	37	46	33	39	129	26	26	35	28	41	3	31	19	2									
		7.79%	6.25%	8.15%	7.28%	6.26%	8.51%	10.16%	8.07%	7.72%	10.90%	9.30%	7.80%	15.91%	5.74%	6.24%	7.53%	6.28%	6.33%	1.41%	7.09%	5.49%	0.68%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1267	79	71	56	85	86	47	58	42	53	44	69	98	55	54	47	59	92	38	57	42	35									
		12.46%	12.04%	12.31%	9.06%	15.21%	14.08%	12.57%	12.01%	8.77%	12.56%	12.39%	13.80%	12.08%	12.14%	12.95%	10.11%	13.23%	14.20%	17.84%	13.04%	12.14%	11.86%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	61	3	2	4	5	5	1	3	0	2	1	3	6	2	4	3	6	2	2	1	4	2									
		0.60%	0.46%	0.35%	0.65%	0.89%	0.82%	0.27%	0.62%	0.00%	0.47%	0.28%	0.60%	0.74%	0.44%	0.96%	0.65%	1.35%	0.31%	0.94%	0.23%	1.16%	0.68%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	859	65	50	70	63	63	42	40	41	23	17	30	30	36	43	43	37	60	12	42	28	24									
		8.45%	9.91%	8.67%	11.33%	11.27%	10.31%	11.23%	8.28%	8.56%	5.45%	4.79%	6.00%	3.70%	7.95%	10.31%	9.25%	8.30%	9.26%	5.63%	9.61%	8.09%	8.14%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
