Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Бельская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93					
28	"11. ""Истинные патриоты России"""	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.0%	0.1%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	34	5	6	3	6	2	3	1	0	1	0	0	1	1	2	0	1	2	0					
		0.84%	0.59%	0.6%	1.29%	3.70%	1.11%	2.0%	0.66%	0.0%	0.38%	0.0%	0.0%	0.90%	1.19%	1.45%	0.0%	0.58%	1.73%	0.0%					
30	"13. ""Демократическая партия России"""	9	1	1	1	0	0	1	0	0	1	0	0	0	1	1	0	1	1	0					
		0.22%	0.11%	0.1%	0.43%	0.0%	0.0%	0.66%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	1.19%	0.72%	0.0%	0.58%	0.86%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	8	2	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0					
		0.19%	0.23%	0.1%	0.43%	0.61%	0.0%	0.0%	0.0%	8.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.86%	0.0%					
32	"15. ""Партия СЛОН"""	8	0	0	2	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0					
		0.19%	0.0%	0.0%	0.86%	0.61%	0.0%	0.0%	0.66%	0.0%	0.38%	0.0%	0.0%	0.0%	1.19%	0.72%	0.0%	0.58%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	241	70	81	8	9	2	3	12	0	11	8	0	4	3	9	4	6	7	4					
		5.97%	8.38%	8.1%	3.44%	5.55%	1.11%	2.0%	7.94%	0.0%	4.21%	4.90%	0.0%	3.63%	3.57%	6.56%	4.04%	3.48%	6.08%	3.38%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	11	2	2	3	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0					
		0.27%	0.23%	0.2%	1.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%	0.0%	0.0%	0.0%	0.0%	0.0%	1.01%	0.0%	0.86%	0.0%					
35	"18. ""ЛДПР"""	477	115	138	15	9	12	37	15	1	18	13	2	15	8	24	10	9	21	15					
		11.81%	13.77%	13.8%	6.46%	5.55%	6.70%	24.66%	9.93%	4.0%	6.89%	7.97%	4.65%	13.63%	9.52%	17.51%	10.10%	5.23%	18.26%	12.71%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	81	22	20	1	0	1	8	2	1	8	3	3	0	2	3	2	3	1	1					
		2.00%	2.63%	2.0%	0.43%	0.0%	0.55%	5.33%	1.32%	4.0%	3.06%	1.84%	6.97%	0.0%	2.38%	2.18%	2.02%	1.74%	0.86%	0.84%					
37	"20. ""Политическая партия ""Единая Россия"""	1585	342	379	91	68	87	46	78	17	76	49	17	39	36	45	57	71	37	50					
		39.27%	40.95%	37.9%	39.22%	41.97%	48.60%	30.66%	51.65%	68.0%	29.11%	30.06%	39.53%	35.45%	42.85%	32.84%	57.57%	41.27%	32.17%	42.37%					
38	"21. ""Российская Конституционно-демократическая партия"""	9	1	2	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	1					
		0.22%	0.11%	0.2%	0.0%	1.85%	0.0%	0.0%	0.0%	0.0%	0.38%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.84%					
39	"22. ""Развитие предпринимательства"""	9	3	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0					
		0.22%	0.35%	0.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	2.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	720	122	180	60	19	35	21	28	2	43	50	14	29	16	21	6	47	16	11					
		17.83%	14.61%	18.0%	25.86%	11.72%	19.55%	14.0%	18.54%	8.0%	16.47%	30.67%	32.55%	26.36%	19.04%	15.32%	6.06%	27.32%	13.91%	9.32%					
																									
41	Против всех	81	16	23	2	3	2	4	4	0	4	4	0	6	4	0	2	4	2	1					
		2.00%	1.91%	2.3%	0.86%	1.85%	1.11%	2.66%	2.64%	0.0%	1.53%	2.45%	0.0%	5.45%	4.76%	0.0%	2.02%	2.32%	1.73%	0.84%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
