Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																										
Дата голосования: 18.09.2016																																																										
																																																										
Наименование Избирательной комиссии:    Называевская																																																										
																																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																																										
																																																										
		Сумма	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173									
		0.69%	0.00%	0.34%	0.97%	0.91%	0.50%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.89%	0.66%	1.56%	0.00%	1.69%	0.68%	0.00%	0.00%	0.54%	2.27%	0.72%	1.59%	0.00%	0.00%	1.79%	0.00%	1.04%	0.58%	0.00%	0.00%	1.24%	3.70%	0.00%	1.23%	0.85%	1.10%	2.16%	0.00%	0.00%	0.00%	2.43%	1.19%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	513	10	19	32	37	30	22	34	29	7	15	10	29	0	8	9	25	3	19	3	5	1	0	4	2	12	1	2	0	17	3	26	9	2	12	8	5	4	5	5	13	5	5	2	7	8	6	3									
		5.89%	4.61%	3.27%	5.18%	5.61%	7.52%	6.03%	8.29%	9.93%	9.46%	15.00%	21.74%	9.24%	0.00%	3.64%	8.04%	8.20%	4.69%	22.35%	5.08%	3.42%	2.13%	0.00%	2.15%	4.55%	4.30%	1.59%	1.74%	0.00%	7.62%	7.50%	5.38%	5.23%	4.76%	6.09%	3.32%	9.26%	11.76%	6.17%	4.27%	7.14%	3.60%	6.17%	3.85%	6.31%	3.24%	3.57%	7.32%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	117	1	9	4	13	7	7	7	5	0	0	0	4	0	1	3	5	0	0	0	1	0	1	1	1	5	0	0	0	1	1	12	0	1	4	3	1	0	0	3	3	3	0	3	0	4	2	1									
		1.34%	0.46%	1.55%	0.65%	1.97%	1.75%	1.92%	1.71%	1.71%	0.00%	0.00%	0.00%	1.27%	0.00%	0.45%	2.68%	1.64%	0.00%	0.00%	0.00%	0.68%	0.00%	1.14%	0.54%	2.27%	1.79%	0.00%	0.00%	0.00%	0.45%	2.50%	2.48%	0.00%	2.38%	2.03%	1.24%	1.85%	0.00%	0.00%	2.56%	1.65%	2.16%	0.00%	5.77%	0.00%	1.62%	1.19%	2.44%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3834	74	209	207	240	136	118	128	95	30	60	26	154	36	115	56	142	31	42	24	89	38	59	95	21	130	48	63	47	113	25	196	91	31	101	128	20	15	47	64	61	78	37	22	75	124	69	24									
		44.01%	34.10%	35.97%	33.50%	36.36%	34.09%	32.33%	31.22%	32.53%	40.54%	60.00%	56.52%	49.04%	59.02%	52.27%	50.00%	46.56%	48.44%	49.41%	40.68%	60.96%	80.85%	67.05%	51.08%	47.73%	46.59%	76.19%	54.78%	83.93%	50.67%	62.50%	40.58%	52.91%	73.81%	51.27%	53.11%	37.04%	44.12%	58.02%	54.70%	33.52%	56.12%	45.68%	42.31%	67.57%	50.20%	41.07%	58.54%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	41	1	4	5	3	1	1	2	4	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	4	0	0	6	0	0	3	0	0	0	0	0	0	0	1	0	0									
		0.47%	0.46%	0.69%	0.81%	0.45%	0.25%	0.27%	0.49%	1.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	0.33%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.54%	0.00%	0.00%	1.59%	0.00%	0.00%	0.00%	2.50%	0.83%	0.00%	0.00%	3.05%	0.00%	0.00%	8.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	26	1	2	0	3	1	1	0	2	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	2	2	1	1	1	0	1	0	0	1	0	1	0	0									
		0.30%	0.46%	0.34%	0.00%	0.45%	0.25%	0.27%	0.00%	0.68%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.89%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	2.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	1.02%	0.83%	1.85%	2.94%	1.23%	0.00%	0.55%	0.00%	0.00%	1.92%	0.00%	0.40%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1699	70	108	132	163	95	81	99	83	26	8	3	61	9	51	19	69	15	13	20	12	4	10	25	8	62	4	15	3	35	2	129	34	1	24	38	10	2	11	9	17	13	2	8	15	39	38	4									
		19.50%	32.26%	18.59%	21.36%	24.70%	23.81%	22.19%	24.15%	28.42%	35.14%	8.00%	6.52%	19.43%	14.75%	23.18%	16.96%	22.62%	23.44%	15.29%	33.90%	8.22%	8.51%	11.36%	13.44%	18.18%	22.22%	6.35%	13.04%	5.36%	15.70%	5.00%	26.71%	19.77%	2.38%	12.18%	15.77%	18.52%	5.88%	13.58%	7.69%	9.34%	9.35%	2.47%	15.38%	13.51%	15.79%	22.62%	9.76%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	0	3	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0									
		0.20%	0.00%	0.52%	0.49%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.36%	0.00%	0.00%	0.00%	0.45%	0.00%	0.41%	0.58%	0.00%	0.00%	0.00%	0.00%	2.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	64	4	9	8	7	7	1	5	0	0	0	0	0	0	6	1	1	0	0	1	1	0	1	1	0	2	0	0	0	2	0	0	2	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0									
		0.73%	1.84%	1.55%	1.29%	1.06%	1.75%	0.27%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.73%	0.89%	0.33%	0.00%	0.00%	1.69%	0.68%	0.00%	1.14%	0.54%	0.00%	0.72%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	1.16%	0.00%	1.02%	0.41%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	0	0	3	1	0	0	1	0	0	0	0	4	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0									
		0.21%	0.00%	0.00%	0.49%	0.15%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%	0.45%	0.00%	1.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.71%	0.00%	0.00%	0.00%	1.92%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	62	0	5	2	4	1	2	2	0	0	16	0	0	0	2	2	4	0	0	0	1	0	0	0	0	3	1	3	0	0	0	1	1	2	3	0	0	0	1	0	0	1	2	0	0	2	0	1									
		0.71%	0.00%	0.86%	0.32%	0.61%	0.25%	0.55%	0.49%	0.00%	0.00%	16.00%	0.00%	0.00%	0.00%	0.91%	1.79%	1.31%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	1.08%	1.59%	2.61%	0.00%	0.00%	0.00%	0.21%	0.58%	4.76%	1.52%	0.00%	0.00%	0.00%	1.23%	0.00%	0.00%	0.72%	2.47%	0.00%	0.00%	0.81%	0.00%	2.44%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1828	43	149	172	137	91	116	108	56	10	0	6	51	16	31	10	37	14	7	8	29	4	15	50	10	49	6	31	5	45	7	84	28	5	32	42	12	8	12	28	74	32	35	11	12	48	44	8									
		20.98%	19.82%	25.65%	27.83%	20.76%	22.81%	31.78%	26.34%	19.18%	13.51%	0.00%	13.04%	16.24%	26.23%	14.09%	8.93%	12.13%	21.88%	8.24%	13.56%	19.86%	8.51%	17.05%	26.88%	22.73%	17.56%	9.52%	26.96%	8.93%	20.18%	17.50%	17.39%	16.28%	11.90%	16.24%	17.43%	22.22%	23.53%	14.81%	23.93%	40.66%	23.02%	43.21%	21.15%	10.81%	19.43%	26.19%	19.51%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	19	0	1	4	4	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0									
		0.22%	0.00%	0.17%	0.65%	0.61%	0.25%	0.00%	0.24%	0.00%	1.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.19%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	148	5	18	18	18	9	5	5	3	0	0	1	5	0	1	3	4	0	2	1	4	0	2	1	0	5	0	1	1	1	1	7	2	0	1	6	0	0	0	2	2	1	0	0	1	9	3	0									
		1.70%	2.30%	3.10%	2.91%	2.73%	2.26%	1.37%	1.22%	1.03%	0.00%	0.00%	2.17%	1.59%	0.00%	0.45%	2.68%	1.31%	0.00%	2.35%	1.69%	2.74%	0.00%	2.27%	0.54%	0.00%	1.79%	0.00%	0.87%	1.79%	0.45%	2.50%	1.45%	1.16%	0.00%	0.51%	2.49%	0.00%	0.00%	0.00%	1.71%	1.10%	0.72%	0.00%	0.00%	0.90%	3.64%	1.79%	0.00%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
