Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																		
Дата голосования: 04.12.2011																																																																		
																																																																		
Наименование Избирательной комиссии:    Йошкар-Олинская городская № 2																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2294	40	30	30	30	40	0	30	44	90	30	40	60	30	50	0	0	0	0	40	40	30	30	45	48	50	60	35	30	30	60	50	50	60	40	30	60	40	40	50	40	40	40	40	30	40	40	40	30	50	40	60	40	40	60	40	40	50	40	32					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1789	24	28	21	25	34	0	21	40	75	27	36	43	16	40	0	0	0	0	34	34	28	29	41	30	42	50	31	27	27	47	28	41	53	14	18	52	26	33	42	36	27	29	30	24	33	40	36	30	40	31	48	39	33	47	24	23	42	7	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2821	53	60	45	56	53	119	75	129	73	91	29	56	16	63	141	59	120	44	45	31	62	26	38	38	33	31	51	22	27	24	55	28	24	14	22	42	23	20	26	47	23	53	34	41	23	26	112	131	22	37	52	24	30	34	39	49	50	16	14					
14	Число погашенных неиспользованных открепительных удостоверений	505	16	2	9	5	6	0	9	4	15	3	4	17	14	10	0	0	0	0	6	6	2	1	4	18	8	10	4	3	3	13	22	9	7	26	12	8	14	7	8	4	13	11	10	6	7	0	4	0	10	9	12	1	7	13	16	17	8	33	19					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	59	0	1	1	2	0	0	1	1	0	0	1	2	0	0	0	0	0	0	3	2	1	3	2	1	0	2	0	0	0	2	1	1	1	4	0	1	2	2	1	0	0	0	1	0	3	2	1	2	3	0	2	1	2	2	1	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	10699	251	194	155	236	207	26	167	258	166	173	170	316	119	158	54	17	47	42	193	145	161	220	279	149	243	261	208	236	181	244	223	226	212	132	122	253	185	243	285	234	185	212	168	210	227	174	176	189	208	215	230	242	184	200	160	58	174	54	42					
		16.71%	18.42%	16.45%	16.94%	19.80%	17.19%	10.04%	19.15%	15.14%	13.05%	13.92%	14.62%	17.47%	14.69%	13.92%	18.12%	9.50%	16.55%	18.67%	16.94%	14.81%	17.42%	19.93%	18.28%	15.11%	18.34%	15.71%	17.72%	21.05%	15.17%	18.53%	18.16%	16.77%	17.15%	13.78%	15.44%	15.55%	15.81%	18.91%	17.96%	17.35%	18.72%	17.12%	16.18%	18.28%	18.29%	17.19%	13.53%	15.68%	17.63%	17.74%	16.27%	17.65%	18.00%	16.78%	16.00%	10.96%	15.17%	13.74%	17.14%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	11564	212	181	141	201	223	39	141	302	258	265	204	308	188	206	24	23	45	22	235	174	168	181	251	176	256	272	186	176	227	257	221	254	232	184	156	310	241	216	275	266	165	242	162	211	220	197	271	239	231	220	225	231	184	218	179	112	226	85	49					
		18.07%	15.55%	15.35%	15.41%	16.86%	18.52%	15.06%	16.17%	17.72%	20.28%	21.32%	17.54%	17.03%	23.21%	18.15%	8.05%	12.85%	15.85%	9.78%	20.63%	17.77%	18.18%	16.39%	16.45%	17.85%	19.32%	16.38%	15.84%	15.70%	19.03%	19.51%	17.99%	18.84%	18.77%	19.21%	19.75%	19.05%	20.60%	16.81%	17.33%	19.72%	16.70%	19.55%	15.61%	18.36%	17.73%	19.47%	20.83%	19.83%	19.58%	18.15%	15.91%	16.85%	18.00%	18.29%	17.90%	21.17%	19.70%	21.63%	20.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	912	23	15	12	18	16	3	7	27	11	11	21	32	10	17	5	1	0	5	17	6	11	7	18	20	15	22	13	17	19	23	19	18	31	11	12	28	17	22	26	29	18	17	13	17	13	15	14	18	12	18	15	19	17	23	16	8	16	7	1					
		1.42%	1.69%	1.27%	1.31%	1.51%	1.33%	1.16%	0.80%	1.58%	0.86%	0.88%	1.81%	1.77%	1.23%	1.50%	1.68%	0.56%	0.00%	2.22%	1.49%	0.61%	1.19%	0.63%	1.18%	2.03%	1.13%	1.32%	1.11%	1.52%	1.59%	1.75%	1.55%	1.34%	2.51%	1.15%	1.52%	1.72%	1.45%	1.71%	1.64%	2.15%	1.82%	1.37%	1.25%	1.48%	1.05%	1.48%	1.08%	1.49%	1.02%	1.49%	1.06%	1.39%	1.66%	1.93%	1.60%	1.51%	1.39%	1.78%	0.41%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	16774	419	371	244	313	339	22	225	429	289	241	309	457	199	314	88	41	90	62	282	295	213	318	446	244	373	508	346	300	352	321	313	383	325	250	183	420	281	361	387	365	258	302	312	323	315	243	328	252	327	290	403	389	269	296	228	101	267	86	67					
		26.21%	30.74%	31.47%	26.67%	26.26%	28.16%	8.49%	25.80%	25.18%	22.72%	19.39%	26.57%	25.26%	24.57%	27.67%	29.53%	22.91%	31.69%	27.56%	24.76%	30.13%	23.05%	28.80%	29.23%	24.75%	28.15%	30.58%	29.47%	26.76%	29.51%	24.37%	25.49%	28.41%	26.29%	26.10%	23.16%	25.81%	24.02%	28.09%	24.39%	27.06%	26.11%	24.39%	30.06%	28.11%	25.38%	24.01%	25.21%	20.91%	27.71%	23.93%	28.50%	28.37%	26.32%	24.83%	22.80%	19.09%	23.28%	21.88%	27.35%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2470	43	52	68	49	54	3	47	72	48	42	61	95	30	34	4	4	4	1	37	26	35	42	70	45	48	87	43	41	44	60	49	45	59	39	21	61	42	53	70	50	41	41	32	44	50	30	33	32	47	51	52	56	41	38	46	6	26	12	14					
		3.86%	3.15%	4.41%	7.43%	4.11%	4.49%	1.16%	5.39%	4.23%	3.77%	3.38%	5.25%	5.25%	3.70%	2.99%	1.34%	2.23%	1.41%	0.44%	3.25%	2.66%	3.79%	3.80%	4.59%	4.56%	3.62%	5.24%	3.66%	3.66%	3.69%	4.56%	3.99%	3.34%	4.77%	4.07%	2.66%	3.75%	3.59%	4.12%	4.41%	3.71%	4.15%	3.31%	3.08%	3.83%	4.03%	2.96%	2.54%	2.66%	3.98%	4.21%	3.68%	4.08%	4.01%	3.19%	4.60%	1.13%	2.27%	3.05%	5.71%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19986	389	325	240	344	336	160	264	573	429	457	371	543	250	377	118	89	95	88	347	304	293	312	437	292	357	475	350	333	342	371	378	399	347	324	280	520	375	359	508	372	303	396	332	311	389	335	459	454	333	392	450	403	308	396	348	229	413	144	68					
		31.22%	28.54%	27.57%	26.23%	28.86%	27.91%	61.78%	30.28%	33.63%	33.73%	36.77%	31.90%	30.02%	30.86%	33.22%	39.60%	49.72%	33.45%	39.11%	30.47%	31.05%	31.71%	28.26%	28.64%	29.61%	26.94%	28.60%	29.81%	29.71%	28.67%	28.17%	30.78%	29.60%	28.07%	33.82%	35.44%	31.96%	32.05%	27.94%	32.01%	27.58%	30.67%	31.99%	31.98%	27.07%	31.35%	33.10%	35.28%	37.68%	28.22%	32.34%	31.82%	29.39%	30.14%	33.22%	34.80%	43.29%	36.01%	36.64%	27.76%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	551	11	13	11	18	12	4	4	15	18	10	8	29	8	11	2	0	2	0	11	8	8	7	9	14	13	11	11	3	8	16	10	5	14	5	9	7	11	10	18	12	5	19	7	14	4	8	9	9	8	5	14	14	4	7	10	4	11	1	2					
		0.86%	0.81%	1.10%	1.20%	1.51%	0.99%	1.54%	0.46%	0.88%	1.42%	0.80%	0.69%	1.60%	0.99%	0.97%	0.67%	0.00%	0.70%	0.00%	0.97%	0.82%	0.87%	0.63%	0.59%	1.42%	0.98%	0.66%	0.94%	0.27%	0.67%	1.21%	0.81%	0.37%	1.13%	0.52%	1.14%	0.43%	0.94%	0.78%	1.13%	0.89%	0.51%	1.53%	0.67%	1.22%	0.32%	0.79%	0.69%	0.75%	0.68%	0.41%	0.99%	1.02%	0.39%	0.59%	1.00%	0.76%	0.96%	0.25%	0.82%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
