Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Завьяловская - 33																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1750	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	317	16	6	4	0	21	31	7	9	4	18	13	2	10	11	12	13	10	19	9	10	25	7	9	2	13	8	11	17									
		2.19%	3.08%	2.78%	4.21%	0.00%	2.20%	2.93%	1.62%	1.35%	1.40%	3.59%	1.52%	0.67%	5.41%	1.74%	1.49%	2.82%	1.94%	2.52%	3.95%	1.66%	2.87%	2.46%	4.43%	1.16%	1.49%	1.99%	1.57%	2.01%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	232	7	5	2	1	20	16	7	13	3	10	15	6	0	6	9	4	7	14	6	7	15	3	6	2	17	13	5	13									
		1.60%	1.35%	2.31%	2.11%	1.47%	2.10%	1.51%	1.62%	1.95%	1.05%	1.99%	1.75%	2.02%	0.00%	0.95%	1.12%	0.87%	1.36%	1.85%	2.63%	1.16%	1.72%	1.06%	2.96%	1.16%	1.95%	3.24%	0.71%	1.53%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7273	265	124	50	38	443	499	211	335	170	226	434	142	82	382	339	214	282	402	120	286	463	146	91	104	507	192	337	389									
		50.20%	51.06%	57.41%	52.63%	55.88%	46.44%	47.16%	48.73%	50.22%	59.65%	45.11%	50.70%	47.81%	44.32%	60.35%	42.01%	46.42%	54.65%	53.25%	52.63%	47.35%	53.22%	51.41%	44.83%	60.12%	58.28%	47.88%	48.07%	45.93%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	104	3	0	2	0	11	8	2	2	2	3	4	1	0	3	6	5	2	6	0	5	8	2	1	1	8	4	13	2									
		0.72%	0.58%	0.00%	2.11%	0.00%	1.15%	0.76%	0.46%	0.30%	0.70%	0.60%	0.47%	0.34%	0.00%	0.47%	0.74%	1.08%	0.39%	0.79%	0.00%	0.83%	0.92%	0.70%	0.49%	0.58%	0.92%	0.99%	1.85%	0.24%									
24	"6. Политическая партия ""Гражданская Платформа"""	62	2	1	1	0	0	6	0	0	2	1	2	0	2	13	4	0	1	6	0	2	4	0	3	1	1	1	6	3									
		0.43%	0.39%	0.46%	1.05%	0.00%	0.00%	0.57%	0.00%	0.00%	0.70%	0.20%	0.23%	0.00%	1.08%	2.05%	0.50%	0.00%	0.19%	0.79%	0.00%	0.33%	0.46%	0.00%	1.48%	0.58%	0.11%	0.25%	0.86%	0.35%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1931	56	23	11	8	144	143	65	95	34	77	112	48	34	55	112	54	70	103	28	88	140	43	22	19	89	57	81	120									
		13.33%	10.79%	10.65%	11.58%	11.76%	15.09%	13.52%	15.01%	14.24%	11.93%	15.37%	13.08%	16.16%	18.38%	8.69%	13.88%	11.71%	13.57%	13.64%	12.28%	14.57%	16.09%	15.14%	10.84%	10.98%	10.23%	14.21%	11.55%	14.17%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	65	2	0	1	0	6	5	4	1	1	3	2	0	0	4	3	5	2	1	0	1	4	0	0	0	3	6	6	5									
		0.45%	0.39%	0.00%	1.05%	0.00%	0.63%	0.47%	0.92%	0.15%	0.35%	0.60%	0.23%	0.00%	0.00%	0.63%	0.37%	1.08%	0.39%	0.13%	0.00%	0.17%	0.46%	0.00%	0.00%	0.00%	0.34%	1.50%	0.86%	0.59%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	675	29	13	5	7	41	42	19	40	4	25	41	26	7	23	28	18	15	30	6	46	17	14	7	2	21	24	53	72									
		4.66%	5.59%	6.02%	5.26%	10.29%	4.30%	3.97%	4.39%	5.99%	1.40%	4.99%	4.79%	8.75%	3.78%	3.63%	3.47%	3.90%	2.91%	3.97%	2.63%	7.62%	1.95%	4.93%	3.45%	1.16%	2.41%	5.99%	7.56%	8.50%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	1	0	0	0	0	1	1	2	1	1	0	0	0	1	0	0	1	3	1	3	1	0	0	0	0	1	2	1									
		0.14%	0.19%	0.00%	0.00%	0.00%	0.00%	0.09%	0.23%	0.30%	0.35%	0.20%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.19%	0.40%	0.44%	0.50%	0.11%	0.00%	0.00%	0.00%	0.00%	0.25%	0.29%	0.12%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	175	8	1	0	1	3	18	9	4	1	6	9	3	1	3	18	5	5	16	0	9	5	7	14	0	7	5	3	14									
		1.21%	1.54%	0.46%	0.00%	1.47%	0.31%	1.70%	2.08%	0.60%	0.35%	1.20%	1.05%	1.01%	0.54%	0.47%	2.23%	1.08%	0.97%	2.12%	0.00%	1.49%	0.57%	2.46%	6.90%	0.00%	0.80%	1.25%	0.43%	1.65%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2103	101	19	9	5	167	171	67	104	41	75	149	39	36	76	185	99	69	77	35	73	97	22	25	23	98	52	81	108									
		14.52%	19.46%	8.80%	9.47%	7.35%	17.51%	16.16%	15.47%	15.59%	14.39%	14.97%	17.41%	13.13%	19.46%	12.01%	22.92%	21.48%	13.37%	10.20%	15.35%	12.09%	11.15%	7.75%	12.32%	13.29%	11.26%	12.97%	11.55%	12.75%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	78	0	3	0	0	4	12	4	2	1	0	5	5	0	1	6	1	0	6	1	3	1	0	2	0	2	1	13	5									
		0.54%	0.00%	1.39%	0.00%	0.00%	0.42%	1.13%	0.92%	0.30%	0.35%	0.00%	0.58%	1.68%	0.00%	0.16%	0.74%	0.22%	0.00%	0.79%	0.44%	0.50%	0.11%	0.00%	0.99%	0.00%	0.23%	0.25%	1.85%	0.59%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	767	13	14	2	3	51	61	21	24	9	24	36	14	6	18	54	27	26	43	9	41	53	13	13	6	37	19	71	59									
		5.29%	2.50%	6.48%	2.11%	4.41%	5.35%	5.77%	4.85%	3.60%	3.16%	4.79%	4.21%	4.71%	3.24%	2.84%	6.69%	5.86%	5.04%	5.70%	3.95%	6.79%	6.09%	4.58%	6.40%	3.47%	4.25%	4.74%	10.13%	6.97%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
