Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																			
Дата голосования: 07.12.2003 0:00:00																																																																			
																																																																			
Наименование Избирательной комиссии:    Хасавюртовская 																																																																			
																																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																			
																																																																			
		Сумма	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442					
		0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	8.30%	1.97%	5.34%	0.0%	2.53%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	4.57%	0.0%	2.85%	0.0%	2.96%	4.95%	0.0%	0.0%	0.0%	0.0%	0.0%	1.63%	7.29%	0.0%	0.0%	0.0%	0.0%	0.0%	4.0%	5.22%	0.0%	0.0%	0.0%	0.09%	0.94%	0.0%	0.26%	0.0%	0.0%	0.0%	1.32%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2561	33	40	60	64	88	66	0	0	14	17	66	0	10	8	0	29	6	5	137	0	43	0	9	116	60	90	14	0	6	5	3	0	53	59	12	217	230	12	6	121	45	0	44	0	18	0	0	0	230	7	0	152	46	0	0	80	3	113	24	100					
		3.60%	3.39%	9.75%	8.0%	12.07%	8.80%	5.52%	0.0%	0.0%	4.47%	4.78%	10.07%	0.0%	0.47%	0.52%	0.0%	5.47%	0.45%	1.30%	8.51%	0.0%	4.48%	0.0%	0.43%	13.19%	6.48%	7.71%	0.71%	0.0%	0.95%	1.28%	1.11%	0.0%	4.96%	9.47%	8.82%	9.77%	9.70%	0.50%	1.09%	5.22%	9.57%	0.0%	2.2%	0.0%	2.18%	0.0%	0.0%	0.0%	9.87%	0.65%	0.0%	8.0%	12.07%	0.0%	0.0%	5.29%	1.32%	4.16%	7.57%	7.70%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	248	0	0	0	0	0	0	0	0	2	3	4	0	15	0	0	0	5	2	0	20	0	0	7	0	0	77	19	0	10	3	2	1	0	0	0	0	0	12	5	0	0	0	0	1	8	0	0	50	0	0	0	0	0	0	0	0	2	0	0	0					
		0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.84%	0.61%	0.0%	0.71%	0.0%	0.0%	0.0%	0.37%	0.52%	0.0%	1.38%	0.0%	0.0%	0.33%	0.0%	0.0%	6.59%	0.96%	0.0%	1.58%	0.77%	0.74%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.91%	0.0%	0.0%	0.0%	0.0%	0.65%	0.96%	0.0%	0.0%	16.83%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.88%	0.0%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2794	0	0	0	0	0	0	0	398	62	1	4	0	35	0	0	0	385	136	10	408	101	50	229	0	0	0	31	0	202	42	33	1	0	0	0	0	0	15	18	0	0	0	438	5	43	23	0	0	0	10	0	0	0	0	0	22	1	0	0	91					
		3.93%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	24.90%	19.80%	0.28%	0.61%	0.0%	1.67%	0.0%	0.0%	0.0%	28.96%	35.50%	0.62%	28.23%	10.54%	2.23%	11.09%	0.0%	0.0%	0.0%	1.57%	0.0%	32.06%	10.79%	12.22%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	3.28%	0.0%	0.0%	0.0%	21.9%	3.26%	5.21%	2.45%	0.0%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%	0.0%	0.0%	1.45%	0.44%	0.0%	0.0%	7.01%					
22	"5. ""За Русь Святую"""	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	13.43%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	23	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	1	1	0	1	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.95%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.15%	0.25%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	15	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	4	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.63%	0.0%	0.37%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.05%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	954	0	0	0	4	0	4	0	0	5	3	0	10	90	17	0	0	87	10	105	0	0	3	40	18	0	0	41	0	18	17	21	2	0	0	0	0	0	16	13	0	3	0	111	0	29	19	0	0	229	32	4	0	0	0	0	0	3	0	0	0					
		1.34%	0.0%	0.0%	0.0%	0.75%	0.0%	0.33%	0.0%	0.0%	1.59%	0.84%	0.0%	0.83%	4.30%	1.12%	0.0%	0.0%	6.54%	2.61%	6.52%	0.0%	0.0%	0.13%	1.93%	2.04%	0.0%	0.0%	2.08%	0.0%	2.85%	4.37%	7.77%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.67%	2.37%	0.0%	0.63%	0.0%	5.55%	0.0%	3.51%	2.02%	0.0%	0.0%	9.83%	2.98%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	1.32%	0.0%	0.0%	0.0%					
28	"11. ""Истинные патриоты России"""	4779	32	0	42	66	0	41	369	0	16	14	0	608	753	462	12	0	12	0	143	0	0	0	198	132	0	161	628	0	24	38	76	102	0	0	0	0	0	22	48	0	0	0	0	0	24	57	0	0	0	390	120	0	0	0	0	80	99	0	10	0					
		6.73%	3.29%	0.0%	5.6%	12.45%	0.0%	3.43%	17.05%	0.0%	5.11%	3.94%	0.0%	50.75%	35.99%	30.53%	0.69%	0.0%	0.90%	0.0%	8.89%	0.0%	0.0%	0.0%	9.59%	15.01%	0.0%	13.79%	31.91%	0.0%	3.80%	9.76%	28.14%	18.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.92%	8.75%	0.0%	0.0%	0.0%	0.0%	0.0%	2.90%	6.08%	0.0%	0.0%	0.0%	36.38%	16.28%	0.0%	0.0%	0.0%	0.0%	5.29%	43.80%	0.0%	3.15%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	356	0	0	0	5	0	0	251	0	0	0	0	17	0	0	0	0	2	0	0	0	0	0	5	0	0	0	31	0	4	3	0	3	0	0	0	0	0	7	3	0	0	0	0	0	7	15	0	0	0	0	0	0	1	0	0	0	2	0	0	0					
		0.50%	0.0%	0.0%	0.0%	0.94%	0.0%	0.0%	11.59%	0.0%	0.0%	0.0%	0.0%	1.41%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	1.57%	0.0%	0.63%	0.77%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.84%	1.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.88%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	24	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.15%	0.77%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	86	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	9	0	0	0	0	0	0	0	0	4	0	37	1	5	1	0	0	0	0	0	2	0	0	1	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	4	0	0	0					
		0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.15%	2.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	5.87%	0.25%	1.85%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	2.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.76%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	22	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	0	7	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.95%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.15%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	538	0	0	0	9	20	0	0	16	2	19	0	29	51	0	0	0	8	2	83	0	0	0	0	0	0	0	116	0	7	3	4	12	0	0	0	0	0	20	3	0	0	0	0	5	28	28	0	8	0	53	7	0	2	0	0	0	3	0	0	0					
		0.75%	0.0%	0.0%	0.0%	1.69%	2.00%	0.0%	0.0%	1.00%	0.63%	5.35%	0.0%	2.42%	2.43%	0.0%	0.0%	0.0%	0.60%	0.52%	5.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.89%	0.0%	1.11%	0.77%	1.48%	2.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.83%	0.54%	0.0%	0.0%	0.0%	0.0%	3.26%	3.39%	2.98%	0.0%	2.69%	0.0%	4.94%	0.94%	0.0%	0.52%	0.0%	0.0%	0.0%	1.32%	0.0%	0.0%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	128	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	1	1	0	0	0	0	13	0	0	0	9	0	7	59	1	0	0	0	0	0	0	4	7	0	0	0	0	0	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.27%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.07%	0.26%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	0.45%	0.0%	1.11%	15.16%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	1.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	1.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	311	0	0	0	4	6	0	0	0	6	3	0	24	47	0	0	0	2	1	0	0	0	0	21	0	0	0	39	0	8	10	5	4	0	0	0	0	0	24	11	0	1	0	0	2	31	26	0	0	0	23	5	0	1	0	0	0	4	0	3	0					
		0.43%	0.0%	0.0%	0.0%	0.75%	0.60%	0.0%	0.0%	0.0%	1.91%	0.84%	0.0%	2.00%	2.24%	0.0%	0.0%	0.0%	0.15%	0.26%	0.0%	0.0%	0.0%	0.0%	1.01%	0.0%	0.0%	0.0%	1.98%	0.0%	1.26%	2.57%	1.85%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	1.00%	2.00%	0.0%	0.21%	0.0%	0.0%	1.30%	3.75%	2.77%	0.0%	0.0%	0.0%	2.14%	0.67%	0.0%	0.26%	0.0%	0.0%	0.0%	1.76%	0.0%	0.94%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1962	0	0	0	0	6	0	0	0	16	1	0	4	10	337	0	0	6	0	0	0	0	27	60	0	0	0	3	0	3	2	2	0	9	89	5	0	0	19	8	232	15	336	0	0	36	6	0	0	10	8	0	0	0	322	383	0	0	0	0	7					
		2.76%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	5.11%	0.28%	0.0%	0.33%	0.47%	22.27%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	1.20%	2.90%	0.0%	0.0%	0.0%	0.15%	0.0%	0.47%	0.51%	0.74%	0.0%	0.84%	14.28%	3.67%	0.0%	0.0%	0.79%	1.45%	10.01%	3.19%	12.41%	0.0%	0.0%	4.36%	0.64%	0.0%	0.0%	0.42%	0.74%	0.0%	0.0%	0.0%	12.70%	37.00%	0.0%	0.0%	0.0%	0.0%	0.53%					
37	"20. ""Политическая партия ""Единая Россия"""	47566	903	370	598	339	681	807	1409	1145	129	233	524	79	544	583	1660	471	734	187	1128	997	814	1837	1414	590	805	839	216	345	92	162	69	215	950	432	111	1732	1872	2025	283	1963	401	2227	1367	139	455	556	1069	178	1629	106	330	1520	288	2200	652	1018	70	1870	204	1000					
		67.04%	92.99%	90.24%	79.73%	63.96%	68.16%	67.53%	65.11%	71.65%	41.21%	65.63%	80.0%	6.59%	26.00%	38.53%	96.56%	88.86%	55.22%	48.82%	70.14%	68.99%	84.96%	82.00%	68.50%	67.12%	87.02%	71.89%	10.97%	69.27%	14.60%	41.64%	25.55%	38.05%	89.03%	69.34%	81.61%	78.01%	78.98%	84.87%	51.64%	84.75%	85.31%	82.26%	68.35%	90.84%	55.15%	59.33%	70.09%	59.93%	69.94%	9.88%	44.77%	80.0%	75.59%	86.81%	62.99%	67.32%	30.97%	68.92%	64.35%	77.04%					
38	"21. ""Российская Конституционно-демократическая партия"""	23	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	2	3	0	0	0	0	0	0	3	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.84%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.31%	0.0%	0.74%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	20	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	2	0	0					
		0.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.15%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	6794	0	0	48	23	178	275	0	21	12	33	22	408	415	103	26	30	30	12	0	17	0	12	51	23	60	0	642	153	164	34	23	183	55	43	0	219	238	78	84	0	2	144	35	1	82	63	420	31	231	442	241	215	37	0	0	302	21	650	62	100					
