Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Табунская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	18	5	1	0	0	1	2	0	2	1	2	1	0	0	0	3									
		0.53%	0.48%	0.37%	0.00%	0.00%	1.47%	0.42%	0.00%	2.02%	0.81%	0.49%	1.54%	0.00%	0.00%	0.00%	1.66%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	565	172	35	13	9	9	77	8	14	18	94	12	9	7	58	30									
		16.55%	16.40%	12.96%	13.98%	10.11%	13.24%	16.31%	17.78%	14.14%	14.52%	22.93%	18.46%	24.32%	10.29%	16.91%	16.57%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	2	1	0	0	0	1	0	0	1	0	0	0	0	1	2									
		0.23%	0.19%	0.37%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.29%	1.10%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	367	118	44	5	3	19	50	3	9	6	34	16	0	2	42	16									
		10.75%	11.25%	16.30%	5.38%	3.37%	27.94%	10.59%	6.67%	9.09%	4.84%	8.29%	24.62%	0.00%	2.94%	12.24%	8.84%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
