Выборы Президента Российской Федерации																														
																														
Наименование Избирательной комиссии:    Североуральская городская																														
																														
Итоги голосования 																														
																														
		Сумма	УИК  2447	УИК  2448	УИК  2449	УИК  2450	УИК  2451	УИК  2452	УИК  2453	УИК  2454	УИК  2455	УИК  2456	УИК  2457	УИК  2458	УИК  2459	УИК  2460	УИК  2461	УИК  2462	УИК  2463	УИК  2464	УИК  2465	УИК  2466	УИК  2616	УИК  2617	УИК  2618					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	94	8	4	2	15	9	12	3	1	3	6	3	1	1	2	2	12	2	1	2	1	2	1	1					
14	Число неиспользованных открепительных удостоверений	640	34	37	33	32	38	25	25	43	36	31	13	8	28	32	32	30	25	8	5	32	37	26	30					
15	"Число открепительных удостоверений, выданных в ТИК"	7	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																														
18	. Глазьев Сергей Юрьевич	1049	62	58	49	78	58	74	52	50	65	64	31	3	24	51	31	42	20	2	2	70	56	54	53					
		4.46%	5.12%	4.62%	4.31%	5.86%	4.97%	6.11%	3.69%	3.87%	4.70%	4.76%	5.28%	1.08%	2.42%	4.91%	3.29%	3.24%	2.95%	1.20%	1.75%	5.67%	4.20%	5.17%	5.04%					
19	. Малышкин Олег Александрович	697	30	45	28	33	42	27	50	47	47	27	21	6	24	24	26	43	24	3	3	33	42	33	39					
		2.97%	2.48%	3.59%	2.46%	2.48%	3.60%	2.23%	3.55%	3.64%	3.40%	2.01%	3.58%	2.16%	2.42%	2.31%	2.76%	3.31%	3.53%	1.81%	2.63%	2.67%	3.15%	3.16%	3.71%					
20	. Миронов Сергей Михайлович	170	12	6	9	7	15	11	14	4	8	5	6	4	7	13	6	10	2	0	3	9	4	6	9					
		0.72%	0.99%	0.48%	0.79%	0.53%	1.29%	0.91%	0.99%	0.31%	0.58%	0.37%	1.02%	1.44%	0.70%	1.25%	0.64%	0.77%	0.29%	0.00%	2.63%	0.73%	0.30%	0.57%	0.86%					
21	. Путин Владимир Владимирович	17763	910	967	837	977	868	903	1055	984	1027	1040	428	221	816	796	735	993	513	144	87	885	1017	771	789					
		75.60%	75.14%	77.05%	73.61%	73.46%	74.44%	74.50%	74.82%	76.22%	74.31%	77.38%	72.91%	79.50%	82.18%	76.61%	78.11%	76.50%	75.55%	86.75%	76.32%	71.72%	76.24%	73.85%	75.07%					
22	. Хакамада Ирина Муцуовна	769	54	53	38	51	37	35	51	33	41	62	12	6	23	37	25	32	34	4	4	34	35	27	41					
		3.27%	4.46%	4.22%	3.34%	3.83%	3.17%	2.89%	3.62%	2.56%	2.97%	4.61%	2.04%	2.16%	2.32%	3.56%	2.66%	2.47%	5.01%	2.41%	3.51%	2.76%	2.62%	2.59%	3.90%					
23	. Харитонов Николай Михайлович	1983	84	75	116	126	100	113	115	102	109	102	68	28	52	76	78	115	50	9	4	151	125	111	74					
		8.44%	6.94%	5.98%	10.20%	9.47%	8.58%	9.32%	8.16%	7.90%	7.89%	7.59%	11.58%	10.07%	5.24%	7.31%	8.29%	8.86%	7.36%	5.42%	3.51%	12.24%	9.37%	10.63%	7.04%					
																														
24	Против всех	840	47	48	45	46	35	40	63	64	77	36	13	5	23	32	27	49	24	1	7	39	45	33	41					
		3.58%	3.88%	3.82%	3.96%	3.46%	3.00%	3.30%	4.47%	4.96%	5.57%	2.68%	2.21%	1.80%	2.32%	3.08%	2.87%	3.78%	3.53%	0.60%	6.14%	3.16%	3.37%	3.16%	3.90%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
