Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																												
Дата голосования: 18.09.2016																																																												
																																																												
"Наименование Избирательной комиссии:    Рязань, Октябрьская"																																																												
																																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																																												
																																																												
		Сумма	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №1026									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1415	15	20	40	20	30	20	20	20	20	40	40	40	30	20	40	20	30	40	40	40	30	20	20	40	20	40	40	40	20	30	20	20	40	40	40	40	20	40	20	40	30	20	20	20	20	20	20	20	40									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	976	4	13	26	20	24	11	9	12	17	28	22	19	22	18	26	11	25	37	30	29	28	19	11	26	20	22	23	25	16	22	18	18	23	27	22	23	14	30	12	33	24	9	11	19	12	17	10	18	21									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	636	140	11	42	9	16	18	10	6	6	12	8	12	5	13	7	4	9	5	9	7	6	18	14	24	15	5	5	6	5	9	8	6	15	16	11	16	21	9	3	10	5	7	3	6	17	6	6	7	8									
14	Число погашенных неиспользованных открепительных удостоверений	439	11	7	14	0	6	9	11	8	3	12	18	21	8	2	14	9	5	3	10	11	2	1	9	14	0	18	17	15	4	8	2	2	17	13	18	17	6	10	8	7	6	11	9	1	8	3	10	2	19									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	137	0	6	2	1	5	8	6	2	2	1	3	1	1	2	4	0	1	1	5	2	5	3	2	5	2	3	5	4	5	3	1	3	7	5	2	5	3	4	2	5	4	0	0	0	2	1	2	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	749	8	9	27	21	16	26	5	4	10	19	9	10	18	11	12	13	6	16	19	18	11	12	8	22	10	25	15	22	13	28	24	28	13	20	19	30	24	15	12	20	20	8	10	7	3	11	16	10	16									
		2.11%	2.47%	1.15%	3.28%	2.76%	2.07%	3.71%	0.91%	0.65%	1.61%	2.36%	1.23%	2.26%	2.27%	1.40%	1.49%	2.07%	0.87%	1.82%	2.31%	1.81%	1.55%	1.76%	1.42%	2.52%	1.46%	2.68%	1.72%	2.78%	2.04%	2.50%	2.96%	3.12%	1.89%	2.02%	2.17%	3.23%	2.83%	2.02%	1.88%	2.28%	2.27%	1.56%	2.68%	1.27%	0.68%	2.12%	2.42%	1.65%	3.33%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	844	10	15	17	16	13	14	12	16	15	16	10	9	22	20	10	13	18	18	29	21	15	14	18	27	22	26	17	15	17	29	22	23	13	24	28	25	16	13	18	17	20	21	13	14	11	11	18	14	9									
		2.38%	3.09%	1.92%	2.07%	2.10%	1.68%	2.00%	2.19%	2.58%	2.42%	1.99%	1.36%	2.04%	2.77%	2.55%	1.24%	2.07%	2.60%	2.05%	3.53%	2.12%	2.12%	2.06%	3.20%	3.09%	3.22%	2.79%	1.95%	1.89%	2.67%	2.58%	2.71%	2.56%	1.89%	2.43%	3.20%	2.69%	1.89%	1.75%	2.81%	1.94%	2.27%	4.10%	3.49%	2.55%	2.48%	2.12%	2.73%	2.31%	1.88%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	758	5	15	22	14	15	14	11	12	11	24	11	6	21	16	14	13	15	15	22	16	11	15	12	12	21	22	22	23	18	28	26	22	13	26	15	18	22	12	16	17	13	9	15	13	7	8	11	12	7									
		2.13%	1.54%	1.92%	2.68%	1.84%	1.94%	2.00%	2.00%	1.94%	1.77%	2.99%	1.50%	1.36%	2.64%	2.04%	1.73%	2.07%	2.17%	1.71%	2.68%	1.61%	1.55%	2.21%	2.14%	1.37%	3.07%	2.36%	2.53%	2.90%	2.83%	2.50%	3.20%	2.45%	1.89%	2.63%	1.71%	1.94%	2.60%	1.61%	2.50%	1.94%	1.48%	1.76%	4.02%	2.36%	1.58%	1.54%	1.67%	1.98%	1.46%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13354	164	324	356	283	403	241	230	224	208	290	264	190	286	267	290	245	230	304	287	331	270	258	208	316	222	323	305	283	232	435	296	330	261	404	321	313	293	258	231	293	316	218	137	228	198	228	284	281	195									
		37.60%	50.62%	41.54%	43.31%	37.19%	52.20%	34.43%	41.89%	36.13%	33.49%	36.07%	36.02%	42.99%	36.02%	34.01%	35.89%	38.95%	33.29%	34.62%	34.96%	33.37%	38.08%	37.94%	37.01%	36.16%	32.46%	34.62%	35.02%	35.73%	36.48%	38.77%	36.45%	36.75%	37.88%	40.89%	36.64%	33.69%	34.59%	34.68%	36.09%	33.41%	35.87%	42.58%	36.73%	41.45%	44.59%	43.85%	43.03%	46.45%	40.63%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	359	6	8	10	8	3	2	4	4	11	11	14	3	4	5	12	5	8	5	6	2	10	10	3	14	5	10	6	11	7	11	9	8	12	11	8	8	15	7	9	7	6	5	4	2	3	7	3	7	10									
		1.01%	1.85%	1.03%	1.22%	1.05%	0.39%	0.29%	0.73%	0.65%	1.77%	1.37%	1.91%	0.68%	0.50%	0.64%	1.49%	0.79%	1.16%	0.57%	0.73%	0.20%	1.41%	1.47%	0.53%	1.60%	0.73%	1.07%	0.69%	1.39%	1.10%	0.98%	1.11%	0.89%	1.74%	1.11%	0.91%	0.86%	1.77%	0.94%	1.41%	0.80%	0.68%	0.98%	1.07%	0.36%	0.68%	1.35%	0.45%	1.16%	2.08%									
24	"6. Политическая партия ""Гражданская Платформа"""	79	0	2	8	1	1	0	1	0	1	0	3	1	0	3	0	1	0	2	3	2	0	1	1	3	2	2	4	1	4	1	4	0	3	2	2	2	2	6	1	1	1	0	2	1	0	1	2	1	0									
		0.22%	0.00%	0.26%	0.97%	0.13%	0.13%	0.00%	0.18%	0.00%	0.16%	0.00%	0.41%	0.23%	0.00%	0.38%	0.00%	0.16%	0.00%	0.23%	0.37%	0.20%	0.00%	0.15%	0.18%	0.34%	0.29%	0.21%	0.46%	0.13%	0.63%	0.09%	0.49%	0.00%	0.44%	0.20%	0.23%	0.22%	0.24%	0.81%	0.16%	0.11%	0.11%	0.00%	0.54%	0.18%	0.00%	0.19%	0.30%	0.17%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	6396	37	112	150	137	138	169	106	128	94	140	129	78	136	143	135	99	117	162	153	176	130	107	95	141	98	171	160	116	124	183	132	149	141	160	168	164	171	156	110	181	172	107	83	113	86	94	123	128	94									
		18.01%	11.42%	14.36%	18.25%	18.00%	17.88%	24.14%	19.31%	20.65%	15.14%	17.41%	17.60%	17.65%	17.13%	18.22%	16.71%	15.74%	16.93%	18.45%	18.64%	17.74%	18.34%	15.74%	16.90%	16.13%	14.33%	18.33%	18.37%	14.65%	19.50%	16.31%	16.26%	16.59%	20.46%	16.19%	19.18%	17.65%	20.19%	20.97%	17.19%	20.64%	19.52%	20.90%	22.25%	20.55%	19.37%	18.08%	18.64%	21.16%	19.58%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	463	4	10	20	7	5	11	10	9	9	22	8	10	12	11	12	3	11	12	9	13	7	8	6	6	8	8	15	8	9	8	9	11	9	7	13	8	10	12	13	17	9	6	8	2	5	7	14	3	9									
		1.30%	1.23%	1.28%	2.43%	0.92%	0.65%	1.57%	1.82%	1.45%	1.45%	2.74%	1.09%	2.26%	1.51%	1.40%	1.49%	0.48%	1.59%	1.37%	1.10%	1.31%	0.99%	1.18%	1.07%	0.69%	1.17%	0.86%	1.72%	1.01%	1.42%	0.71%	1.11%	1.22%	1.31%	0.71%	1.48%	0.86%	1.18%	1.61%	2.03%	1.94%	1.02%	1.17%	2.14%	0.36%	1.13%	1.35%	2.12%	0.50%	1.88%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	498	4	16	22	3	7	9	4	6	13	11	21	9	5	10	15	2	10	13	8	7	9	10	3	10	10	11	17	13	7	15	13	12	10	10	8	21	15	7	12	18	24	4	1	7	0	11	5	10	10									
		1.40%	1.23%	2.05%	2.68%	0.39%	0.91%	1.29%	0.73%	0.97%	2.09%	1.37%	2.86%	2.04%	0.63%	1.27%	1.86%	0.32%	1.45%	1.48%	0.97%	0.71%	1.27%	1.47%	0.53%	1.14%	1.46%	1.18%	1.95%	1.64%	1.10%	1.34%	1.60%	1.34%	1.45%	1.01%	0.91%	2.26%	1.77%	0.94%	1.88%	2.05%	2.72%	0.78%	0.27%	1.27%	0.00%	2.12%	0.76%	1.65%	2.08%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	39	3	1	1	1	1	1	0	2	1	2	0	1	0	0	1	1	0	2	0	1	2	0	0	2	1	0	2	0	2	0	1	0	1	1	0	1	1	0	0	0	1	1	0	2	0	0	0	0	2									
		0.11%	0.93%	0.13%	0.12%	0.13%	0.13%	0.14%	0.00%	0.32%	0.16%	0.25%	0.00%	0.23%	0.00%	0.00%	0.12%	0.16%	0.00%	0.23%	0.00%	0.10%	0.28%	0.00%	0.00%	0.23%	0.15%	0.00%	0.23%	0.00%	0.31%	0.00%	0.12%	0.00%	0.15%	0.10%	0.00%	0.11%	0.12%	0.00%	0.00%	0.00%	0.11%	0.20%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.42%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	835	9	22	27	21	18	17	14	17	36	19	30	14	11	19	15	12	11	15	22	19	12	10	12	22	21	18	20	18	14	11	16	35	18	13	20	36	17	14	17	19	25	14	5	14	9	9	13	5	10									
		2.35%	2.78%	2.82%	3.28%	2.76%	2.33%	2.43%	2.55%	2.74%	5.80%	2.36%	4.09%	3.17%	1.39%	2.42%	1.86%	1.91%	1.59%	1.71%	2.68%	1.92%	1.69%	1.47%	2.14%	2.52%	3.07%	1.93%	2.30%	2.27%	2.20%	0.98%	1.97%	3.90%	2.61%	1.32%	2.28%	3.88%	2.01%	1.88%	2.66%	2.17%	2.84%	2.73%	1.34%	2.55%	2.03%	1.73%	1.97%	0.83%	2.08%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	6985	58	155	100	181	106	139	103	134	161	178	170	84	174	160	170	141	155	160	151	209	138	140	125	169	169	199	199	182	105	227	147	146	111	169	180	203	152	151	142	151	172	88	74	102	83	94	127	86	65									
		19.67%	17.90%	19.87%	12.17%	23.78%	13.73%	19.86%	18.76%	21.61%	25.93%	22.14%	23.19%	19.00%	21.91%	20.38%	21.04%	22.42%	22.43%	18.22%	18.39%	21.07%	19.46%	20.59%	22.24%	19.34%	24.71%	21.33%	22.85%	22.98%	16.51%	20.23%	18.10%	16.26%	16.11%	17.11%	20.55%	21.85%	17.95%	20.30%	22.19%	17.22%	19.52%	17.19%	19.84%	18.55%	18.69%	18.08%	19.24%	14.21%	13.54%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	119	0	6	4	1	4	2	2	4	2	3	4	2	4	3	3	3	4	5	1	0	2	8	3	3	2	2	1	1	1	1	2	4	3	4	0	7	4	3	2	3	0	0	0	1	3	0	0	0	2									
		0.34%	0.00%	0.77%	0.49%	0.13%	0.52%	0.29%	0.36%	0.65%	0.32%	0.37%	0.55%	0.45%	0.50%	0.38%	0.37%	0.48%	0.58%	0.57%	0.12%	0.00%	0.28%	1.18%	0.53%	0.34%	0.29%	0.21%	0.11%	0.13%	0.16%	0.09%	0.25%	0.45%	0.44%	0.40%	0.00%	0.75%	0.47%	0.40%	0.31%	0.34%	0.00%	0.00%	0.00%	0.18%	0.68%	0.00%	0.00%	0.00%	0.42%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3506	14	76	48	67	33	48	40	48	45	58	50	19	90	104	106	65	95	121	93	149	86	74	59	109	81	106	79	86	76	130	97	117	69	123	81	88	97	75	52	122	92	26	16	32	30	26	31	31	46									
		9.87%	4.32%	9.74%	5.84%	8.80%	4.27%	6.86%	7.29%	7.74%	7.25%	7.21%	6.82%	4.30%	11.34%	13.25%	13.12%	10.33%	13.75%	13.78%	11.33%	15.02%	12.13%	10.88%	10.50%	12.47%	11.84%	11.36%	9.07%	10.86%	11.95%	11.59%	11.95%	13.03%	10.01%	12.45%	9.25%	9.47%	11.45%	10.08%	8.13%	13.91%	10.44%	5.08%	4.29%	5.82%	6.76%	5.00%	4.70%	5.12%	9.58%									
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
