7	Число избирательных бюллетеней в переносных ящиках для голосования	2331	18	72	11	58	20	24	18	13	6	32	32	23	29	29	27	13	22	21	11	24	38	40	35	22	37	49	23	30	30	13	33	18	9	23	46	25	29	27	65	63	33	79	14	15	18	92	282	21	31	37	112	13	34	11	14	20	18	18	20	35	25	35	60	15	40	35	27	19									
8	Число бюллетеней в стационарных ящиках для голосования	68324	1134	965	1160	871	1145	1279	1168	547	358	1145	1195	1163	1050	909	900	1193	1204	1099	675	1137	1012	970	877	1194	1125	1170	1068	1071	906	1118	1148	1179	949	856	680	1084	712	907	799	833	647	1083	656	982	954	1005	777	745	529	858	1259	1067	1312	1244	861	924	832	1432	1661	1477	1545	1280	1282	662	748	1051	812	684									
9	Число недействительных избирательных бюллетеней	885	30	16	6	13	14	20	15	6	6	18	16	9	14	7	8	12	14	11	5	20	10	10	13	10	14	13	15	16	18	16	12	14	13	14	6	18	11	6	15	10	4	15	9	7	6	5	16	10	40	10	22	16	16	12	12	8	5	26	14	11	20	16	17	11	8	13	12	10									
10	Число действительных избирательных бюллетеней	69770	1122	1021	1165	916	1151	1283	1171	554	358	1159	1211	1177	1065	931	919	1194	1212	1109	681	1141	1040	1000	899	1206	1148	1206	1076	1085	918	1115	1169	1183	945	865	720	1091	730	928	849	886	676	1147	661	990	966	1092	1043	756	520	885	1349	1064	1330	1243	863	936	845	1424	1667	1501	1550	1299	1325	666	780	1073	827	693									
11	Число полученных открепительных  удостоверений	1985	30	30	40	20	30	50	110	10	10	30	20	30	30	30	30	30	30	50	20	30	30	20	30	30	30	30	30	30	30	20	30	30	30	30	20	30	30	30	30	30	30	30	10	30	30	30	30	30	0	30	30	30	30	30	10	20	10	30	50	50	30	35	30	10	30	20	30	30									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1191	24	15	30	10	20	25	17	8	3	17	11	19	18	22	12	24	24	16	10	28	16	14	17	18	21	30	19	21	17	16	19	12	13	22	12	14	15	12	14	18	20	27	10	14	21	17	6	13	0	16	20	16	27	25	5	12	8	25	38	35	21	31	29	5	15	14	12	16									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1441	21	16	35	49	21	14	18	18	4	21	23	13	21	15	24	23	23	21	19	34	10	17	10	11	15	21	16	12	12	11	11	25	15	17	20	15	30	5	8	9	12	25	6	30	12	20	91	23	166	8	25	10	15	21	9	13	3	31	11	17	19	48	17	27	17	13	17	12									
14	Число неиспользованных открепительных удостоверений	794	6	15	10	10	10	25	93	2	7	13	9	11	12	8	18	6	6	34	10	2	14	6	13	12	9	0	11	9	13	4	11	18	17	8	8	16	15	18	16	12	10	3	0	16	9	13	24	17	0	14	10	14	3	5	5	8	2	5	12	15	9	4	1	5	15	6	18	14									
15	Число открепительных удостоверений, выданных избирателям ТИК	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																															
19	Жириновский Владимир Вольфович	5884	109	60	87	111	67	105	90	40	36	85	91	94	85	68	77	91	91	84	61	106	68	55	70	115	89	88	86	101	93	77	98	77	74	72	52	103	91	95	73	77	64	93	72	73	89	86	84	67	186	64	106	95	111	116	76	71	67	121	154	131	113	109	121	48	66	98	58	53									
		8.33%	9.46%	5.79%	7.43%	11.95%	5.75%	8.06%	7.59%	7.14%	9.89%	7.22%	7.42%	7.93%	7.88%	7.25%	8.31%	7.55%	7.42%	7.50%	8.89%	9.13%	6.48%	5.45%	7.68%	9.46%	7.66%	7.22%	7.88%	9.17%	9.94%	6.81%	8.30%	6.43%	7.72%	8.19%	7.16%	9.29%	12.28%	10.17%	8.45%	8.59%	9.41%	8.00%	10.75%	7.32%	9.16%	7.84%	7.93%	8.75%	33.21%	7.15%	7.73%	8.80%	8.25%	9.24%	8.69%	7.52%	7.88%	8.34%	9.16%	8.66%	7.20%	8.29%	9.02%	7.09%	8.38%	9.02%	6.91%	7.54%									
20	Зюганов Геннадий Андреевич	14628	174	236	206	179	255	270	234	114	93	262	273	280	234	218	193	254	262	238	132	241	219	208	191	220	226	272	250	232	219	256	237	274	203	192	164	258	143	216	242	198	156	251	98	207	218	214	206	168	38	190	285	219	267	226	161	181	155	353	331	323	310	212	281	142	177	179	194	118									
		20.70%	15.10%	22.76%	17.59%	19.27%	21.89%	20.72%	19.73%	20.36%	25.55%	22.26%	22.25%	23.61%	21.69%	23.24%	20.82%	21.06%	21.37%	21.25%	19.24%	20.76%	20.86%	20.59%	20.94%	18.09%	19.45%	22.31%	22.91%	21.07%	23.40%	22.63%	20.07%	22.89%	21.19%	21.84%	22.59%	23.26%	19.30%	23.13%	28.01%	22.10%	22.94%	21.60%	14.63%	20.76%	22.43%	19.51%	19.45%	21.93%	6.79%	21.23%	20.79%	20.28%	19.84%	18.01%	18.40%	19.17%	18.24%	24.34%	19.69%	21.36%	19.75%	16.12%	20.94%	20.97%	22.46%	16.48%	23.12%	16.79%									
21	Миронов Сергей Михайлович	2712	38	43	32	35	46	53	38	18	15	36	49	53	49	42	42	47	48	47	27	34	49	41	52	54	45	53	47	37	28	47	49	61	28	35	24	45	26	29	35	29	21	49	30	41	22	40	24	26	10	31	53	52	54	55	32	26	36	63	57	66	59	46	37	28	38	46	43	21									
		3.84%	3.30%	4.15%	2.73%	3.77%	3.95%	4.07%	3.20%	3.21%	4.12%	3.06%	3.99%	4.47%	4.54%	4.48%	4.53%	3.90%	3.92%	4.20%	3.94%	2.93%	4.67%	4.06%	5.70%	4.44%	3.87%	4.35%	4.31%	3.36%	2.99%	4.16%	4.15%	5.10%	2.92%	3.98%	3.31%	4.06%	3.51%	3.10%	4.05%	3.24%	3.09%	4.22%	4.48%	4.11%	2.26%	3.65%	2.27%	3.39%	1.79%	3.46%	3.87%	4.81%	4.01%	4.38%	3.66%	2.75%	4.24%	4.34%	3.39%	4.37%	3.76%	3.50%	2.76%	4.14%	4.82%	4.24%	5.13%	2.99%									
22	Прохоров Михаил Дмитриевич	9006	175	150	195	101	208	198	129	71	42	165	176	172	144	125	107	193	187	164	103	153	153	113	118	154	137	112	129	126	92	144	135	171	144	120	68	129	72	69	66	88	67	159	60	128	105	124	117	111	47	105	130	141	176	199	64	76	67	216	235	182	225	217	162	111	104	165	120	95									
		12.75%	15.19%	14.46%	16.65%	10.87%	17.85%	15.20%	10.88%	12.68%	11.54%	14.02%	14.34%	14.50%	13.35%	13.33%	11.54%	16.00%	15.25%	14.64%	15.01%	13.18%	14.57%	11.19%	12.94%	12.66%	11.79%	9.19%	11.82%	11.44%	9.83%	12.73%	11.43%	14.29%	15.03%	13.65%	9.37%	11.63%	9.72%	7.39%	7.64%	9.82%	9.85%	13.68%	8.96%	12.84%	10.80%	11.30%	11.05%	14.49%	8.39%	11.73%	9.48%	13.06%	13.08%	15.86%	7.31%	8.05%	7.88%	14.90%	13.98%	12.04%	14.33%	16.50%	12.07%	16.40%	13.20%	15.19%	14.30%	13.51%									
23	Путин Владимир Владимирович	37540	626	532	645	490	575	657	680	311	172	611	622	578	553	478	500	609	624	576	358	607	551	583	468	663	651	681	564	589	486	591	650	600	496	446	412	556	398	519	433	494	368	595	401	541	532	628	612	384	239	495	775	557	722	647	530	582	520	671	890	799	843	715	724	337	395	585	412	406									
		53.13%	54.34%	51.30%	55.08%	52.74%	49.36%	50.42%	57.34%	55.54%	47.25%	51.91%	50.69%	48.74%	51.25%	50.96%	53.94%	50.50%	50.90%	51.43%	52.19%	52.28%	52.48%	57.72%	51.32%	54.52%	56.02%	55.87%	51.70%	53.50%	51.92%	52.25%	55.04%	50.13%	51.77%	50.74%	56.75%	50.14%	53.71%	55.57%	50.12%	55.13%	54.12%	51.20%	59.85%	54.26%	54.73%	57.25%	57.79%	50.13%	42.68%	55.31%	56.53%	51.57%	53.64%	51.55%	60.57%	61.65%	61.18%	46.28%	52.94%	52.84%	53.69%	54.37%	53.95%	49.78%	50.13%	53.87%	49.11%	57.75%									
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
