Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
"Наименование Избирательной комиссии:    Брянск, Володарская"																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91									
		1.56%	0.84%	0.81%	0.38%	2.15%	0.96%	1.42%	0.47%	2.66%	2.60%	1.76%	0.61%	1.43%	2.49%	2.32%	1.67%	2.03%	1.37%	1.63%	1.95%	2.23%	1.53%	0.91%	1.54%	2.78%	1.65%	1.10%	1.55%	1.52%	0.25%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17372	869	805	759	780	599	643	682	357	915	713	653	995	846	684	719	308	744	542	86	360	317	636	664	841	422	572	417	191	253									
		58.27%	60.85%	65.39%	57.37%	62.25%	63.79%	56.95%	63.86%	43.22%	62.63%	59.72%	66.84%	67.64%	57.05%	54.76%	63.35%	52.03%	53.64%	51.92%	33.59%	50.14%	40.33%	57.92%	56.66%	64.84%	46.32%	70.01%	53.74%	48.48%	63.25%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	212	15	7	4	4	5	11	1	4	8	5	7	6	31	16	8	5	16	11	1	7	4	3	8	6	12	1	1	2	3									
		0.71%	1.05%	0.57%	0.30%	0.32%	0.53%	0.97%	0.09%	0.48%	0.55%	0.42%	0.72%	0.41%	2.09%	1.28%	0.70%	0.84%	1.15%	1.05%	0.39%	0.97%	0.51%	0.27%	0.68%	0.46%	1.32%	0.12%	0.13%	0.51%	0.75%									
24	"6. Политическая партия ""Гражданская Платформа"""	106	14	12	6	2	6	2	2	1	2	5	0	0	17	2	1	4	0	6	1	4	2	3	4	5	1	0	3	0	1									
		0.36%	0.98%	0.97%	0.45%	0.16%	0.64%	0.18%	0.19%	0.12%	0.14%	0.42%	0.00%	0.00%	1.15%	0.16%	0.09%	0.68%	0.00%	0.57%	0.39%	0.56%	0.25%	0.27%	0.34%	0.39%	0.11%	0.00%	0.39%	0.00%	0.25%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3514	177	163	133	114	95	138	114	101	164	119	93	152	172	167	144	92	154	136	47	81	143	138	142	48	146	89	134	73	45									
		11.79%	12.39%	13.24%	10.05%	9.10%	10.12%	12.22%	10.67%	12.23%	11.23%	9.97%	9.52%	10.33%	11.60%	13.37%	12.69%	15.54%	11.10%	13.03%	18.36%	11.28%	18.19%	12.57%	12.12%	3.70%	16.03%	10.89%	17.27%	18.53%	11.25%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	175	15	11	10	7	4	9	6	3	6	8	6	6	24	9	4	2	6	5	2	4	5	1	9	0	5	6	0	2	0									
		0.59%	1.05%	0.89%	0.76%	0.56%	0.43%	0.80%	0.56%	0.36%	0.41%	0.67%	0.61%	0.41%	1.62%	0.72%	0.35%	0.34%	0.43%	0.48%	0.78%	0.56%	0.64%	0.09%	0.77%	0.00%	0.55%	0.73%	0.00%	0.51%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	297	11	9	16	9	6	13	5	9	14	38	14	9	16	12	5	4	26	24	5	9	9	7	12	0	3	3	4	5	0									
		0.99%	0.77%	0.73%	1.21%	0.72%	0.64%	1.15%	0.47%	1.09%	0.96%	3.18%	1.43%	0.61%	1.08%	0.96%	0.44%	0.68%	1.87%	2.30%	1.95%	1.25%	1.15%	0.64%	1.02%	0.00%	0.33%	0.37%	0.52%	1.27%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	45	11	8	1	0	0	1	1	1	1	0	0	0	10	0	1	2	1	1	0	0	1	0	1	0	2	1	1	0	0									
		0.15%	0.77%	0.65%	0.08%	0.00%	0.00%	0.09%	0.09%	0.12%	0.07%	0.00%	0.00%	0.00%	0.67%	0.00%	0.09%	0.34%	0.07%	0.10%	0.00%	0.00%	0.13%	0.00%	0.09%	0.00%	0.22%	0.12%	0.13%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	310	12	19	8	13	3	15	9	14	15	14	7	8	10	15	15	8	22	20	4	8	15	9	9	8	7	9	8	5	1									
		1.04%	0.84%	1.54%	0.60%	1.04%	0.32%	1.33%	0.84%	1.69%	1.03%	1.17%	0.72%	0.54%	0.67%	1.20%	1.32%	1.35%	1.59%	1.92%	1.56%	1.11%	1.91%	0.82%	0.77%	0.62%	0.77%	1.10%	1.03%	1.27%	0.25%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4201	162	111	224	178	147	164	146	162	172	138	98	161	156	184	120	100	201	138	52	101	144	182	181	273	184	85	114	56	67									
		14.09%	11.34%	9.02%	16.93%	14.21%	15.65%	14.53%	13.67%	19.61%	11.77%	11.56%	10.03%	10.94%	10.52%	14.73%	10.57%	16.89%	14.49%	13.22%	20.31%	14.07%	18.32%	16.58%	15.44%	21.05%	20.20%	10.40%	14.69%	14.21%	16.75%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	103	11	8	7	3	2	2	3	2	4	3	4	1	3	4	2	4	3	5	1	4	4	0	4	0	8	0	6	4	1									
		0.35%	0.77%	0.65%	0.53%	0.24%	0.21%	0.18%	0.28%	0.24%	0.27%	0.25%	0.41%	0.07%	0.20%	0.32%	0.18%	0.68%	0.22%	0.48%	0.39%	0.56%	0.51%	0.00%	0.34%	0.00%	0.88%	0.00%	0.77%	1.02%	0.25%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1568	81	21	88	66	40	61	53	81	63	65	47	71	58	66	45	23	124	79	33	44	71	67	62	26	62	16	30	15	10									
		5.26%	5.67%	1.71%	6.65%	5.27%	4.26%	5.40%	4.96%	9.81%	4.31%	5.44%	4.81%	4.83%	3.91%	5.28%	3.96%	3.89%	8.94%	7.57%	12.89%	6.13%	9.03%	6.10%	5.29%	2.00%	6.81%	1.96%	3.87%	3.81%	2.50%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
