Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Алексеевская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120									
		1.25%	1.90%	2.04%	0.00%	0.77%	0.00%	0.73%	1.56%	0.78%	1.15%	1.15%	0.45%	0.93%	1.16%	1.95%	1.19%	0.60%	1.54%	2.02%	1.28%	0.93%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7138	705	607	846	318	88	343	290	200	134	254	311	320	268	920	171	374	246	243	417	83									
		73.11%	70.57%	56.41%	81.03%	81.33%	83.81%	83.25%	75.52%	77.82%	77.01%	73.20%	70.05%	74.77%	77.68%	71.76%	67.86%	75.10%	75.69%	70.03%	76.37%	76.85%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	22	4	4	3	0	0	0	1	0	1	0	0	1	0	2	3	1	0	1	1	0									
		0.23%	0.40%	0.37%	0.29%	0.00%	0.00%	0.00%	0.26%	0.00%	0.57%	0.00%	0.00%	0.23%	0.00%	0.16%	1.19%	0.20%	0.00%	0.29%	0.18%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0									
		0.03%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	940	33	210	41	19	7	35	36	21	17	18	66	40	41	156	25	40	9	46	67	13									
		9.63%	3.30%	19.52%	3.93%	4.86%	6.67%	8.50%	9.38%	8.17%	9.77%	5.19%	14.86%	9.35%	11.88%	12.17%	9.92%	8.03%	2.77%	13.26%	12.27%	12.04%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	2	9	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
		0.15%	0.20%	0.84%	0.00%	0.26%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	12	2	2	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	2	1	0									
		0.12%	0.20%	0.19%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.58%	0.18%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0									
		0.03%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	30	5	7	3	1	0	1	2	0	0	0	0	1	0	6	1	0	1	1	1	0									
		0.31%	0.50%	0.65%	0.29%	0.26%	0.00%	0.24%	0.52%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.47%	0.40%	0.00%	0.31%	0.29%	0.18%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	718	86	106	68	16	9	18	37	22	13	24	37	33	12	97	28	24	19	25	36	8									
		7.35%	8.61%	9.85%	6.51%	4.09%	8.57%	4.37%	9.64%	8.56%	7.47%	6.92%	8.33%	7.71%	3.48%	7.57%	11.11%	4.82%	5.85%	7.20%	6.59%	7.41%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	5	2	0	1	0	3	0	1	0	0	0	1	0	5	0	0	0	1	1	0									
		0.20%	0.50%	0.19%	0.00%	0.26%	0.00%	0.73%	0.00%	0.39%	0.00%	0.00%	0.00%	0.23%	0.00%	0.39%	0.00%	0.00%	0.00%	0.29%	0.18%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	425	88	37	70	20	0	1	2	0	5	37	7	12	7	24	8	55	38	10	4	0									
		4.35%	8.81%	3.44%	6.70%	5.12%	0.00%	0.24%	0.52%	0.00%	2.87%	10.66%	1.58%	2.80%	2.03%	1.87%	3.17%	11.04%	11.69%	2.88%	0.73%	0.00%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
