Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																							
Дата голосования: 02.12.2007																																																																							
																																																																							
Наименование Избирательной комиссии:    Зианчуринская																																																																							
																																																																							
Сводная таблица результатов выборов																																																																							
																																																																							
		Сумма	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1958	УИК №1959	УИК №1960	УИК №1961	УИК №1962	УИК №1963	УИК №1964	УИК №1965	УИК №1966	УИК №1967	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1972	УИК №1973	УИК №1974	УИК №1975	УИК №1976	УИК №1977	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	518	18	4	4	10	10	5	6	2	4	8	2	2	2	5	2	8	8	4	5	5	9	3	44	50	25	2	40	2	7	4	30	10	7	8	2	2	23	2	0	14	2	2	11	11	9	2	9	2	9	0	0	9	0	0	0	20	5	0	9	4	0	4	8	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	484	8	4	1	10	10	5	6	0	4	8	2	2	2	5	2	8	8	4	5	5	9	3	44	50	25	2	40	2	7	4	30	0	7	8	2	2	23	2	0	14	2	2	11	11	9	0	2	2	9	0	0	9	0	0	0	20	5	0	9	4	0	4	8	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	91	0	1	0	0	3	0	1	0	2	2	0	0	0	2	0	3	3	0	0	0	0	1	13	3	3	1	10	0	0	3	4	0	0	1	0	0	2	0	0	10	1	0	1	2	1	0	0	0	3	0	0	1	2	1	1	1	0	0	1	2	1	0	5	0					
14	Число погашенных неиспользованных открепительных удостоверений	34	10	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	71	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	12	6	6	0	7	0	0	0	4	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	2	3	3	1	1	1	0	0	0	6	0	0	0	0	0	0	3	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																							
18	1.Политическая партия «Аграрная партия России»	84	2	0	0	0	0	3	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	1	8	17	8	0	7	0	0	2	3	0	0	0	0	0	1	1	0	2	0	0	4	3	4	0	3	1	1	0	0	0	0	0	1	2	0	0	0	3	0	0	3	0					
		0.45%	0.26%	0.00%	0.00%	0.00%	0.00%	2.65%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.56%	0.68%	0.84%	1.39%	1.60%	0.00%	0.48%	0.00%	0.00%	0.75%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.97%	0.00%	0.65%	0.00%	0.00%	0.86%	0.49%	0.76%	0.00%	0.55%	0.49%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	1.39%	0.23%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.76%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	5	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.08%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	567	23	1	0	8	3	5	1	0	7	8	1	1	4	4	3	3	6	0	0	1	1	1	52	100	23	2	86	3	6	7	21	6	3	6	1	5	10	1	0	6	0	1	5	32	7	4	7	4	8	1	0	13	4	1	1	15	0	0	14	14	2	6	6	3					
		3.03%	3.05%	0.93%	0.00%	2.97%	1.20%	4.42%	0.45%	0.00%	3.03%	2.64%	1.37%	1.43%	2.53%	2.00%	2.27%	0.98%	1.88%	0.00%	0.00%	0.58%	0.56%	0.68%	5.43%	8.18%	4.61%	1.68%	5.86%	2.97%	4.80%	2.64%	2.28%	2.47%	2.17%	2.01%	1.32%	3.52%	2.24%	0.97%	0.00%	1.94%	0.00%	0.98%	1.08%	5.25%	1.33%	3.05%	1.28%	1.97%	1.62%	0.53%	0.00%	2.15%	5.00%	0.82%	1.39%	1.73%	0.00%	0.00%	4.65%	3.89%	5.13%	4.84%	1.51%	1.51%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	103	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	20	22	8	0	14	1	0	1	7	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	1	2	1	0	0	7	0	0	1	2	0	0	0	0	0	0	3	0					
		0.55%	0.40%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.31%	0.00%	0.00%	0.00%	0.00%	0.68%	2.09%	1.80%	1.60%	0.00%	0.95%	0.99%	0.00%	0.38%	0.76%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.16%	0.38%	0.00%	0.18%	0.99%	0.20%	0.00%	0.00%	1.16%	0.00%	0.00%	1.39%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	94	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	1	0	0	0	0	1	8	43	7	0	7	0	0	0	5	1	0	0	0	0	0	0	0	3	0	0	2	3	2	0	1	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0					
		0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.31%	0.00%	0.00%	0.00%	0.00%	0.68%	0.84%	3.52%	1.40%	0.00%	0.48%	0.00%	0.00%	0.00%	0.54%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.43%	0.49%	0.38%	0.00%	0.18%	0.00%	0.00%	1.07%	0.00%	0.00%	0.00%	0.82%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	17	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.09%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	1.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	17734	727	107	97	259	248	87	221	65	224	291	72	69	154	196	129	297	310	163	145	171	176	144	854	1025	443	117	1341	97	118	255	873	235	135	293	72	135	433	101	43	297	128	101	453	567	510	127	536	196	479	184	70	586	76	120	69	843	71	74	263	342	36	118	377	189					
		94.68%	96.29%	99.07%	100.00%	96.28%	98.80%	76.99%	99.10%	100.00%	96.97%	96.04%	98.63%	98.57%	97.47%	98.00%	97.73%	97.06%	97.18%	100.00%	99.32%	99.42%	98.88%	97.30%	89.24%	83.81%	88.78%	98.32%	91.35%	96.04%	94.40%	96.23%	94.89%	96.71%	97.83%	97.99%	94.74%	95.07%	96.87%	98.06%	100.00%	96.12%	100.00%	99.02%	97.63%	93.10%	96.77%	96.95%	97.81%	96.55%	97.16%	98.40%	100.00%	96.70%	95.00%	98.36%	95.83%	97.23%	100.00%	100.00%	87.38%	95.00%	92.31%	95.16%	94.96%	94.97%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
