Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Красноярская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	94	2	5	4	4	11	8	0	2	1	0	0	3	0	1	1	1	2	4	2	3	2	5	0	4	4	1	2	0	7	1	6	1	4	0	0	3									
		0.94%	0.62%	1.33%	1.57%	2.67%	1.64%	1.42%	0.00%	0.72%	0.36%	0.00%	0.00%	0.71%	0.00%	0.80%	0.86%	0.56%	0.53%	1.78%	0.88%	1.35%	1.02%	1.45%	0.00%	0.75%	1.26%	0.30%	1.46%	0.00%	1.28%	1.32%	0.96%	1.11%	1.15%	0.00%	0.00%	0.65%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	466	14	17	5	3	38	10	4	8	12	15	3	17	3	4	4	13	15	14	10	14	10	15	2	22	20	26	12	6	27	2	23	2	20	16	1	39									
		4.65%	4.35%	4.51%	1.96%	2.00%	5.65%	1.77%	1.74%	2.87%	4.27%	5.23%	2.16%	4.05%	2.88%	3.20%	3.45%	7.26%	3.98%	6.22%	4.39%	6.28%	5.08%	4.34%	3.33%	4.14%	6.29%	7.81%	8.76%	6.67%	4.95%	2.63%	3.69%	2.22%	5.75%	7.69%	1.10%	8.44%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	155	4	9	12	0	10	15	4	3	4	3	0	5	2	5	1	2	4	0	2	4	3	4	1	9	6	6	0	3	6	1	10	4	5	3	0	5									
		1.55%	1.24%	2.39%	4.71%	0.00%	1.49%	2.66%	1.74%	1.08%	1.42%	1.05%	0.00%	1.19%	1.92%	4.00%	0.86%	1.12%	1.06%	0.00%	0.88%	1.79%	1.52%	1.16%	1.67%	1.69%	1.89%	1.80%	0.00%	3.33%	1.10%	1.32%	1.60%	4.44%	1.44%	1.44%	0.00%	1.08%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4213	116	136	77	51	231	189	85	81	109	155	80	232	32	39	84	100	134	95	154	118	102	155	20	208	111	150	49	35	279	37	271	57	109	88	63	181									
		42.08%	36.02%	36.07%	30.20%	34.00%	34.38%	33.51%	36.96%	29.03%	38.79%	54.01%	57.55%	55.24%	30.77%	31.20%	72.41%	55.87%	35.54%	42.22%	67.54%	52.91%	51.78%	44.80%	33.33%	39.10%	34.91%	45.05%	35.77%	38.89%	51.10%	48.68%	43.43%	63.33%	31.32%	42.31%	69.23%	39.18%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	51	1	1	4	2	3	6	1	0	3	2	0	1	0	0	1	0	1	0	0	1	1	2	0	3	0	0	2	0	0	0	9	0	2	3	0	2									
		0.51%	0.31%	0.27%	1.57%	1.33%	0.45%	1.06%	0.43%	0.00%	1.07%	0.70%	0.00%	0.24%	0.00%	0.00%	0.86%	0.00%	0.27%	0.00%	0.00%	0.45%	0.51%	0.58%	0.00%	0.56%	0.00%	0.00%	1.46%	0.00%	0.00%	0.00%	1.44%	0.00%	0.57%	1.44%	0.00%	0.43%									
24	"6. Политическая партия ""Гражданская Платформа"""	34	0	1	0	0	2	0	1	1	0	1	0	0	0	0	1	3	4	0	1	1	2	0	0	3	2	4	1	1	0	0	2	0	1	0	1	1									
		0.34%	0.00%	0.27%	0.00%	0.00%	0.30%	0.00%	0.43%	0.36%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.86%	1.68%	1.06%	0.00%	0.44%	0.45%	1.02%	0.00%	0.00%	0.56%	0.63%	1.20%	0.73%	1.11%	0.00%	0.00%	0.32%	0.00%	0.29%	0.00%	1.10%	0.22%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	994	55	58	51	20	104	87	40	29	26	12	8	9	9	17	3	16	37	28	15	6	8	26	11	15	57	14	17	8	39	15	56	3	33	15	2	45									
		9.93%	17.08%	15.38%	20.00%	13.33%	15.48%	15.43%	17.39%	10.39%	9.25%	4.18%	5.76%	2.14%	8.65%	13.60%	2.59%	8.94%	9.81%	12.44%	6.58%	2.69%	4.06%	7.51%	18.33%	2.82%	17.92%	4.20%	12.41%	8.89%	7.14%	19.74%	8.97%	3.33%	9.48%	7.21%	2.20%	9.74%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	50	1	4	2	1	3	2	2	4	1	0	0	0	0	0	0	2	2	1	0	1	1	1	4	0	2	2	1	0	1	0	8	0	2	1	0	1									
		0.50%	0.31%	1.06%	0.78%	0.67%	0.45%	0.35%	0.87%	1.43%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.12%	0.53%	0.44%	0.00%	0.45%	0.51%	0.29%	6.67%	0.00%	0.63%	0.60%	0.73%	0.00%	0.18%	0.00%	1.28%	0.00%	0.57%	0.48%	0.00%	0.22%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	38	1	4	4	1	3	3	1	0	3	0	0	1	0	1	0	0	0	0	0	0	0	2	0	1	1	6	1	0	0	0	3	0	1	0	0	1									
		0.38%	0.31%	1.06%	1.57%	0.67%	0.45%	0.53%	0.43%	0.00%	1.07%	0.00%	0.00%	0.24%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.19%	0.31%	1.80%	0.73%	0.00%	0.00%	0.00%	0.48%	0.00%	0.29%	0.00%	0.00%	0.22%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	1	0	0	0	2	0	0	0	4	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	1	1	1	1	0	0	3	0	4	0	0	0									
		0.23%	0.31%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	1.42%	0.35%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	1.02%	0.00%	0.00%	0.00%	0.31%	0.30%	0.73%	1.11%	0.00%	0.00%	0.48%	0.00%	1.15%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	73	1	3	4	0	6	3	0	10	3	0	1	3	1	1	0	3	2	1	1	0	1	4	1	2	1	1	1	0	4	1	8	0	0	2	0	4									
		0.73%	0.31%	0.80%	1.57%	0.00%	0.89%	0.53%	0.00%	3.58%	1.07%	0.00%	0.72%	0.71%	0.96%	0.80%	0.00%	1.68%	0.53%	0.44%	0.44%	0.00%	0.51%	1.16%	1.67%	0.38%	0.31%	0.30%	0.73%	0.00%	0.73%	1.32%	1.28%	0.00%	0.00%	0.96%	0.00%	0.87%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2007	74	75	62	40	127	106	54	68	59	58	27	77	31	29	10	26	102	55	29	46	22	75	7	121	67	55	24	18	97	13	105	6	81	32	14	115									
		20.05%	22.98%	19.89%	24.31%	26.67%	18.90%	18.79%	23.48%	24.37%	20.99%	20.21%	19.42%	18.33%	29.81%	23.20%	8.62%	14.53%	27.06%	24.44%	12.72%	20.63%	11.17%	21.68%	11.67%	22.74%	21.07%	16.52%	17.52%	20.00%	17.77%	17.11%	16.83%	6.67%	23.28%	15.38%	15.38%	24.89%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	94	3	11	2	0	9	8	2	5	0	2	0	8	1	0	1	1	3	1	0	3	1	4	0	2	1	1	1	0	3	0	7	0	5	8	0	1									
		0.94%	0.93%	2.92%	0.78%	0.00%	1.34%	1.42%	0.87%	1.79%	0.00%	0.70%	0.00%	1.90%	0.96%	0.00%	0.86%	0.56%	0.80%	0.44%	0.00%	1.35%	0.51%	1.16%	0.00%	0.38%	0.31%	0.30%	0.73%	0.00%	0.55%	0.00%	1.12%	0.00%	1.44%	3.85%	0.00%	0.22%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1295	41	46	22	20	96	112	20	60	43	22	9	40	20	22	6	10	56	20	11	12	29	41	13	88	37	52	19	7	56	2	100	13	61	32	6	51									
		12.94%	12.73%	12.20%	8.63%	13.33%	14.29%	19.86%	8.70%	21.51%	15.30%	7.67%	6.47%	9.52%	19.23%	17.60%	5.17%	5.59%	14.85%	8.89%	4.82%	5.38%	14.72%	11.85%	21.67%	16.54%	11.64%	15.62%	13.87%	7.78%	10.26%	2.63%	16.03%	14.44%	17.53%	15.38%	6.59%	11.04%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
