Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																	
Дата голосования: 07.12.2003 0:00:00																	
																	
Наименование Избирательной комиссии:    Мильковская																	
																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																	
																	
		Сумма	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149					
38	"21. ""Российская Конституционно-демократическая партия"""	10	1	1	3	1	2	0	0	0	0	2					
		0.19%	1.03%	0.28%	0.32%	0.11%	0.18%	0.0%	0.0%	0.0%	0.0%	0.71%					
39	"22. ""Развитие предпринимательства"""	13	1	1	0	3	3	2	1	0	2	0					
		0.24%	1.03%	0.28%	0.0%	0.35%	0.27%	0.21%	0.52%	0.0%	0.42%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	415	8	18	59	79	111	85	15	2	26	12					
		7.90%	8.24%	5.12%	6.33%	9.23%	10.32%	9.17%	7.93%	2.59%	5.53%	4.27%					
																	
41	Против всех	201	6	12	50	23	40	41	3	5	15	6					
		3.82%	6.18%	3.41%	5.37%	2.69%	3.72%	4.42%	1.58%	6.49%	3.19%	2.13%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
