Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Cacовская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785									
11	Число открепительных удостоверений, полученных участковыми избирательными комиссиями	280	5	10	5	10	5	5	10	5	5	5	10	5	5	5	15	5	10	5	10	15	5	5	5	5	5	15	10	10	5	15	15	10	5	5	5	5	5									
12	Число открепительных удостоверений, выданных избирателям на избирательных участках	59	1	3	0	2	0	0	3	0	0	2	1	3	0	2	2	3	3	1	2	4	1	0	0	1	0	3	3	0	0	7	4	4	0	0	0	1	3									
13	Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках	75	4	3	2	4	0	0	3	0	1	4	1	4	0	0	0	1	5	3	1	7	5	2	4	2	0	0	0	6	0	4	2	4	1	0	1	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	221	4	7	5	8	5	5	7	5	5	3	9	2	5	3	13	2	7	4	8	11	4	5	5	4	5	12	7	10	5	8	11	6	5	5	5	4	2									
15	Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
18	1.Политическая партия «Аграрная партия России»	278	8	8	1	8	1	0	6	2	33	11	3	3	3	2	17	3	20	2	12	18	16	0	9	5	5	4	3	11	0	26	8	7	6	9	1	7	0									
		3.39%	2.56%	1.87%	1.16%	2.52%	1.43%	0.00%	1.86%	2.67%	16.10%	4.28%	1.17%	1.37%	2.10%	1.41%	3.36%	1.20%	5.99%	2.17%	3.92%	4.77%	8.84%	0.00%	3.70%	4.07%	5.95%	1.69%	0.91%	4.30%	0.00%	5.49%	2.31%	2.03%	4.62%	5.66%	1.15%	3.40%	0.00%									
19	2.Всероссийская политическая партия «Гражданская Сила»	27	0	1	0	1	3	0	0	1	1	0	1	0	0	2	2	0	0	0	0	0	1	0	0	0	1	1	0	1	1	2	2	3	0	1	0	0	2									
		0.33%	0.00%	0.23%	0.00%	0.32%	4.29%	0.00%	0.00%	1.33%	0.49%	0.00%	0.39%	0.00%	0.00%	1.41%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	1.19%	0.42%	0.00%	0.39%	1.09%	0.42%	0.58%	0.87%	0.00%	0.63%	0.00%	0.00%	2.00%									
20	3.Политическая партия «Демократическая партия России»	14	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0									
		0.17%	0.00%	0.23%	1.16%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.40%	0.30%	0.00%	0.00%	0.27%	0.55%	1.59%	0.41%	0.00%	0.00%	0.42%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.63%	0.00%	0.00%	0.00%									
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1920	61	132	38	101	13	10	55	12	33	35	128	43	26	35	113	79	103	38	68	59	33	13	70	31	9	85	108	48	16	82	65	55	30	33	8	36	16									
		23.38%	19.55%	30.91%	44.19%	31.86%	18.57%	17.54%	17.03%	16.00%	16.10%	13.62%	49.81%	19.63%	18.18%	24.65%	22.33%	31.60%	30.84%	41.30%	22.22%	15.65%	18.23%	20.63%	28.81%	25.20%	10.71%	36.02%	32.63%	18.75%	17.39%	17.30%	18.73%	15.94%	23.08%	20.75%	9.20%	17.48%	16.00%									
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	16	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	2	0	0	0	0	2	1	0	0	0	1	0	0	1	1	0	0									
		0.19%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.20%	0.40%	0.00%	0.00%	0.33%	0.27%	1.10%	0.00%	0.00%	0.00%	0.00%	0.85%	0.30%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.63%	1.15%	0.00%	0.00%									
23	6.Политическая партия «Партия социальной справедливости»	20	0	2	0	0	2	0	1	0	0	0	0	2	0	0	1	0	1	0	1	1	0	0	2	0	0	2	0	0	0	1	1	0	1	1	0	0	1									
		0.24%	0.00%	0.47%	0.00%	0.00%	2.86%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	0.00%	0.20%	0.00%	0.30%	0.00%	0.33%	0.27%	0.00%	0.00%	0.82%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.21%	0.29%	0.00%	0.77%	0.63%	0.00%	0.00%	1.00%									
24	7.Политическая партия «Либерально-демократическая партия России»	680	15	49	14	31	8	4	34	5	19	28	23	25	3	9	60	8	28	8	30	31	16	3	14	6	5	19	12	23	9	35	24	32	12	7	5	17	9									
		8.28%	4.81%	11.48%	16.28%	9.78%	11.43%	7.02%	10.53%	6.67%	9.27%	10.89%	8.95%	11.42%	2.10%	6.34%	11.86%	3.20%	8.38%	8.70%	9.80%	8.22%	8.84%	4.76%	5.76%	4.88%	5.95%	8.05%	3.63%	8.98%	9.78%	7.38%	6.92%	9.28%	9.23%	4.40%	5.75%	8.25%	9.00%									
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	391	16	10	3	14	7	2	19	11	7	10	5	5	13	9	28	8	17	2	23	26	7	0	10	3	2	12	9	8	4	36	14	21	5	6	7	11	1									
		4.76%	5.13%	2.34%	3.49%	4.42%	10.00%	3.51%	5.88%	14.67%	3.41%	3.89%	1.95%	2.28%	9.09%	6.34%	5.53%	3.20%	5.09%	2.17%	7.52%	6.90%	3.87%	0.00%	4.12%	2.44%	2.38%	5.08%	2.72%	3.13%	4.35%	7.59%	4.03%	6.09%	3.85%	3.77%	8.05%	5.34%	1.00%									
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	86	1	1	0	5	3	1	1	3	4	1	0	3	1	1	8	0	2	1	7	3	1	1	2	1	2	3	7	0	1	7	2	3	3	3	1	1	2									
		1.05%	0.32%	0.23%	0.00%	1.58%	4.29%	1.75%	0.31%	4.00%	1.95%	0.39%	0.00%	1.37%	0.70%	0.70%	1.58%	0.00%	0.60%	1.09%	2.29%	0.80%	0.55%	1.59%	0.82%	0.81%	2.38%	1.27%	2.11%	0.00%	1.09%	1.48%	0.58%	0.87%	2.31%	1.89%	1.15%	0.49%	2.00%									
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4659	204	216	29	154	33	40	199	40	106	165	93	135	94	81	271	143	159	39	160	235	102	45	128	77	55	107	187	161	60	274	225	222	69	95	62	132	62									
		56.73%	65.38%	50.59%	33.72%	48.58%	47.14%	70.18%	61.61%	53.33%	51.71%	64.20%	36.19%	61.64%	65.73%	57.04%	53.56%	57.20%	47.60%	42.39%	52.29%	62.33%	56.35%	71.43%	52.67%	62.60%	65.48%	45.34%	56.50%	62.89%	65.22%	57.81%	64.84%	64.35%	53.08%	59.75%	71.26%	64.08%	62.00%									
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	36	0	2	0	0	0	0	4	1	1	2	1	1	1	0	1	4	0	0	3	0	0	0	1	0	0	0	2	1	1	3	1	1	1	1	1	1	1									
		0.44%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	1.24%	1.33%	0.49%	0.78%	0.39%	0.46%	0.70%	0.00%	0.20%	1.60%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.60%	0.39%	1.09%	0.63%	0.29%	0.29%	0.77%	0.63%	1.15%	0.49%	1.00%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
