Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Усть-Ишимская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	0	0	0	2	0	1	1	1	0	0	0	1	0	0	0	2	0	1	0	0	1	1	0	0	0	1	0	0	0	0									
		0.26%	0.00%	0.00%	0.00%	0.71%	0.00%	1.10%	0.75%	0.78%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	1.45%	0.00%	0.80%	0.00%	0.00%	0.38%	0.35%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	116	0	4	1	8	0	9	3	0	1	1	3	7	1	2	5	0	4	3	4	6	6	10	12	12	3	2	2	5	1	1									
		2.56%	0.00%	4.60%	1.45%	2.86%	0.00%	9.89%	2.26%	0.00%	0.64%	1.02%	1.45%	3.26%	1.22%	1.92%	2.36%	0.00%	2.41%	2.40%	3.33%	2.01%	2.31%	3.50%	3.99%	4.33%	5.88%	1.20%	2.63%	4.72%	1.61%	1.69%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
