Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Нагайбакская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785									
		0.51%	1.28%	0.97%	0.00%	0.00%	0.00%	1.02%	0.42%	0.00%	0.00%	0.81%	1.55%	0.00%	0.00%	0.00%	1.19%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.50%	0.00%	0.82%	0.00%	0.56%	0.57%	0.00%	0.77%	0.80%	0.00%	0.00%	0.00%	0.00%	0.53%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1037	42	7	35	6	13	6	62	6	19	38	17	22	1	3	35	17	7	6	22	102	15	20	107	14	6	15	39	12	35	84	75	5	15	7	13	109									
		10.53%	8.96%	6.80%	11.40%	5.88%	16.88%	6.12%	13.16%	5.26%	16.38%	10.27%	13.18%	14.19%	2.00%	3.49%	8.33%	18.89%	3.65%	4.92%	12.94%	10.22%	8.77%	12.66%	13.29%	12.73%	4.92%	16.30%	10.89%	6.86%	16.91%	9.20%	8.62%	7.46%	9.49%	4.90%	11.82%	14.57%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	35	4	0	1	0	0	0	2	0	0	4	0	1	0	0	1	0	0	0	0	7	0	0	4	0	0	0	0	0	0	5	3	0	0	1	0	2									
		0.36%	0.85%	0.00%	0.33%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	1.08%	0.00%	0.65%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.34%	0.00%	0.00%	0.70%	0.00%	0.27%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1561	75	13	72	17	8	11	37	18	29	54	28	51	4	17	49	11	12	26	13	150	39	39	65	9	17	14	42	20	18	229	175	8	24	33	9	125									
		15.85%	15.99%	12.62%	23.45%	16.67%	10.39%	11.22%	7.86%	15.79%	25.00%	14.59%	21.71%	32.90%	8.00%	19.77%	11.67%	12.22%	6.25%	21.31%	7.65%	15.03%	22.81%	24.68%	8.07%	8.18%	13.93%	15.22%	11.73%	11.43%	8.70%	25.08%	20.11%	11.94%	15.19%	23.08%	8.18%	16.71%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
