Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																														
Дата голосования: 04.12.2011																																																														
																																																														
Наименование Избирательной комиссии:    Луховицкая																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	372	6	3	7	13	6	10	3	14	13	12	8	5	16	11	8	17	11	9	7	8	19	10	2	13	8	8	9	6	5	3	3	3	1	5	3	0	5	2	13	4	6	3	5	5	2	1	3	1	3	8	8	3	5	8	2					
		1.26%	1.10%	1.61%	0.85%	1.40%	0.68%	1.30%	0.97%	2.15%	2.25%	1.42%	1.21%	0.72%	1.70%	1.50%	1.00%	1.93%	1.07%	0.95%	1.08%	1.21%	2.62%	1.39%	0.73%	2.49%	1.70%	1.61%	1.62%	2.27%	0.71%	0.97%	0.54%	0.78%	0.63%	0.75%	0.71%	0.00%	1.40%	0.60%	1.99%	1.42%	1.39%	1.04%	2.50%	1.19%	0.58%	0.75%	1.40%	1.00%	1.42%	2.54%	0.98%	0.33%	2.22%	0.77%	0.50%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8120	166	53	196	269	274	249	85	208	167	250	198	221	340	187	262	289	334	282	183	206	200	193	61	126	104	105	85	66	186	86	131	103	27	110	96	11	99	79	175	67	102	76	52	82	91	34	70	12	77	100	242	257	56	270	70					
		27.52%	30.57%	28.49%	23.79%	29.02%	30.96%	32.42%	27.60%	31.90%	28.94%	29.66%	29.91%	31.62%	36.21%	25.55%	32.79%	32.77%	32.52%	29.78%	28.11%	31.07%	27.59%	26.73%	22.18%	24.14%	22.13%	21.08%	15.32%	25.00%	26.46%	27.92%	23.52%	26.61%	17.09%	16.57%	22.86%	10.48%	27.73%	23.80%	26.88%	23.84%	23.67%	26.39%	26.00%	19.48%	26.61%	25.37%	32.56%	12.00%	36.32%	31.75%	29.51%	28.46%	24.89%	26.14%	17.46%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	873	27	3	13	46	25	26	10	32	23	33	29	30	35	20	37	41	51	44	28	23	20	18	7	13	18	10	12	4	10	3	9	7	3	17	2	1	7	3	10	9	13	8	3	3	6	4	2	0	6	1	17	14	3	26	8					
		2.96%	4.97%	1.61%	1.58%	4.96%	2.82%	3.39%	3.25%	4.91%	3.99%	3.91%	4.38%	4.29%	3.73%	2.73%	4.63%	4.65%	4.97%	4.65%	4.30%	3.47%	2.76%	2.49%	2.55%	2.49%	3.83%	2.01%	2.16%	1.52%	1.42%	0.97%	1.62%	1.81%	1.90%	2.56%	0.48%	0.95%	1.96%	0.90%	1.54%	3.20%	3.02%	2.78%	1.50%	0.71%	1.75%	2.99%	0.93%	0.00%	2.83%	0.32%	2.07%	1.55%	1.33%	2.52%	1.99%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9918	182	61	272	255	258	212	87	178	180	222	189	209	234	226	218	244	261	268	196	209	203	245	113	164	172	219	213	116	252	114	207	143	60	306	181	64	144	143	257	123	189	113	77	198	118	48	92	49	69	93	310	334	90	355	183					
		33.61%	33.52%	32.80%	33.01%	27.51%	29.15%	27.60%	28.25%	27.30%	31.20%	26.33%	28.55%	29.90%	24.92%	30.87%	27.28%	27.66%	25.41%	28.30%	30.11%	31.52%	28.00%	33.93%	41.09%	31.42%	36.60%	43.98%	38.38%	43.94%	35.85%	37.01%	37.16%	36.95%	37.97%	46.08%	43.10%	60.95%	40.34%	43.07%	39.48%	43.77%	43.85%	39.24%	38.50%	47.03%	34.50%	35.82%	42.79%	49.00%	32.55%	29.52%	37.80%	36.99%	40.00%	34.37%	45.64%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	281	5	3	7	15	5	6	1	7	10	10	13	5	19	7	4	11	10	13	5	9	10	8	6	4	3	1	3	4	7	4	7	2	2	4	3	1	1	2	6	1	2	1	0	3	3	1	3	0	1	2	4	3	2	7	5					
		0.95%	0.92%	1.61%	0.85%	1.62%	0.56%	0.78%	0.32%	1.07%	1.73%	1.19%	1.96%	0.72%	2.02%	0.96%	0.50%	1.25%	0.97%	1.37%	0.77%	1.36%	1.38%	1.11%	2.18%	0.77%	0.64%	0.20%	0.54%	1.52%	0.99%	1.30%	1.26%	0.52%	1.27%	0.60%	0.71%	0.95%	0.28%	0.60%	0.92%	0.36%	0.46%	0.35%	0.00%	0.71%	0.88%	0.75%	1.40%	0.00%	0.47%	0.63%	0.49%	0.33%	0.89%	0.68%	1.25%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
