Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																														
Дата голосования: 02.12.2007																																																														
																																																														
Наименование Избирательной комиссии:    Луховицкая																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1284	18	10	28	34	35	11	8	15	25	25	22	19	24	18	22	18	26	29	16	12	27	27	7	15	14	12	27	10	27	22	37	32	49	42	29	12	34	32	48	22	43	12	10	26	30	13	23	8	11	10	24	25	22	59	28					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	635	26	1	7	18	5	196	5	7	6	13	9	6	3	8	10	10	7	2	4	4	5	19	10	4	4	5	3	7	6	10	3	32	2	14	18	1	6	4	11	4	9	8	2	9	15	2	1	5	10	5	9	5	4	28	8					
14	Число погашенных неиспользованных открепительных удостоверений	78	2	0	0	0	2	0	0	0	0	0	0	3	1	4	3	1	0	2	1	5	0	0	15	3	4	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	4	0	0	1	0	3	2	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	44	5	3	1	1	2	4	1	1	3	1	4	3	0	0	1	1	2	3	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
18	1.Политическая партия «Аграрная партия России»	1186	21	3	26	28	28	40	16	30	13	28	18	24	34	25	39	36	35	28	21	38	17	17	20	12	26	17	24	1	48	13	33	12	11	7	20	7	21	15	32	15	14	8	5	27	24	2	9	4	15	27	41	50	9	33	19					
		3.29%	2.37%	1.18%	2.42%	3.09%	3.19%	3.70%	3.90%	3.56%	2.03%	2.69%	2.04%	2.60%	3.06%	2.72%	3.85%	3.58%	3.04%	2.38%	2.97%	4.65%	2.30%	1.97%	4.19%	1.75%	3.72%	2.65%	4.24%	0.47%	4.60%	3.15%	4.68%	5.11%	2.12%	0.82%	3.95%	4.58%	4.75%	3.44%	4.28%	3.73%	3.32%	2.24%	2.45%	5.20%	5.71%	1.16%	3.69%	2.86%	5.75%	6.29%	4.46%	5.16%	3.37%	2.74%	3.65%					
19	2.Всероссийская политическая партия «Гражданская Сила»	342	9	1	11	11	18	18	1	17	11	13	21	8	19	8	5	10	12	16	8	9	12	11	2	3	9	2	5	1	8	5	0	2	2	7	1	0	1	1	4	2	3	0	3	6	1	1	2	0	0	1	4	5	2	10	0					
		0.95%	1.02%	0.39%	1.02%	1.21%	2.05%	1.67%	0.24%	2.02%	1.72%	1.25%	2.38%	0.87%	1.71%	0.87%	0.49%	0.99%	1.04%	1.36%	1.13%	1.10%	1.62%	1.27%	0.42%	0.44%	1.29%	0.31%	0.88%	0.47%	0.77%	1.21%	0.00%	0.85%	0.38%	0.82%	0.20%	0.00%	0.23%	0.23%	0.54%	0.50%	0.71%	0.00%	1.47%	1.16%	0.24%	0.58%	0.82%	0.00%	0.00%	0.23%	0.44%	0.52%	0.75%	0.83%	0.00%					
20	3.Политическая партия «Демократическая партия России»	50	0	0	1	1	2	0	2	1	1	3	1	2	3	2	1	1	0	2	1	1	1	2	1	2	0	1	1	2	1	1	0	0	1	0	0	0	1	1	1	0	2	0	0	0	1	0	0	0	0	0	1	0	1	4	0					
		0.14%	0.00%	0.00%	0.09%	0.11%	0.23%	0.00%	0.49%	0.12%	0.16%	0.29%	0.11%	0.22%	0.27%	0.22%	0.10%	0.10%	0.00%	0.17%	0.14%	0.12%	0.14%	0.23%	0.21%	0.29%	0.00%	0.16%	0.18%	0.93%	0.10%	0.24%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.23%	0.23%	0.13%	0.00%	0.47%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.37%	0.33%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5612	154	50	108	142	150	159	72	176	117	206	161	178	235	166	199	223	199	211	155	171	81	122	62	75	84	90	28	23	108	71	136	24	74	55	63	8	62	53	115	49	45	37	49	39	44	20	45	10	34	39	159	150	41	227	58					
		15.54%	17.38%	19.69%	10.04%	15.67%	17.08%	14.71%	17.56%	20.88%	18.28%	19.81%	18.21%	19.28%	21.17%	18.04%	19.66%	22.19%	17.27%	17.96%	21.95%	20.90%	10.95%	14.12%	12.99%	10.95%	12.03%	14.02%	4.95%	10.75%	10.35%	17.19%	19.29%	10.21%	14.23%	6.48%	12.45%	5.23%	14.03%	12.16%	15.39%	12.19%	10.66%	10.36%	24.02%	7.51%	10.48%	11.63%	18.44%	7.14%	13.03%	9.09%	17.30%	15.48%	15.36%	18.87%	11.13%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	279	9	3	5	11	13	4	4	9	4	10	12	6	11	9	7	11	10	11	9	5	6	17	4	9	14	8	6	4	1	0	1	0	0	1	1	0	2	1	3	0	1	0	0	6	5	1	1	0	1	3	4	9	1	5	1					
		0.77%	1.02%	1.18%	0.46%	1.21%	1.48%	0.37%	0.98%	1.07%	0.63%	0.96%	1.36%	0.65%	0.99%	0.98%	0.69%	1.09%	0.87%	0.94%	1.27%	0.61%	0.81%	1.97%	0.84%	1.31%	2.01%	1.25%	1.06%	1.87%	0.10%	0.00%	0.14%	0.00%	0.00%	0.12%	0.20%	0.00%	0.45%	0.23%	0.40%	0.00%	0.24%	0.00%	0.00%	1.16%	1.19%	0.58%	0.41%	0.00%	0.38%	0.70%	0.44%	0.93%	0.37%	0.42%	0.19%					
23	6.Политическая партия «Партия социальной справедливости»	83	2	1	3	5	2	0	0	6	4	3	4	3	2	3	2	3	4	2	2	1	2	0	2	1	3	1	1	0	3	0	2	0	0	1	2	0	1	0	1	1	2	1	0	0	3	0	0	1	0	0	1	0	1	1	0					
		0.23%	0.23%	0.39%	0.28%	0.55%	0.23%	0.00%	0.00%	0.71%	0.63%	0.29%	0.45%	0.33%	0.18%	0.33%	0.20%	0.30%	0.35%	0.17%	0.28%	0.12%	0.27%	0.00%	0.42%	0.15%	0.43%	0.16%	0.18%	0.00%	0.29%	0.00%	0.28%	0.00%	0.00%	0.12%	0.40%	0.00%	0.23%	0.00%	0.13%	0.25%	0.47%	0.28%	0.00%	0.00%	0.71%	0.00%	0.00%	0.71%	0.00%	0.00%	0.11%	0.00%	0.37%	0.08%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3485	109	23	91	99	102	137	37	65	73	101	106	77	103	110	73	98	121	141	67	73	106	84	33	47	80	41	62	16	76	37	52	14	63	40	52	13	51	44	77	39	54	33	17	40	26	25	12	8	19	46	82	111	11	110	58					
		9.65%	12.30%	9.06%	8.46%	10.93%	11.62%	12.67%	9.02%	7.71%	11.41%	9.71%	11.99%	8.34%	9.28%	11.96%	7.21%	9.75%	10.50%	12.00%	9.49%	8.92%	14.32%	9.72%	6.92%	6.86%	11.46%	6.39%	10.95%	7.48%	7.29%	8.96%	7.38%	5.96%	12.12%	4.71%	10.28%	8.50%	11.54%	10.09%	10.31%	9.70%	12.80%	9.24%	8.33%	7.71%	6.19%	14.53%	4.92%	5.71%	7.28%	10.72%	8.92%	11.46%	4.12%	9.14%	11.13%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2426	61	24	54	81	84	76	26	69	52	93	65	77	105	75	82	80	80	97	71	63	61	65	23	21	48	34	32	8	58	26	36	13	21	41	20	4	32	28	44	24	20	14	24	15	28	12	6	1	14	18	51	73	17	56	23					
		6.72%	6.88%	9.45%	5.02%	8.94%	9.57%	7.03%	6.34%	8.19%	8.13%	8.94%	7.35%	8.34%	9.46%	8.15%	8.10%	7.96%	6.94%	8.26%	10.06%	7.70%	8.24%	7.52%	4.82%	3.07%	6.88%	5.30%	5.65%	3.74%	5.56%	6.30%	5.11%	5.53%	4.04%	4.83%	3.95%	2.61%	7.24%	6.42%	5.89%	5.97%	4.74%	3.92%	11.76%	2.89%	6.67%	6.98%	2.46%	0.71%	5.36%	4.20%	5.55%	7.53%	6.37%	4.66%	4.41%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	365	7	6	7	5	7	10	0	2	7	13	8	10	11	6	11	21	16	18	6	8	10	14	1	7	8	5	15	0	6	2	3	8	3	0	5	1	1	2	15	3	5	2	3	5	4	1	2	2	3	3	8	10	2	24	3					
		1.01%	0.79%	2.36%	0.65%	0.55%	0.80%	0.93%	0.00%	0.24%	1.09%	1.25%	0.90%	1.08%	0.99%	0.65%	1.09%	2.09%	1.39%	1.53%	0.85%	0.98%	1.35%	1.62%	0.21%	1.02%	1.15%	0.78%	2.65%	0.00%	0.58%	0.48%	0.43%	3.40%	0.58%	0.00%	0.99%	0.65%	0.23%	0.46%	2.01%	0.75%	1.18%	0.56%	1.47%	0.96%	0.95%	0.58%	0.82%	1.43%	1.15%	0.70%	0.87%	1.03%	0.75%	1.99%	0.58%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	21286	492	138	750	498	444	605	244	445	341	533	453	508	541	494	562	493	633	609	351	428	420	516	315	452	415	425	342	156	717	251	431	160	343	685	338	119	257	287	444	264	267	254	103	370	276	105	158	111	167	284	546	535	174	686	351					
		58.96%	55.53%	54.33%	69.70%	54.97%	50.57%	55.97%	59.51%	52.79%	53.28%	51.25%	51.24%	55.04%	48.74%	53.70%	55.53%	49.05%	54.95%	51.83%	49.72%	52.32%	56.76%	59.72%	66.04%	65.99%	59.46%	66.20%	60.42%	72.90%	68.74%	60.77%	61.13%	68.09%	65.96%	80.68%	66.80%	77.78%	58.14%	65.83%	59.44%	65.67%	63.27%	71.15%	50.49%	71.29%	65.71%	61.05%	64.75%	79.29%	63.98%	66.20%	59.41%	55.21%	65.17%	57.02%	67.37%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	372	12	0	8	8	10	11	6	7	7	14	14	18	33	10	18	18	23	19	11	17	5	4	2	4	2	7	9	1	5	1	2	2	0	5	0	0	5	2	3	1	6	2	0	0	6	2	0	0	1	2	9	4	5	10	1					
		1.03%	1.35%	0.00%	0.74%	0.88%	1.14%	1.02%	1.46%	0.83%	1.09%	1.35%	1.58%	1.95%	2.97%	1.09%	1.78%	1.79%	1.99%	1.62%	1.56%	2.08%	0.68%	0.46%	0.42%	0.58%	0.29%	1.09%	1.59%	0.47%	0.48%	0.24%	0.28%	0.85%	0.00%	0.59%	0.00%	0.00%	1.13%	0.46%	0.40%	0.25%	1.42%	0.56%	0.00%	0.00%	1.43%	1.16%	0.00%	0.00%	0.38%	0.47%	0.98%	0.41%	1.87%	0.83%	0.19%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
