Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Чернышковская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №4201	УИК №4202	УИК №4203	УИК №4204	УИК №4205	УИК №4206	УИК №4207	УИК №4208	УИК №4209	УИК №4210	УИК №4211	УИК №4212	УИК №4213	УИК №4214	УИК №4215	УИК №4216	УИК №4217	УИК №4218	УИК №4219	УИК №4220	УИК №4221	УИК №4222	УИК №4223	УИК №4224									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	79	4	13	12	6	2	1	1	10	2	0	0	2	0	4	4	0	6	3	0	1	1	6	1	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	41	2	3	1	3	2	4	3	2	0	1	2	0	1	3	4	1	0	2	1	3	1	0	2	0									
14	Число погашенных неиспользованных открепительных удостоверений	121	12	3	4	10	14	4	4	0	8	2	2	4	6	6	6	2	0	7	5	9	4	0	3	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	5	0	1	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	30	0	2	1	2	1	0	1	1	2	1	1	2	0	1	5	1	1	1	1	4	1	0	1	0									
		0.48%	0.00%	0.45%	0.23%	0.72%	0.32%	0.00%	0.44%	0.35%	0.71%	1.23%	1.12%	0.93%	0.00%	0.28%	1.21%	1.00%	0.45%	0.27%	0.57%	0.90%	0.87%	0.00%	0.81%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	228	17	6	14	8	9	0	12	8	11	5	7	6	8	13	15	1	15	17	7	30	2	6	3	8									
		3.69%	4.11%	1.36%	3.16%	2.90%	2.85%	0.00%	5.26%	2.84%	3.91%	6.17%	7.87%	2.80%	3.67%	3.63%	3.64%	1.00%	6.76%	4.66%	4.02%	6.74%	1.74%	2.70%	2.44%	2.63%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	122	7	7	5	8	8	1	5	4	13	1	2	2	2	6	12	4	4	10	1	15	0	3	1	1									
		1.97%	1.69%	1.59%	1.13%	2.90%	2.53%	1.59%	2.19%	1.42%	4.63%	1.23%	2.25%	0.93%	0.92%	1.68%	2.91%	4.00%	1.80%	2.74%	0.57%	3.37%	0.00%	1.35%	0.81%	0.33%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3177	196	225	222	154	147	21	113	140	134	48	29	119	138	216	201	51	93	175	84	194	67	112	65	233									
		51.36%	47.34%	51.02%	50.11%	55.80%	46.52%	33.33%	49.56%	49.65%	47.69%	59.26%	32.58%	55.61%	63.30%	60.34%	48.79%	51.00%	41.89%	47.95%	48.28%	43.60%	58.26%	50.45%	52.85%	76.64%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	22	1	3	2	1	0	0	1	0	1	0	1	0	0	1	4	0	0	3	1	2	0	0	1	0									
		0.36%	0.24%	0.68%	0.45%	0.36%	0.00%	0.00%	0.44%	0.00%	0.36%	0.00%	1.12%	0.00%	0.00%	0.28%	0.97%	0.00%	0.00%	0.82%	0.57%	0.45%	0.00%	0.00%	0.81%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	0	2	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1									
		0.11%	0.00%	0.00%	0.00%	0.72%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	1.12%	0.00%	0.00%	0.28%	0.00%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1203	89	88	89	48	70	22	62	67	48	11	26	39	31	56	65	28	47	73	40	101	23	35	22	23									
		19.45%	21.50%	19.95%	20.09%	17.39%	22.15%	34.92%	27.19%	23.76%	17.08%	13.58%	29.21%	18.22%	14.22%	15.64%	15.78%	28.00%	21.17%	20.00%	22.99%	22.70%	20.00%	15.77%	17.89%	7.57%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	1	0	1	0	1	1	1	3	0	1	1	1	0	0	0	0	0	2	1	0	1	0	0	1									
		0.26%	0.24%	0.00%	0.23%	0.00%	0.32%	1.59%	0.44%	1.06%	0.00%	1.23%	1.12%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.57%	0.00%	0.87%	0.00%	0.00%	0.33%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	24	3	4	2	1	2	0	0	1	1	0	0	0	1	1	4	0	0	1	0	2	0	1	0	0									
		0.39%	0.72%	0.91%	0.45%	0.36%	0.63%	0.00%	0.00%	0.35%	0.36%	0.00%	0.00%	0.00%	0.46%	0.28%	0.97%	0.00%	0.00%	0.27%	0.00%	0.45%	0.00%	0.45%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%	0.00%	0.00%	0.00%	0.81%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	28	2	3	3	2	1	0	0	2	2	0	0	1	0	2	3	0	1	1	0	4	0	1	0	0									
		0.45%	0.48%	0.68%	0.68%	0.72%	0.32%	0.00%	0.00%	0.71%	0.71%	0.00%	0.00%	0.47%	0.00%	0.56%	0.73%	0.00%	0.45%	0.27%	0.00%	0.90%	0.00%	0.45%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	955	68	74	69	36	47	13	25	41	51	12	18	24	29	45	75	8	48	64	26	72	12	55	20	23									
		15.44%	16.43%	16.78%	15.58%	13.04%	14.87%	20.63%	10.96%	14.54%	18.15%	14.81%	20.22%	11.21%	13.30%	12.57%	18.20%	8.00%	21.62%	17.53%	14.94%	16.18%	10.43%	24.77%	16.26%	7.57%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	60	1	5	8	1	3	1	0	3	2	0	0	5	2	2	4	0	3	6	2	0	3	1	4	4									
		0.97%	0.24%	1.13%	1.81%	0.36%	0.95%	1.59%	0.00%	1.06%	0.71%	0.00%	0.00%	2.34%	0.92%	0.56%	0.97%	0.00%	1.35%	1.64%	1.15%	0.00%	2.61%	0.45%	3.25%	1.32%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	222	21	16	22	9	21	3	6	12	10	2	2	5	7	10	18	4	6	6	6	17	2	6	5	6									
		3.59%	5.07%	3.63%	4.97%	3.26%	6.65%	4.76%	2.63%	4.26%	3.56%	2.47%	2.25%	2.34%	3.21%	2.79%	4.37%	4.00%	2.70%	1.64%	3.45%	3.82%	1.74%	2.70%	4.07%	1.97%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
