Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Новокузнецкая 																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309									
		0.98%	0.00%	1.45%	0.00%	1.05%	0.72%	1.01%	1.12%	1.15%	0.47%	2.15%	0.00%	1.96%	1.87%	2.26%	0.00%	1.34%	0.65%	2.17%	0.00%	0.00%	1.05%	1.19%	1.43%	0.00%	0.20%	3.53%	2.59%	3.41%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	72	0	3	1	6	2	0	0	3	2	7	0	0	7	2	0	4	2	1	0	0	4	6	1	8	3	2	6	2									
		0.59%	0.00%	0.36%	0.40%	2.11%	0.24%	0.00%	0.00%	1.72%	0.47%	1.88%	0.00%	0.00%	0.59%	1.50%	0.00%	0.77%	0.65%	0.43%	0.00%	0.00%	2.09%	1.79%	0.71%	1.45%	0.30%	0.54%	2.22%	0.98%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9466	1200	651	108	197	714	79	212	133	349	229	599	232	888	74	433	402	225	187	246	82	139	264	99	420	716	250	207	131									
		77.24%	91.25%	78.81%	43.55%	69.12%	85.41%	79.80%	79.40%	76.44%	82.70%	61.56%	88.74%	64.99%	75.32%	55.64%	81.85%	77.16%	73.05%	81.30%	78.34%	82.00%	72.77%	78.57%	70.71%	76.36%	71.17%	67.93%	76.67%	63.90%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	52	0	2	1	0	3	0	0	1	3	2	1	11	13	1	0	0	0	1	0	1	6	1	0	2	1	2	0	0									
		0.42%	0.00%	0.24%	0.40%	0.00%	0.36%	0.00%	0.00%	0.57%	0.71%	0.54%	0.15%	3.08%	1.10%	0.75%	0.00%	0.00%	0.00%	0.43%	0.00%	1.00%	3.14%	0.30%	0.00%	0.36%	0.10%	0.54%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	64	37	1	0	0	0	0	0	0	0	5	1	0	3	3	0	0	0	0	0	1	0	2	0	4	1	4	2	0									
		0.52%	2.81%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.34%	0.15%	0.00%	0.25%	2.26%	0.00%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	0.60%	0.00%	0.73%	0.10%	1.09%	0.74%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	754	6	65	61	9	52	5	15	3	3	25	35	77	89	27	34	49	18	2	18	4	11	24	23	12	18	22	7	40									
		6.15%	0.46%	7.87%	24.60%	3.16%	6.22%	5.05%	5.62%	1.72%	0.71%	6.72%	5.19%	21.57%	7.55%	20.30%	6.43%	9.40%	5.84%	0.87%	5.73%	4.00%	5.76%	7.14%	16.43%	2.18%	1.79%	5.98%	2.59%	19.51%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	33	0	7	3	8	0	0	0	0	0	2	1	0	4	1	0	0	2	1	0	0	0	0	0	0	0	4	0	0									
		0.27%	0.00%	0.85%	1.21%	2.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.15%	0.00%	0.34%	0.75%	0.00%	0.00%	0.65%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	27	0	4	1	1	0	0	0	0	0	7	0	1	4	0	0	0	1	1	0	0	0	1	1	0	1	4	0	0									
		0.22%	0.00%	0.48%	0.40%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	1.88%	0.00%	0.28%	0.34%	0.00%	0.00%	0.00%	0.32%	0.43%	0.00%	0.00%	0.00%	0.30%	0.71%	0.00%	0.10%	1.09%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	2	1	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1									
		0.09%	0.00%	0.00%	0.81%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.30%	0.00%	0.08%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.27%	0.00%	0.49%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	33	0	6	0	0	2	1	0	0	0	8	1	1	6	0	0	3	1	0	0	0	0	0	0	1	1	1	1	0									
		0.27%	0.00%	0.73%	0.00%	0.00%	0.24%	1.01%	0.00%	0.00%	0.00%	2.15%	0.15%	0.28%	0.51%	0.00%	0.00%	0.58%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.10%	0.27%	0.37%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	977	34	38	16	51	28	10	28	28	46	55	15	15	60	14	39	41	34	21	35	7	20	26	6	61	171	41	27	10									
		7.97%	2.59%	4.60%	6.45%	17.89%	3.35%	10.10%	10.49%	16.09%	10.90%	14.78%	2.22%	4.20%	5.09%	10.53%	7.37%	7.87%	11.04%	9.13%	11.15%	7.00%	10.47%	7.74%	4.29%	11.09%	16.99%	11.14%	10.00%	4.88%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	86	0	6	10	1	0	0	0	2	0	6	2	4	15	2	3	5	5	5	3	1	0	2	0	2	8	3	1	0									
		0.70%	0.00%	0.73%	4.03%	0.35%	0.00%	0.00%	0.00%	1.15%	0.00%	1.61%	0.30%	1.12%	1.27%	1.50%	0.57%	0.96%	1.62%	2.17%	0.96%	1.00%	0.00%	0.60%	0.00%	0.36%	0.80%	0.82%	0.37%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	409	38	24	43	4	28	3	8	0	13	7	5	5	35	4	17	8	10	4	10	4	0	3	6	27	78	13	11	1									
		3.34%	2.89%	2.91%	17.34%	1.40%	3.35%	3.03%	2.99%	0.00%	3.08%	1.88%	0.74%	1.40%	2.97%	3.01%	3.21%	1.54%	3.25%	1.74%	3.18%	4.00%	0.00%	0.89%	4.29%	4.91%	7.75%	3.53%	4.07%	0.49%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
