Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Новочебоксарская городская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1225	30	20	20	20	20	20	20	20	20	30	20	20	30	40	30	30	20	20	20	20	30	20	20	20	20	20	20	20	20	20	20	20	20	20	10	30	20	30	30	30	20	30	20	30	25	30	20	40	30	30	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	938	20	16	12	18	8	16	11	20	10	23	15	18	20	32	26	29	15	14	19	19	20	9	16	12	12	14	11	12	14	19	17	9	20	9	2	23	17	25	25	21	20	27	14	24	21	27	19	32	21	28	18	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	513	12	4	4	5	7	11	7	16	5	9	16	53	6	11	4	11	15	8	5	11	7	12	6	3	31	6	4	4	7	6	7	2	11	7	5	12	4	23	5	9	7	19	5	12	10	7	21	5	4	10	2	20					
14	Число погашенных неиспользованных открепительных удостоверений	287	10	4	8	2	12	4	9	0	10	7	5	2	10	8	4	1	5	6	1	1	10	11	4	8	8	6	9	8	6	1	3	11	0	11	8	7	3	5	5	9	0	3	6	6	4	3	1	8	9	2	2	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	43	1	2	2	3	2	1	0	0	0	1	0	2	1	2	0	1	0	0	1	0	1	0	0	4	0	1	1	0	1	0	3	0	0	1	0	0	1	1	1	0	2	0	0	1	0	1	0	1	2	1	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	14082	205	283	181	201	243	313	236	275	165	275	317	419	262	310	287	302	371	191	317	276	306	207	377	184	296	313	219	295	274	182	234	270	323	189	29	290	318	283	308	300	260	301	296	288	307	356	249	386	295	226	238	254					
		25.40%	23.03%	27.16%	25.24%	23.37%	26.44%	25.87%	25.93%	25.14%	23.47%	25.49%	27.14%	28.62%	25.10%	26.96%	25.49%	24.96%	26.41%	25.20%	27.12%	26.41%	28.49%	23.93%	28.93%	27.06%	28.43%	24.38%	22.44%	27.21%	23.18%	20.87%	24.50%	27.33%	25.31%	24.87%	19.86%	22.67%	27.09%	22.02%	24.41%	22.81%	22.81%	25.17%	25.30%	22.77%	26.31%	24.45%	26.10%	27.16%	27.54%	24.67%	29.35%	22.76%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7248	114	149	93	120	126	153	121	158	105	148	163	145	153	158	141	162	175	114	182	134	144	113	174	85	125	157	117	129	142	122	119	109	194	103	25	150	145	201	165	160	157	135	178	168	148	194	132	170	126	112	83	152					
		13.07%	12.81%	14.30%	12.97%	13.95%	13.71%	12.64%	13.30%	14.44%	14.94%	13.72%	13.96%	9.90%	14.66%	13.74%	12.52%	13.39%	12.46%	15.04%	15.57%	12.82%	13.41%	13.06%	13.35%	12.50%	12.01%	12.23%	11.99%	11.90%	12.01%	13.99%	12.46%	11.03%	15.20%	13.55%	17.12%	11.73%	12.35%	15.64%	13.07%	12.17%	13.77%	11.29%	15.21%	13.28%	12.68%	13.32%	13.84%	11.96%	11.76%	12.23%	10.23%	13.62%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	707	6	20	12	6	17	14	14	17	7	18	15	18	13	6	11	12	18	9	12	13	8	13	12	7	10	20	12	15	23	4	12	17	21	10	1	16	7	13	22	22	11	15	17	12	19	21	14	30	14	9	8	14					
		1.28%	0.67%	1.92%	1.67%	0.70%	1.85%	1.16%	1.54%	1.55%	0.99%	1.67%	1.28%	1.23%	1.25%	0.52%	0.98%	0.99%	1.28%	1.19%	1.03%	1.24%	0.74%	1.50%	0.92%	1.03%	0.96%	1.56%	1.23%	1.38%	1.95%	0.46%	1.26%	1.72%	1.65%	1.32%	0.68%	1.25%	0.60%	1.01%	1.74%	1.67%	0.96%	1.25%	1.45%	0.95%	1.63%	1.44%	1.47%	2.11%	1.31%	0.98%	0.99%	1.25%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	13446	227	215	176	199	235	300	236	243	166	273	331	393	266	303	309	320	328	147	282	265	266	195	273	183	247	302	257	279	306	213	232	251	292	194	29	320	282	307	316	290	267	297	260	334	255	337	241	334	269	202	164	238					
		24.25%	25.51%	20.63%	24.55%	23.14%	25.57%	24.79%	25.93%	22.21%	23.61%	25.30%	28.34%	26.84%	25.48%	26.35%	27.44%	26.45%	23.35%	19.39%	24.12%	25.36%	24.77%	22.54%	20.95%	26.91%	23.73%	23.52%	26.33%	25.74%	25.89%	24.43%	24.29%	25.40%	22.88%	25.53%	19.86%	25.02%	24.02%	23.89%	25.04%	22.05%	23.42%	24.83%	22.22%	26.40%	21.85%	23.15%	25.26%	23.50%	25.12%	22.05%	20.22%	21.33%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1189	15	24	14	6	21	18	15	16	7	21	24	43	18	24	32	24	32	15	17	23	23	13	32	14	31	33	23	19	24	14	32	21	20	19	3	29	9	19	44	58	30	32	23	33	19	18	12	43	22	27	22	19					
		2.14%	1.69%	2.30%	1.95%	0.70%	2.29%	1.49%	1.65%	1.46%	0.99%	1.95%	2.05%	2.94%	1.72%	2.09%	2.84%	1.98%	2.28%	1.98%	1.45%	2.20%	2.14%	1.50%	2.46%	2.06%	2.98%	2.57%	2.36%	1.75%	2.03%	1.61%	3.35%	2.13%	1.57%	2.50%	2.05%	2.27%	0.77%	1.48%	3.49%	4.41%	2.63%	2.68%	1.97%	2.61%	1.63%	1.24%	1.26%	3.03%	2.05%	2.95%	2.71%	1.70%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16995	287	325	212	293	247	377	262	353	217	304	287	399	295	319	301	340	441	256	322	301	286	291	388	188	308	420	319	316	361	318	288	286	397	221	56	428	383	409	381	442	372	379	355	395	378	476	288	418	307	315	280	408					
		30.65%	32.25%	31.19%	29.57%	34.07%	26.88%	31.16%	28.79%	32.27%	30.87%	28.17%	24.57%	27.25%	28.26%	27.74%	26.73%	28.10%	31.39%	33.77%	27.54%	28.80%	26.63%	33.64%	29.78%	27.65%	29.59%	32.71%	32.68%	29.15%	30.54%	36.47%	30.16%	28.95%	31.11%	29.08%	38.36%	33.46%	32.62%	31.83%	30.19%	33.61%	32.63%	31.69%	30.34%	31.23%	32.39%	32.69%	30.19%	29.42%	28.66%	34.39%	34.53%	36.56%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	245	5	1	6	1	3	7	5	7	4	6	1	5	6	8	8	6	4	1	5	5	1	6	4	2	4	6	5	7	4	4	4	8	2	4	0	3	6	8	5	7	7	6	4	3	6	2	6	5	11	4	5	2					
		0.44%	0.56%	0.10%	0.84%	0.12%	0.33%	0.58%	0.55%	0.64%	0.57%	0.56%	0.09%	0.34%	0.57%	0.70%	0.71%	0.50%	0.28%	0.13%	0.43%	0.48%	0.09%	0.69%	0.31%	0.29%	0.38%	0.47%	0.51%	0.65%	0.34%	0.46%	0.42%	0.81%	0.16%	0.53%	0.00%	0.23%	0.51%	0.62%	0.40%	0.53%	0.61%	0.50%	0.34%	0.24%	0.51%	0.14%	0.63%	0.35%	1.03%	0.44%	0.62%	0.18%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
