Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Новочебоксарская городская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	3400	40	40	77	77	77	40	40	40	40	77	77	77	77	40	35	45	40	77	77	77	77	40	58	40	40	77	77	77	77	77	77	77	77	77	50	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1907	18	27	30	25	34	36	35	32	33	43	42	44	43	34	35	44	35	46	39	53	33	20	50	40	37	32	29	38	40	31	32	32	39	29	2	51	28	45	66	43	33	37	37	34	42	58	35	29	56	44	57					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1184	16	20	18	21	33	29	18	26	23	46	34	34	28	19	13	34	25	29	37	21	37	17	26	8	25	24	30	19	18	18	32	17	21	17	38	45	5	26	21	30	14	17	6	12	22	18	25	6	21	12	33					
14	Число погашенных неиспользованных открепительных удостоверений	1493	22	13	47	52	43	4	5	8	7	34	35	33	34	6	0	1	5	31	38	24	44	20	8	0	3	45	48	39	37	46	45	45	38	48	48	26	49	32	11	34	44	40	40	43	35	19	42	48	21	33	20					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	100	0	2	1	2	3	0	0	4	1	0	1	2	5	2	1	0	2	0	1	4	1	1	2	4	4	1	2	3	1	1	2	0	3	4	0	4	0	3	6	6	1	5	2	3	1	3	0	1	2	1	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	1.Политическая партия «Аграрная партия России»	1094	12	12	17	18	23	26	15	27	14	26	24	12	25	19	23	17	29	18	31	24	20	10	35	15	21	21	17	27	32	19	16	16	32	7	3	28	14	32	34	16	38	21	19	17	17	36	18	21	30	20	30					
		1.71%	1.19%	0.96%	1.80%	1.54%	1.98%	1.85%	1.30%	2.00%	1.56%	1.84%	1.78%	0.86%	2.01%	1.32%	1.86%	1.24%	1.73%	1.75%	2.15%	1.92%	1.53%	0.97%	2.22%	1.47%	1.90%	1.63%	1.44%	2.14%	2.30%	2.10%	1.36%	1.61%	2.27%	0.62%	1.29%	1.68%	1.47%	2.04%	2.04%	1.18%	2.70%	1.60%	1.43%	1.62%	1.27%	2.87%	1.58%	1.82%	1.86%	1.40%	1.79%					
19	2.Всероссийская политическая партия «Гражданская Сила»	624	9	10	9	3	5	7	6	17	3	6	14	21	16	16	23	12	18	5	10	15	10	9	13	7	7	16	11	10	11	6	18	13	15	9	1	17	10	13	12	22	11	11	10	8	5	18	10	18	27	17	34					
		0.97%	0.89%	0.80%	0.95%	0.26%	0.43%	0.50%	0.52%	1.26%	0.33%	0.43%	1.04%	1.51%	1.29%	1.11%	1.86%	0.88%	1.07%	0.49%	0.69%	1.20%	0.77%	0.88%	0.82%	0.69%	0.63%	1.24%	0.93%	0.79%	0.79%	0.66%	1.53%	1.31%	1.07%	0.80%	0.43%	1.02%	1.05%	0.83%	0.72%	1.62%	0.78%	0.84%	0.75%	0.76%	0.37%	1.43%	0.88%	1.56%	1.68%	1.19%	2.03%					
20	3.Политическая партия «Демократическая партия России»	76	3	3	2	2	0	1	2	0	1	2	2	1	3	0	1	2	2	0	4	3	0	0	2	0	0	2	0	1	2	1	2	0	2	2	0	0	1	3	1	1	1	2	3	3	0	2	3	2	2	1	3					
		0.12%	0.30%	0.24%	0.21%	0.17%	0.00%	0.07%	0.17%	0.00%	0.11%	0.14%	0.15%	0.07%	0.24%	0.00%	0.08%	0.15%	0.12%	0.00%	0.28%	0.24%	0.00%	0.00%	0.13%	0.00%	0.00%	0.16%	0.00%	0.08%	0.14%	0.11%	0.17%	0.00%	0.14%	0.18%	0.00%	0.00%	0.10%	0.19%	0.06%	0.07%	0.07%	0.15%	0.23%	0.29%	0.00%	0.16%	0.26%	0.17%	0.12%	0.07%	0.18%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8715	138	173	117	131	184	196	156	216	118	197	193	221	180	263	191	228	250	110	193	196	185	151	212	130	179	150	158	166	191	94	159	154	159	163	28	229	139	191	200	145	189	158	194	148	171	158	151	163	200	156	193					
		13.60%	13.68%	13.82%	12.39%	11.23%	15.88%	13.93%	13.54%	16.01%	13.15%	13.97%	14.32%	15.91%	14.50%	18.31%	15.48%	16.64%	14.90%	10.69%	13.37%	15.68%	14.17%	14.70%	13.43%	12.75%	16.17%	11.66%	13.41%	13.19%	13.73%	10.39%	13.53%	15.49%	11.29%	14.45%	12.07%	13.73%	14.57%	12.17%	11.98%	10.66%	13.43%	12.03%	14.63%	14.07%	12.73%	12.59%	13.26%	14.10%	12.41%	10.89%	11.54%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	294	2	3	4	5	4	5	4	5	4	4	9	9	5	4	6	3	14	4	0	5	6	7	9	3	5	4	14	3	3	5	4	3	6	4	2	9	5	11	16	7	4	5	6	3	7	5	4	9	8	9	9					
		0.46%	0.20%	0.24%	0.42%	0.43%	0.35%	0.36%	0.35%	0.37%	0.45%	0.28%	0.67%	0.65%	0.40%	0.28%	0.49%	0.22%	0.83%	0.39%	0.00%	0.40%	0.46%	0.68%	0.57%	0.29%	0.45%	0.31%	1.19%	0.24%	0.22%	0.55%	0.34%	0.30%	0.43%	0.35%	0.86%	0.54%	0.52%	0.70%	0.96%	0.51%	0.28%	0.38%	0.45%	0.29%	0.52%	0.40%	0.35%	0.78%	0.50%	0.63%	0.54%					
23	6.Политическая партия «Партия социальной справедливости»	144	1	3	1	0	1	2	4	1	3	4	3	3	2	2	3	5	4	3	4	5	3	2	3	4	0	4	3	1	3	0	7	2	5	3	0	1	3	6	3	3	2	5	2	3	3	1	3	2	5	5	3					
		0.22%	0.10%	0.24%	0.11%	0.00%	0.09%	0.14%	0.35%	0.07%	0.33%	0.28%	0.22%	0.22%	0.16%	0.14%	0.24%	0.36%	0.24%	0.29%	0.28%	0.40%	0.23%	0.19%	0.19%	0.39%	0.00%	0.31%	0.25%	0.08%	0.22%	0.00%	0.60%	0.20%	0.36%	0.27%	0.00%	0.06%	0.31%	0.38%	0.18%	0.22%	0.14%	0.38%	0.15%	0.29%	0.22%	0.08%	0.26%	0.17%	0.31%	0.35%	0.18%					
24	7.Политическая партия «Либерально-демократическая партия России»	7765	132	161	113	146	131	183	147	154	104	168	128	140	156	191	152	168	195	115	188	169	161	122	196	111	128	147	140	179	155	123	150	87	182	134	37	212	113	212	190	165	172	145	169	121	148	177	143	159	184	179	183					
		12.12%	13.08%	12.86%	11.97%	12.51%	11.30%	13.01%	12.76%	11.42%	11.59%	11.91%	9.50%	10.08%	12.57%	13.30%	12.32%	12.26%	11.62%	11.18%	13.02%	13.52%	12.33%	11.88%	12.42%	10.88%	11.56%	11.42%	11.88%	14.22%	11.14%	13.59%	12.77%	8.75%	12.93%	11.88%	15.95%	12.71%	11.84%	13.51%	11.38%	12.13%	12.22%	11.04%	12.75%	11.50%	11.02%	14.10%	12.55%	13.75%	11.42%	12.49%	10.94%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	9750	131	179	172	140	161	234	149	175	97	164	232	256	147	195	183	227	234	155	223	217	197	153	243	192	218	223	158	191	246	139	168	177	234	185	33	279	134	187	264	240	218	229	184	170	186	189	184	157	245	222	234					
		15.21%	12.98%	14.30%	18.22%	11.99%	13.89%	16.63%	12.93%	12.97%	10.81%	11.63%	17.21%	18.43%	11.85%	13.58%	14.83%	16.57%	13.95%	15.06%	15.44%	17.36%	15.08%	14.90%	15.40%	18.82%	19.69%	17.33%	13.41%	15.17%	17.69%	15.36%	14.30%	17.81%	16.62%	16.40%	14.22%	16.73%	14.05%	11.92%	15.82%	17.65%	15.49%	17.44%	13.88%	16.16%	13.85%	15.06%	16.15%	13.58%	15.21%	15.49%	13.99%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	663	12	11	7	6	13	16	7	8	6	17	20	13	15	15	13	13	15	8	24	23	16	11	22	6	15	15	18	8	13	1	6	13	11	13	0	24	13	15	18	12	11	18	8	12	14	17	21	12	9	19	10					
		1.03%	1.19%	0.88%	0.74%	0.51%	1.12%	1.14%	0.61%	0.59%	0.67%	1.21%	1.48%	0.94%	1.21%	1.04%	1.05%	0.95%	0.89%	0.78%	1.66%	1.84%	1.23%	1.07%	1.39%	0.59%	1.36%	1.17%	1.53%	0.64%	0.93%	0.11%	0.51%	1.31%	0.78%	1.15%	0.00%	1.44%	1.36%	0.96%	1.08%	0.88%	0.78%	1.37%	0.60%	1.14%	1.04%	1.35%	1.84%	1.04%	0.56%	1.33%	0.60%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	33645	552	677	484	693	617	722	630	715	530	792	689	686	659	709	614	675	887	594	734	566	669	550	806	526	506	671	636	656	705	501	621	507	736	585	126	833	499	862	899	717	730	684	700	540	771	631	589	592	864	765	943					
		52.50%	54.71%	54.07%	51.27%	59.38%	53.24%	51.31%	54.69%	53.00%	59.09%	56.17%	51.11%	49.39%	53.10%	49.37%	49.76%	49.27%	52.86%	57.73%	50.83%	45.28%	51.23%	53.55%	51.08%	51.57%	45.71%	52.14%	53.99%	52.10%	50.68%	55.36%	52.85%	51.01%	52.27%	51.86%	54.31%	49.94%	52.31%	54.94%	53.86%	52.72%	51.88%	52.09%	52.79%	51.33%	57.41%	50.28%	51.71%	51.21%	53.63%	53.38%	56.40%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	648	7	8	7	6	10	7	17	11	6	15	19	19	23	9	17	7	17	7	14	14	14	5	16	14	15	20	11	6	18	7	9	10	12	8	1	15	10	19	20	17	18	10	17	10	9	7	7	15	22	21	25					
		1.01%	0.69%	0.64%	0.74%	0.51%	0.86%	0.50%	1.48%	0.82%	0.67%	1.06%	1.41%	1.37%	1.85%	0.63%	1.38%	0.51%	1.01%	0.68%	0.97%	1.12%	1.07%	0.49%	1.01%	1.37%	1.36%	1.55%	0.93%	0.48%	1.29%	0.77%	0.77%	1.01%	0.85%	0.71%	0.43%	0.90%	1.05%	1.21%	1.20%	1.25%	1.28%	0.76%	1.28%	0.95%	0.67%	0.56%	0.61%	1.30%	1.37%	1.47%	1.50%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
