Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Дубовская 																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК  698	УИК  699	УИК  700	УИК  701	УИК  702	УИК  703	УИК  704	УИК  705	УИК  706	УИК  707	УИК  708	УИК  709	УИК  710	УИК  711	УИК  712	УИК  713	УИК  714	УИК  715	УИК  716	УИК  717	УИК  718	УИК  719	УИК  720	УИК  721	УИК  722	УИК  723	УИК  724	УИК  725	УИК  726	УИК  727	УИК  728	УИК  729	УИК  730	УИК  731					
		2.17%	2.71%	3.61%	2.0%	1.60%	1.39%	2.33%	1.85%	2.63%	3.40%	0.83%	7.53%	2.77%	2.36%	2.25%	1.43%	1.02%	1.37%	1.11%	1.34%	1.15%	1.70%	0.0%	3.13%	3.47%	0.84%	0.0%	1.69%	0.55%	1.27%	8.0%	0.45%	1.20%	2.28%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	212	12	16	19	12	8	17	14	9	19	5	8	1	0	3	2	2	6	3	8	1	2	1	17	4	1	1	0	2	8	1	2	5	3	0					
		1.66%	1.62%	2.40%	2.92%	1.92%	1.59%	3.60%	2.88%	1.82%	2.31%	1.38%	2.07%	0.92%	0.0%	0.67%	0.40%	0.51%	1.64%	3.33%	1.53%	0.38%	0.48%	0.74%	2.80%	0.99%	0.84%	1.05%	0.0%	0.55%	2.54%	2.0%	0.90%	0.85%	0.85%	0.0%					
22	"5. ""За Русь Святую"""	55	0	1	3	4	3	2	2	0	6	2	5	0	0	4	1	2	0	0	1	0	1	1	1	1	2	2	0	3	1	0	1	5	1	0					
		0.43%	0.0%	0.15%	0.46%	0.64%	0.59%	0.42%	0.41%	0.0%	0.72%	0.55%	1.29%	0.0%	0.0%	0.90%	0.20%	0.51%	0.0%	0.0%	0.19%	0.0%	0.24%	0.74%	0.16%	0.24%	1.68%	2.10%	0.0%	0.82%	0.31%	0.0%	0.45%	0.85%	0.28%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	13	2	0	1	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	2	0	0					
		0.10%	0.27%	0.0%	0.15%	0.16%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.25%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.34%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	54	2	6	5	1	1	2	2	2	5	0	2	0	0	4	1	3	3	0	1	1	0	0	5	2	1	0	0	2	0	0	0	2	0	1					
		0.42%	0.27%	0.90%	0.76%	0.16%	0.19%	0.42%	0.41%	0.40%	0.60%	0.0%	0.51%	0.0%	0.0%	0.90%	0.20%	0.77%	0.82%	0.0%	0.19%	0.38%	0.0%	0.0%	0.82%	0.49%	0.84%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.34%	0.0%	1.63%					
25	"8. ""Народно-республиканская партия России"""	18	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	3	1	0	0	1	0	0	4	0	1	0	0	3	0	1	0	0	0					
		0.14%	0.13%	0.0%	0.0%	0.0%	0.19%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.82%	1.11%	0.0%	0.0%	0.24%	0.0%	0.0%	0.99%	0.0%	1.05%	0.0%	0.0%	0.95%	0.0%	0.45%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	17	1	0	1	1	0	2	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	2	1	0	0					
		0.13%	0.13%	0.0%	0.15%	0.16%	0.0%	0.42%	0.20%	0.20%	0.12%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	1.11%	0.0%	0.0%	0.0%	2.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.90%	0.17%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1008	41	27	41	24	28	23	12	18	24	25	25	6	5	33	66	51	99	15	28	94	36	4	72	25	15	3	2	28	38	0	14	46	38	2					
		7.90%	5.56%	4.06%	6.30%	3.85%	5.57%	4.88%	2.46%	3.65%	2.91%	6.94%	6.49%	5.55%	3.93%	7.43%	13.52%	13.11%	27.19%	16.66%	5.36%	36.15%	8.75%	2.98%	11.88%	6.20%	12.60%	3.15%	3.38%	7.71%	12.10%	0.0%	6.36%	7.89%	10.85%	3.27%					
28	"11. ""Истинные патриоты России"""	32	0	1	0	0	2	0	1	0	0	0	0	0	0	0	2	0	1	0	11	1	12	0	0	0	0	0	0	0	0	0	0	0	0	1					
		0.25%	0.0%	0.15%	0.0%	0.0%	0.39%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.27%	0.0%	2.10%	0.38%	2.91%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.63%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	187	12	7	16	21	10	6	12	8	14	18	2	1	0	8	7	10	0	2	4	2	10	0	3	0	2	2	0	1	0	1	3	3	2	0					
		1.46%	1.62%	1.05%	2.46%	3.37%	1.99%	1.27%	2.46%	1.62%	1.70%	5.0%	0.51%	0.92%	0.0%	1.80%	1.43%	2.57%	0.0%	2.22%	0.76%	0.76%	2.43%	0.0%	0.49%	0.0%	1.68%	2.10%	0.0%	0.27%	0.0%	2.0%	1.36%	0.51%	0.57%	0.0%					
30	"13. ""Демократическая партия России"""	15	0	1	1	0	4	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	2	0					
		0.11%	0.0%	0.15%	0.15%	0.0%	0.79%	0.0%	0.0%	0.20%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.19%	0.0%	0.0%	0.0%	0.16%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.57%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	13	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	2	0	2	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0					
		0.10%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.40%	0.0%	0.54%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.49%	0.84%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	7	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.20%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	800	74	54	49	43	38	45	48	55	63	41	11	6	2	13	18	26	13	15	14	7	10	1	36	21	4	1	2	15	21	0	1	26	22	5					
		6.27%	10.04%	8.13%	7.53%	6.90%	7.56%	9.55%	9.87%	11.15%	7.66%	11.38%	2.85%	5.55%	1.57%	2.92%	3.68%	6.68%	3.57%	16.66%	2.68%	2.69%	2.43%	0.74%	5.94%	5.21%	3.36%	1.05%	3.38%	4.13%	6.68%	0.0%	0.45%	4.45%	6.28%	8.19%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	31	1	0	1	1	2	1	0	1	1	0	0	0	1	1	3	0	1	0	2	0	7	0	0	1	1	0	0	1	1	0	0	3	1	0					
		0.24%	0.13%	0.0%	0.15%	0.16%	0.39%	0.21%	0.0%	0.20%	0.12%	0.0%	0.0%	0.0%	0.78%	0.22%	0.61%	0.0%	0.27%	0.0%	0.38%	0.0%	1.70%	0.0%	0.0%	0.24%	0.84%	0.0%	0.0%	0.27%	0.31%	0.0%	0.0%	0.51%	0.28%	0.0%					
35	"18. ""ЛДПР"""	2165	101	114	108	116	59	54	78	59	145	67	90	24	48	81	103	55	55	17	101	36	44	6	102	78	23	21	8	35	53	8	59	135	68	14					
		16.97%	13.70%	17.16%	16.61%	18.61%	11.75%	11.46%	16.04%	11.96%	17.63%	18.61%	23.37%	22.22%	37.79%	18.24%	21.10%	14.13%	15.10%	18.88%	19.34%	13.84%	10.70%	4.47%	16.83%	19.35%	19.32%	22.10%	13.55%	9.64%	16.87%	16.0%	26.81%	23.15%	19.42%	22.95%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	219	10	12	15	24	6	13	13	7	17	9	7	1	1	7	8	6	3	2	10	3	10	0	4	4	0	0	1	5	6	1	3	2	7	2					
		1.71%	1.35%	1.80%	2.30%	3.85%	1.19%	2.76%	2.67%	1.41%	2.06%	2.5%	1.81%	0.92%	0.78%	1.57%	1.63%	1.54%	0.82%	2.22%	1.91%	1.15%	2.43%	0.0%	0.66%	0.99%	0.0%	0.0%	1.69%	1.37%	1.91%	2.0%	1.36%	0.34%	2.0%	3.27%					
37	"20. ""Политическая партия ""Единая Россия"""	3393	215	187	180	145	142	135	127	135	234	96	123	35	20	115	175	88	55	9	112	57	80	14	186	82	33	47	29	69	110	13	60	167	102	16					
		26.60%	29.17%	28.16%	27.69%	23.27%	28.28%	28.66%	26.13%	27.38%	28.46%	26.66%	31.94%	32.40%	15.74%	25.90%	35.86%	22.62%	15.10%	10.0%	21.45%	21.92%	19.46%	10.44%	30.69%	20.34%	27.73%	49.47%	49.15%	19.00%	35.03%	26.0%	27.27%	28.64%	29.14%	26.22%					
38	"21. ""Российская Конституционно-демократическая партия"""	29	4	0	1	0	1	0	2	0	0	0	3	1	1	0	0	1	1	0	6	0	0	0	1	0	1	2	0	0	0	0	0	4	0	0					
		0.22%	0.54%	0.0%	0.15%	0.0%	0.19%	0.0%	0.41%	0.0%	0.0%	0.0%	0.77%	0.92%	0.78%	0.0%	0.0%	0.25%	0.27%	0.0%	1.14%	0.0%	0.0%	0.0%	0.16%	0.0%	0.84%	2.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	27	0	0	1	11	1	1	0	1	1	2	1	0	0	0	0	0	1	0	0	1	4	0	0	1	0	0	0	0	0	0	1	0	0	0					
		0.21%	0.0%	0.0%	0.15%	1.76%	0.19%	0.21%	0.0%	0.20%	0.12%	0.55%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.38%	0.97%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3114	187	141	130	156	153	135	130	140	171	46	50	16	27	131	62	111	70	13	169	31	150	86	130	130	22	12	13	184	51	17	53	118	67	12					
		24.41%	25.37%	21.23%	20.0%	25.04%	30.47%	28.66%	26.74%	28.39%	20.80%	12.77%	12.98%	14.81%	21.25%	29.50%	12.70%	28.53%	19.23%	14.44%	32.37%	11.92%	36.49%	64.17%	21.45%	32.25%	18.48%	12.63%	22.03%	50.68%	16.24%	34.0%	24.09%	20.24%	19.14%	19.67%					
																																									
41	Против всех	372	28	33	19	15	15	7	8	15	38	19	3	2	3	11	8	6	10	3	21	1	10	3	9	13	9	3	2	7	8	3	8	13	17	2					
		2.91%	3.79%	4.96%	2.92%	2.40%	2.98%	1.48%	1.64%	3.04%	4.62%	5.27%	0.77%	1.85%	2.36%	2.47%	1.63%	1.54%	2.74%	3.33%	4.02%	0.38%	2.43%	2.23%	1.48%	3.22%	7.56%	3.15%	3.38%	1.92%	2.54%	6.0%	3.63%	2.22%	4.85%	3.27%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
