Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
"Наименование Избирательной комиссии:    Воронеж, Центральная"																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1505	24	13	134	11	6	148	12	14	29	63	46	11	0	57	8	26	25	13	17	32	19	16	20	18	165	12	35	15	9	8	9	12	14	19	16	14	16	17	4	0	199	28	26	125									
14	Число погашенных неиспользованных открепительных удостоверений	344	7	13	9	18	2	0	5	3	13	4	7	12	6	9	5	0	0	3	19	18	16	8	11	15	14	10	17	18	1	14	9	11	9	6	5	4	3	1	7	0	0	0	12	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	392	12	5	3	12	15	7	8	6	9	6	2	7	8	7	11	6	10	16	6	4	3	13	22	7	5	8	25	6	17	5	15	9	7	5	12	7	33	17	9	0	0	0	7	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	726	14	10	44	20	18	12	24	7	18	19	21	9	19	13	13	11	9	28	11	14	26	25	10	10	11	13	27	25	18	20	5	22	7	10	17	13	13	43	28	2	11	3	17	16									
		2.84%	2.39%	2.14%	5.80%	2.93%	2.95%	2.26%	4.40%	1.52%	3.50%	3.90%	3.92%	1.99%	4.44%	2.47%	3.09%	1.52%	1.62%	5.22%	2.56%	2.52%	4.18%	2.33%	1.26%	1.87%	1.59%	3.60%	3.83%	3.23%	2.80%	3.63%	1.03%	3.96%	2.11%	2.36%	3.08%	1.96%	1.85%	4.94%	3.40%	0.99%	1.34%	2.11%	3.11%	1.83%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	611	13	17	22	23	23	5	10	9	9	14	7	14	14	17	3	8	12	12	9	22	11	28	22	12	22	6	11	17	19	12	17	25	9	13	10	18	13	16	6	2	13	8	9	29									
		2.39%	2.21%	3.64%	2.90%	3.37%	3.77%	0.94%	1.83%	1.95%	1.75%	2.87%	1.31%	3.10%	3.27%	3.23%	0.71%	1.10%	2.16%	2.24%	2.09%	3.96%	1.77%	2.61%	2.76%	2.24%	3.18%	1.66%	1.56%	2.20%	2.96%	2.18%	3.51%	4.50%	2.72%	3.07%	1.81%	2.72%	1.85%	1.84%	0.73%	0.99%	1.58%	5.63%	1.65%	3.32%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	529	18	11	8	10	9	14	12	8	12	10	12	6	12	6	17	11	14	15	11	9	12	27	16	15	13	3	25	23	16	7	6	15	12	8	9	17	14	14	15	2	16	8	4	7									
		2.07%	3.07%	2.36%	1.06%	1.46%	1.48%	2.64%	2.20%	1.74%	2.33%	2.05%	2.24%	1.33%	2.80%	1.14%	4.04%	1.52%	2.52%	2.80%	2.56%	1.62%	1.93%	2.52%	2.01%	2.80%	1.88%	0.83%	3.55%	2.97%	2.49%	1.27%	1.24%	2.70%	3.63%	1.89%	1.63%	2.57%	1.99%	1.61%	1.82%	0.99%	1.95%	5.63%	0.73%	0.80%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9430	191	178	259	236	163	209	202	121	154	175	212	155	103	180	162	368	195	202	138	219	236	453	279	197	314	157	253	263	218	214	139	171	128	138	164	205	242	290	291	171	382	53	183	467									
		36.92%	32.54%	38.12%	34.17%	34.55%	26.72%	39.43%	36.99%	26.25%	29.96%	35.93%	39.55%	34.29%	24.07%	34.22%	38.48%	50.83%	35.14%	37.69%	32.09%	39.46%	37.94%	42.30%	35.05%	36.82%	45.38%	43.49%	35.89%	33.98%	33.96%	38.84%	28.72%	30.81%	38.67%	32.55%	29.71%	30.97%	34.52%	33.33%	35.36%	84.24%	46.47%	37.32%	33.46%	53.43%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	393	7	4	14	7	20	7	4	5	13	11	5	5	8	6	2	8	13	9	7	4	9	21	10	4	15	6	13	16	8	8	7	16	6	6	12	8	11	8	13	3	8	1	17	8									
		1.54%	1.19%	0.86%	1.85%	1.02%	3.28%	1.32%	0.73%	1.08%	2.53%	2.26%	0.93%	1.11%	1.87%	1.14%	0.48%	1.10%	2.34%	1.68%	1.63%	0.72%	1.45%	1.96%	1.26%	0.75%	2.17%	1.66%	1.84%	2.07%	1.25%	1.45%	1.45%	2.88%	1.81%	1.42%	2.17%	1.21%	1.57%	0.92%	1.58%	1.48%	0.97%	0.70%	3.11%	0.92%									
24	"6. Политическая партия ""Гражданская Платформа"""	31	1	2	1	2	0	1	1	0	1	0	0	1	2	0	0	1	0	1	0	0	1	2	3	2	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	3	0	0	2									
		0.12%	0.17%	0.43%	0.13%	0.29%	0.00%	0.19%	0.18%	0.00%	0.19%	0.00%	0.00%	0.22%	0.47%	0.00%	0.00%	0.14%	0.00%	0.19%	0.00%	0.00%	0.16%	0.19%	0.38%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.30%	0.00%	0.18%	0.00%	0.00%	0.11%	0.00%	0.00%	0.36%	0.00%	0.00%	0.23%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2930	65	45	73	57	47	63	63	41	42	56	57	52	42	40	26	117	54	45	46	66	80	132	103	81	83	28	90	90	37	66	62	60	38	36	53	49	75	101	96	8	244	22	72	127									
		11.47%	11.07%	9.64%	9.63%	8.35%	7.70%	11.89%	11.54%	8.89%	8.17%	11.50%	10.63%	11.50%	9.81%	7.60%	6.18%	16.16%	9.73%	8.40%	10.70%	11.89%	12.86%	12.32%	12.94%	15.14%	11.99%	7.76%	12.77%	11.63%	5.76%	11.98%	12.81%	10.81%	11.48%	8.49%	9.60%	7.40%	10.70%	11.61%	11.66%	3.94%	29.68%	15.49%	13.16%	14.53%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	418	8	4	12	12	12	10	9	10	12	10	3	6	10	5	11	7	12	8	10	13	15	8	15	9	5	4	11	22	14	8	10	9	2	5	18	14	9	7	23	0	4	0	17	5									
		1.64%	1.36%	0.86%	1.58%	1.76%	1.97%	1.89%	1.65%	2.17%	2.33%	2.05%	0.56%	1.33%	2.34%	0.95%	2.61%	0.97%	2.16%	1.49%	2.33%	2.34%	2.41%	0.75%	1.88%	1.68%	0.72%	1.11%	1.56%	2.84%	2.18%	1.45%	2.07%	1.62%	0.60%	1.18%	3.26%	2.11%	1.28%	0.80%	2.79%	0.00%	0.49%	0.00%	3.11%	0.57%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	586	14	9	22	12	18	13	8	21	16	9	8	13	7	26	14	12	20	31	12	15	14	23	10	10	18	1	13	13	12	14	4	11	7	6	11	24	13	23	25	0	3	0	23	8									
		2.29%	2.39%	1.93%	2.90%	1.76%	2.95%	2.45%	1.47%	4.56%	3.11%	1.85%	1.49%	2.88%	1.64%	4.94%	3.33%	1.66%	3.60%	5.78%	2.79%	2.70%	2.25%	2.15%	1.26%	1.87%	2.60%	0.28%	1.84%	1.68%	1.87%	2.54%	0.83%	1.98%	2.11%	1.42%	1.99%	3.63%	1.85%	2.64%	3.04%	0.00%	0.36%	0.00%	4.20%	0.92%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	28	1	1	2	1	0	1	1	1	2	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	3	3	0	0	0	0	0	0	0	1	1	0	1	1	4	0	1	0									
		0.11%	0.17%	0.21%	0.26%	0.15%	0.00%	0.19%	0.18%	0.22%	0.39%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.43%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.14%	0.00%	0.12%	0.49%	0.49%	0.00%	0.18%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1057	19	19	21	27	24	21	37	29	45	20	33	20	25	39	27	20	33	19	19	35	26	34	33	19	19	13	31	20	25	18	15	14	13	25	23	56	22	36	26	9	3	2	28	15									
		4.14%	3.24%	4.07%	2.77%	3.95%	3.93%	3.96%	6.78%	6.29%	8.75%	4.11%	6.16%	4.42%	5.84%	7.41%	6.41%	2.76%	5.95%	3.54%	4.42%	6.31%	4.18%	3.17%	4.15%	3.55%	2.75%	3.60%	4.40%	2.58%	3.89%	3.27%	3.10%	2.52%	3.93%	5.90%	4.17%	8.46%	3.14%	4.14%	3.16%	4.43%	0.36%	1.41%	5.12%	1.72%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	6187	151	110	183	196	205	129	132	156	140	121	136	135	128	143	110	118	149	125	111	116	131	233	234	132	140	102	173	171	177	130	149	163	81	130	157	176	191	219	205	0	50	35	102	112									
		24.22%	25.72%	23.55%	24.14%	28.70%	33.61%	24.34%	24.18%	33.84%	27.24%	24.85%	25.37%	29.87%	29.91%	27.19%	26.13%	16.30%	26.85%	23.32%	25.81%	20.90%	21.06%	21.76%	29.40%	24.67%	20.23%	28.25%	24.54%	22.09%	27.57%	23.59%	30.79%	29.37%	24.47%	30.66%	28.44%	26.59%	27.25%	25.17%	24.91%	0.00%	6.08%	24.65%	18.65%	12.81%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	148	5	0	3	5	2	2	3	2	0	2	1	2	2	2	6	2	0	8	1	3	5	8	6	4	3	0	3	3	6	1	7	3	2	2	5	7	5	6	8	1	2	0	5	5									
		0.58%	0.85%	0.00%	0.40%	0.73%	0.33%	0.38%	0.55%	0.43%	0.00%	0.41%	0.19%	0.44%	0.47%	0.38%	1.43%	0.28%	0.00%	1.49%	0.23%	0.54%	0.80%	0.75%	0.75%	0.75%	0.43%	0.00%	0.43%	0.39%	0.93%	0.18%	1.45%	0.54%	0.60%	0.47%	0.91%	1.06%	0.71%	0.69%	0.97%	0.49%	0.24%	0.00%	0.91%	0.57%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2019	72	47	80	67	60	35	34	42	42	35	34	29	50	44	24	29	36	28	47	33	48	66	40	33	35	22	39	95	79	45	56	38	13	34	57	71	81	88	76	0	15	10	63	47									
		7.90%	12.27%	10.06%	10.55%	9.81%	9.84%	6.60%	6.23%	9.11%	8.17%	7.19%	6.34%	6.42%	11.68%	8.37%	5.70%	4.01%	6.49%	5.22%	10.93%	5.95%	7.72%	6.16%	5.03%	6.17%	5.06%	6.09%	5.53%	12.27%	12.31%	8.17%	11.57%	6.85%	3.93%	8.02%	10.33%	10.73%	11.55%	10.11%	9.23%	0.00%	1.82%	7.04%	11.52%	5.38%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
