Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Малоярославецкая																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1364	25	10	10	10	25	10	15	20	20	25	20	6	10	15	50	50	70	50	31	50	50	180	15	50	50	50	80	105	30	30	15	20	87	50	15	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	1364	25	10	10	10	25	10	15	20	20	25	20	6	10	15	50	50	70	50	31	50	50	180	15	50	50	50	80	105	30	30	15	20	87	50	15	15									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	347	14	27	11	10	8	14	8	12	19	9	13	7	7	19	28	10	8	28	6	5	7	0	4	5	4	9	2	7	13	7	2	8	4	7	1	4									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	136	8	3	5	5	5	6	13	11	8	6	5	6	4	14	3	1	1	0	1	0	1	8	0	4	2	5	4	0	0	1	2	2	0	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	414	29	11	8	16	6	14	13	19	31	28	24	16	21	16	15	10	6	1	6	2	6	28	6	4	6	19	14	5	7	2	2	3	10	4	6	0									
		2.32%	3.81%	1.69%	1.73%	3.23%	1.37%	2.01%	1.95%	2.10%	3.41%	3.00%	3.43%	3.74%	3.87%	2.97%	1.78%	1.16%	1.32%	0.58%	1.62%	1.68%	1.41%	2.55%	3.00%	0.89%	1.70%	2.87%	2.69%	1.52%	2.15%	0.98%	1.40%	0.74%	4.42%	1.63%	2.23%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	450	17	16	19	12	9	21	25	30	27	25	17	13	15	18	28	16	16	5	2	2	8	21	2	6	6	13	17	6	10	7	4	7	5	3	1	1									
		2.52%	2.23%	2.45%	4.11%	2.42%	2.06%	3.01%	3.75%	3.31%	2.97%	2.68%	2.43%	3.04%	2.76%	3.34%	3.31%	1.86%	3.53%	2.91%	0.54%	1.68%	1.88%	1.92%	1.00%	1.34%	1.70%	1.96%	3.27%	1.82%	3.07%	3.43%	2.80%	1.72%	2.21%	1.22%	0.37%	1.92%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	527	27	28	17	18	6	23	16	26	26	32	26	15	16	24	39	22	16	5	8	0	7	25	8	14	6	21	8	1	9	2	6	13	1	9	6	1									
		2.95%	3.55%	4.29%	3.68%	3.63%	1.37%	3.30%	2.40%	2.87%	2.86%	3.43%	3.72%	3.50%	2.95%	4.45%	4.62%	2.56%	3.53%	2.91%	2.16%	0.00%	1.65%	2.28%	4.00%	3.13%	1.70%	3.17%	1.54%	0.30%	2.76%	0.98%	4.20%	3.19%	0.44%	3.66%	2.23%	1.92%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8205	269	248	170	195	189	323	291	380	369	360	272	177	245	201	420	391	277	77	164	85	215	566	106	232	192	303	259	208	156	154	72	183	146	125	155	30									
		45.96%	35.35%	38.04%	36.80%	39.31%	43.25%	46.28%	43.69%	41.99%	40.64%	38.59%	38.91%	41.36%	45.12%	37.29%	49.70%	45.47%	61.15%	44.77%	44.32%	71.43%	50.59%	51.64%	53.00%	51.79%	54.39%	45.77%	49.81%	63.22%	47.85%	75.49%	50.35%	44.85%	64.60%	50.81%	57.62%	57.69%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	125	3	4	1	2	3	5	4	5	10	8	13	2	2	6	4	8	2	1	3	0	1	6	1	2	3	4	6	1	2	0	1	9	1	2	0	0									
		0.70%	0.39%	0.61%	0.22%	0.40%	0.69%	0.72%	0.60%	0.55%	1.10%	0.86%	1.86%	0.47%	0.37%	1.11%	0.47%	0.93%	0.44%	0.58%	0.81%	0.00%	0.24%	0.55%	0.50%	0.45%	0.85%	0.60%	1.15%	0.30%	0.61%	0.00%	0.70%	2.21%	0.44%	0.81%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	33	2	1	2	1	2	2	0	1	1	1	1	3	0	3	0	3	0	0	0	0	2	1	1	2	1	0	1	1	0	0	0	0	0	0	1	0									
		0.18%	0.26%	0.15%	0.43%	0.20%	0.46%	0.29%	0.00%	0.11%	0.11%	0.11%	0.14%	0.70%	0.00%	0.56%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.47%	0.09%	0.50%	0.45%	0.28%	0.00%	0.19%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3087	119	115	86	80	85	129	116	160	163	151	133	71	93	80	116	128	66	26	90	16	100	198	33	100	76	126	67	55	76	16	14	63	27	50	49	14									
		17.29%	15.64%	17.64%	18.61%	16.13%	19.45%	18.48%	17.42%	17.68%	17.95%	16.18%	19.03%	16.59%	17.13%	14.84%	13.73%	14.88%	14.57%	15.12%	24.32%	13.45%	23.53%	18.07%	16.50%	22.32%	21.53%	19.03%	12.88%	16.72%	23.31%	7.84%	9.79%	15.44%	11.95%	20.33%	18.22%	26.92%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	151	11	4	5	3	4	6	5	8	10	9	10	4	7	8	8	11	2	1	4	0	2	2	0	2	2	5	11	2	2	0	1	1	0	1	0	0									
		0.85%	1.45%	0.61%	1.08%	0.60%	0.92%	0.86%	0.75%	0.88%	1.10%	0.96%	1.43%	0.93%	1.29%	1.48%	0.95%	1.28%	0.44%	0.58%	1.08%	0.00%	0.47%	0.18%	0.00%	0.45%	0.57%	0.76%	2.12%	0.61%	0.61%	0.00%	0.70%	0.25%	0.00%	0.41%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	265	14	10	7	6	6	4	12	13	10	34	20	6	4	9	12	12	6	3	6	0	3	13	2	7	3	6	22	1	3	4	3	1	2	1	0	0									
		1.48%	1.84%	1.53%	1.52%	1.21%	1.37%	0.57%	1.80%	1.44%	1.10%	3.64%	2.86%	1.40%	0.74%	1.67%	1.42%	1.40%	1.32%	1.74%	1.62%	0.00%	0.71%	1.19%	1.00%	1.56%	0.85%	0.91%	4.23%	0.30%	0.92%	1.96%	2.10%	0.25%	0.88%	0.41%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	50	1	1	0	1	0	0	0	0	3	0	0	1	0	3	2	1	0	0	2	0	2	19	1	0	1	0	6	2	2	0	0	0	0	1	1	0									
		0.28%	0.13%	0.15%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.23%	0.00%	0.56%	0.24%	0.12%	0.00%	0.00%	0.54%	0.00%	0.47%	1.73%	0.50%	0.00%	0.28%	0.00%	1.15%	0.61%	0.61%	0.00%	0.00%	0.00%	0.00%	0.41%	0.37%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	395	26	27	11	17	19	14	18	19	28	29	22	17	6	28	9	19	1	2	5	2	11	12	2	1	4	11	11	1	4	1	4	5	4	0	4	1									
		2.21%	3.42%	4.14%	2.38%	3.43%	4.35%	2.01%	2.70%	2.10%	3.08%	3.11%	3.15%	3.97%	1.10%	5.19%	1.07%	2.21%	0.22%	1.16%	1.35%	1.68%	2.59%	1.09%	1.00%	0.22%	1.13%	1.66%	2.12%	0.30%	1.23%	0.49%	2.80%	1.23%	1.77%	0.00%	1.49%	1.92%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2651	146	123	84	98	64	98	99	154	151	153	97	68	87	92	128	182	43	40	45	10	53	122	27	54	32	86	54	24	35	16	28	83	18	26	28	3									
		14.85%	19.19%	18.87%	18.18%	19.76%	14.65%	14.04%	14.86%	17.02%	16.63%	16.40%	13.88%	15.89%	16.02%	17.07%	15.15%	21.16%	9.49%	23.26%	12.16%	8.40%	12.47%	11.13%	13.50%	12.05%	9.07%	12.99%	10.38%	7.29%	10.74%	7.84%	19.58%	20.34%	7.96%	10.57%	10.41%	5.77%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	126	7	4	6	3	2	4	5	8	8	12	4	0	3	2	5	10	2	0	2	1	1	6	2	2	2	3	6	2	0	0	0	9	0	1	3	1									
		0.71%	0.92%	0.61%	1.30%	0.60%	0.46%	0.57%	0.75%	0.88%	0.88%	1.29%	0.57%	0.00%	0.55%	0.37%	0.59%	1.16%	0.44%	0.00%	0.54%	0.84%	0.24%	0.55%	1.00%	0.45%	0.57%	0.45%	1.15%	0.61%	0.00%	0.00%	0.00%	2.21%	0.00%	0.41%	1.12%	1.92%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	983	66	45	29	31	25	36	51	55	50	69	47	28	25	36	55	35	11	11	25	0	10	46	6	12	15	43	30	11	8	1	3	29	10	17	11	1									
		5.51%	8.67%	6.90%	6.28%	6.25%	5.72%	5.16%	7.66%	6.08%	5.51%	7.40%	6.72%	6.54%	4.60%	6.68%	6.51%	4.07%	2.43%	6.40%	6.76%	0.00%	2.35%	4.20%	3.00%	2.68%	4.25%	6.50%	5.77%	3.34%	2.45%	0.49%	2.10%	7.11%	4.42%	6.91%	4.09%	1.92%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
