Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
Наименование Избирательной комиссии:    Сургутская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	3750	120	120	120	120	120	120	120	120	120	120	120	120	50	50	50	50	50	50	50	50	50	100	100	100	100	100	100	50	50	150	150	150	100	100	100	50	50	10	30	30	50	50	50	10	50	10	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1335	45	46	68	65	26	41	51	69	35	42	50	29	10	18	9	15	8	15	4	12	9	36	35	59	33	31	31	18	8	61	69	75	20	26	30	13	6	5	8	12	14	9	9	0	36	10	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1140	12	14	22	44	16	4	8	36	9	17	13	11	19	52	10	6	40	56	41	10	8	77	5	29	5	21	25	28	6	64	106	101	33	9	8	23	24	1	3	4	35	19	29	1	18	11	7					
14	Число погашенных неиспользованных открепительных удостоверений	2415	75	74	52	55	94	79	69	51	85	78	70	91	40	32	41	35	42	35	46	38	41	64	65	41	67	69	69	32	42	89	81	75	80	74	70	37	44	5	22	18	36	41	41	10	14	0	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	137	6	3	6	8	4	2	3	3	3	10	1	3	1	3	2	6	0	1	4	4	3	5	3	3	4	4	3	0	1	3	5	2	3	4	2	1	1	0	4	0	4	1	4	1	3	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5023	74	187	187	174	126	65	96	159	120	110	112	109	98	76	79	103	44	65	54	63	61	171	125	141	139	124	190	99	87	370	176	209	151	122	102	53	19	1	56	37	72	89	129	17	124	10	48					
		11.45%	8.49%	13.40%	11.90%	12.46%	9.93%	8.40%	9.06%	11.08%	10.51%	9.48%	9.47%	9.78%	14.52%	10.92%	10.97%	14.61%	11.31%	10.94%	9.91%	10.57%	9.87%	10.76%	10.23%	10.28%	10.27%	9.76%	13.08%	10.76%	12.87%	20.53%	9.67%	9.69%	12.12%	12.24%	11.04%	16.93%	9.50%	2.50%	11.07%	9.05%	11.11%	11.47%	12.93%	20.00%	14.73%	14.29%	18.90%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	11500	259	397	441	423	337	246	305	468	320	353	333	335	138	168	145	151	90	138	118	129	148	355	308	333	333	281	302	248	171	465	545	632	369	259	238	79	46	8	131	99	155	167	222	22	224	22	44					
		26.22%	29.70%	28.44%	28.05%	30.30%	26.56%	31.78%	28.77%	32.61%	28.02%	30.43%	28.15%	30.04%	20.44%	24.14%	20.14%	21.42%	23.14%	23.23%	21.65%	21.64%	23.95%	22.34%	25.20%	24.29%	24.61%	22.11%	20.78%	26.96%	25.30%	25.80%	29.93%	29.31%	29.61%	25.98%	25.76%	25.24%	23.00%	20.00%	25.89%	24.21%	23.92%	21.52%	22.24%	25.88%	26.60%	31.43%	17.32%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	525	6	21	22	24	8	14	7	17	11	5	19	15	11	8	10	11	3	6	9	2	3	31	24	15	16	15	15	12	7	17	19	29	14	13	6	5	1	0	5	2	8	5	17	1	12	0	4					
		1.20%	0.69%	1.50%	1.40%	1.72%	0.63%	1.81%	0.66%	1.18%	0.96%	0.43%	1.61%	1.35%	1.63%	1.15%	1.39%	1.56%	0.77%	1.01%	1.65%	0.34%	0.49%	1.95%	1.96%	1.09%	1.18%	1.18%	1.03%	1.30%	1.04%	0.94%	1.04%	1.35%	1.12%	1.30%	0.65%	1.60%	0.50%	0.00%	0.99%	0.49%	1.23%	0.64%	1.70%	1.18%	1.43%	0.00%	1.57%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7860	172	224	287	252	258	152	192	251	206	199	216	207	130	146	126	96	56	97	111	114	87	337	250	306	314	344	305	152	93	211	353	390	183	198	155	41	34	2	55	43	100	161	84	10	129	4	27					
		17.92%	19.72%	16.05%	18.26%	18.05%	20.33%	19.64%	18.11%	17.49%	18.04%	17.16%	18.26%	18.57%	19.26%	20.98%	17.50%	13.62%	14.40%	16.33%	20.37%	19.13%	14.08%	21.21%	20.46%	22.32%	23.21%	27.07%	20.99%	16.52%	13.76%	11.71%	19.38%	18.09%	14.69%	19.86%	16.77%	13.10%	17.00%	5.00%	10.87%	10.51%	15.43%	20.75%	8.42%	11.76%	15.32%	5.71%	10.63%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	785	18	39	29	38	23	9	18	37	21	19	20	15	14	16	18	21	10	11	6	10	12	34	22	13	20	11	36	19	9	28	22	21	27	18	12	5	4	1	5	8	3	10	38	0	9	0	6					
		1.79%	2.06%	2.79%	1.84%	2.72%	1.81%	1.16%	1.70%	2.58%	1.84%	1.64%	1.69%	1.35%	2.07%	2.30%	2.50%	2.98%	2.57%	1.85%	1.10%	1.68%	1.94%	2.14%	1.80%	0.95%	1.48%	0.87%	2.48%	2.07%	1.33%	1.55%	1.21%	0.97%	2.17%	1.81%	1.30%	1.60%	2.00%	2.50%	0.99%	1.96%	0.46%	1.29%	3.81%	0.00%	1.07%	0.00%	2.36%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17155	326	500	570	456	490	262	412	470	439	454	455	412	271	271	322	311	177	266	235	265	294	625	466	529	509	466	569	376	297	652	667	802	475	363	387	127	86	27	240	212	293	335	489	33	322	33	117					
		39.12%	37.39%	35.82%	36.26%	32.66%	38.61%	33.85%	38.87%	32.75%	38.44%	39.14%	38.46%	36.95%	40.15%	38.94%	44.72%	44.11%	45.50%	44.78%	43.12%	44.46%	47.57%	39.33%	38.13%	38.58%	37.62%	36.66%	39.16%	40.87%	43.93%	36.18%	36.63%	37.20%	38.12%	36.41%	41.88%	40.58%	43.00%	67.50%	47.43%	51.83%	45.22%	43.17%	48.99%	38.82%	38.24%	47.14%	46.06%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	282	1	7	10	10	8	8	6	7	3	3	7	2	4	6	7	6	3	1	2	2	7	12	6	8	9	6	16	6	2	21	11	21	4	4	7	3	5	0	3	0	8	1	10	0	8	0	1					
		0.64%	0.11%	0.50%	0.64%	0.72%	0.63%	1.03%	0.57%	0.49%	0.26%	0.26%	0.59%	0.18%	0.59%	0.86%	0.97%	0.85%	0.77%	0.17%	0.37%	0.34%	1.13%	0.76%	0.49%	0.58%	0.67%	0.47%	1.10%	0.65%	0.30%	1.17%	0.60%	0.97%	0.32%	0.40%	0.76%	0.96%	2.50%	0.00%	0.59%	0.00%	1.23%	0.13%	1.00%	0.00%	0.95%	0.00%	0.39%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
