Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Сургутская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417					
18	1.Политическая партия «Аграрная партия России»	1023	6	17	15	19	20	18	21	13	26	27	21	10	25	16	14	20	14	29	32	20	12	44	39	26	11	45	38	45	31	29	31	6	2	7	22	43	22	37	34	24	18	13	0	19	24	17	1					
		1.90%	2.08%	2.09%	1.90%	2.21%	2.38%	2.17%	2.46%	1.60%	2.81%	1.90%	1.83%	0.93%	2.06%	1.15%	1.07%	1.64%	1.22%	1.67%	1.70%	1.38%	1.29%	1.92%	1.74%	1.38%	1.10%	1.88%	2.31%	2.42%	1.99%	1.90%	2.09%	1.70%	2.04%	1.88%	3.99%	2.74%	1.54%	2.07%	2.73%	2.33%	2.53%	2.58%	0.00%	1.78%	2.20%	1.70%	0.74%					
19	2.Всероссийская политическая партия «Гражданская Сила»	440	2	4	7	11	7	11	5	4	6	13	6	19	11	10	9	12	16	13	12	21	3	31	15	16	3	22	13	15	8	11	8	1	0	4	8	10	3	25	6	5	3	2	4	7	9	9	0					
		0.82%	0.69%	0.49%	0.89%	1.28%	0.83%	1.33%	0.59%	0.49%	0.65%	0.91%	0.52%	1.76%	0.91%	0.72%	0.69%	0.98%	1.39%	0.75%	0.64%	1.45%	0.32%	1.35%	0.67%	0.85%	0.30%	0.92%	0.79%	0.81%	0.52%	0.72%	0.54%	0.28%	0.00%	1.07%	1.45%	0.64%	0.21%	1.40%	0.48%	0.49%	0.42%	0.40%	4.04%	0.66%	0.82%	0.90%	0.00%					
20	3.Политическая партия «Демократическая партия России»	91	1	2	1	1	0	0	2	2	3	2	0	3	1	3	2	3	1	3	2	2	1	4	8	3	3	5	3	3	5	3	0	0	0	0	1	3	2	4	0	1	3	0	1	1	2	1	0					
		0.17%	0.35%	0.25%	0.13%	0.12%	0.00%	0.00%	0.23%	0.25%	0.32%	0.14%	0.00%	0.28%	0.08%	0.22%	0.15%	0.25%	0.09%	0.17%	0.11%	0.14%	0.11%	0.17%	0.36%	0.16%	0.30%	0.21%	0.18%	0.16%	0.32%	0.20%	0.00%	0.00%	0.00%	0.00%	0.18%	0.19%	0.14%	0.22%	0.00%	0.10%	0.42%	0.00%	1.01%	0.09%	0.18%	0.10%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3822	16	58	49	68	51	70	66	50	71	104	100	71	74	80	80	58	69	123	139	67	60	179	164	142	42	198	141	203	137	156	140	23	5	20	30	106	121	100	83	43	37	20	1	62	100	34	11					
		7.09%	5.56%	7.13%	6.22%	7.93%	6.06%	8.44%	7.74%	6.15%	7.68%	7.30%	8.70%	6.57%	6.09%	5.74%	6.10%	4.76%	5.99%	7.09%	7.40%	4.61%	6.43%	7.81%	7.31%	7.55%	4.20%	8.28%	8.58%	10.94%	8.82%	10.24%	9.43%	6.52%	5.10%	5.36%	5.43%	6.76%	8.45%	5.58%	6.67%	4.18%	5.20%	3.98%	1.01%	5.82%	9.15%	3.41%	8.15%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	182	4	2	2	1	1	3	2	2	0	7	11	3	4	3	3	2	3	3	11	8	5	5	12	6	0	8	9	9	4	4	6	1	0	0	4	5	3	6	3	4	0	0	4	4	2	2	1					
		0.34%	1.39%	0.25%	0.25%	0.12%	0.12%	0.36%	0.23%	0.25%	0.00%	0.49%	0.96%	0.28%	0.33%	0.22%	0.23%	0.16%	0.26%	0.17%	0.59%	0.55%	0.54%	0.22%	0.53%	0.32%	0.00%	0.33%	0.55%	0.48%	0.26%	0.26%	0.40%	0.28%	0.00%	0.00%	0.72%	0.32%	0.21%	0.34%	0.24%	0.39%	0.00%	0.00%	4.04%	0.38%	0.18%	0.20%	0.74%					
23	6.Политическая партия «Партия социальной справедливости»	139	1	6	1	5	3	7	5	1	2	1	3	3	3	1	6	1	1	4	3	4	1	6	8	3	6	5	5	2	2	3	2	0	0	5	0	4	1	5	4	5	3	1	0	0	2	5	0					
		0.26%	0.35%	0.74%	0.13%	0.58%	0.36%	0.84%	0.59%	0.12%	0.22%	0.07%	0.26%	0.28%	0.25%	0.07%	0.46%	0.08%	0.09%	0.23%	0.16%	0.28%	0.11%	0.26%	0.36%	0.16%	0.60%	0.21%	0.30%	0.11%	0.13%	0.20%	0.13%	0.00%	0.00%	1.34%	0.00%	0.25%	0.07%	0.28%	0.32%	0.49%	0.42%	0.20%	0.00%	0.00%	0.18%	0.50%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	8105	46	142	116	129	134	141	155	128	170	206	135	139	167	197	165	161	158	219	219	232	137	333	339	278	158	384	255	268	228	248	245	77	6	63	88	256	253	330	165	200	78	56	15	183	129	154	20					
		15.05%	15.97%	17.47%	14.72%	15.03%	15.93%	17.01%	18.17%	15.74%	18.40%	14.47%	11.74%	12.86%	13.74%	14.13%	12.58%	13.21%	13.73%	12.62%	11.66%	15.97%	14.68%	14.53%	15.11%	14.78%	15.80%	16.07%	15.51%	14.44%	14.68%	16.27%	16.50%	21.81%	6.12%	16.89%	15.94%	16.32%	17.67%	18.43%	13.26%	19.44%	10.96%	11.13%	15.15%	17.17%	11.80%	15.43%	14.81%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2779	15	43	60	50	35	56	37	49	45	55	41	49	35	54	63	55	62	105	129	91	45	126	104	109	36	138	83	86	73	50	57	15	0	23	28	75	83	81	88	62	42	23	3	49	83	82	6					
		5.16%	5.21%	5.29%	7.61%	5.83%	4.16%	6.76%	4.34%	6.03%	4.87%	3.86%	3.57%	4.53%	2.88%	3.87%	4.80%	4.51%	5.39%	6.05%	6.87%	6.26%	4.82%	5.50%	4.63%	5.79%	3.60%	5.77%	5.05%	4.63%	4.70%	3.28%	3.84%	4.25%	0.00%	6.17%	5.07%	4.78%	5.80%	4.52%	7.07%	6.03%	5.90%	4.57%	3.03%	4.60%	7.59%	8.22%	4.44%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	402	2	4	10	9	10	7	10	3	8	7	9	8	9	12	8	7	10	12	4	10	3	16	13	16	7	18	14	11	8	8	15	0	0	9	5	8	7	14	11	15	7	8	0	8	6	14	2					
		0.75%	0.69%	0.49%	1.27%	1.05%	1.19%	0.84%	1.17%	0.37%	0.87%	0.49%	0.78%	0.74%	0.74%	0.86%	0.61%	0.57%	0.87%	0.69%	0.21%	0.69%	0.32%	0.70%	0.58%	0.85%	0.70%	0.75%	0.85%	0.59%	0.52%	0.52%	1.01%	0.00%	0.00%	2.41%	0.91%	0.51%	0.49%	0.78%	0.88%	1.46%	0.98%	1.59%	0.00%	0.75%	0.55%	1.40%	1.48%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	35805	190	531	513	547	565	499	539	541	569	965	804	755	864	996	943	872	797	1184	1287	960	650	1512	1488	1241	718	1523	1049	1169	1025	993	949	229	83	231	350	1021	902	1143	827	656	505	371	68	723	696	669	93					
		66.47%	65.97%	65.31%	65.10%	63.75%	67.18%	60.19%	63.19%	66.54%	61.58%	67.77%	69.91%	69.84%	71.11%	71.45%	71.88%	71.53%	69.24%	68.20%	68.49%	66.07%	69.67%	65.97%	66.31%	65.98%	71.80%	63.72%	63.81%	62.98%	66.00%	65.16%	63.91%	64.87%	84.69%	61.93%	63.41%	65.07%	62.99%	63.82%	66.48%	63.75%	70.93%	73.76%	68.69%	67.82%	63.68%	67.03%	68.89%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	374	3	2	3	5	6	5	3	6	5	11	7	6	7	11	6	9	10	21	20	15	3	19	18	13	4	14	10	14	14	8	5	0	1	5	8	8	12	15	13	7	5	2	2	0	8	4	1					
		0.69%	1.04%	0.25%	0.38%	0.58%	0.71%	0.60%	0.35%	0.74%	0.54%	0.77%	0.61%	0.56%	0.58%	0.79%	0.46%	0.74%	0.87%	1.21%	1.06%	1.03%	0.32%	0.83%	0.80%	0.69%	0.40%	0.59%	0.61%	0.75%	0.90%	0.52%	0.34%	0.00%	1.02%	1.34%	1.45%	0.51%	0.84%	0.84%	1.05%	0.68%	0.70%	0.40%	2.02%	0.00%	0.73%	0.40%	0.74%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
