Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																				
Дата голосования: 07.12.2003 0:00:00																																																																				
																																																																				
"Наименование Избирательной комиссии:    Дзержинск, Свердловская"																																																																				
																																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																				
																																																																				
		Сумма	УИК №820	УИК №821	УИК №827	УИК №828	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №879	УИК №880	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №910	УИК №914	УИК №915	УИК №916	УИК №917	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №936	УИК №937	УИК №938					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	829	10	19	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	20	25	20	10	20	10	10	20	10	20	20	20	10	10	20	20	20	10	20	25	20	20	10	10	10	10	20	10	30	10	10	10	20	10	10	10	30	10	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	502	5	9	8	7	6	4	6	7	8	5	4	7	10	17	10	10	10	3	4	3	17	19	9	5	11	4	6	11	5	12	11	11	2	5	11	15	14	2	14	19	17	12	9	7	4	6	12	2	16	3	4	7	14	5	2	1	25	10	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	376	7	8	2	3	5	1	0	5	2	1	4	0	2	4	3	0	5	3	5	1	3	3	11	2	3	5	3	7	3	10	3	3	2	2	3	4	3	0	5	2	5	6	4	1	7	5	5	6	3	4	7	1	1	7	5	8	2	7	13	86	55					
14	Число погашенных открепительных удостоверений	327	5	10	2	3	4	6	4	3	2	5	6	3	10	3	0	0	0	7	6	7	3	6	11	5	9	6	4	9	5	8	9	9	8	5	9	5	6	8	6	6	3	8	1	3	6	4	8	8	14	7	6	3	6	5	8	9	5	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																				
18	"1. ""ЕДИНЕНИЕ"""	554	6	8	10	10	9	13	18	16	14	15	13	17	17	16	16	11	8	3	6	3	17	9	9	9	6	4	11	11	4	8	17	12	6	3	17	1	9	8	16	4	9	15	12	8	2	13	14	6	1	9	8	6	12	4	3	4	12	3	0	2	1					
		1.11%	1.07%	1.17%	1.47%	1.55%	1.27%	1.13%	2.10%	1.73%	1.32%	1.77%	1.25%	1.46%	1.80%	1.49%	2.13%	1.36%	0.97%	0.47%	1.08%	0.42%	1.29%	0.72%	0.80%	1.29%	0.78%	0.79%	1.57%	1.02%	0.43%	0.96%	2.17%	1.27%	0.87%	0.50%	1.43%	0.08%	0.91%	1.74%	1.39%	0.40%	0.82%	1.32%	1.61%	0.87%	0.33%	1.95%	1.34%	1.55%	0.08%	1.21%	0.78%	0.69%	1.16%	0.49%	0.84%	1.20%	0.90%	0.41%	0.0%	2.32%	1.81%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	4064	45	72	43	38	77	68	42	48	69	45	61	87	80	110	70	79	48	44	41	41	145	141	87	45	71	45	58	108	91	60	50	65	49	39	113	125	131	32	92	58	87	87	49	88	48	47	60	28	75	75	87	82	78	59	25	22	155	92	2	4	1					
		8.17%	8.06%	10.54%	6.34%	5.90%	10.92%	5.95%	4.91%	5.21%	6.50%	5.33%	5.90%	7.51%	8.51%	10.30%	9.33%	9.82%	5.85%	7.01%	7.42%	5.83%	11.04%	11.36%	7.81%	6.45%	9.25%	8.92%	8.30%	10.04%	9.92%	7.21%	6.41%	6.91%	7.13%	6.61%	9.51%	10.43%	13.36%	6.98%	8.0%	5.84%	7.95%	7.67%	6.58%	9.58%	8.02%	7.06%	5.74%	7.25%	6.52%	10.10%	8.55%	9.51%	7.55%	7.30%	7.04%	6.64%	11.69%	12.84%	15.38%	4.65%	1.81%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1686	22	30	32	25	14	19	44	33	37	33	35	36	32	33	15	37	30	24	18	17	52	42	54	38	23	17	23	34	31	29	23	35	22	20	42	39	33	11	38	31	40	30	39	17	23	27	39	18	48	34	23	32	25	16	9	9	34	14	0	2	4					
		3.38%	3.94%	4.39%	4.71%	3.88%	1.98%	1.66%	5.14%	3.58%	3.49%	3.90%	3.38%	3.10%	3.40%	3.09%	2.0%	4.60%	3.65%	3.82%	3.26%	2.41%	3.96%	3.38%	4.85%	5.45%	2.99%	3.37%	3.29%	3.16%	3.38%	3.48%	2.94%	3.72%	3.20%	3.38%	3.53%	3.25%	3.36%	2.40%	3.30%	3.12%	3.65%	2.64%	5.24%	1.85%	3.84%	4.06%	3.73%	4.66%	4.17%	4.58%	2.26%	3.71%	2.42%	1.98%	2.53%	2.71%	2.56%	1.95%	0.0%	2.32%	7.27%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2270	17	38	32	23	44	48	30	26	31	38	33	46	40	62	34	37	29	36	19	36	69	84	59	20	28	17	35	49	47	28	46	55	38	27	57	66	53	23	38	37	51	62	31	32	26	43	33	23	40	40	54	31	34	38	14	11	74	52	1	3	2					
		4.56%	3.04%	5.56%	4.71%	3.57%	6.24%	4.20%	3.50%	2.82%	2.92%	4.50%	3.19%	3.97%	4.25%	5.81%	4.53%	4.60%	3.53%	5.74%	3.44%	5.12%	5.25%	6.76%	5.30%	2.86%	3.65%	3.37%	5.01%	4.55%	5.12%	3.36%	5.89%	5.85%	5.53%	4.57%	4.79%	5.50%	5.40%	5.02%	3.30%	3.72%	4.66%	5.46%	4.16%	3.48%	4.34%	6.46%	3.16%	5.95%	3.47%	5.39%	5.30%	3.59%	3.29%	4.70%	3.94%	3.32%	5.58%	7.26%	7.69%	3.48%	3.63%					
22	"5. ""За Русь Святую"""	314	8	3	11	6	2	7	4	8	10	4	10	9	6	3	6	3	5	3	1	2	11	5	6	10	3	5	3	8	5	4	5	3	5	3	5	4	2	4	7	3	5	7	4	6	2	7	5	2	7	5	10	11	7	4	6	5	5	1	0	3	0					
		0.63%	1.43%	0.43%	1.62%	0.93%	0.28%	0.61%	0.46%	0.86%	0.94%	0.47%	0.96%	0.77%	0.63%	0.28%	0.8%	0.37%	0.60%	0.47%	0.18%	0.28%	0.83%	0.40%	0.53%	1.43%	0.39%	0.99%	0.42%	0.74%	0.54%	0.48%	0.64%	0.31%	0.72%	0.50%	0.42%	0.33%	0.20%	0.87%	0.60%	0.30%	0.45%	0.61%	0.53%	0.65%	0.33%	1.05%	0.47%	0.51%	0.60%	0.67%	0.98%	1.27%	0.67%	0.49%	1.69%	1.51%	0.37%	0.13%	0.0%	3.48%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	106	1	0	1	1	0	3	2	0	2	1	3	3	0	6	3	0	2	0	0	0	1	1	3	2	0	0	5	3	2	4	0	1	1	1	3	0	0	2	8	0	6	2	0	0	0	2	6	2	3	5	3	4	1	3	1	0	1	1	0	1	0					
		0.21%	0.17%	0.0%	0.14%	0.15%	0.0%	0.26%	0.23%	0.0%	0.18%	0.11%	0.29%	0.25%	0.0%	0.56%	0.4%	0.0%	0.24%	0.0%	0.0%	0.0%	0.07%	0.08%	0.26%	0.28%	0.0%	0.0%	0.71%	0.27%	0.21%	0.48%	0.0%	0.10%	0.14%	0.16%	0.25%	0.0%	0.0%	0.43%	0.69%	0.0%	0.54%	0.17%	0.0%	0.0%	0.0%	0.30%	0.57%	0.51%	0.26%	0.67%	0.29%	0.46%	0.09%	0.37%	0.28%	0.0%	0.07%	0.13%	0.0%	1.16%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	388	1	9	3	7	14	11	5	5	6	6	12	11	3	9	0	6	8	5	4	4	12	11	5	1	7	2	4	8	7	7	5	6	8	7	9	9	11	4	6	6	4	9	7	8	4	5	6	3	6	13	7	5	6	8	3	4	17	9	0	0	0					
		0.78%	0.17%	1.31%	0.44%	1.08%	1.98%	0.96%	0.58%	0.54%	0.56%	0.71%	1.16%	0.94%	0.31%	0.84%	0.0%	0.74%	0.97%	0.79%	0.72%	0.56%	0.91%	0.88%	0.44%	0.14%	0.91%	0.39%	0.57%	0.74%	0.76%	0.84%	0.64%	0.63%	1.16%	1.18%	0.75%	0.75%	1.12%	0.87%	0.52%	0.60%	0.36%	0.79%	0.94%	0.87%	0.66%	0.75%	0.57%	0.77%	0.52%	1.75%	0.68%	0.58%	0.58%	0.99%	0.84%	1.20%	1.28%	1.25%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	59	0	1	0	1	0	0	4	3	2	1	2	2	1	2	0	1	3	0	0	0	0	3	2	0	0	1	0	0	2	1	0	2	1	0	0	3	0	1	2	2	1	1	1	0	0	0	0	3	0	2	0	1	4	0	0	0	2	0	0	1	0					
		0.11%	0.0%	0.14%	0.0%	0.15%	0.0%	0.0%	0.46%	0.32%	0.18%	0.11%	0.19%	0.17%	0.10%	0.18%	0.0%	0.12%	0.36%	0.0%	0.0%	0.0%	0.0%	0.24%	0.17%	0.0%	0.0%	0.19%	0.0%	0.0%	0.21%	0.12%	0.0%	0.21%	0.14%	0.0%	0.0%	0.25%	0.0%	0.21%	0.17%	0.20%	0.09%	0.08%	0.13%	0.0%	0.0%	0.0%	0.0%	0.77%	0.0%	0.26%	0.0%	0.11%	0.38%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	1.16%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	217	3	3	1	4	2	3	6	4	2	3	2	7	7	6	0	2	1	2	5	4	4	7	3	2	1	1	4	20	5	5	5	4	0	3	5	9	4	2	3	5	0	4	3	4	2	0	5	3	2	5	9	5	6	2	1	1	2	4	0	0	0					
		0.43%	0.53%	0.43%	0.14%	0.62%	0.28%	0.26%	0.70%	0.43%	0.18%	0.35%	0.19%	0.60%	0.74%	0.56%	0.0%	0.24%	0.12%	0.31%	0.90%	0.56%	0.30%	0.56%	0.26%	0.28%	0.13%	0.19%	0.57%	1.86%	0.54%	0.60%	0.64%	0.42%	0.0%	0.50%	0.42%	0.75%	0.40%	0.43%	0.26%	0.50%	0.0%	0.35%	0.40%	0.43%	0.33%	0.0%	0.47%	0.77%	0.17%	0.67%	0.88%	0.58%	0.58%	0.24%	0.28%	0.30%	0.15%	0.55%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1058	14	19	15	20	9	11	17	19	27	17	19	26	14	28	20	23	43	14	13	13	18	23	27	21	14	11	14	5	17	22	22	23	11	17	21	26	33	15	27	15	19	20	16	21	12	21	28	9	26	15	17	21	17	13	4	8	11	8	1	5	3					
		2.12%	2.50%	2.78%	2.21%	3.10%	1.27%	0.96%	1.98%	2.06%	2.54%	2.01%	1.83%	2.24%	1.48%	2.62%	2.66%	2.86%	5.24%	2.23%	2.35%	1.84%	1.37%	1.85%	2.42%	3.01%	1.82%	2.18%	2.00%	0.46%	1.85%	2.64%	2.82%	2.44%	1.60%	2.88%	1.76%	2.17%	3.36%	3.27%	2.34%	1.51%	1.73%	1.76%	2.15%	2.28%	2.00%	3.15%	2.68%	2.33%	2.26%	2.02%	1.67%	2.43%	1.64%	1.60%	1.12%	2.41%	0.83%	1.11%	7.69%	5.81%	5.45%					
28	"11. ""Истинные патриоты России"""	69	2	1	0	1	1	2	2	2	2	3	1	1	0	0	8	3	0	0	0	1	1	0	2	2	2	0	0	2	1	1	2	0	0	0	1	2	0	3	1	2	2	0	4	0	0	0	0	3	1	0	1	1	0	0	0	0	4	1	0	0	0					
		0.13%	0.35%	0.14%	0.0%	0.15%	0.14%	0.17%	0.23%	0.21%	0.18%	0.35%	0.09%	0.08%	0.0%	0.0%	1.06%	0.37%	0.0%	0.0%	0.0%	0.14%	0.07%	0.0%	0.17%	0.28%	0.26%	0.0%	0.0%	0.18%	0.10%	0.12%	0.25%	0.0%	0.0%	0.0%	0.08%	0.16%	0.0%	0.65%	0.08%	0.20%	0.18%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.77%	0.08%	0.0%	0.09%	0.11%	0.0%	0.0%	0.0%	0.0%	0.30%	0.13%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	643	8	13	4	6	13	9	14	8	18	6	15	18	7	11	12	10	13	12	12	6	11	24	13	13	4	3	7	14	18	13	15	11	6	6	16	22	7	1	6	13	15	12	13	20	12	6	21	6	18	8	12	16	14	17	2	5	0	7	0	1	0					
		1.29%	1.43%	1.90%	0.58%	0.93%	1.84%	0.78%	1.63%	0.86%	1.69%	0.71%	1.45%	1.55%	0.74%	1.03%	1.6%	1.24%	1.58%	1.91%	2.17%	0.85%	0.83%	1.93%	1.16%	1.86%	0.52%	0.59%	1.00%	1.30%	1.96%	1.56%	1.92%	1.17%	0.87%	1.01%	1.34%	1.83%	0.71%	0.21%	0.52%	1.30%	1.37%	1.05%	1.74%	2.17%	2.00%	0.90%	2.01%	1.55%	1.56%	1.07%	1.17%	1.85%	1.35%	2.10%	0.56%	1.51%	0.0%	0.97%	0.0%	1.16%	0.0%					
30	"13. ""Демократическая партия России"""	87	1	0	1	1	2	2	0	2	1	3	2	6	6	2	0	0	1	3	2	2	3	3	2	1	0	1	2	4	1	3	1	0	0	2	1	2	2	0	0	1	2	4	0	1	0	1	0	0	2	2	1	4	1	1	1	0	0	1	0	0	0					
		0.17%	0.17%	0.0%	0.14%	0.15%	0.28%	0.17%	0.0%	0.21%	0.09%	0.35%	0.19%	0.51%	0.63%	0.18%	0.0%	0.0%	0.12%	0.47%	0.36%	0.28%	0.22%	0.24%	0.17%	0.14%	0.0%	0.19%	0.28%	0.37%	0.10%	0.36%	0.12%	0.0%	0.0%	0.33%	0.08%	0.16%	0.20%	0.0%	0.0%	0.10%	0.18%	0.35%	0.0%	0.10%	0.0%	0.15%	0.0%	0.0%	0.17%	0.26%	0.09%	0.46%	0.09%	0.12%	0.28%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	111	2	3	0	4	1	3	1	2	2	4	2	1	2	0	0	1	3	0	2	1	3	4	5	2	1	0	2	8	1	0	0	2	2	2	1	1	1	0	1	4	0	2	1	1	1	1	4	3	14	3	0	0	0	1	1	3	0	2	0	0	0					
		0.22%	0.35%	0.43%	0.0%	0.62%	0.14%	0.26%	0.11%	0.21%	0.18%	0.47%	0.19%	0.08%	0.21%	0.0%	0.0%	0.12%	0.36%	0.0%	0.36%	0.14%	0.22%	0.32%	0.44%	0.28%	0.13%	0.0%	0.28%	0.74%	0.10%	0.0%	0.0%	0.21%	0.29%	0.33%	0.08%	0.08%	0.10%	0.0%	0.08%	0.40%	0.0%	0.17%	0.13%	0.10%	0.16%	0.15%	0.38%	0.77%	1.21%	0.40%	0.0%	0.0%	0.0%	0.12%	0.28%	0.90%	0.0%	0.27%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	88	1	0	1	0	1	3	0	1	2	2	1	1	0	1	1	0	0	0	1	0	2	0	1	3	2	1	0	2	0	1	0	4	2	2	3	3	2	1	3	2	3	2	0	1	2	1	3	0	3	0	3	6	5	4	0	1	3	1	0	0	0					
		0.17%	0.17%	0.0%	0.14%	0.0%	0.14%	0.26%	0.0%	0.10%	0.18%	0.23%	0.09%	0.08%	0.0%	0.09%	0.13%	0.0%	0.0%	0.0%	0.18%	0.0%	0.15%	0.0%	0.08%	0.43%	0.26%	0.19%	0.0%	0.18%	0.0%	0.12%	0.0%	0.42%	0.29%	0.33%	0.25%	0.25%	0.20%	0.21%	0.26%	0.20%	0.27%	0.17%	0.0%	0.10%	0.33%	0.15%	0.28%	0.0%	0.26%	0.0%	0.29%	0.69%	0.48%	0.49%	0.0%	0.30%	0.22%	0.13%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4932	61	68	66	56	67	64	48	77	76	67	74	79	100	86	83	72	101	48	69	87	154	183	171	76	100	60	81	126	81	48	81	109	61	68	118	136	99	38	109	74	87	108	67	91	72	77	104	32	144	67	95	93	93	63	34	35	158	80	0	4	6					
		9.91%	10.93%	9.95%	9.73%	8.69%	9.50%	5.60%	5.61%	8.36%	7.16%	7.93%	7.16%	6.82%	10.63%	8.05%	11.06%	8.95%	12.31%	7.65%	12.49%	12.37%	11.72%	14.74%	15.36%	10.90%	13.03%	11.90%	11.60%	11.72%	8.83%	5.76%	10.38%	11.59%	8.87%	11.52%	9.93%	11.35%	10.10%	8.29%	9.47%	7.45%	7.95%	9.52%	9.00%	9.91%	12.04%	11.57%	9.96%	8.29%	12.52%	9.02%	9.34%	10.78%	9.01%	7.79%	9.57%	10.57%	11.92%	11.17%	0.0%	4.65%	10.90%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	117	0	0	2	3	0	1	1	1	3	2	3	3	2	4	0	1	1	1	0	1	4	1	3	3	1	1	0	4	3	0	2	0	0	3	0	1	0	2	1	4	1	3	3	1	2	1	4	4	5	0	2	1	4	0	2	0	21	1	0	0	0					
		0.23%	0.0%	0.0%	0.29%	0.46%	0.0%	0.08%	0.11%	0.10%	0.28%	0.23%	0.29%	0.25%	0.21%	0.37%	0.0%	0.12%	0.12%	0.15%	0.0%	0.14%	0.30%	0.08%	0.26%	0.43%	0.13%	0.19%	0.0%	0.37%	0.32%	0.0%	0.25%	0.0%	0.0%	0.50%	0.0%	0.08%	0.0%	0.43%	0.08%	0.40%	0.09%	0.26%	0.40%	0.10%	0.33%	0.15%	0.38%	1.03%	0.43%	0.0%	0.19%	0.11%	0.38%	0.0%	0.56%	0.0%	1.58%	0.13%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	5591	44	61	73	71	75	180	100	109	150	99	151	141	100	127	80	71	93	98	58	77	112	121	94	68	91	65	75	114	116	99	57	90	65	49	147	143	110	47	144	123	108	149	73	95	70	60	120	44	116	83	131	109	144	106	33	35	162	59	2	2	2					
		11.24%	7.88%	8.93%	10.76%	11.02%	10.63%	15.76%	11.69%	11.84%	14.15%	11.72%	14.61%	12.17%	10.63%	11.90%	10.66%	8.83%	11.34%	15.62%	10.50%	10.95%	8.53%	9.75%	8.44%	9.75%	11.86%	12.89%	10.74%	10.60%	12.64%	11.89%	7.30%	9.57%	9.46%	8.30%	12.37%	11.93%	11.22%	10.26%	12.52%	12.38%	9.88%	13.13%	9.81%	10.34%	11.70%	9.02%	11.49%	11.39%	10.08%	11.18%	12.88%	12.64%	13.95%	13.11%	9.29%	10.57%	12.22%	8.24%	15.38%	2.32%	3.63%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	861	11	8	15	16	15	10	16	12	15	15	17	26	8	15	8	19	12	12	7	14	27	19	20	14	12	8	11	19	17	19	19	10	14	16	22	22	12	6	25	20	16	13	20	18	12	12	16	8	29	15	14	12	20	8	4	5	27	7	0	2	0					
		1.73%	1.97%	1.17%	2.21%	2.48%	2.12%	0.87%	1.87%	1.30%	1.41%	1.77%	1.64%	2.24%	0.85%	1.40%	1.06%	2.36%	1.46%	1.91%	1.26%	1.99%	2.05%	1.53%	1.79%	2.00%	1.56%	1.58%	1.57%	1.76%	1.85%	2.28%	2.43%	1.06%	2.03%	2.71%	1.85%	1.83%	1.22%	1.31%	2.17%	2.01%	1.46%	1.14%	2.68%	1.96%	2.00%	1.80%	1.53%	2.07%	2.52%	2.02%	1.37%	1.39%	1.93%	0.99%	1.12%	1.51%	2.03%	0.97%	0.0%	2.32%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	15010	174	186	203	213	186	471	299	290	321	273	345	329	279	309	222	236	232	194	168	203	381	313	293	218	250	149	189	327	241	288	251	283	235	179	353	302	223	141	375	343	304	336	223	276	199	209	313	103	343	206	305	239	313	250	145	124	364	235	7	26	23					
		30.17%	31.18%	27.23%	29.94%	33.07%	26.38%	41.24%	34.97%	31.52%	30.28%	32.34%	33.39%	28.41%	29.68%	28.95%	29.6%	29.35%	28.29%	30.94%	30.43%	28.87%	29.01%	25.22%	26.32%	31.27%	32.59%	29.56%	27.07%	30.41%	26.28%	34.61%	32.17%	30.10%	34.20%	30.33%	29.71%	25.20%	22.75%	30.78%	32.60%	34.54%	27.81%	29.62%	29.97%	30.06%	33.27%	31.42%	29.98%	26.68%	29.82%	27.76%	29.99%	27.72%	30.32%	30.94%	40.84%	37.46%	27.47%	32.82%	53.84%	30.23%	41.81%					
38	"21. ""Российская Конституционно-демократическая партия"""	76	4	1	1	0	1	0	4	1	3	3	2	2	1	1	0	3	1	1	1	1	1	3	1	1	2	2	0	1	0	0	3	2	2	1	0	1	1	1	1	5	1	1	0	0	2	1	2	2	0	0	3	2	1	0	0	0	2	0	0	0	0					
		0.15%	0.71%	0.14%	0.14%	0.0%	0.14%	0.0%	0.46%	0.10%	0.28%	0.35%	0.19%	0.17%	0.10%	0.09%	0.0%	0.37%	0.12%	0.15%	0.18%	0.14%	0.07%	0.24%	0.08%	0.14%	0.26%	0.39%	0.0%	0.09%	0.0%	0.0%	0.38%	0.21%	0.29%	0.16%	0.0%	0.08%	0.10%	0.21%	0.08%	0.50%	0.09%	0.08%	0.0%	0.0%	0.33%	0.15%	0.19%	0.51%	0.0%	0.0%	0.29%	0.23%	0.09%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	99	0	0	4	0	2	4	1	1	2	0	0	0	3	3	0	2	1	2	2	3	5	1	2	1	1	7	1	1	1	0	2	4	1	2	2	2	0	1	1	2	3	2	3	2	0	1	6	1	2	2	3	2	0	1	1	0	1	2	0	0	0					
		0.19%	0.0%	0.0%	0.58%	0.0%	0.28%	0.35%	0.11%	0.10%	0.18%	0.0%	0.0%	0.0%	0.31%	0.28%	0.0%	0.24%	0.12%	0.31%	0.36%	0.42%	0.38%	0.08%	0.17%	0.14%	0.13%	1.38%	0.14%	0.09%	0.10%	0.0%	0.25%	0.42%	0.14%	0.33%	0.16%	0.16%	0.0%	0.21%	0.08%	0.20%	0.27%	0.17%	0.40%	0.21%	0.0%	0.15%	0.57%	0.25%	0.17%	0.26%	0.29%	0.23%	0.0%	0.12%	0.28%	0.0%	0.07%	0.27%	0.0%	0.0%	0.0%					
