Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																	
Дата голосования: 02.12.2007																																																																	
																																																																	
Наименование Избирательной комиссии:    Завьяловская																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758					
		0.42%	0.40%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.26%	0.00%	0.00%	0.00%	0.84%	1.15%	0.86%	1.06%	0.00%	0.31%	1.34%	0.36%	0.88%	0.31%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.68%	0.51%	0.41%	0.00%	0.64%	0.46%	0.00%	0.51%	0.00%	0.00%	0.31%	0.00%	0.47%	0.00%	0.68%	0.00%	0.17%	0.76%	1.04%	0.49%	0.00%	0.00%	0.13%	0.41%	0.00%	0.00%	0.34%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	63	2	0	0	0	0	0	0	5	1	0	0	1	4	3	4	0	2	2	1	0	0	1	0	0	0	0	2	2	0	0	1	4	1	3	3	2	1	0	0	1	0	0	0	1	2	0	5	1	1	0	0	0	2	3	0	0	2	0					
		0.23%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.18%	0.00%	0.00%	0.84%	0.31%	0.32%	0.53%	0.00%	0.31%	0.45%	0.07%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.47%	0.47%	0.00%	0.00%	0.68%	0.23%	0.08%	0.91%	0.21%	0.31%	0.13%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	0.24%	0.34%	0.00%	0.87%	0.08%	0.26%	0.00%	0.00%	0.00%	0.26%	1.24%	0.00%	0.00%	0.22%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2840	60	20	5	2	3	12	2	182	65	11	6	10	145	89	122	28	89	60	108	12	52	60	3	13	9	9	34	75	22	60	13	214	165	24	163	59	46	7	2	3	55	29	11	41	52	15	42	163	54	49	22	4	127	24	7	21	56	4					
		10.30%	8.04%	8.73%	3.23%	3.39%	5.08%	7.14%	3.03%	11.94%	11.84%	5.42%	6.59%	8.40%	11.07%	9.60%	16.09%	8.67%	13.86%	13.39%	7.80%	5.26%	8.02%	8.68%	2.11%	9.92%	7.96%	8.49%	8.00%	17.52%	18.33%	11.11%	8.78%	12.24%	13.40%	7.27%	11.68%	9.01%	5.88%	3.59%	1.63%	3.00%	8.49%	5.64%	5.14%	9.72%	8.83%	6.64%	7.27%	13.67%	14.06%	12.01%	33.85%	8.00%	16.34%	9.96%	7.95%	10.40%	6.29%	7.14%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2080	91	11	8	3	1	12	2	125	22	19	4	5	143	74	87	18	61	27	85	12	38	30	4	6	4	4	17	23	6	39	3	192	126	27	105	34	43	2	1	1	26	18	3	15	32	10	36	220	27	22	3	2	70	20	6	7	41	7					
		7.54%	12.20%	4.80%	5.16%	5.08%	1.69%	7.14%	3.03%	8.20%	4.01%	9.36%	4.40%	4.20%	10.92%	7.98%	11.48%	5.57%	9.50%	6.03%	6.14%	5.26%	5.86%	4.34%	2.82%	4.58%	3.54%	3.77%	4.00%	5.37%	5.00%	7.22%	2.03%	10.98%	10.24%	8.18%	7.52%	5.19%	5.50%	1.03%	0.81%	1.00%	4.01%	3.50%	1.40%	3.55%	5.43%	4.42%	6.23%	18.46%	7.03%	5.39%	4.62%	4.00%	9.01%	8.30%	6.82%	3.47%	4.61%	12.50%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	366	10	1	0	0	0	1	0	25	5	3	2	0	30	17	13	4	16	13	14	4	4	4	0	3	3	0	5	5	2	3	0	38	16	5	26	11	8	1	0	4	3	3	1	4	6	0	6	11	7	2	0	0	11	5	1	3	7	0					
		1.33%	1.34%	0.44%	0.00%	0.00%	0.00%	0.60%	0.00%	1.64%	0.91%	1.48%	2.20%	0.00%	2.29%	1.83%	1.72%	1.24%	2.49%	2.90%	1.01%	1.75%	0.62%	0.58%	0.00%	2.29%	2.65%	0.00%	1.18%	1.17%	1.67%	0.56%	0.00%	2.17%	1.30%	1.52%	1.86%	1.68%	1.02%	0.51%	0.00%	4.00%	0.46%	0.58%	0.47%	0.95%	1.02%	0.00%	1.04%	0.92%	1.82%	0.49%	0.00%	0.00%	1.42%	2.07%	1.14%	1.49%	0.79%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	18448	474	161	119	50	34	117	58	1018	391	148	70	92	738	597	407	221	348	251	1010	162	468	462	108	89	83	78	319	267	67	372	114	982	722	238	903	451	604	168	116	83	483	426	172	316	422	180	449	653	262	300	35	37	482	150	66	145	676	34					
		66.87%	63.54%	70.31%	76.77%	84.75%	57.63%	69.64%	87.88%	66.80%	71.22%	72.91%	76.92%	77.31%	56.34%	64.40%	53.69%	68.42%	54.21%	56.03%	72.92%	71.05%	72.22%	66.86%	76.06%	67.94%	73.45%	73.58%	75.06%	62.38%	55.83%	68.89%	77.03%	56.15%	58.65%	72.12%	64.68%	68.85%	77.24%	86.15%	94.31%	83.00%	74.54%	82.88%	80.37%	74.88%	71.65%	79.65%	77.68%	54.78%	68.23%	73.53%	53.85%	74.00%	62.03%	62.24%	75.00%	71.78%	75.96%	60.71%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	164	3	0	1	0	0	1	0	8	3	2	1	0	9	6	3	2	6	6	11	0	5	8	0	0	0	0	0	1	5	1	0	23	9	0	8	2	2	0	1	0	0	3	1	1	2	0	3	7	1	3	0	5	6	2	0	1	2	0					
		0.59%	0.40%	0.00%	0.65%	0.00%	0.00%	0.60%	0.00%	0.52%	0.55%	0.99%	1.10%	0.00%	0.69%	0.65%	0.40%	0.62%	0.93%	1.34%	0.79%	0.00%	0.77%	1.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	4.17%	0.19%	0.00%	1.32%	0.73%	0.00%	0.57%	0.31%	0.26%	0.00%	0.81%	0.00%	0.00%	0.58%	0.47%	0.24%	0.34%	0.00%	0.52%	0.59%	0.26%	0.74%	0.00%	10.00%	0.77%	0.83%	0.00%	0.50%	0.22%	0.00%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
