Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																
Дата голосования: 04.12.2011																																																																
																																																																
Наименование Избирательной комиссии:    Завьяловская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	702	40	5	30	17	9	17	27	15	23	10	17	9	8	3	37	14	4	3	8	4	4	3	17	4	3	16	8	20	10	17	3	3	4	15	14	14	33	15	4	5	20	3	25	4	5	8	3	25	28	4	7	15	4	10	8	14	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	516	39	2	19	11	7	14	23	8	20	9	9	9	4	1	20	13	2	0	5	1	0	1	12	4	0	12	8	15	9	13	3	1	1	13	10	13	24	14	0	4	18	1	20	3	5	5	1	16	21	4	4	12	2	7	4	13	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	370	15	7	18	7	4	8	12	1	17	2	11	11	3	3	17	14	3	1	1	0	2	1	3	1	2	10	8	9	17	3	4	2	0	5	3	0	10	6	6	2	15	5	8	4	6	7	0	7	8	5	4	11	4	4	10	16	7					
14	Число погашенных неиспользованных открепительных удостоверений	186	1	3	11	6	2	3	4	7	3	1	8	0	4	2	17	1	2	3	3	3	4	2	5	0	3	4	0	5	1	4	0	2	3	2	4	1	9	1	4	1	2	2	5	1	0	3	2	9	7	0	3	3	2	3	4	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	1	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3464	209	35	159	97	85	69	133	70	167	32	66	29	18	18	82	148	22	19	4	18	12	1	91	11	16	33	20	63	47	96	4	12	21	46	38	15	167	49	7	46	49	19	68	6	37	31	2	183	141	23	23	102	9	18	108	240	130					
		12.40%	13.84%	9.54%	13.45%	13.40%	16.04%	13.32%	11.54%	12.37%	12.71%	9.82%	11.79%	14.65%	15.93%	17.82%	10.55%	16.89%	10.05%	12.26%	6.90%	10.59%	9.92%	1.05%	12.89%	7.64%	12.50%	7.97%	10.99%	10.34%	9.89%	11.76%	3.51%	11.65%	11.73%	9.68%	6.83%	8.15%	11.48%	8.64%	3.83%	12.92%	12.41%	15.08%	13.00%	4.92%	9.39%	7.42%	3.45%	13.28%	9.87%	10.36%	10.95%	12.88%	7.69%	9.94%	25.65%	26.34%	13.67%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4984	296	71	194	164	80	113	242	118	246	57	79	28	22	16	119	125	36	24	12	26	23	17	127	17	24	52	21	67	69	111	12	12	15	109	95	34	278	81	30	66	86	33	121	19	48	68	7	263	281	31	42	199	39	60	67	163	129					
		17.85%	19.60%	19.35%	16.41%	22.65%	15.09%	21.81%	20.99%	20.85%	18.72%	17.48%	14.11%	14.14%	19.47%	15.84%	15.32%	14.27%	16.44%	15.48%	20.69%	15.29%	19.01%	17.89%	17.99%	11.81%	18.75%	12.56%	11.54%	11.00%	14.53%	13.60%	10.53%	11.65%	8.38%	22.95%	17.09%	18.48%	19.11%	14.29%	16.39%	18.54%	21.77%	26.19%	23.14%	15.57%	12.18%	16.27%	12.07%	19.09%	19.68%	13.96%	20.00%	25.13%	33.33%	33.15%	15.91%	17.89%	13.56%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	363	29	4	10	12	11	3	30	6	22	3	5	2	1	1	8	6	3	0	1	3	4	0	8	0	0	3	2	10	2	12	0	2	0	4	5	2	17	10	2	4	1	1	4	0	3	3	1	29	20	0	4	12	4	1	5	23	5					
		1.30%	1.92%	1.09%	0.85%	1.66%	2.08%	0.58%	2.60%	1.06%	1.67%	0.92%	0.89%	1.01%	0.88%	0.99%	1.03%	0.68%	1.37%	0.00%	1.72%	1.76%	3.31%	0.00%	1.13%	0.00%	0.00%	0.72%	1.10%	1.64%	0.42%	1.47%	0.00%	1.94%	0.00%	0.84%	0.90%	1.09%	1.17%	1.76%	1.09%	1.12%	0.25%	0.79%	0.76%	0.00%	0.76%	0.72%	1.72%	2.10%	1.40%	0.00%	1.90%	1.52%	3.42%	0.55%	1.19%	2.52%	0.53%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4677	326	73	314	181	99	90	239	122	264	49	122	32	10	4	107	122	66	20	2	23	22	8	113	29	14	63	38	97	76	98	16	7	21	69	47	29	218	147	17	28	47	17	56	6	31	53	11	234	224	62	24	106	16	18	72	138	140					
		16.75%	21.59%	19.89%	26.57%	25.00%	18.68%	17.37%	20.73%	21.55%	20.09%	15.03%	21.79%	16.16%	8.85%	3.96%	13.77%	13.93%	30.14%	12.90%	3.45%	13.53%	18.18%	8.42%	16.01%	20.14%	10.94%	15.22%	20.88%	15.93%	16.00%	12.01%	14.04%	6.80%	11.73%	14.53%	8.45%	15.76%	14.98%	25.93%	9.29%	7.87%	11.90%	13.49%	10.71%	4.92%	7.87%	12.68%	18.97%	16.98%	15.69%	27.93%	11.43%	13.38%	13.68%	9.94%	17.10%	15.15%	14.72%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	530	49	2	31	15	11	21	27	14	34	3	9	2	1	0	7	7	1	2	3	1	0	0	37	3	3	3	2	6	4	3	1	0	1	10	6	0	32	12	4	4	5	4	6	0	1	3	0	27	20	6	3	12	6	1	10	31	24					
		1.90%	3.25%	0.54%	2.62%	2.07%	2.08%	4.05%	2.34%	2.47%	2.59%	0.92%	1.61%	1.01%	0.88%	0.00%	0.90%	0.80%	0.46%	1.29%	5.17%	0.59%	0.00%	0.00%	5.24%	2.08%	2.34%	0.72%	1.10%	0.99%	0.84%	0.37%	0.88%	0.00%	0.56%	2.11%	1.08%	0.00%	2.20%	2.12%	2.19%	1.12%	1.27%	3.17%	1.15%	0.00%	0.25%	0.72%	0.00%	1.96%	1.40%	2.70%	1.43%	1.52%	5.13%	0.55%	2.38%	3.40%	2.52%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13224	559	173	431	242	234	200	449	211	547	170	274	100	59	59	433	447	88	86	35	97	56	68	311	83	66	248	93	355	268	480	80	65	118	229	351	100	703	255	118	197	196	49	258	83	266	253	37	609	714	95	111	342	42	75	154	298	504					
		47.35%	37.02%	47.14%	36.46%	33.43%	44.15%	38.61%	38.94%	37.28%	41.63%	52.15%	48.93%	50.51%	52.21%	58.42%	55.73%	51.03%	40.18%	55.48%	60.34%	57.06%	46.28%	71.58%	44.05%	57.64%	51.56%	59.90%	51.10%	58.29%	56.42%	58.82%	70.18%	63.11%	65.92%	48.21%	63.13%	54.35%	48.32%	44.97%	64.48%	55.34%	49.62%	38.89%	49.33%	68.03%	67.51%	60.53%	63.79%	44.19%	50.00%	42.79%	52.86%	43.18%	35.90%	41.44%	36.58%	32.71%	52.99%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	156	11	2	15	2	4	5	13	5	7	1	1	0	0	1	0	5	1	0	0	1	0	0	1	1	1	1	1	3	3	5	0	2	0	4	1	0	13	2	2	2	1	0	3	3	0	3	0	9	7	1	3	2	0	1	1	5	1					
		0.56%	0.73%	0.54%	1.27%	0.28%	0.75%	0.97%	1.13%	0.88%	0.53%	0.31%	0.18%	0.00%	0.00%	0.99%	0.00%	0.57%	0.46%	0.00%	0.00%	0.59%	0.00%	0.00%	0.14%	0.69%	0.78%	0.24%	0.55%	0.49%	0.63%	0.61%	0.00%	1.94%	0.00%	0.84%	0.18%	0.00%	0.89%	0.35%	1.09%	0.56%	0.25%	0.00%	0.57%	2.46%	0.00%	0.72%	0.00%	0.65%	0.49%	0.45%	1.43%	0.25%	0.00%	0.55%	0.24%	0.55%	0.11%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
