Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																															
Дата голосования: 04.12.2011																																																																															
																																																																															
"Наименование Избирательной комиссии:    Пенза, Октябрьская"																																																																															
																																																																															
Сводная таблица результатов выборов																																																																															
																																																																															
		Сумма	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2660	70	50	30	39	47	55	50	30	45	40	45	40	45	45	40	0	50	45	50	40	60	60	40	50	5	0	0	35	40	40	60	55	40	50	50	25	25	5	40	25	0	45	40	34	40	45	40	60	50	45	40	30	40	50	50	25	30	25	35	25	25	25	35	30	0	40	40	30	25	30	30	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2231	62	50	26	33	43	44	40	24	39	31	34	34	33	41	40	0	33	43	29	38	55	53	37	48	4	0	0	26	34	25	50	45	31	44	43	19	23	0	38	22	0	40	39	34	39	43	35	45	46	37	35	27	36	42	39	14	22	22	27	25	15	18	28	28	0	32	29	25	18	22	26	29					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2190	15	22	13	38	27	21	14	27	25	7	7	14	14	19	13	40	17	14	11	16	31	39	16	23	18	93	117	57	69	21	24	15	8	17	10	17	15	18	9	36	455	20	31	5	17	11	12	17	17	17	20	14	31	14	11	24	18	21	18	13	22	10	8	34	111	30	8	95	20	18	11	10					
14	Число погашенных неиспользованных открепительных удостоверений	429	8	0	4	6	4	11	10	6	6	9	11	6	12	4	0	0	17	2	21	2	5	7	3	2	1	0	0	9	6	15	10	10	9	6	7	6	2	5	2	3	0	5	1	0	1	2	5	15	4	8	5	3	4	8	11	11	8	3	8	0	10	7	7	2	0	8	11	5	7	8	4	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	10498	180	166	96	185	200	132	147	132	215	154	178	172	219	188	176	54	192	230	221	194	180	191	207	218	22	16	10	107	145	158	170	174	157	200	154	86	114	27	176	124	70	189	195	198	177	210	91	199	218	119	163	125	206	143	135	20	98	134	143	122	120	135	108	140	19	121	114	152	91	161	154	161					
		12.57%	11.79%	12.87%	13.87%	13.30%	14.27%	11.63%	12.03%	11.41%	13.81%	12.32%	12.94%	13.04%	16.09%	13.14%	13.10%	14.32%	12.88%	17.61%	14.68%	12.39%	11.60%	12.80%	12.03%	13.48%	9.87%	7.27%	3.76%	12.77%	13.99%	16.44%	12.72%	13.72%	12.91%	13.18%	12.66%	11.53%	12.91%	10.07%	13.51%	12.77%	7.49%	13.74%	12.73%	15.81%	10.71%	13.92%	5.81%	13.68%	14.28%	10.08%	13.07%	12.23%	13.67%	12.05%	11.17%	2.99%	8.24%	14.71%	17.13%	16.07%	13.61%	10.88%	11.02%	10.40%	10.44%	11.30%	11.74%	11.86%	12.87%	13.51%	12.29%	10.55%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	10977	222	215	105	184	179	156	170	156	222	203	209	183	182	197	187	41	186	151	198	211	194	184	227	189	30	21	8	126	126	118	191	171	162	220	171	74	117	13	170	100	58	180	160	155	168	161	174	186	209	154	139	120	184	145	270	100	144	126	122	101	146	119	117	178	8	149	117	279	110	131	186	212					
		13.15%	14.54%	16.67%	15.17%	13.23%	12.77%	13.74%	13.91%	13.48%	14.26%	16.24%	15.19%	13.87%	13.37%	13.77%	13.91%	10.88%	12.47%	11.56%	13.16%	13.47%	12.50%	12.33%	13.20%	11.69%	13.45%	9.55%	3.01%	15.04%	12.16%	12.28%	14.30%	13.49%	13.32%	14.49%	14.06%	9.92%	13.25%	4.85%	13.05%	10.30%	6.20%	13.08%	10.44%	12.38%	10.17%	10.67%	11.11%	12.78%	13.69%	13.05%	11.15%	11.74%	12.21%	12.22%	22.33%	14.99%	12.10%	13.83%	14.61%	13.31%	16.55%	9.59%	11.94%	13.22%	4.40%	13.91%	12.05%	21.76%	15.56%	10.99%	14.84%	13.89%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	837	26	15	9	16	23	9	18	13	21	22	21	14	11	15	16	3	4	9	15	12	8	6	12	14	5	6	0	11	9	9	9	15	17	13	11	6	4	3	14	8	8	16	13	15	15	17	14	17	11	9	11	10	15	15	13	3	5	7	11	5	11	12	5	7	0	10	18	18	10	16	15	13					
		1.00%	1.70%	1.16%	1.30%	1.15%	1.64%	0.79%	1.47%	1.12%	1.35%	1.76%	1.53%	1.06%	0.81%	1.05%	1.19%	0.80%	0.27%	0.69%	0.99%	0.77%	0.52%	0.40%	0.70%	0.87%	2.24%	2.73%	0.00%	1.31%	0.87%	0.94%	0.67%	1.18%	1.40%	0.86%	0.90%	0.80%	0.45%	1.12%	1.07%	0.82%	0.86%	1.16%	0.85%	1.20%	0.91%	1.13%	0.89%	1.17%	0.72%	0.76%	0.88%	0.98%	0.99%	1.26%	1.08%	0.45%	0.42%	0.77%	1.32%	0.66%	1.25%	0.97%	0.51%	0.52%	0.00%	0.93%	1.85%	1.40%	1.41%	1.34%	1.20%	0.85%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	22290	484	410	146	403	392	343	341	316	395	344	427	388	400	400	369	82	442	389	451	445	412	388	450	391	13	12	59	248	322	255	407	376	371	402	361	265	289	37	386	327	103	358	402	359	421	434	238	333	396	334	361	291	435	322	293	151	272	291	213	201	241	285	205	250	31	254	280	266	122	317	320	373					
		26.69%	31.70%	31.78%	21.10%	28.97%	27.96%	30.22%	27.91%	27.31%	25.37%	27.52%	31.03%	29.42%	29.39%	27.95%	27.46%	21.75%	29.64%	29.79%	29.97%	28.42%	26.55%	26.01%	26.16%	24.18%	5.83%	5.45%	22.18%	29.59%	31.08%	26.53%	30.46%	29.65%	30.51%	26.48%	29.69%	35.52%	32.73%	13.81%	29.62%	33.68%	11.02%	26.02%	26.24%	28.67%	25.48%	28.76%	15.20%	22.89%	25.93%	28.31%	28.95%	28.47%	28.87%	27.13%	24.23%	22.64%	22.86%	31.94%	25.51%	26.48%	27.32%	22.97%	20.92%	18.57%	17.03%	23.72%	28.84%	20.75%	17.26%	26.59%	25.54%	24.44%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3375	85	51	43	49	80	52	60	65	64	55	63	65	64	54	42	6	52	73	65	58	72	67	61	94	4	7	5	45	57	68	63	46	40	59	57	34	21	5	51	44	23	69	54	52	79	53	19	70	44	39	57	34	56	48	25	4	34	36	45	22	31	47	28	51	0	55	74	45	21	30	44	40					
		4.04%	5.57%	3.95%	6.21%	3.52%	5.71%	4.58%	4.91%	5.62%	4.11%	4.40%	4.58%	4.93%	4.70%	3.77%	3.13%	1.59%	3.49%	5.59%	4.32%	3.70%	4.64%	4.49%	3.55%	5.81%	1.79%	3.18%	1.88%	5.37%	5.50%	7.08%	4.72%	3.63%	3.29%	3.89%	4.69%	4.56%	2.38%	1.87%	3.91%	4.53%	2.46%	5.01%	3.52%	4.15%	4.78%	3.51%	1.21%	4.81%	2.88%	3.31%	4.57%	3.33%	3.72%	4.04%	2.07%	0.60%	2.86%	3.95%	5.39%	2.90%	3.51%	3.79%	2.86%	3.79%	0.00%	5.14%	7.62%	3.51%	2.97%	2.52%	3.51%	2.62%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	33834	494	403	282	530	493	423	457	455	606	449	447	466	463	547	529	182	591	436	525	626	660	627	742	678	147	158	179	286	353	342	468	461	450	599	449	266	317	164	473	349	578	545	693	439	759	604	1003	618	622	504	492	421	586	487	445	374	623	302	289	299	316	621	512	699	124	452	346	467	333	510	503	696					
		40.52%	32.35%	31.24%	40.75%	38.10%	35.16%	37.27%	37.40%	39.33%	38.92%	35.92%	32.49%	35.33%	34.02%	38.23%	39.36%	48.28%	39.64%	33.38%	34.88%	39.97%	42.53%	42.02%	43.14%	41.93%	65.92%	71.82%	67.29%	34.13%	34.07%	35.59%	35.03%	36.36%	37.01%	39.46%	36.92%	35.66%	35.90%	61.19%	36.30%	35.94%	61.82%	39.61%	45.23%	35.06%	45.94%	40.03%	64.05%	42.47%	40.73%	42.71%	39.45%	41.19%	38.89%	41.03%	36.81%	56.07%	52.35%	33.15%	34.61%	39.39%	35.83%	50.04%	52.24%	51.93%	68.13%	42.20%	35.63%	36.43%	47.10%	42.79%	40.14%	45.61%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	478	11	11	7	13	11	7	11	5	9	12	11	9	3	11	6	1	6	5	7	3	8	8	5	8	0	0	2	5	9	1	10	5	10	7	2	3	6	5	11	2	4	4	3	12	14	10	10	11	12	4	12	6	4	10	8	4	2	5	4	2	2	5	1	6	0	10	8	15	2	6	8	8					
		0.57%	0.72%	0.85%	1.01%	0.93%	0.78%	0.62%	0.90%	0.43%	0.58%	0.96%	0.80%	0.68%	0.22%	0.77%	0.45%	0.27%	0.40%	0.38%	0.47%	0.19%	0.52%	0.54%	0.29%	0.49%	0.00%	0.00%	0.75%	0.60%	0.87%	0.10%	0.75%	0.39%	0.82%	0.46%	0.16%	0.40%	0.68%	1.87%	0.84%	0.21%	0.43%	0.29%	0.20%	0.96%	0.85%	0.66%	0.64%	0.76%	0.79%	0.34%	0.96%	0.59%	0.27%	0.84%	0.66%	0.60%	0.17%	0.55%	0.48%	0.26%	0.23%	0.40%	0.10%	0.45%	0.00%	0.93%	0.82%	1.17%	0.28%	0.50%	0.64%	0.52%					
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
