Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Ирбитская городская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839					
		0.33%	0.37%	0.0%	0.48%	0.25%	0.29%	0.42%	0.18%	0.72%	0.23%	0.42%	0.26%	0.23%	0.36%	0.51%	0.17%					
27	"10. ""Аграрная партия России"""	574	10	17	36	22	32	52	46	32	42	39	64	53	34	44	51					
		3.79%	1.24%	2.33%	4.40%	2.84%	3.15%	4.41%	4.24%	3.29%	4.87%	4.15%	5.73%	4.16%	3.07%	3.26%	4.52%					
28	"11. ""Истинные патриоты России"""	13	0	1	2	1	2	2	2	0	0	1	1	1	0	0	0					
		0.08%	0.0%	0.13%	0.24%	0.12%	0.19%	0.16%	0.18%	0.0%	0.0%	0.10%	0.08%	0.07%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	140	4	6	12	10	7	13	11	9	8	12	8	7	13	12	8					
		0.92%	0.49%	0.82%	1.46%	1.29%	0.69%	1.10%	1.01%	0.92%	0.92%	1.27%	0.71%	0.55%	1.17%	0.89%	0.71%					
30	"13. ""Демократическая партия России"""	25	0	2	2	6	2	0	2	2	0	0	1	3	2	2	1					
		0.16%	0.0%	0.27%	0.24%	0.77%	0.19%	0.0%	0.18%	0.20%	0.0%	0.0%	0.08%	0.23%	0.18%	0.14%	0.08%					
31	"14. ""Великая Россия - Евразийский Союз"""	55	2	3	5	0	5	2	5	6	2	5	2	5	4	6	3					
		0.36%	0.24%	0.41%	0.61%	0.0%	0.49%	0.16%	0.46%	0.61%	0.23%	0.53%	0.17%	0.39%	0.36%	0.44%	0.26%					
32	"15. ""Партия СЛОН"""	27	2	1	1	3	0	1	0	1	0	2	4	6	1	2	3					
		0.17%	0.24%	0.13%	0.12%	0.38%	0.0%	0.08%	0.0%	0.10%	0.0%	0.21%	0.35%	0.47%	0.09%	0.14%	0.26%					
33	"16. ""Родина"" (народно-патриотический союз)"""	883	17	38	34	48	55	97	67	52	55	39	86	111	57	67	60					
		5.83%	2.11%	5.22%	4.15%	6.20%	5.42%	8.22%	6.18%	5.36%	6.38%	4.15%	7.70%	8.73%	5.16%	4.97%	5.32%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	46	0	0	2	3	3	4	2	4	4	6	3	4	2	4	5					
		0.30%	0.0%	0.0%	0.24%	0.38%	0.29%	0.33%	0.18%	0.41%	0.46%	0.63%	0.26%	0.31%	0.18%	0.29%	0.44%					
35	"18. ""ЛДПР"""	2421	99	127	131	119	185	152	188	167	111	168	151	180	187	241	215					
		16.00%	12.34%	17.46%	16.01%	15.39%	18.26%	12.89%	17.35%	17.21%	12.89%	17.89%	13.53%	14.16%	16.93%	17.87%	19.09%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	576	17	32	27	47	41	49	40	34	34	36	56	39	38	42	44					
		3.80%	2.11%	4.40%	3.30%	6.08%	4.04%	4.15%	3.69%	3.50%	3.94%	3.83%	5.01%	3.06%	3.44%	3.11%	3.90%					
37	"20. ""Политическая партия ""Единая Россия"""	5008	180	262	287	294	359	416	354	318	279	318	324	332	443	465	377					
		33.09%	22.44%	36.03%	35.08%	38.03%	35.43%	35.28%	32.68%	32.78%	32.40%	33.86%	29.03%	26.12%	40.12%	34.49%	33.48%					
38	"21. ""Российская Конституционно-демократическая партия"""	34	0	1	2	2	4	4	1	2	5	1	2	2	5	2	1					
		0.22%	0.0%	0.13%	0.24%	0.25%	0.39%	0.33%	0.09%	0.20%	0.58%	0.10%	0.17%	0.15%	0.45%	0.14%	0.08%					
39	"22. ""Развитие предпринимательства"""	42	0	1	4	3	10	5	3	2	2	1	2	1	2	5	1					
		0.27%	0.0%	0.13%	0.48%	0.38%	0.98%	0.42%	0.27%	0.20%	0.23%	0.10%	0.17%	0.07%	0.18%	0.37%	0.08%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1352	45	66	65	49	95	98	109	77	93	66	129	170	81	116	93					
		8.93%	5.61%	9.07%	7.94%	6.33%	9.37%	8.31%	10.06%	7.93%	10.80%	7.02%	11.55%	13.37%	7.33%	8.60%	8.25%					
																						
41	Против всех	557	16	28	28	18	45	44	55	34	36	43	34	45	34	61	36					
		3.68%	1.99%	3.85%	3.42%	2.32%	4.44%	3.73%	5.07%	3.50%	4.18%	4.57%	3.04%	3.54%	3.07%	4.52%	3.19%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
