Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Ардатовская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	495	15	41	20	23	31	15	16	18	20	12	12	5	2	10	10	10	15	10	5	5	5	12	12	10	10	5	5	10	12	3	15	5	10	15	10	10	10	6	5	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	265	11	36	20	23	31	12	13	11	17	7	7	0	1	2	1	4	1	1	2	0	1	2	11	2	1	2	1	2	12	2	3	1	1	5	2	4	3	1	1	2	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	84	0	7	4	3	2	5	0	3	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	1	2	0	1	47	0	0	0	0	0	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	230	4	5	0	0	0	3	3	7	3	5	5	5	1	8	9	6	14	9	3	5	4	10	1	8	9	3	4	8	0	1	12	4	9	10	8	6	7	5	4	13	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	1.Политическая партия «Аграрная партия России»	10	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1					
		0.04%	0.14%	0.00%	0.00%	0.09%	0.00%	0.00%	0.10%	0.11%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.14%					
19	2.Всероссийская политическая партия «Гражданская Сила»	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	306	9	25	18	12	21	7	14	8	13	5	26	2	3	3	6	2	2	1	0	1	0	3	5	1	1	0	0	4	5	0	2	0	3	75	4	1	2	3	1	7	11					
		1.31%	1.27%	1.22%	1.56%	1.05%	0.99%	0.92%	1.38%	0.84%	1.14%	0.98%	1.75%	1.16%	1.55%	0.85%	1.85%	0.74%	0.29%	0.33%	0.00%	0.57%	0.00%	0.63%	0.98%	0.33%	0.40%	0.00%	0.00%	1.01%	0.90%	0.00%	0.25%	0.00%	0.89%	9.48%	1.56%	0.38%	0.72%	1.21%	0.96%	1.09%	1.55%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	4	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
		0.02%	0.00%	0.00%	0.09%	0.00%	0.05%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	39	2	3	4	2	4	1	1	4	5	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	1	0	1	0					
		0.17%	0.28%	0.15%	0.35%	0.17%	0.19%	0.13%	0.10%	0.42%	0.44%	0.00%	0.27%	0.58%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.39%	0.00%	0.36%	0.40%	0.00%	0.16%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	31	1	8	4	1	0	1	2	3	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0					
		0.13%	0.14%	0.39%	0.35%	0.09%	0.00%	0.13%	0.20%	0.32%	0.26%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.50%	0.00%	0.25%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	9	0	0	1	0	3	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.00%	0.00%	0.09%	0.00%	0.14%	0.13%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	22969	696	2014	1128	1129	2078	749	996	934	1117	503	1454	167	191	349	319	268	687	303	100	175	179	473	507	306	251	131	167	391	551	211	775	157	333	716	252	263	271	243	103	635	697					
		98.25%	98.03%	98.24%	97.49%	98.60%	98.62%	98.17%	98.22%	98.32%	98.07%	98.24%	97.98%	97.09%	98.45%	99.15%	98.15%	99.26%	99.13%	99.67%	10.00%	99.43%	10.00%	99.37%	99.02%	99.67%	99.60%	98.50%	10.00%	98.24%	99.10%	10.00%	98.73%	10.00%	99.11%	90.52%	98.05%	99.62%	98.19%	98.38%	99.04%	98.60%	98.31%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.09%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
